timezone,timestamp,interventionType,isReIntervention,interventionDuration,resolution,app,purpose
Europe/Zurich,1753861332.8875031,breathingExercise,False,6,openedApp,instagram,Divertissement
Europe/Zurich,1753868052.518933,breathingExercise,False,6,openedApp,instagram,Divertissement
Europe/Zurich,1753868262.410193,breathingExercise,False,6,dismissedAppOpening,tikTok,
Europe/Zurich,1753868299.057005,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1753870128.398648,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1753871122.7877622,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1753873262.031021,breathingExercise,False,6,dismissedAppOpening,tikTok,
Europe/Zurich,1753877295.65011,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1753879720.080463,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1753883857.392632,breathingExercise,False,6,openedApp,instagram,Divertissement
Europe/Zurich,1753885860.0543919,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1753886685.2620668,breathingExercise,False,6,openedApp,instagram,Divertissement
Europe/Zurich,1753890563.990817,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1753892634.010895,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1753895890.4117131,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1753896609.957872,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1753897274.353287,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1753911407.481272,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1753912636.940083,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1753913599.918128,breathingExercise,False,6,dismissedAppOpening,tikTok,
Europe/Zurich,1753942578.136322,breathingExercise,False,6,openedApp,instagram,Divertissement
Europe/Zurich,1753946435.925389,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1753950521.282963,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1753951690.014539,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1753956658.46685,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1753959208.422905,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1753962304.868324,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1753963795.548394,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1753965548.176907,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1753966310.2257872,breathingExercise,False,6,openedApp,instagram,Divertissement
Europe/Zurich,1753967795.1114678,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1753970753.015903,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1753972491.021646,breathingExercise,False,6,openedApp,instagram,Divertissement
Europe/Zurich,1753973170.951649,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1753974734.075904,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1753975456.4853911,breathingExercise,False,6,openedApp,instagram,Divertissement
Europe/Zurich,1753975653.585798,breathingExercise,False,6,openedApp,tikTok,Publier quelque chose
Europe/Zurich,1753976345.189986,breathingExercise,False,6,openedApp,instagram,Divertissement
Europe/Zurich,1753976951.5082479,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1753978611.175981,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1753978646.395948,breathingExercise,False,6,openedApp,instagram,Divertissement
Europe/Zurich,1753979573.634088,breathingExercise,False,6,openedApp,instagram,Divertissement
Europe/Zurich,1753979873.634301,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1753983130.9221802,breathingExercise,False,6,dismissedAppOpening,tikTok,
Europe/Zurich,1753983148.847838,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1753984318.775367,breathingExercise,False,6,openedApp,instagram,Divertissement
Europe/Zurich,1753984909.535174,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1753986081.908865,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1753988627.3245912,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1753989268.64663,breathingExercise,False,6,openedApp,instagram,Divertissement
Europe/Zurich,1753990240.6342092,breathingExercise,False,6,dismissedAppOpening,tikTok,
Europe/Zurich,1753992366.531818,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1753994889.5988011,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1753995968.628658,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1754033529.762474,breathingExercise,False,6,openedApp,instagram,Divertissement
Europe/Zurich,1754033779.211154,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1754036564.823833,breathingExercise,False,6,openedApp,instagram,Divertissement
Europe/Zurich,1754037133.859702,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1754038527.453259,breathingExercise,False,6,openedApp,instagram,Divertissement
Europe/Zurich,1754039006.116232,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1754040576.7124748,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1754041317.395123,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1754045133.347692,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1754046557.191337,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1754048809.966929,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1754050103.4540029,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1754050274.11289,breathingExercise,False,6,openedApp,instagram,Divertissement
Europe/Zurich,1754051418.263925,breathingExercise,False,6,openedApp,instagram,Divertissement
Europe/Zurich,1754053167.717833,breathingExercise,False,6,openedApp,instagram,Divertissement
Europe/Zurich,1754053954.455055,breathingExercise,False,6,openedApp,instagram,Divertissement
Europe/Zurich,1754055051.162122,breathingExercise,False,6,dismissedAppOpening,tikTok,
Europe/Zurich,1754055531.241346,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1754057305.405285,breathingExercise,False,6,openedApp,instagram,Divertissement
Europe/Zurich,1754060093.7272449,breathingExercise,False,6,dismissedAppOpening,instagram,
Europe/Zurich,1754062123.03949,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1754062771.7297978,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1754064242.298882,breathingExercise,False,6,dismissedAppOpening,instagram,
Europe/Zurich,1754064265.708281,breathingExercise,False,6,openedApp,instagram,Divertissement
Europe/Zurich,1754064942.621908,breathingExercise,False,6,openedApp,instagram,Divertissement
Europe/Zurich,1754066169.939708,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1754066903.398725,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1754067757.813764,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1754068759.514725,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1754073179.305225,breathingExercise,False,6,openedApp,instagram,Divertissement
Europe/Zurich,1754073234.491967,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1754077307.571362,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1754078054.481617,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1754082745.068151,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1754118236.4315538,breathingExercise,False,6,openedApp,instagram,Divertissement
Europe/Zurich,1754118346.2222009,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1754121647.851324,breathingExercise,False,6,openedApp,instagram,Divertissement
Europe/Zurich,1754125413.8142009,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1754126774.460984,breathingExercise,False,6,dismissedAppOpening,tikTok,
Europe/Zurich,1754127998.76196,breathingExercise,False,6,openedApp,instagram,Divertissement
Europe/Zurich,1754128144.7837481,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1754129137.444191,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1754130021.2916942,breathingExercise,False,6,openedApp,instagram,Divertissement
Europe/Zurich,1754130539.747772,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1754131101.401402,breathingExercise,False,6,openedApp,instagram,Divertissement
Europe/Zurich,1754132288.330906,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1754135208.363449,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1754136131.691314,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1754137119.8370628,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1754137144.9932199,breathingExercise,False,6,openedApp,instagram,Divertissement
Europe/Zurich,1754138210.524679,breathingExercise,False,6,openedApp,tikTok,Divertissement
Europe/Zurich,1754138893.728956,breathingExercise,False,6,openedApp,instagram,Divertissement
