timezone,interventionType,resolution,interventionDuration,app,timestamp,isReIntervention
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753454539.3437738,False
Europe/Madrid,breathingExercise,dismissedAppOpening,6,tikTok,1753456462.3568091,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753456485.208376,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753462544.833146,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753475145.6146932,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753477495.5872622,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753505363.272534,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753508104.87632,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753509697.612794,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753526397.918731,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753534617.547906,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753599085.5291018,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753604677.287543,False
Europe/Madrid,breathingExercise,dismissedAppOpening,6,tikTok,1753633925.6935182,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753637576.730287,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753685359.907905,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753689331.847557,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753724844.940127,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753725565.925344,False
Europe/Madrid,breathingExercise,dismissedAppOpening,6,tikTok,1753725711.831769,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753725738.859129,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753738642.480012,False
Europe/Madrid,breathingExercise,dismissedAppOpening,6,tikTok,1753770179.502946,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753773976.052929,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753782367.2196531,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753788864.7117472,False
Europe/Madrid,breathingExercise,dismissedAppOpening,6,tikTok,1753810389.7588382,False
Europe/Madrid,breathingExercise,dismissedAppOpening,6,tikTok,1753810433.329813,False
Europe/Madrid,breathingExercise,dismissedAppOpening,6,tikTok,1753810438.726831,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753810464.068654,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753810656.8077621,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753823474.634273,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753824071.181179,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753856639.5616899,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753894202.271064,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753895023.400506,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753909854.516789,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753911683.290197,False
Europe/Madrid,breathingExercise,dismissedAppOpening,6,tikTok,1753913401.791765,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753913464.986843,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753914620.274561,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753915243.968099,False
Europe/Madrid,breathingExercise,dismissedAppOpening,6,tikTok,1753947438.598378,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753947456.757086,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753959200.580703,False
Europe/Madrid,breathingExercise,dismissedAppOpening,6,tikTok,1753968706.504127,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753971203.41393,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753978152.592879,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1753984737.17362,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1754001920.5082412,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1754004130.200892,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1754032479.442833,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1754033118.422898,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1754036958.276175,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1754046825.337438,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1754057934.486603,False
Europe/Madrid,breathingExercise,dismissedAppOpening,6,tikTok,1754058060.852099,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1754058100.90351,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1754065651.18467,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1754067388.0342069,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1754067578.772009,False
Europe/Madrid,breathingExercise,dismissedAppOpening,6,tikTok,1754067616.910454,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1754073624.268132,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1754074165.534842,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1754089407.221367,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1754120191.436095,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1754127630.960464,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1754136642.762957,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1754137635.956106,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1754140283.704709,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1754151409.664294,False
Europe/Madrid,breathingExercise,openedApp,6,tikTok,1754152505.155676,False
Europe/Madrid,breathingExercise,dismissedAppOpening,6,tikTok,1754152878.5686002,False
America/Mexico_City,breathingExercise,openedApp,6,tikTok,1754196344.6308699,False
America/Mexico_City,breathingExercise,dismissedAppOpening,6,tikTok,1754197869.2749162,False
America/Mexico_City,breathingExercise,openedApp,6,tikTok,1754197987.804153,False
America/Mexico_City,breathingExercise,openedApp,6,tikTok,1754198652.866689,False
America/Mexico_City,breathingExercise,dismissedAppOpening,6,tikTok,1754199542.1867929,False
America/Mexico_City,breathingExercise,openedApp,6,tikTok,1754226062.3536382,False
America/Mexico_City,breathingExercise,openedApp,6,tikTok,1754237317.723892,False
America/Mexico_City,breathingExercise,dismissedAppOpening,6,tikTok,1754238835.486265,False
America/Mexico_City,breathingExercise,openedApp,6,tikTok,1754253567.520012,False
America/Mexico_City,breathingExercise,openedApp,6,tikTok,1754267289.8414202,False
America/Mexico_City,breathingExercise,openedApp,6,tikTok,1754267348.424329,False
America/Mexico_City,breathingExercise,dismissedAppOpening,6,tikTok,1754267908.457292,False
America/Mexico_City,breathingExercise,openedApp,6,tikTok,1754268184.850924,False
America/Mexico_City,breathingExercise,openedApp,6,tikTok,1754286523.762852,False
America/Mexico_City,breathingExercise,openedApp,6,tikTok,1754297052.666864,False
America/Mexico_City,breathingExercise,openedApp,6,tikTok,1754316521.933445,False
America/Mexico_City,breathingExercise,openedApp,6,tikTok,1754322594.601725,False
