resolution,app,timezone,interventionType,interventionDuration,timestamp,isReIntervention,purpose
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1750447281.496572,False,
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750447297.741108,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750448112.706327,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750463474.563786,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750463722.362924,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750463944.041318,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750474562.184349,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750474932.575406,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750476216.6292439,False,Stay In the Loop
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1750480177.545547,False,
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750480193.492861,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750486112.805932,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750492025.05007,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750492486.98312,False,Stay In the Loop
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1750495029.6137109,False,
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750543712.565664,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750565463.4749398,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750566049.456286,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750571765.160583,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750574500.060419,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750575764.742844,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750579600.9753451,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750584406.327608,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750585751.533952,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750641624.788301,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750644058.479014,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750644617.495411,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750644715.495349,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750656516.993423,False,Stay In the Loop
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1750657445.326566,False,
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750657657.348974,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750657909.921766,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750661886.886694,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750663429.7753,False,Stay In the Loop
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1750696094.538931,False,
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750696112.492707,False,Stay In the Loop
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1750696489.378686,False,
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750709341.9496012,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750714739.702211,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750732123.646229,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750732183.214054,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750734874.239552,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750751281.850916,False,Stay In the Loop
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1750755679.485187,False,
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750782200.498682,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750811266.0269852,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750825441.825799,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750827591.114438,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750828821.244594,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750831427.497023,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750835813.167657,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750886213.3396192,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750886307.1052132,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750887239.419828,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750888317.6164489,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750888462.815813,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750904582.8713999,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750909105.291601,False,Stay In the Loop
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1750925844.090467,False,
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750925861.735591,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750926486.074584,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750926526.8938909,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750927280.79802,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750930328.069588,False,Stay In the Loop
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1750931365.902944,False,
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750931381.460188,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750960460.018214,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750960550.471743,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750960930.2267442,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750966010.573806,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750972793.04122,False,Stay In the Loop
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1750972837.850923,False,
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750972852.925663,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750973874.102452,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750974230.289233,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750974597.3533978,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750974674.225754,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750977324.448543,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750997051.476109,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750997475.386406,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1750998425.875554,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751003908.615776,False,Stay In the Loop
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1751005541.113404,False,
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751005560.829849,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751006968.6549459,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751011025.8749352,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751011536.45665,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751012051.113051,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751051431.807667,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751052374.803335,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751052670.633652,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751053085.5417252,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751053654.563817,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751054051.9383678,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751058093.132522,False,Stay In the Loop
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1751058672.034006,False,
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751073783.508198,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751074457.112571,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751074859.622387,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751076220.523983,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751089267.4939442,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751089417.337249,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751095125.24786,False,Escape / Avoid
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751096616.6741529,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751096740.061157,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751098696.6232371,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751099087.8003469,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751100950.1676512,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751101567.435522,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751101614.710805,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751104228.1924272,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751105250.975398,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751105485.295497,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751106572.046576,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751106813.534219,False,Stay In the Loop
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1751109678.8708692,False,
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1751131005.702199,False,
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751131025.629312,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751131956.139837,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751132123.625893,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751133560.203692,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751143092.545363,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751153395.6672192,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751159591.412781,False,Stay In the Loop
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1751184988.139919,False,
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751185006.9768682,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751186649.002166,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751187045.1693978,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751224518.158323,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751232322.138085,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751232574.407254,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751235254.802722,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751240827.005475,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751264859.401616,False,Stay In the Loop
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1751272895.546877,False,
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751272911.9428182,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751273459.269837,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751275774.651504,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751276529.776696,False,Stay In the Loop
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1751279016.8673391,False,
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751279108.414088,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751279592.3351989,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751304970.207396,False,Stay In the Loop
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1751306730.844596,False,
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751306753.6760101,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751309561.706492,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751318592.103714,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751318706.598119,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751321202.475367,False,Stay In the Loop
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1751321435.248951,False,
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751327083.599846,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751329159.010929,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751333901.873447,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751334175.98843,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751338113.1653972,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751343821.986381,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751353389.6768441,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751354954.65574,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751355218.053862,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751357912.325766,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751393769.816121,False,Stay In the Loop
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1751395005.894805,False,
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751396894.2075949,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751397175.929851,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751406025.255231,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751406085.331685,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751406173.268626,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751406270.563922,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751406728.698976,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751407220.567796,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751407267.66451,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751407310.2348661,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751407350.6926088,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751407692.133497,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751408299.186032,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751408693.643457,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751408993.2765841,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751410014.404283,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751411553.354181,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751411893.731204,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751428417.9649792,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751438324.424336,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751439497.518673,False,Stay In the Loop
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1751444826.380986,False,
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1751444838.456884,False,
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751444856.384654,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751446386.599813,False,Stay In the Loop
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1751447617.821735,False,
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751447687.260515,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751447991.133058,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751448853.842057,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751449179.715392,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751451142.6749249,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751453114.353107,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751475172.811764,False,Stay In the Loop
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1751476502.545547,False,
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751476520.308914,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751491218.989931,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751491813.0149999,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751492524.001262,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751495924.1733499,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751500820.496389,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751505557.144528,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751524872.282116,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751525614.061252,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751527125.98243,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751528215.23166,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751528459.627095,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751530560.880118,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751532558.524559,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751532849.938509,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751534629.849047,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751534982.4914222,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751535067.808465,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751535143.671587,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751535209.725704,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751535357.006887,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751535410.7206922,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751535516.812953,False,Stay In the Loop
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1751536152.747342,False,
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751564079.6171021,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751577400.3082762,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751577778.570034,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751580110.345302,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751580308.443532,False,Stay In the Loop
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1751580363.0252151,False,
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751580623.312716,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751582048.349956,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751582356.994453,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751582654.710742,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751583004.052119,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751588875.445199,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751590385.025465,False,Stay In the Loop
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1751590551.206225,False,
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751594878.6141438,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751596050.200089,False,Stay In the Loop
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1751596134.495782,False,
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751597793.380655,False,Stay In the Loop
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1751598474.21803,False,
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751600505.406931,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751605391.941109,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751609166.888791,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751610448.904669,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751612219.60737,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751612330.915412,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751613293.402077,False,Stay In the Loop
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1751613829.762425,False,
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751614044.660235,False,Stay In the Loop
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1751614178.7139878,False,
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1751618409.4375138,False,
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751618429.3608751,False,Stay In the Loop
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1751619141.908833,False,
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751620113.820363,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751620437.22295,False,Stay In the Loop
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1751625105.497593,False,
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751625464.8207889,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751628461.891961,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751650553.087863,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751650679.408654,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751650752.366722,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751651560.6057448,False,Stay In the Loop
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1751651746.364684,False,
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751651947.0523949,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751652505.738877,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751653027.025796,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751654090.1605601,False,Stay In the Loop
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1751655460.635745,False,
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1751655464.001742,False,
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751658180.066527,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751658624.5047169,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751658684.0228372,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751659287.18135,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751659589.8387341,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751663437.475023,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751664165.884908,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751665154.823703,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751665426.578819,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751675944.9658709,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751686121.1813478,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751687226.1673899,False,Stay In the Loop
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1751692360.853589,False,
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751692385.2091951,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751694528.362436,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751694648.308037,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751695230.221544,False,Stay In the Loop
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1751695317.510071,False,
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751695369.162554,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751696838.606268,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751701233.157656,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751702772.744401,False,Stay In the Loop
dismissedAppOpening,instagram,America/Los_Angeles,breathingExercise,6,1751703151.817797,False,
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751703660.448848,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751722703.556314,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751723472.436049,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751723874.572473,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751725544.839929,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751726102.988898,False,Stay In the Loop
openedApp,instagram,America/Los_Angeles,breathingExercise,6,1751726836.870161,False,Stay In the Loop
