timestamp,isReIntervention,interventionType,resolution,timezone,interventionDuration,app
1749681552.634294,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749681653.012337,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749682930.172863,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749683460.094862,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749683758.290832,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749683813.964549,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749685524.579874,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749686333.855365,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749686403.252866,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749686534.670824,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749686544.500449,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749686555.652416,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749687266.281796,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749687373.27157,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749687406.032971,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749687743.85759,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749690035.901361,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749690326.740668,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749690599.534553,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749690667.607512,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749690852.072267,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749691451.061156,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749691586.285658,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749695026.372676,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749695834.202512,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749696593.8155599,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749697702.023067,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749726306.07194,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749727031.234367,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749727205.532402,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749729539.576258,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749729643.1159248,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749730937.939673,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749730955.871247,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749739874.928518,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749740036.097163,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749740760.1445189,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749740763.195318,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749742170.7092938,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749743080.3558989,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749743105.76224,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749743677.489297,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749744304.446838,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749744434.1564841,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749745603.287152,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749746002.947177,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749746347.903218,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749746475.283076,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749747966.1334891,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749749570.6439772,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749750122.172935,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749752471.145961,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749752718.8235111,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749752720.307045,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749752772.621948,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749755333.043768,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749757242.560267,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749757514.503673,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749758567.256346,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749758784.746613,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749759363.0976682,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749761350.944851,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749761804.6685162,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749762138.108111,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749762157.152813,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749762164.775597,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749762350.0350199,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749762531.4971461,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749765603.701005,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749767998.912983,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749768261.15013,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749768385.305285,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749768967.081339,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749769400.628893,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749769698.878133,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749770894.6855412,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749771739.063613,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749771770.492432,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749772494.445128,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749772763.4671102,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749773525.146541,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749773551.962294,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749773593.475329,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749773757.988927,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749774102.735591,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749774601.00907,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749774762.330114,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749774834.785469,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749774858.090554,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749774998.823008,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749775395.053283,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749776538.749022,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749776578.795004,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749776655.012745,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749776872.740693,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749777505.64042,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749784674.560244,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749784949.833554,False,breathingExercise,dismissedAppOpening,America/Bogota,3,tikTok
1749784971.030694,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749786208.394147,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749786748.9392018,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749787596.635365,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749787916.272825,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749788725.271667,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749789243.725593,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749789819.484936,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749823139.669285,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749823711.455879,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749823822.774596,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749824566.215821,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749824655.078001,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749825622.16435,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749826308.665539,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749826344.225106,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749826418.769864,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749826497.13736,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749828289.83027,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749829868.452584,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749829896.292756,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749829914.9892812,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749829926.705915,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749830846.6671429,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749833458.026105,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749834189.381113,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749834849.615444,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749835012.456528,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749835178.5795069,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749836341.8911572,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749837427.6837878,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749838178.5883799,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749839465.870882,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749840836.872114,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749844708.7193542,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749848748.288393,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749850615.6438022,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749850620.767809,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749850630.134196,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749853787.577674,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749859594.090784,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749872620.96251,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749872638.0968919,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749873824.5921478,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749873908.0390291,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749874181.5419931,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749874328.363449,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749887287.0811791,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749889202.4415731,False,breathingExercise,openedApp,America/Bogota,3,instagram
