timestamp,isReIntervention,interventionType,resolution,timezone,interventionDuration,app
1749902654.081594,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749902688.477324,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749909925.296963,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749909927.314849,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749911464.747727,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749919659.276507,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749920572.2220778,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749923379.94506,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749923419.287026,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749925385.908994,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749926618.034399,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749927766.17642,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749928491.749917,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749928570.4326549,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749931041.665787,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749931278.723259,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749933995.294394,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749934651.0606542,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749934695.803478,False,breathingExercise,dismissedAppOpening,America/Bogota,3,tikTok
1749935469.415004,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749936289.631236,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749936522.297257,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749936566.491529,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749936701.6587539,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749936753.157501,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749936960.50558,False,breathingExercise,dismissedAppOpening,America/Bogota,3,tikTok
1749937026.408702,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749937107.477625,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749937258.151571,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749937291.10196,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749938479.356693,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749938919.189014,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749939195.7014642,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749939436.930937,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749952406.430136,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749952419.4471579,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749952870.102829,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749953032.376956,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749954229.1759028,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749954902.885985,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749955355.7088351,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749955362.7653131,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749955532.190555,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749956172.9737902,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749957184.628789,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1749958232.197527,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749958589.483782,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749959466.50287,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749960654.71504,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749961661.898562,False,breathingExercise,dismissedAppOpening,America/Bogota,3,tikTok
1749961681.2236772,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749962893.046773,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749963334.692236,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749964742.8659549,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1749966368.133422,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749999203.3122401,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749999435.766485,False,breathingExercise,openedApp,America/Bogota,3,instagram
1749999661.312022,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1750000298.908019,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1750000907.036649,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750001159.5418339,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750001404.5755138,False,breathingExercise,dismissedAppOpening,America/Bogota,3,tikTok
1750001414.507667,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1750002962.32548,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750008265.4686441,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750009920.227979,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750010088.2608051,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1750010345.255039,False,breathingExercise,dismissedAppOpening,America/Bogota,3,tikTok
1750010662.016049,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750011081.445959,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1750011400.2825131,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750021137.971302,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750021706.010872,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1750021718.495449,False,breathingExercise,dismissedAppOpening,America/Bogota,3,tikTok
1750021738.331373,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1750022679.406513,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1750024477.613373,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750025149.7942681,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750026053.2312388,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750027166.510085,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1750027821.655068,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750027917.51349,False,breathingExercise,dismissedAppOpening,America/Bogota,3,tikTok
1750028216.824549,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750029096.311503,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750029841.0837631,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750030008.4826021,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750030016.516537,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750030048.374775,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750030098.76306,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750030133.410178,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750030454.505597,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750030975.0607939,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750031229.796109,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750031970.466226,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750032134.893646,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750032613.1451411,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750032779.9198542,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750032784.2005858,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750033294.486668,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750033336.96802,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750033514.2892408,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750034177.1380858,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750034726.359908,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750035286.597301,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750035418.3871531,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750036529.441667,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750036602.367573,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750036614.021914,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750036696.7710671,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750037235.763719,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750037292.293915,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750037475.21449,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750038047.851063,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750039417.4323869,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750039809.8289719,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750040332.126543,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750046570.070036,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750047544.513801,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1750047876.436274,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750047923.835822,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750047994.8141088,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750048358.519239,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750048959.008888,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750049622.839191,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750049717.810231,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750049746.9612331,False,breathingExercise,dismissedAppOpening,America/Bogota,3,tikTok
1750049763.632374,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1750049776.6170921,False,breathingExercise,dismissedAppOpening,America/Bogota,3,tikTok
1750049785.621845,False,breathingExercise,dismissedAppOpening,America/Bogota,3,tikTok
1750049792.5799608,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1750050063.6833138,False,breathingExercise,dismissedAppOpening,America/Bogota,3,tikTok
1750050111.101275,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750051229.038725,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750052047.429553,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750052133.9494572,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750052149.1314712,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750052771.4419398,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750053170.291935,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750053266.8878222,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1750055848.6372252,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750055874.5539122,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1750057003.1482182,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750074111.874897,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750074220.64589,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750074348.0465488,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750074685.657927,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750074804.597365,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750080455.193481,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750081170.093256,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750081394.587908,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750081406.555588,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1750081887.5467281,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1750083019.893817,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750083200.786275,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750083273.89009,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1750083386.909136,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1750085856.752078,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750085976.552799,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750086512.8913631,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750087137.912189,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750087564.0516,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750087662.702197,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750089623.9140282,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750089835.383051,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750091146.145512,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750091514.755523,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750091639.184154,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750091645.088625,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750091661.886473,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750091779.934291,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750091814.6889648,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750091819.890746,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750091847.572647,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750092068.665851,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750092401.8817139,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750093749.622225,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750094522.028294,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750094786.54001,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750096418.9674711,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750097046.100727,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750098179.362046,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750099735.2893991,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750099788.2899818,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1750101415.128398,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750103557.962496,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750104827.602077,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750105811.656569,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750105989.13043,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750107907.776332,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750107966.127073,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750112180.2556381,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750112290.6059542,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750112315.874844,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750113119.635176,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750113204.597096,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750113455.083705,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750113878.4469929,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750114011.599946,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750114067.5336618,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750114077.759218,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750114369.2710872,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750114921.334523,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750115535.6353621,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750116722.1055222,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750118000.85501,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750118773.8818169,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750119761.155966,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750119926.512043,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750119979.512347,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750120073.401571,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750122286.253121,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750122428.523282,False,breathingExercise,openedApp,America/Bogota,3,tikTok
1750125178.149653,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750126463.459264,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750126977.1564631,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750127462.466347,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750129469.1666741,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750131457.3798141,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750135815.518156,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750136291.237541,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750165450.0413198,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750171158.8781152,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750171255.759233,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750171288.157145,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750176732.090942,False,breathingExercise,openedApp,America/Bogota,3,instagram
1750177002.326148,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
1750177008.993201,False,breathingExercise,dismissedAppOpening,America/Bogota,3,instagram
