interventionDuration,timestamp,isReIntervention,timezone,resolution,interventionType,app
3,1749010456.8089771,False,Asia/Riyadh,openedApp,breathingExercise,5CA649E1-7EE1-46E7-A4A0-9215AB0BB66E
