timestamp,app,interventionType,resolution,isReIntervention,timezone,interventionDuration,timeIntervalUntilReIntervention,purpose
1752865379.041862,tikTok,breathingExercise,openedApp,True,America/Montevideo,3.0,420.0,Escape / Avoid
1752865792.380581,tikTok,,closedApp,False,America/Montevideo,,,
1752865799.8451219,tikTok,breathingExercise,dismissedAppOpening,False,America/Montevideo,3.0,,
1752866062.49618,tikTok,breathingExercise,openedApp,False,America/Montevideo,3.0,780.0,Escape / Avoid
1752866429.175298,tikTok,,closedApp,False,America/Montevideo,,,
1752867271.783874,tikTok,,closedApp,False,America/Montevideo,,,
1752867752.624631,tikTok,,closedApp,False,America/Montevideo,,,
1752867981.0326161,tikTok,,closedApp,False,America/Montevideo,,,
1752867991.750278,tikTok,breathingExercise,openedApp,True,America/Montevideo,3.0,300.0,Escape / Avoid
1752868294.904212,tikTok,,closedApp,False,America/Montevideo,,,
1752869564.913269,tikTok,breathingExercise,dismissedAppOpening,False,America/Montevideo,3.0,,
1752870939.6070352,twitter,,closedApp,False,America/Montevideo,,,
1752870956.5735412,twitter,breathingExercise,openedApp,False,America/Montevideo,3.0,480.0,Escape / Avoid
1752871106.2623,twitter,,closedApp,False,America/Montevideo,,,
1752871507.061831,twitter,,closedApp,False,America/Montevideo,,,
1752871517.011364,twitter,breathingExercise,openedApp,True,America/Montevideo,3.0,660.0,Escape / Avoid
1752871714.792561,twitter,,closedApp,False,America/Montevideo,,,
1752871775.9964929,twitter,,closedApp,False,America/Montevideo,,,
1752871865.733109,twitter,,closedApp,False,America/Montevideo,,,
1752871946.485729,twitter,,closedApp,False,America/Montevideo,,,
1752871971.627771,tikTok,breathingExercise,openedApp,False,America/Montevideo,3.0,480.0,Escape / Avoid
1752872518.4647179,tikTok,,closedApp,False,America/Montevideo,,,
1752875061.4262109,twitter,breathingExercise,openedApp,False,America/Montevideo,3.0,480.0,Stay In the Loop
1752875129.452956,twitter,,closedApp,False,America/Montevideo,,,
1752875790.490981,twitter,breathingExercise,openedApp,False,America/Montevideo,3.0,60.0,Stay In the Loop
1752875829.1708279,instagram,breathingExercise,openedApp,False,America/Montevideo,3.0,600.0,Search Info
1752875907.769244,instagram,,closedApp,False,America/Montevideo,,,
1752879583.0697432,twitter,breathingExercise,dismissedAppOpening,False,America/Montevideo,3.0,,
1752881716.858395,tikTok,breathingExercise,dismissedAppOpening,False,America/Montevideo,3.0,,
1752881734.4963489,tikTok,breathingExercise,openedApp,False,America/Montevideo,3.0,600.0,Escape / Avoid
1752881899.154659,tikTok,,closedApp,False,America/Montevideo,,,
1752882093.505285,tikTok,,closedApp,False,America/Montevideo,,,
1752883687.801365,tikTok,,closedApp,False,America/Montevideo,,,
1752883995.361888,tikTok,,closedApp,False,America/Montevideo,,,
1752884006.336115,tikTok,breathingExercise,openedApp,True,America/Montevideo,3.0,240.0,Stay In the Loop
1752884038.93799,tikTok,,closedApp,False,America/Montevideo,,,
1752884179.976098,tikTok,,closedApp,False,America/Montevideo,,,
1752884243.6875892,tikTok,,closedApp,False,America/Montevideo,,,
1752884316.794754,tikTok,,closedApp,False,America/Montevideo,,,
1752884836.58899,tikTok,breathingExercise,dismissedAppOpening,False,America/Montevideo,3.0,,
1752887125.5753999,tikTok,breathingExercise,dismissedAppOpening,False,America/Montevideo,3.0,,
1752887128.746573,tikTok,breathingExercise,dismissedAppOpening,False,America/Montevideo,3.0,,
1752887170.229769,tikTok,breathingExercise,openedApp,False,America/Montevideo,3.0,360.0,Stay In the Loop
1752887257.405168,tikTok,,closedApp,False,America/Montevideo,,,
1752887678.959369,tikTok,,closedApp,False,America/Montevideo,,,
1752887690.270577,tikTok,breathingExercise,openedApp,True,America/Montevideo,3.0,900.0,Stay In the Loop
1752887843.2532911,tikTok,,closedApp,False,America/Montevideo,,,
1752888298.073557,tikTok,,closedApp,False,America/Montevideo,,,
1752888735.271124,tikTok,breathingExercise,openedApp,False,America/Montevideo,3.0,720.0,Stay In the Loop
1752888936.568171,tikTok,,closedApp,False,America/Montevideo,,,
1752889367.1863809,tikTok,,closedApp,False,America/Montevideo,,,
1752889548.54955,tikTok,,closedApp,False,America/Montevideo,,,
1752889558.4148421,tikTok,breathingExercise,openedApp,True,America/Montevideo,3.0,900.0,Stay In the Loop
1752889777.778438,tikTok,,closedApp,False,America/Montevideo,,,
1752890112.799261,tikTok,,closedApp,False,America/Montevideo,,,
1752890274.349714,tikTok,,closedApp,False,America/Montevideo,,,
1752890284.40907,tikTok,,closedApp,False,America/Montevideo,,,
1752890375.329433,tikTok,,closedApp,False,America/Montevideo,,,
1752890700.2176828,tikTok,,closedApp,False,America/Montevideo,,,
1752890769.2625551,tikTok,,closedApp,False,America/Montevideo,,,
1752890797.345499,tikTok,,closedApp,False,America/Montevideo,,,
1752891099.090601,tikTok,,closedApp,False,America/Montevideo,,,
1752891525.2235022,tikTok,,closedApp,False,America/Montevideo,,,
1752892388.584681,tikTok,breathingExercise,openedApp,False,America/Montevideo,3.0,480.0,Stay In the Loop
1752892494.5121021,tikTok,,closedApp,False,America/Montevideo,,,
1752892504.265549,tikTok,,closedApp,False,America/Montevideo,,,
1752892597.904578,tikTok,,closedApp,False,America/Montevideo,,,
1752893860.404883,instagram,breathingExercise,dismissedAppOpening,False,America/Montevideo,3.0,,
1752894335.008738,instagram,breathingExercise,dismissedAppOpening,False,America/Montevideo,3.0,,
1752924027.5571032,instagram,breathingExercise,openedApp,False,America/Montevideo,3.0,480.0,Stay In the Loop
1752924069.137712,instagram,,closedApp,False,America/Montevideo,,,
1752929818.33851,instagram,,closedApp,False,America/Montevideo,,,
1752929906.749332,instagram,,closedApp,False,America/Montevideo,,,
1752930055.605119,instagram,,closedApp,False,America/Montevideo,,,
1752930238.635699,instagram,,closedApp,False,America/Montevideo,,,
1752930582.647167,instagram,,closedApp,False,America/Montevideo,,,
1752930642.568373,instagram,,closedApp,False,America/Montevideo,,,
1752932836.798277,instagram,,closedApp,False,America/Montevideo,,,
1752934549.599841,tikTok,breathingExercise,openedApp,False,America/Montevideo,3.0,600.0,Stay In the Loop
1752935150.5366979,tikTok,,closedApp,False,America/Montevideo,,,
1752936475.416589,instagram,breathingExercise,dismissedAppOpening,False,America/Montevideo,3.0,,
1752936487.963486,tikTok,breathingExercise,openedApp,False,America/Montevideo,3.0,600.0,Stay In the Loop
1752936838.998189,tikTok,,closedApp,False,America/Montevideo,,,
1752937051.679769,tikTok,,closedApp,False,America/Montevideo,,,
1752937795.226846,tikTok,,closedApp,False,America/Montevideo,,,
1752937994.489665,tikTok,,closedApp,False,America/Montevideo,,,
1752938031.914747,tikTok,,closedApp,False,America/Montevideo,,,
1752938294.454784,tikTok,breathingExercise,openedApp,False,America/Montevideo,3.0,600.0,Stay In the Loop
1752938415.2740211,tikTok,,closedApp,False,America/Montevideo,,,
1752938536.179724,tikTok,,closedApp,False,America/Montevideo,,,
1752938639.863618,tikTok,,closedApp,False,America/Montevideo,,,
1752938885.4373279,tikTok,,closedApp,False,America/Montevideo,,,
1752938965.7605062,tikTok,,closedApp,False,America/Montevideo,,,
1752938997.943715,tikTok,,closedApp,False,America/Montevideo,,,
1752939211.781073,tikTok,,closedApp,False,America/Montevideo,,,
1752939339.043347,tikTok,,closedApp,False,America/Montevideo,,,
1752939477.8312979,tikTok,,closedApp,False,America/Montevideo,,,
1752939542.3267999,tikTok,,closedApp,False,America/Montevideo,,,
1752940009.845545,tikTok,breathingExercise,openedApp,False,America/Montevideo,3.0,660.0,Stay In the Loop
1752940337.727179,tikTok,,closedApp,False,America/Montevideo,,,
1752940518.3609,tikTok,,closedApp,False,America/Montevideo,,,
1752940562.308877,tikTok,,closedApp,False,America/Montevideo,,,
1752940863.191712,tikTok,breathingExercise,openedApp,False,America/Montevideo,3.0,480.0,Stay In the Loop
1752941012.182543,tikTok,,closedApp,False,America/Montevideo,,,
1752941075.665742,tikTok,,closedApp,False,America/Montevideo,,,
1752941079.780025,tikTok,,closedApp,False,America/Montevideo,,,
1752941190.691499,tikTok,,closedApp,False,America/Montevideo,,,
1752941659.579101,tikTok,,closedApp,False,America/Montevideo,,,
1752941670.9882112,tikTok,breathingExercise,openedApp,True,America/Montevideo,3.0,600.0,Stay In the Loop
1752941738.18463,tikTok,,closedApp,False,America/Montevideo,,,
1752942024.599144,tikTok,,closedApp,False,America/Montevideo,,,
1752943801.6229448,tikTok,breathingExercise,openedApp,False,America/Montevideo,3.0,600.0,Stay In the Loop
1752944388.5704942,tikTok,,closedApp,False,America/Montevideo,,,
1752944464.2780771,tikTok,breathingExercise,openedApp,False,America/Montevideo,3.0,420.0,Stay In the Loop
1752944586.383307,tikTok,,closedApp,False,America/Montevideo,,,
1752944925.645523,tikTok,,closedApp,False,America/Montevideo,,,
1752945046.92576,tikTok,,closedApp,False,America/Montevideo,,,
1752945145.357734,tikTok,,closedApp,False,America/Montevideo,,,
1752945448.8292499,tikTok,,closedApp,False,America/Montevideo,,,
1752945457.7772388,tikTok,breathingExercise,openedApp,True,America/Montevideo,3.0,900.0,Stay In the Loop
1752945496.647521,tikTok,,closedApp,False,America/Montevideo,,,
1752945532.634543,twitter,breathingExercise,openedApp,False,America/Montevideo,3.0,480.0,Stay In the Loop
1752945654.264854,twitter,,closedApp,False,America/Montevideo,,,
1752946108.361716,twitter,breathingExercise,openedApp,False,America/Montevideo,3.0,480.0,Escape / Avoid
1752946594.641581,twitter,,closedApp,False,America/Montevideo,,,
1752946610.785493,twitter,breathingExercise,openedApp,True,America/Montevideo,3.0,660.0,Escape / Avoid
1752946737.450017,twitter,,closedApp,False,America/Montevideo,,,
1752947118.927562,twitter,,closedApp,False,America/Montevideo,,,
1752947344.820885,twitter,,closedApp,False,America/Montevideo,,,
1752947968.8459349,instagram,breathingExercise,openedApp,False,America/Montevideo,3.0,360.0,Stay In the Loop
1752948016.212212,instagram,,closedApp,False,America/Montevideo,,,
1752949562.9192948,tikTok,breathingExercise,dismissedAppOpening,False,America/Montevideo,3.0,,
1752950027.467958,tikTok,breathingExercise,openedApp,False,America/Montevideo,3.0,720.0,Stay In the Loop
1752950097.606309,tikTok,,closedApp,False,America/Montevideo,,,
1752953818.637769,tikTok,breathingExercise,openedApp,False,America/Montevideo,3.0,240.0,Stay In the Loop
1752953869.491768,tikTok,,closedApp,False,America/Montevideo,,,
1752953997.767374,tikTok,,closedApp,False,America/Montevideo,,,
1752954078.977737,tikTok,,closedApp,False,America/Montevideo,,,
1752954268.2693372,tikTok,,closedApp,False,America/Montevideo,,,
1752954276.91221,tikTok,breathingExercise,openedApp,True,America/Montevideo,3.0,480.0,Stay In the Loop
1752954305.322424,tikTok,,closedApp,False,America/Montevideo,,,
1752954374.19435,tikTok,,closedApp,False,America/Montevideo,,,
1752954721.734486,tikTok,,closedApp,False,America/Montevideo,,,
1752955191.837858,tikTok,,closedApp,False,America/Montevideo,,,
1752955266.6242208,tikTok,,closedApp,False,America/Montevideo,,,
1752955357.4195828,tikTok,,closedApp,False,America/Montevideo,,,
1752955366.195373,tikTok,breathingExercise,openedApp,True,America/Montevideo,3.0,480.0,Stay In the Loop
1752955438.939719,tikTok,,closedApp,False,America/Montevideo,,,
1752955773.023487,tikTok,,closedApp,False,America/Montevideo,,,
1752955958.326755,tikTok,,closedApp,False,America/Montevideo,,,
1752955974.3918738,tikTok,,closedApp,False,America/Montevideo,,,
1752956102.1515331,tikTok,,closedApp,False,America/Montevideo,,,
1752956166.43012,tikTok,,closedApp,False,America/Montevideo,,,
1752956200.43767,tikTok,,closedApp,False,America/Montevideo,,,
1752956253.6148748,tikTok,,closedApp,False,America/Montevideo,,,
1752956666.813535,tikTok,,closedApp,False,America/Montevideo,,,
1752956816.027704,tikTok,,closedApp,False,America/Montevideo,,,
1752957296.259472,tikTok,,closedApp,False,America/Montevideo,,,
1752957304.946577,tikTok,breathingExercise,openedApp,True,America/Montevideo,3.0,420.0,Stay In the Loop
1752957338.889059,tikTok,,closedApp,False,America/Montevideo,,,
1752957435.6432528,tikTok,,closedApp,False,America/Montevideo,,,
1752957532.64519,tikTok,,closedApp,False,America/Montevideo,,,
1752957607.9360862,tikTok,,closedApp,False,America/Montevideo,,,
1752957795.213561,tikTok,,closedApp,False,America/Montevideo,,,
1752958920.295156,tikTok,breathingExercise,dismissedAppOpening,False,America/Montevideo,3.0,,
1752958985.643317,tikTok,breathingExercise,openedApp,False,America/Montevideo,3.0,480.0,Stay In the Loop
1752959036.132694,tikTok,,closedApp,False,America/Montevideo,,,
1752959375.669924,tikTok,,closedApp,False,America/Montevideo,,,
1752959472.364286,tikTok,,closedApp,False,America/Montevideo,,,
1752959568.840379,tikTok,,closedApp,False,America/Montevideo,,,
1752959731.177114,tikTok,,closedApp,False,America/Montevideo,,,
1752959763.6878219,tikTok,,closedApp,False,America/Montevideo,,,
1752959927.246624,tikTok,,closedApp,False,America/Montevideo,,,
1752960292.787724,tikTok,,closedApp,False,America/Montevideo,,,
1752960598.722159,tikTok,,closedApp,False,America/Montevideo,,,
1752960638.8740091,tikTok,,closedApp,False,America/Montevideo,,,
1752960652.519741,tikTok,breathingExercise,openedApp,True,America/Montevideo,3.0,600.0,Stay In the Loop
1752960826.788466,tikTok,,closedApp,False,America/Montevideo,,,
1752961285.246309,tikTok,,closedApp,False,America/Montevideo,,,
1752961294.737139,tikTok,,closedApp,False,America/Montevideo,,,
1752961537.704963,tikTok,breathingExercise,dismissedAppOpening,False,America/Montevideo,3.0,,
1752961557.721229,tikTok,breathingExercise,openedApp,False,America/Montevideo,3.0,360.0,Stay In the Loop
1752961796.694854,tikTok,,closedApp,False,America/Montevideo,,,
1752961938.239171,tikTok,,closedApp,False,America/Montevideo,,,
1752962008.926944,tikTok,,closedApp,False,America/Montevideo,,,
1752962280.469727,tikTok,,closedApp,False,America/Montevideo,,,
1752962293.008008,tikTok,breathingExercise,dismissedAppOpening,True,America/Montevideo,3.0,,
1752963072.9477968,instagram,breathingExercise,dismissedAppOpening,False,America/Montevideo,3.0,,
1752963108.7487679,twitter,breathingExercise,openedApp,False,America/Montevideo,3.0,480.0,Escape / Avoid
1752963338.469506,twitter,,closedApp,False,America/Montevideo,,,
1752963610.9644818,twitter,,closedApp,False,America/Montevideo,,,
1752963621.5229201,twitter,breathingExercise,openedApp,True,America/Montevideo,3.0,600.0,Escape / Avoid
1752963668.856257,twitter,,closedApp,False,America/Montevideo,,,
1752963799.636225,twitter,,closedApp,False,America/Montevideo,,,
1752963854.7850971,instagram,breathingExercise,openedApp,False,America/Montevideo,3.0,540.0,Stay In the Loop
1752963925.462404,instagram,,closedApp,False,America/Montevideo,,,
1752963937.511948,tikTok,breathingExercise,openedApp,False,America/Montevideo,3.0,360.0,Stay In the Loop
1752964005.327709,tikTok,,closedApp,False,America/Montevideo,,,
1752964236.460248,tikTok,breathingExercise,dismissedAppOpening,False,America/Montevideo,3.0,,
1752964328.423338,tikTok,breathingExercise,openedApp,False,America/Montevideo,3.0,300.0,Stay In the Loop
1752964477.458918,tikTok,,closedApp,False,America/Montevideo,,,
1752964586.057951,tikTok,,closedApp,False,America/Montevideo,,,
1752964724.8138099,tikTok,,closedApp,False,America/Montevideo,,,
1752964735.432623,tikTok,breathingExercise,openedApp,True,America/Montevideo,3.0,480.0,Escape / Avoid
1752965215.8447828,tikTok,,closedApp,False,America/Montevideo,,,
1752965225.2071629,tikTok,breathingExercise,openedApp,True,America/Montevideo,3.0,540.0,Stay In the Loop
1752965507.289197,tikTok,,closedApp,False,America/Montevideo,,,
1752965572.850748,tikTok,,closedApp,False,America/Montevideo,,,
1752965827.3798451,tikTok,,closedApp,False,America/Montevideo,,,
1752965837.2595391,tikTok,breathingExercise,openedApp,True,America/Montevideo,3.0,420.0,Stay In the Loop
1752965876.269059,tikTok,,closedApp,False,America/Montevideo,,,
1752966004.85948,tikTok,,closedApp,False,America/Montevideo,,,
1752966925.658195,tikTok,breathingExercise,dismissedAppOpening,False,America/Montevideo,3.0,,
1752968130.6044679,tikTok,breathingExercise,openedApp,False,America/Montevideo,3.0,420.0,Stay In the Loop
1752968555.479302,tikTok,,closedApp,False,America/Montevideo,,,
1752968563.628128,tikTok,breathingExercise,openedApp,True,America/Montevideo,3.0,540.0,Stay In the Loop
1752968598.166175,tikTok,,closedApp,False,America/Montevideo,,,
1752969163.5129452,tikTok,breathingExercise,openedApp,False,America/Montevideo,3.0,660.0,Stay In the Loop
1752969344.2877932,tikTok,,closedApp,False,America/Montevideo,,,
1752969431.295806,tikTok,,closedApp,False,America/Montevideo,,,
1752969435.44773,tikTok,,closedApp,False,America/Montevideo,,,
1752969644.3397288,tikTok,,closedApp,False,America/Montevideo,,,
1752969655.510435,instagram,breathingExercise,openedApp,False,America/Montevideo,3.0,600.0,Stay In the Loop
1752969762.8816671,instagram,,closedApp,False,America/Montevideo,,,
1752969961.8899,tikTok,,closedApp,False,America/Montevideo,,,
1752970005.549509,tikTok,,closedApp,False,America/Montevideo,,,
1752970510.2264562,tikTok,,closedApp,False,America/Montevideo,,,
1752970518.461749,tikTok,breathingExercise,openedApp,True,America/Montevideo,3.0,480.0,Stay In the Loop
1752971189.6118832,instagram,breathingExercise,openedApp,False,America/Montevideo,3.0,540.0,Stay In the Loop
1752971350.510394,instagram,,closedApp,False,America/Montevideo,,,
1752971433.215481,instagram,,closedApp,False,America/Montevideo,,,
1752971524.0675411,instagram,,closedApp,False,America/Montevideo,,,
1752971603.148448,instagram,,closedApp,False,America/Montevideo,,,
1752970583.5365949,tikTok,,closedApp,False,America/Montevideo,,,
1752970896.079145,tikTok,,closedApp,False,America/Montevideo,,,
1752970979.577808,tikTok,,closedApp,False,America/Montevideo,,,
1752971998.969538,instagram,breathingExercise,dismissedAppOpening,False,America/Montevideo,3.0,,
1752972013.307897,tikTok,breathingExercise,openedApp,False,America/Montevideo,3.0,600.0,Stay In the Loop
1752972034.873009,tikTok,,closedApp,False,America/Montevideo,,,
1752973514.583497,tikTok,,closedApp,False,America/Montevideo,,,
1752976384.3605142,tikTok,breathingExercise,openedApp,False,America/Montevideo,3.0,60.0,Stay In the Loop
1752976450.6469889,tikTok,,closedApp,False,America/Montevideo,,,
1752976459.564351,tikTok,breathingExercise,openedApp,True,America/Montevideo,3.0,540.0,Stay In the Loop
1752976510.964044,tikTok,,closedApp,False,America/Montevideo,,,
1752976801.593817,tikTok,,closedApp,False,America/Montevideo,,,
1752977367.209688,tikTok,,closedApp,False,America/Montevideo,,,
1752977832.365571,tikTok,,closedApp,False,America/Montevideo,,,
1752977913.33493,tikTok,,closedApp,False,America/Montevideo,,,
1752978037.4549289,tikTok,,closedApp,False,America/Montevideo,,,
1752978046.9756079,tikTok,breathingExercise,openedApp,True,America/Montevideo,3.0,420.0,Stay In the Loop
1752978070.424111,tikTok,,closedApp,False,America/Montevideo,,,
1752978488.37907,tikTok,,closedApp,False,America/Montevideo,,,
1752978500.272882,tikTok,breathingExercise,openedApp,True,America/Montevideo,3.0,900.0,Stay In the Loop
1752978841.6228251,tikTok,,closedApp,False,America/Montevideo,,,
1752979524.136088,tikTok,,closedApp,False,America/Montevideo,,,
1752979530.2306008,tikTok,breathingExercise,dismissedAppOpening,True,America/Montevideo,3.0,,
1752979544.046509,tikTok,breathingExercise,openedApp,False,America/Montevideo,3.0,300.0,Stay In the Loop
1752979844.269277,tikTok,,closedApp,False,America/Montevideo,,,
1752979854.543726,tikTok,breathingExercise,openedApp,True,America/Montevideo,3.0,600.0,Stay In the Loop
1752980339.262549,tikTok,,closedApp,False,America/Montevideo,,,
1753008645.3540258,tikTok,,closedApp,False,America/Montevideo,,,
1753018473.683943,twitter,breathingExercise,dismissedAppOpening,False,America/Montevideo,3.0,,
1753019571.770472,twitter,breathingExercise,dismissedAppOpening,False,America/Montevideo,3.0,,
1753019592.1003718,tikTok,breathingExercise,openedApp,False,America/Montevideo,3.0,60.0,Message
1753019658.465323,tikTok,,closedApp,False,America/Montevideo,,,
1753020661.99116,tikTok,breathingExercise,openedApp,False,America/Montevideo,3.0,300.0,Stay In the Loop
1753020683.101695,tikTok,breathingExercise,openedApp,True,America/Montevideo,3.0,300.0,Entertainment
1753020728.075038,tikTok,,closedApp,False,America/Montevideo,,,
1753021170.656715,tikTok,,closedApp,False,America/Montevideo,,,
1753021437.1825562,tikTok,,closedApp,False,America/Montevideo,,,
1753024471.6886559,twitter,breathingExercise,openedApp,False,America/Montevideo,3.0,300.0,Stay In the Loop
1753024789.5475512,twitter,,closedApp,False,America/Montevideo,,,
1753024874.8719568,instagram,breathingExercise,dismissedAppOpening,False,America/Montevideo,3.0,,
1753026528.3942919,instagram,breathingExercise,openedApp,False,America/Montevideo,3.0,300.0,Stay In the Loop
1753026833.4687629,instagram,,closedApp,False,America/Montevideo,,,
1753026842.84121,instagram,breathingExercise,openedApp,True,America/Montevideo,3.0,300.0,Stay In the Loop
1753026926.7325249,instagram,,closedApp,False,America/Montevideo,,,
1753026938.555006,tikTok,breathingExercise,dismissedAppOpening,False,America/Montevideo,3.0,,
1753027544.0237942,tikTok,breathingExercise,openedApp,False,America/Montevideo,3.0,300.0,Stay In the Loop
1753027566.885716,tikTok,,closedApp,False,America/Montevideo,,,
1753027717.00896,tikTok,,closedApp,False,America/Montevideo,,,
1753027846.656867,tikTok,,closedApp,False,America/Montevideo,,,
1753028627.752157,instagram,breathingExercise,dismissedAppOpening,False,America/Montevideo,3.0,,
1753028651.890157,tikTok,breathingExercise,openedApp,False,America/Montevideo,3.0,600.0,Stay In the Loop
1753029256.509709,tikTok,,closedApp,False,America/Montevideo,,,
1753029268.0997381,tikTok,breathingExercise,openedApp,True,America/Montevideo,3.0,600.0,Stay In the Loop
1753029532.875329,tikTok,,closedApp,False,America/Montevideo,,,
1753030030.267754,tikTok,,closedApp,False,America/Montevideo,,,
1753030040.3554459,tikTok,breathingExercise,openedApp,True,America/Montevideo,3.0,600.0,Stay In the Loop
1753030066.350093,tikTok,,closedApp,False,America/Montevideo,,,
1753030316.093309,tikTok,,closedApp,False,America/Montevideo,,,
1753030630.582093,tikTok,,closedApp,False,America/Montevideo,,,
1753030720.215411,tikTok,,closedApp,False,America/Montevideo,,,
1753030730.0016642,tikTok,,closedApp,False,America/Montevideo,,,
1753030795.040637,tikTok,breathingExercise,dismissedAppOpening,False,America/Montevideo,3.0,,
1753030882.0485702,tikTok,breathingExercise,dismissedAppOpening,False,America/Montevideo,3.0,,
1753030889.796173,tikTok,breathingExercise,dismissedAppOpening,False,America/Montevideo,3.0,,
1753031164.651494,tikTok,breathingExercise,dismissedAppOpening,False,America/Montevideo,3.0,,
1753031252.311846,tikTok,breathingExercise,dismissedAppOpening,False,America/Montevideo,3.0,,
1753031370.9540892,instagram,breathingExercise,dismissedAppOpening,False,America/Montevideo,3.0,,
1753031424.962111,tikTok,breathingExercise,dismissedAppOpening,False,America/Montevideo,3.0,,
1753031437.117007,tikTok,breathingExercise,dismissedAppOpening,False,America/Montevideo,3.0,,
1753031609.8072371,twitter,breathingExercise,openedApp,False,America/Montevideo,3.0,300.0,Stay In the Loop
1753031915.69584,twitter,,closedApp,False,America/Montevideo,,,
1753031925.9354239,twitter,breathingExercise,openedApp,True,America/Montevideo,3.0,720.0,Stay In the Loop
1753031996.40722,twitter,,closedApp,False,America/Montevideo,,,
1753032009.69842,tikTok,breathingExercise,openedApp,False,America/Montevideo,3.0,600.0,Stay In the Loop
1753032234.221734,twitter,breathingExercise,dismissedAppOpening,False,America/Montevideo,3.0,,
1753032151.894896,tikTok,,closedApp,False,America/Montevideo,,,
1753033563.682788,twitter,breathingExercise,openedApp,False,America/Montevideo,3.0,600.0,Stay In the Loop
1753033702.6994529,twitter,,closedApp,False,America/Montevideo,,,
1753034213.162101,twitter,,closedApp,False,America/Montevideo,,,
1753034233.615952,twitter,breathingExercise,openedApp,True,America/Montevideo,3.0,600.0,Stay In the Loop
1753034363.832001,twitter,,closedApp,False,America/Montevideo,,,
1753034912.7125401,twitter,,closedApp,False,America/Montevideo,,,
1753035272.940345,tikTok,breathingExercise,openedApp,False,America/Montevideo,3.0,300.0,Search Info
1753035401.393203,tikTok,,closedApp,False,America/Montevideo,,,
1753038450.5374289,tikTok,breathingExercise,dismissedAppOpening,False,America/Montevideo,3.0,,
1753038462.683518,tikTok,breathingExercise,dismissedAppOpening,False,America/Montevideo,3.0,,
1753038477.420627,tikTok,breathingExercise,openedApp,False,America/Montevideo,3.0,600.0,Stay In the Loop
1753039083.1861439,tikTok,,closedApp,False,America/Montevideo,,,
1753039094.3772159,tikTok,breathingExercise,dismissedAppOpening,True,America/Montevideo,3.0,,
1753039799.689915,tikTok,breathingExercise,dismissedAppOpening,False,America/Montevideo,3.0,,
1753040169.9011168,tikTok,breathingExercise,openedApp,False,America/Montevideo,3.0,600.0,Stay In the Loop
1753040391.3026109,tikTok,,closedApp,False,America/Montevideo,,,
1753040502.7588139,tikTok,,closedApp,False,America/Montevideo,,,
1753041000.590084,tikTok,,closedApp,False,America/Montevideo,,,
1753041016.051192,tikTok,breathingExercise,openedApp,True,America/Montevideo,3.0,480.0,Stay In the Loop
1753041093.636164,tikTok,,closedApp,False,America/Montevideo,,,
1753041440.15387,tikTok,,closedApp,False,America/Montevideo,,,
1753049157.742126,instagram,breathingExercise,dismissedAppOpening,False,America/Montevideo,3.0,,
1753049171.826098,instagram,breathingExercise,openedApp,False,America/Montevideo,3.0,600.0,Escape / Avoid
1753049405.779951,instagram,,closedApp,False,America/Montevideo,,,
1753050259.471528,instagram,,closedApp,False,America/Montevideo,,,
1753050613.391618,instagram,,closedApp,False,America/Montevideo,,,
1753050719.671304,twitter,breathingExercise,dismissedAppOpening,False,America/Montevideo,3.0,,
1753050731.33201,twitter,breathingExercise,openedApp,False,America/Montevideo,3.0,300.0,Escape / Avoid
1753051058.108902,twitter,,closedApp,False,America/Montevideo,,,
1753051071.443346,twitter,breathingExercise,dismissedAppOpening,True,America/Montevideo,3.0,,
1753051091.271027,twitter,breathingExercise,openedApp,False,America/Montevideo,3.0,720.0,Escape / Avoid
1753051262.841795,twitter,,closedApp,False,America/Montevideo,,,
1753051460.337348,twitter,,closedApp,False,America/Montevideo,,,
1753051604.464501,twitter,,closedApp,False,America/Montevideo,,,
1753052069.087799,twitter,,closedApp,False,America/Montevideo,,,
1753052243.657193,twitter,,closedApp,False,America/Montevideo,,,
1753052297.0966249,twitter,,closedApp,False,America/Montevideo,,,
1753052492.192734,tikTok,breathingExercise,openedApp,False,America/Montevideo,3.0,600.0,Stay In the Loop
1753053134.913336,tikTok,breathingExercise,openedApp,True,America/Montevideo,3.0,600.0,Stay In the Loop
1753052682.815047,tikTok,,closedApp,False,America/Montevideo,,,
1753053123.995065,tikTok,,closedApp,False,America/Montevideo,,,
1753053752.751824,tikTok,,closedApp,False,America/Montevideo,,,
1753053761.157099,tikTok,breathingExercise,openedApp,True,America/Montevideo,3.0,420.0,Stay In the Loop
1753054185.716145,tikTok,,closedApp,False,America/Montevideo,,,
1753054197.38982,tikTok,breathingExercise,openedApp,True,America/Montevideo,3.0,720.0,Stay In the Loop
1753054729.260397,tikTok,,closedApp,False,America/Montevideo,,,
1753055066.400383,tikTok,,closedApp,False,America/Montevideo,,,
1753055075.1972709,tikTok,breathingExercise,openedApp,True,America/Montevideo,3.0,60.0,Message
1753055136.430716,tikTok,,closedApp,False,America/Montevideo,,,
1753058961.54334,instagram,breathingExercise,openedApp,False,America/Montevideo,3.0,540.0,Stay In the Loop
1753059013.5982552,instagram,,closedApp,False,America/Montevideo,,,
1753059133.486166,instagram,,closedApp,False,America/Montevideo,,,
1753060398.238306,tikTok,breathingExercise,dismissedAppOpening,False,America/Montevideo,3.0,,
1753060419.185576,tikTok,breathingExercise,dismissedAppOpening,False,America/Montevideo,3.0,,
