timestamp,resolution,timezone,isReIntervention,interventionDuration,interventionType,app
1752222831.421324,openedApp,Europe/London,False,3,breathingExercise,facebook
1752222962.5071,openedApp,Europe/London,False,3,breathingExercise,instagram
1752238562.369389,openedApp,Europe/London,False,3,breathingExercise,instagram
1752239147.630017,openedApp,Europe/London,False,3,breathingExercise,instagram
1752243470.723768,openedApp,Europe/London,False,3,breathingExercise,instagram
1752276997.82029,openedApp,Europe/London,False,3,breathingExercise,instagram
1752312692.318368,openedApp,Europe/London,False,3,breathingExercise,facebook
1752316117.234297,openedApp,Europe/London,False,3,breathingExercise,facebook
1752318123.9667392,openedApp,Europe/London,False,3,breathingExercise,facebook
1752318831.961413,openedApp,Europe/London,False,3,breathingExercise,instagram
1752324477.358587,openedApp,Europe/London,False,3,breathingExercise,instagram
1752325740.3649201,openedApp,Europe/London,False,3,breathingExercise,instagram
1752333439.6951861,openedApp,Europe/London,False,3,breathingExercise,instagram
1752338220.685333,openedApp,Europe/London,False,3,breathingExercise,tikTok
1752340944.931219,openedApp,Europe/London,False,3,breathingExercise,instagram
1752341862.4003248,dismissedAppOpening,Europe/London,False,3,breathingExercise,facebook
1752341885.592022,openedApp,Europe/London,False,3,breathingExercise,facebook
1752341981.315594,openedApp,Europe/London,False,3,breathingExercise,tikTok
1752342730.441479,openedApp,Europe/London,False,3,breathingExercise,facebook
1752342785.918167,openedApp,Europe/London,False,3,breathingExercise,tikTok
1752343293.354436,openedApp,Europe/London,False,3,breathingExercise,tikTok
1752347604.2546248,openedApp,Europe/London,False,3,breathingExercise,facebook
1752347876.0794659,dismissedAppOpening,Europe/London,False,3,breathingExercise,facebook
1752348060.9832501,dismissedAppOpening,Europe/London,False,3,breathingExercise,facebook
1752349172.790158,dismissedAppOpening,Europe/London,False,3,breathingExercise,facebook
1752349217.2854161,openedApp,Europe/London,False,3,breathingExercise,facebook
1752351247.3957992,openedApp,Europe/London,False,3,breathingExercise,facebook
1752352992.619512,dismissedAppOpening,Europe/London,False,3,breathingExercise,facebook
1752398898.543075,openedApp,Europe/London,False,3,breathingExercise,instagram
1752411970.133625,openedApp,Europe/London,False,3,breathingExercise,instagram
1752437886.282094,openedApp,Europe/London,False,3,breathingExercise,facebook
1752437933.494896,openedApp,Europe/London,False,3,breathingExercise,instagram
1752438375.192966,openedApp,Europe/London,False,3,breathingExercise,facebook
1752438714.816361,dismissedAppOpening,Europe/London,False,3,breathingExercise,facebook
1752438846.49303,openedApp,Europe/London,False,3,breathingExercise,instagram
1752440283.676039,openedApp,Europe/London,False,3,breathingExercise,instagram
1752446421.0229821,openedApp,Europe/London,False,3,breathingExercise,facebook
1752446495.36448,openedApp,Europe/London,False,3,breathingExercise,instagram
1752449024.635161,openedApp,Europe/London,False,3,breathingExercise,facebook
1752449850.029001,openedApp,Europe/London,False,3,breathingExercise,tikTok
1752486082.3797011,openedApp,Europe/London,False,3,breathingExercise,instagram
1752487612.126144,openedApp,Europe/London,False,3,breathingExercise,facebook
1752487728.2765942,openedApp,Europe/London,False,3,breathingExercise,instagram
1752488057.04422,dismissedAppOpening,Europe/London,False,3,breathingExercise,facebook
1752488143.029924,openedApp,Europe/London,False,3,breathingExercise,instagram
1752500750.892489,openedApp,Europe/London,False,3,breathingExercise,instagram
1752528340.565007,openedApp,Europe/London,False,3,breathingExercise,instagram
1752534125.279904,openedApp,Europe/London,False,3,breathingExercise,instagram
1752542254.332353,openedApp,Europe/London,False,3,breathingExercise,facebook
1752577701.842722,openedApp,Europe/London,False,3,breathingExercise,facebook
1752581104.60623,openedApp,Europe/London,False,3,breathingExercise,facebook
1752599110.650543,openedApp,Europe/London,False,3,breathingExercise,tikTok
1752599704.958735,dismissedAppOpening,Europe/London,False,3,breathingExercise,tikTok
1752599757.595461,dismissedAppOpening,Europe/London,False,3,breathingExercise,tikTok
1752599914.6154819,openedApp,Europe/London,False,3,breathingExercise,tikTok
1752600273.8271232,dismissedAppOpening,Europe/London,False,3,breathingExercise,instagram
1752600334.305413,dismissedAppOpening,Europe/London,False,3,breathingExercise,instagram
1752600346.063861,openedApp,Europe/London,False,3,breathingExercise,instagram
1752661562.233583,dismissedAppOpening,Europe/London,False,3,breathingExercise,facebook
1752661718.612774,openedApp,Europe/London,False,3,breathingExercise,instagram
1752666072.130301,dismissedAppOpening,Europe/London,False,3,breathingExercise,instagram
1752671035.0762072,openedApp,Europe/London,False,3,breathingExercise,instagram
1752680050.930897,openedApp,Europe/London,False,3,breathingExercise,instagram
1752692846.282469,openedApp,Europe/London,False,3,breathingExercise,facebook
1752694949.229821,openedApp,Europe/London,False,3,breathingExercise,instagram
1752701105.108731,openedApp,Europe/London,False,3,breathingExercise,facebook
1752702153.3537002,openedApp,Europe/London,False,3,breathingExercise,facebook
1752702422.60234,openedApp,Europe/London,False,3,breathingExercise,instagram
1752703060.911258,dismissedAppOpening,Europe/London,False,3,breathingExercise,facebook
1752703097.2521648,dismissedAppOpening,Europe/London,False,3,breathingExercise,tikTok
1752704266.388623,openedApp,Europe/London,False,3,breathingExercise,facebook
1752706101.3385549,openedApp,Europe/London,False,3,breathingExercise,facebook
1752706286.881021,openedApp,Europe/London,False,3,breathingExercise,tikTok
1752719856.55831,dismissedAppOpening,Europe/London,False,3,breathingExercise,tikTok
1752742090.923757,openedApp,Europe/London,False,3,breathingExercise,facebook
1752749635.152158,openedApp,Europe/London,False,3,breathingExercise,instagram
1752758671.348675,openedApp,Europe/London,False,3,breathingExercise,instagram
1752758722.0628262,openedApp,Europe/London,False,3,breathingExercise,tikTok
1752762524.528925,openedApp,Europe/London,False,3,breathingExercise,instagram
1752773243.940837,dismissedAppOpening,Europe/London,False,3,breathingExercise,facebook
1752774044.0771608,openedApp,Europe/London,False,3,breathingExercise,facebook
1752774530.3928251,openedApp,Europe/London,False,3,breathingExercise,facebook
1752778069.421449,openedApp,Europe/London,False,3,breathingExercise,instagram
1752782795.913023,openedApp,Europe/London,False,3,breathingExercise,facebook
1752786112.3448691,openedApp,Europe/London,False,3,breathingExercise,instagram
1752797591.020002,openedApp,Europe/London,False,3,breathingExercise,facebook
1752800167.481442,dismissedAppOpening,Europe/London,False,3,breathingExercise,tikTok
1752800256.9056978,openedApp,Europe/London,False,3,breathingExercise,tikTok
1752827125.1953568,openedApp,Europe/London,False,3,breathingExercise,facebook
1752827607.0922441,openedApp,Europe/London,False,3,breathingExercise,facebook
1752834987.4066548,dismissedAppOpening,Europe/London,False,3,breathingExercise,facebook
1752834995.898518,dismissedAppOpening,Europe/London,False,3,breathingExercise,facebook
1752838896.108684,openedApp,Europe/London,False,3,breathingExercise,instagram
1752844925.164699,openedApp,Europe/London,False,3,breathingExercise,instagram
1752852408.2550921,dismissedAppOpening,Europe/London,False,3,breathingExercise,facebook
1752857637.029558,openedApp,Europe/London,False,3,breathingExercise,instagram
1752861147.078662,openedApp,Europe/London,False,3,breathingExercise,facebook
1752877515.640181,openedApp,Europe/London,False,3,breathingExercise,instagram
1752880396.607306,openedApp,Europe/London,False,3,breathingExercise,facebook
1752880467.317881,openedApp,Europe/London,False,3,breathingExercise,instagram
1752880735.860448,openedApp,Europe/London,False,3,breathingExercise,instagram
1752881207.7393332,openedApp,Europe/London,False,3,breathingExercise,instagram
1752887240.51789,openedApp,Europe/London,False,3,breathingExercise,tikTok
1752888115.7322168,openedApp,Europe/London,False,3,breathingExercise,tikTok
1752889189.375293,openedApp,Europe/London,False,3,breathingExercise,tikTok
1752919564.428094,openedApp,Europe/London,False,3,breathingExercise,facebook
1752920874.543145,dismissedAppOpening,Europe/London,False,3,breathingExercise,facebook
1752920899.393828,openedApp,Europe/London,False,3,breathingExercise,facebook
1752922381.518543,openedApp,Europe/London,False,3,breathingExercise,facebook
1752927110.971607,openedApp,Europe/London,False,3,breathingExercise,instagram
1752929877.786988,openedApp,Europe/London,False,3,breathingExercise,instagram
1752948353.450908,dismissedAppOpening,Europe/London,False,3,breathingExercise,facebook
1752948378.6818318,openedApp,Europe/London,False,3,breathingExercise,instagram
1752951729.069277,openedApp,Europe/London,False,3,breathingExercise,facebook
1752952399.933351,dismissedAppOpening,Europe/London,False,3,breathingExercise,instagram
1752952430.7711592,openedApp,Europe/London,False,3,breathingExercise,instagram
1752954857.9759831,openedApp,Europe/London,False,3,breathingExercise,facebook
1752954961.616466,dismissedAppOpening,Europe/London,False,3,breathingExercise,instagram
1752971511.407713,openedApp,Europe/London,False,3,breathingExercise,facebook
1752972406.373101,openedApp,Europe/London,False,3,breathingExercise,facebook
1752972645.266601,dismissedAppOpening,Europe/London,False,3,breathingExercise,facebook
1752972727.9759421,openedApp,Europe/London,False,3,breathingExercise,facebook
1753010061.116243,dismissedAppOpening,Europe/London,False,3,breathingExercise,facebook
1753010097.009002,openedApp,Europe/London,False,3,breathingExercise,facebook
1753011820.281049,openedApp,Europe/London,False,3,breathingExercise,facebook
1753012556.404433,dismissedAppOpening,Europe/London,False,3,breathingExercise,facebook
1753012899.0366812,openedApp,Europe/London,False,3,breathingExercise,facebook
1753013536.2307239,dismissedAppOpening,Europe/London,False,3,breathingExercise,facebook
1753013585.791576,openedApp,Europe/London,False,3,breathingExercise,facebook
1753014068.554533,openedApp,Europe/London,False,3,breathingExercise,instagram
1753029663.814042,dismissedAppOpening,Europe/London,False,6,breathingExercise,instagram
1753029690.683723,openedApp,Europe/London,False,6,breathingExercise,instagram
1753031143.075726,openedApp,Europe/London,False,6,breathingExercise,facebook
1753034108.934978,openedApp,Europe/London,False,6,breathingExercise,instagram
1753039021.594674,openedApp,Europe/London,False,6,breathingExercise,instagram
1753039061.451208,openedApp,Europe/London,False,6,breathingExercise,tikTok
1753055841.2789521,openedApp,Europe/London,False,6,breathingExercise,tikTok
1753088282.938741,openedApp,Europe/London,False,6,breathingExercise,facebook
1753093554.093317,openedApp,Europe/London,False,6,breathingExercise,instagram
1753093892.578075,openedApp,Europe/London,False,6,breathingExercise,instagram
1753096049.870781,openedApp,Europe/London,False,6,breathingExercise,facebook
1753096155.746399,openedApp,Europe/London,False,6,breathingExercise,tikTok
1753113699.224781,openedApp,Europe/London,False,6,breathingExercise,instagram
1753119562.826349,openedApp,Europe/London,False,6,breathingExercise,facebook
1753121122.453775,openedApp,Europe/London,False,6,breathingExercise,facebook
1753142767.946414,openedApp,Europe/Paris,False,6,breathingExercise,tikTok
1753171807.822493,openedApp,Europe/Paris,False,6,breathingExercise,instagram
1753174430.7841702,openedApp,Europe/Paris,False,6,breathingExercise,instagram
1753188972.252771,openedApp,Europe/Paris,False,6,breathingExercise,instagram
1753224820.419046,openedApp,Europe/Paris,False,6,breathingExercise,instagram
1753265817.948134,openedApp,Europe/Paris,False,6,breathingExercise,instagram
1753281617.262881,dismissedAppOpening,Europe/Paris,False,6,breathingExercise,instagram
1753281833.228656,openedApp,Europe/Paris,False,6,breathingExercise,facebook
1753292503.325434,openedApp,Europe/Paris,False,6,breathingExercise,facebook
1753292760.014626,openedApp,Europe/Paris,False,6,breathingExercise,facebook
1753292974.7188292,dismissedAppOpening,Europe/Paris,False,6,breathingExercise,facebook
1753292992.344451,openedApp,Europe/Paris,False,6,breathingExercise,instagram
1753293744.263043,dismissedAppOpening,Europe/Paris,False,6,breathingExercise,instagram
1753293751.038206,dismissedAppOpening,Europe/Paris,False,6,breathingExercise,instagram
1753293770.763514,openedApp,Europe/Paris,False,6,breathingExercise,instagram
1753294445.619886,openedApp,Europe/Paris,False,6,breathingExercise,facebook
1753340018.367688,openedApp,Europe/Paris,False,6,breathingExercise,instagram
1753340427.6728148,openedApp,Europe/Paris,False,6,breathingExercise,instagram
1753357737.0123749,dismissedAppOpening,Europe/Paris,False,6,breathingExercise,instagram
1753385406.9512482,openedApp,Europe/Paris,False,6,breathingExercise,instagram
1753431553.666113,openedApp,Europe/Paris,False,6,breathingExercise,instagram
1753436623.3688521,dismissedAppOpening,Europe/Paris,False,6,breathingExercise,instagram
1753436637.836,dismissedAppOpening,Europe/Paris,False,6,breathingExercise,facebook
1753437570.973757,openedApp,Europe/Paris,False,6,breathingExercise,facebook
1753450927.823955,openedApp,Europe/Paris,False,6,breathingExercise,tikTok
1753454309.589583,openedApp,Europe/Paris,False,6,breathingExercise,instagram
1753459457.651623,openedApp,Europe/Paris,False,6,breathingExercise,facebook
1753459498.997663,openedApp,Europe/Paris,False,6,breathingExercise,instagram
1753459770.135734,openedApp,Europe/Paris,False,6,breathingExercise,instagram
1753462158.471554,dismissedAppOpening,Europe/Paris,False,6,breathingExercise,facebook
1753471088.248275,openedApp,Europe/Paris,False,6,breathingExercise,instagram
1753525674.54358,openedApp,Europe/Paris,False,6,breathingExercise,instagram
1753547491.87948,openedApp,Europe/Paris,False,6,breathingExercise,facebook
1753552586.913187,openedApp,Europe/Paris,False,6,breathingExercise,instagram
1753585848.109007,openedApp,Europe/Paris,False,6,breathingExercise,tikTok
1753608276.734157,openedApp,Europe/Paris,False,6,breathingExercise,instagram
1753617928.418289,openedApp,Europe/Paris,False,6,breathingExercise,instagram
1753626126.0490289,openedApp,Europe/Paris,False,6,breathingExercise,instagram
1753628682.146282,openedApp,Europe/Paris,False,6,breathingExercise,facebook
1753658001.708417,openedApp,Europe/Paris,False,6,breathingExercise,tikTok
1753659625.0953012,openedApp,Europe/Paris,False,6,breathingExercise,tikTok
1753659954.154532,openedApp,Europe/Paris,False,6,breathingExercise,tikTok
1753696824.2868671,openedApp,Europe/Paris,False,6,breathingExercise,tikTok
1753717080.1981502,dismissedAppOpening,Europe/Paris,False,6,breathingExercise,instagram
1753734938.506947,openedApp,Europe/Paris,False,6,breathingExercise,facebook
1753739163.165811,openedApp,Europe/Paris,False,6,breathingExercise,tikTok
1753774887.21633,dismissedAppOpening,Europe/Paris,False,6,breathingExercise,instagram
1753796826.9805598,openedApp,Europe/Paris,False,6,breathingExercise,instagram
1753805015.698945,openedApp,Europe/Paris,False,6,breathingExercise,instagram
1753822333.9758182,openedApp,Europe/Paris,False,6,breathingExercise,instagram
1753827450.5540938,openedApp,Europe/Paris,False,6,breathingExercise,instagram
1753827496.785491,openedApp,Europe/Paris,False,6,breathingExercise,facebook
1753829308.0094461,dismissedAppOpening,Europe/Paris,False,6,breathingExercise,instagram
1753851926.490549,dismissedAppOpening,Europe/Paris,False,6,breathingExercise,tikTok
1753859073.402851,openedApp,Europe/Paris,False,6,breathingExercise,instagram
1753883324.736598,dismissedAppOpening,Europe/London,False,6,breathingExercise,instagram
1753883392.727768,openedApp,Europe/London,False,6,breathingExercise,instagram
1753902567.295601,openedApp,Europe/London,False,6,breathingExercise,instagram
1753904301.826138,openedApp,Europe/London,False,6,breathingExercise,facebook
1753925411.088993,openedApp,Europe/London,False,6,breathingExercise,facebook
1753926254.3531852,openedApp,Europe/London,False,6,breathingExercise,facebook
1753947884.478519,openedApp,Europe/London,False,6,breathingExercise,facebook
1753948123.7313051,openedApp,Europe/London,False,6,breathingExercise,instagram
1753950522.439925,dismissedAppOpening,Europe/London,False,6,breathingExercise,instagram
1753950676.266014,openedApp,Europe/London,False,6,breathingExercise,instagram
1753956649.327533,openedApp,Europe/London,False,6,breathingExercise,facebook
1753962624.5692601,dismissedAppOpening,Europe/London,False,6,breathingExercise,instagram
1753983003.136127,openedApp,Europe/London,False,6,breathingExercise,instagram
1754003224.891068,openedApp,Europe/London,False,6,breathingExercise,facebook
1754033280.748229,openedApp,Europe/London,False,6,breathingExercise,facebook
1754040975.038635,openedApp,Europe/London,False,6,breathingExercise,instagram
1754064808.264709,openedApp,Europe/London,False,6,breathingExercise,facebook
1754072161.952152,openedApp,Europe/London,False,6,breathingExercise,instagram
1754074676.426458,dismissedAppOpening,Europe/London,False,6,breathingExercise,instagram
1754124731.197957,openedApp,Europe/London,False,6,breathingExercise,instagram
1754125886.1995811,openedApp,Europe/London,False,6,breathingExercise,facebook
1754127785.491648,openedApp,Europe/London,False,6,breathingExercise,tikTok
1754132166.039524,openedApp,Europe/London,False,6,breathingExercise,instagram
1754155325.052761,openedApp,Europe/London,False,6,breathingExercise,instagram
1754156432.1248,openedApp,Europe/London,False,6,breathingExercise,instagram
1754160175.139289,dismissedAppOpening,Europe/London,False,6,breathingExercise,facebook
1754165662.5350928,openedApp,Europe/London,False,6,breathingExercise,instagram
1754165974.5312881,openedApp,Europe/London,False,6,breathingExercise,instagram
1754178899.672147,openedApp,Europe/London,False,6,breathingExercise,facebook
1754179427.167696,openedApp,Europe/London,False,6,breathingExercise,tikTok
1754208013.92363,openedApp,Europe/London,False,6,breathingExercise,instagram
1754211543.1411839,openedApp,Europe/London,False,6,breathingExercise,instagram
1754211738.462306,openedApp,Europe/London,False,6,breathingExercise,tikTok
1754218157.3862681,dismissedAppOpening,Europe/London,False,6,breathingExercise,instagram
1754218272.593327,openedApp,Europe/London,False,6,breathingExercise,instagram
