timestamp,resolution,timezone,isReIntervention,interventionDuration,interventionType,app
1751812527.715139,openedApp,Europe/London,False,3,breathingExercise,tikTok
1751819226.362064,dismissedAppOpening,Europe/London,False,3,breathingExercise,facebook
1751819241.36549,dismissedAppOpening,Europe/London,False,3,breathingExercise,facebook
1751834981.942704,dismissedAppOpening,Europe/London,False,3,breathingExercise,facebook
1751835064.483326,openedApp,Europe/London,False,3,breathingExercise,facebook
1751837729.229317,openedApp,Europe/London,False,3,breathingExercise,instagram
1751837730.170714,openedApp,Europe/London,False,3,breathingExercise,instagram
1751838673.448317,openedApp,Europe/London,False,3,breathingExercise,tikTok
1751846006.436267,openedApp,Europe/London,False,3,breathingExercise,tikTok
1751878262.435618,openedApp,Europe/London,False,3,breathingExercise,facebook
1751907998.173398,dismissedAppOpening,Europe/London,False,3,breathingExercise,instagram
1751908018.145406,dismissedAppOpening,Europe/London,False,3,breathingExercise,instagram
1751910014.8817701,openedApp,Europe/London,False,3,breathingExercise,facebook
1751911193.1472979,openedApp,Europe/London,False,3,breathingExercise,tikTok
1751914270.3885221,openedApp,Europe/London,False,3,breathingExercise,instagram
1751914560.113483,openedApp,Europe/London,False,3,breathingExercise,instagram
1751930879.2731,openedApp,Europe/London,False,3,breathingExercise,instagram
1751931980.34029,dismissedAppOpening,Europe/London,False,3,breathingExercise,tikTok
1751961860.2855968,openedApp,Europe/London,False,3,breathingExercise,facebook
1751961894.170119,openedApp,Europe/London,False,3,breathingExercise,instagram
1751962910.284518,dismissedAppOpening,Europe/London,False,3,breathingExercise,facebook
1751962927.724218,openedApp,Europe/London,False,3,breathingExercise,facebook
1751963880.9758492,dismissedAppOpening,Europe/London,False,3,breathingExercise,facebook
1751970040.245304,openedApp,Europe/London,False,3,breathingExercise,instagram
1751970980.421173,openedApp,Europe/London,False,3,breathingExercise,facebook
1751987269.478203,openedApp,Europe/London,False,3,breathingExercise,facebook
1751988008.0010428,dismissedAppOpening,Europe/London,False,3,breathingExercise,facebook
1751988045.504377,openedApp,Europe/London,False,3,breathingExercise,facebook
1751988614.9507189,openedApp,Europe/London,False,3,breathingExercise,instagram
1751998588.721127,openedApp,Europe/London,False,3,breathingExercise,instagram
1752000685.645673,openedApp,Europe/London,False,3,breathingExercise,tikTok
1752011790.5245562,openedApp,Europe/London,False,3,breathingExercise,facebook
1752012418.9581141,openedApp,Europe/London,False,3,breathingExercise,facebook
1752017397.1951442,dismissedAppOpening,Europe/London,False,3,breathingExercise,instagram
1752017414.655704,openedApp,Europe/London,False,3,breathingExercise,instagram
1752018259.849539,openedApp,Europe/London,False,3,breathingExercise,tikTok
1752018660.288804,openedApp,Europe/London,False,3,breathingExercise,tikTok
1752050440.924474,dismissedAppOpening,Europe/London,False,3,breathingExercise,instagram
1752054473.500897,openedApp,Europe/London,False,3,breathingExercise,facebook
1752066247.959877,openedApp,Europe/London,False,3,breathingExercise,facebook
1752066460.289688,dismissedAppOpening,Europe/London,False,3,breathingExercise,facebook
1752066958.778589,openedApp,Europe/London,False,3,breathingExercise,facebook
1752067138.811291,openedApp,Europe/London,False,3,breathingExercise,instagram
1752067795.4652472,openedApp,Europe/London,False,3,breathingExercise,instagram
1752082742.1644192,openedApp,Europe/London,False,3,breathingExercise,facebook
1752083045.241291,dismissedAppOpening,Europe/London,False,3,breathingExercise,facebook
1752084063.9440231,dismissedAppOpening,Europe/London,False,3,breathingExercise,facebook
1752084081.855104,dismissedAppOpening,Europe/London,False,3,breathingExercise,facebook
1752084097.272093,openedApp,Europe/London,False,3,breathingExercise,tikTok
1752085713.883112,openedApp,Europe/London,False,3,breathingExercise,instagram
1752101107.220609,dismissedAppOpening,Europe/London,False,3,breathingExercise,facebook
1752101135.6079888,dismissedAppOpening,Europe/London,False,3,breathingExercise,facebook
1752101167.4528809,openedApp,Europe/London,False,3,breathingExercise,tikTok
1752102389.358325,openedApp,Europe/London,False,3,breathingExercise,tikTok
1752134461.879531,openedApp,Europe/London,False,3,breathingExercise,instagram
1752135317.134753,openedApp,Europe/London,False,3,breathingExercise,instagram
1752136214.2052732,openedApp,Europe/London,False,3,breathingExercise,instagram
1752137655.0576391,openedApp,Europe/London,False,3,breathingExercise,instagram
1752138173.9848418,openedApp,Europe/London,False,3,breathingExercise,instagram
1752145226.83532,dismissedAppOpening,Europe/London,False,3,breathingExercise,facebook
1752150053.37538,dismissedAppOpening,Europe/London,False,3,breathingExercise,facebook
1752150176.212393,openedApp,Europe/London,False,3,breathingExercise,facebook
1752156091.268203,openedApp,Europe/London,False,3,breathingExercise,facebook
1752158752.3657908,openedApp,Europe/London,False,3,breathingExercise,instagram
1752158795.022058,openedApp,Europe/London,False,3,breathingExercise,tikTok
1752165442.69033,openedApp,Europe/London,False,3,breathingExercise,tikTok
1752166165.668508,dismissedAppOpening,Europe/London,False,3,breathingExercise,facebook
1752166187.273281,openedApp,Europe/London,False,3,breathingExercise,instagram
1752168097.918469,dismissedAppOpening,Europe/London,False,3,breathingExercise,facebook
1752168114.555716,openedApp,Europe/London,False,3,breathingExercise,facebook
1752168362.124866,openedApp,Europe/London,False,3,breathingExercise,instagram
1752169422.702527,dismissedAppOpening,Europe/London,False,3,breathingExercise,facebook
1752173628.810308,openedApp,Europe/London,False,3,breathingExercise,facebook
1752174297.6927462,openedApp,Europe/London,False,3,breathingExercise,instagram
1752175044.9024549,dismissedAppOpening,Europe/London,False,3,breathingExercise,facebook
1752188967.0593538,openedApp,Europe/London,False,3,breathingExercise,tikTok
1752189967.3382201,openedApp,Europe/London,False,3,breathingExercise,tikTok
1752190571.844266,dismissedAppOpening,Europe/London,False,3,breathingExercise,tikTok
1752190640.319727,openedApp,Europe/London,False,3,breathingExercise,tikTok
1752191658.3130322,openedApp,Europe/London,False,3,breathingExercise,tikTok
1752191873.22303,openedApp,Europe/London,False,3,breathingExercise,tikTok
1752221724.541975,openedApp,Europe/London,False,3,breathingExercise,facebook
