timestamp,isReIntervention,app,resolution,timezone
1749021399.466166,False,tikTok,openedApp,Asia/Dubai
1749021519.466166,False,tikTok,closedApp,Asia/Dubai
1749021519.466166,False,tikTok,dismissedAppOpening,Asia/Dubai
