participant_id,last_week,condition,dropout
4A7138A4-0CBC-482D-84EE-EA1DE0E8EB49,3,CCC,1
4AA76086-2560-4A75-A99C-E4C09DA755F0,1,CCC,1
4AE9FF44-BEB2-46F6-9965-407BAAB2C185,6,BCC,0
4AEE1DBF-B7B5-4DAC-B2E5-0CA4582336E0,1,ABC,1
4B24B775-A514-4739-82C8-82A359FBB571,1,CCC,1
4B53AB14-BD59-408F-86D4-25E14A7AEC16,1,ABC,1
4B79BF12-9867-4C32-A84A-1A394095747D,2,ABC,1
4BF216AB-5645-4596-9D3C-908485AADE66,1,CCC,1
4C1F2B98-9B87-4833-9BE6-E15A777C2D19,1,CCC,1
4C773C65-69E5-40C4-89E7-7808F5932DB5,1,CCC,1
4DC2D023-7074-4E41-A44E-69A8262422B3,2,ACC,1
4DF51E2D-E036-4532-A77C-E3934CD9D795,2,ABC,1
500D6EAC-1DCE-417D-A7DB-1A306AFB15A9,1,ACC,1
5197EC26-BC20-4797-BD7E-AAE2777A0C0F,3,BCC,1
51C7542C-7526-47CC-AB78-903DC2B9E7F1,6,BCC,0
51E446A7-EE1D-43BC-9760-7462370F876F,2,ACC,1
533D2CA0-3DA2-4F52-B794-C6F0AA3D82D7,1,ACC,1
5349C29B-8F00-4D57-B366-D1CF1BB0B413,2,ACC,1
5398F34D-CF96-4FBE-AD74-1EB95444CD7C,6,CCC,0
545DEA2D-67D0-4CBE-94D3-018B41EE0445,1,ACC,1
54AFD393-0A59-4FE9-AF95-9285DCAE18D8,1,CCC,1
54E937AC-5CFC-4BEA-891F-1B1D8310C6C5,1,BCC,1
55022239-6FAD-4A98-A6ED-3BD98CCE2014,2,ACC,1
55132E55-CEFC-421E-AE7E-5E1AEE077A56,2,ACC,1
556B8AFD-3AE4-4AC0-AF77-7B329100C11F,4,BCC,1
5571EFDC-3AFA-48F7-9227-9030C95C0DAA,2,ABC,1
55738DED-4CF6-4A83-AEC3-478A59DBC296,2,ACC,1
55BF12B7-E258-441F-8D9E-D598061CA7D1,1,ACC,1
55D30DA8-EBB9-4D0F-8FDC-82C9C1DF1994,1,ACC,1
5621E9B0-37DE-47C4-8C2C-10717E387D0A,2,ABC,1
564ADD3A-E205-4430-9BFB-482C1D86A1EC,1,CCC,1
5654EA37-2736-4B01-92F1-5BF3FE71A1B5,1,ABC,1
566CEE39-4364-42D4-A13E-861D5E280F88,1,CCC,1
567F087E-ED9F-4BF1-A3CC-699A385EDC18,2,ACC,1
5709B73E-27C1-49A2-ABCB-8E4D5C8FBE6C,2,ACC,1
571D7BD7-AF2C-4F83-B3C5-5C82EF05B3B9,2,ACC,1
5778D83B-1323-4EF1-A906-568AE5709564,1,CCC,1
57AA454E-47A6-4C03-AC4E-2E1D02DDEE41,6,BCC,0
58325748-AAB1-43DC-B24B-14E7D86C8138,1,ABC,1
5880550C-8782-470D-BE97-441DC6652A15,2,ACC,1
58BB1FD0-76AA-4616-9F6F-2C50ADA68A06,1,BCC,1
591EDE1E-0A59-4ABF-801A-531FAD9E718E,2,ABC,1
59289628-CEB8-48B2-ABC5-600CA3FDBF55,1,ABC,1
59907D92-4038-4790-89D3-EB898DA10951,5,BCC,1
59A39DF1-EF9D-4B53-9BFF-4E184FFD3A7D,6,BCC,0
59AB6C7B-5606-4A76-8752-DBBBE1D68385,1,ACC,1
59FF8D5D-549D-4A62-9B17-AF6853C7BB30,2,ACC,1
5A32E814-7DAD-4909-B66F-FD2B77044439,2,ACC,1
5A745E22-696B-4975-915C-F2C215660839,2,ACC,1
5A9FCDD7-CB9D-45CE-8CD8-9123528FD392,2,ABC,1
5B0E43AF-E9D7-47AA-96C3-510B3B76048B,1,ACC,1
5B1E649C-3204-4750-82D6-8F6A772DD917,1,ACC,1
5B6BBFA2-1F39-4BB4-8E9E-1D92E5036F1D,1,ABC,1
5C731025-8D0A-4BD6-9203-EA6EEF4E129A,1,BCC,1
5D167F60-0A32-4B5E-A8F2-1535771E331A,4,CCC,1
5DC0A51D-E86E-4ADB-88DF-F021EBF9AA11,5,BCC,1
5E03229C-C05A-434A-9A67-EDEA2BAAB3EB,2,ABC,1
5E3913B9-1A7B-4653-9534-5B92A62AA5DA,2,ABC,1
5E6B3504-AECB-4A57-ACD9-2D51DDC77677,2,ABC,1
5E9A5E13-0822-4893-8F66-05739478F365,6,CCC,0
5F3B8079-A9BE-4B23-8A82-4E15AF911391,1,ABC,1
5FCF7FAC-F8A0-4E8F-9BEC-80F6ED5D4118,2,ABC,1
602D3B28-E6E8-43E6-AFC5-788CFCCB948C,2,ABC,1
60B882B5-3B21-494A-9907-EBD2054BC412,1,ACC,1
60C2315D-95AC-4E52-8756-F8AE2E2ABC1D,2,ACC,1
621CBC56-0882-4974-B584-C4F8CB414250,2,ACC,1
62BECACE-F5CB-4A59-8E66-07197443886A,1,CCC,1
62DA8F2C-C364-4896-A773-8D664608F2F3,1,ACC,1
64CD3BC1-C869-4E1C-8BE6-F176A968CB53,1,ACC,1
651285E0-E0FC-4479-9012-8884F25785AE,1,CCC,1
651F30EB-8329-453F-9106-711142ECF235,6,BCC,0
6538D0FF-648E-4A0D-869C-7ACE7D254001,1,ACC,1
6574F553-C49A-416E-8290-58A8FC8D14FF,1,ABC,1
65D876E8-CA57-400E-A949-D5DD393382BE,2,ACC,1
66A3FD7B-9EC2-42F4-A172-D4FB6F949DD6,2,ABC,1
66C8AEDE-E272-4039-BCFF-9C2F574EE707,1,ABC,1
67ACA55B-F322-4EDD-A90C-F93B0BE4A0BC,2,ABC,1
67CE6D25-DA1F-42B6-A6D2-4F37A409A291,2,ACC,1
67D62E66-525C-4FDF-9387-9647F9BAB4FC,2,BCC,1
6833F551-6397-4444-AD2D-1BEF7FD834E2,1,ACC,1
68460387-B164-4380-8281-9A1C3464D11B,6,CCC,0
68510A0A-24A3-45D6-B907-1BCC786D95A9,2,ACC,1
687C19CA-E6F2-4FE3-B6C0-F718DFDD1230,3,CCC,1
6886F82B-E5D1-4722-85CD-F9214D758550,6,BCC,0
68C2F85A-961E-43B8-99E1-AC440FD31509,3,CCC,1
69EC2056-9F96-46D2-B86B-62B0C2508061,5,BCC,1
6ACE889F-EA51-4D55-9A8A-3028959E42D8,4,BCC,1
6BCDF2CE-55E1-4E8F-B061-748A03FC4E1A,2,ABC,1
6BDE7025-E453-4652-A08F-1AB9FB2B56AA,1,ABC,1
6C24AF4F-9088-4F82-8FB0-5E33B9744272,1,ACC,1
6C5F31C2-1410-4497-85D9-7B4771FAB8A5,2,ACC,1
6CB85A2A-822A-4015-A50C-7F64F23A0ECC,1,BCC,1
6D3223D1-7A19-429D-A319-1A3785C0D662,1,CCC,1
6DADF196-F57A-4AFA-B109-4BE48BE3A407,2,ACC,1
6E11BB6A-EB54-410C-ADDC-FD7FF51C34C9,6,CCC,0
6EB25B0D-9157-4EE4-BC0F-8108062E1B7B,3,BCC,1
6EEC95F7-9F2A-4780-BB05-68613541F8F7,3,BCC,1
6F33BDBC-7F1D-4D6C-87C0-3C4FDACB2D17,1,ABC,1
6F3B2B74-24BC-4E79-9E7E-7C6BCE59DF04,2,ABC,1
6F66080D-284F-43E7-802B-534209FC7B76,1,BCC,1
6FA0ACD0-45C5-4636-A010-E11C2510DC00,2,ACC,1
70029981-DA1A-4C35-BC13-3AE907986019,6,CCC,0
70B61B25-BF69-4D4D-97DF-E5003CF81714,6,BCC,0
70C8C71A-4105-4A6D-AED6-864F1EE39021,2,ABC,1
70D4F4CE-1D75-410B-973A-C2E5B878C061,2,ACC,1
71947624-5A9D-4C53-806C-8B7C403A0A33,3,BCC,1
727887B5-A479-4FBF-8249-117EB00F4FD4,2,ACC,1
72F6101F-66C0-4ABA-86E3-D705A0FB2E57,2,ABC,1
74F757ED-F490-4AF5-ACD1-D2581F54C1C2,4,BCC,1
753209DF-5FD6-49EA-A4EE-88C59E5C4B62,1,CCC,1
7569606E-4960-490E-9D7E-53DBC687E3F4,1,ABC,1
75A6FDFD-2574-4B1B-B67C-E36C98569080,2,ABC,1
75C19B26-A150-48CD-8D98-31E6A2BF2C29,2,ABC,1
766DA665-3A69-4E45-848A-70A30C5A3180,1,CCC,1
785CFBBC-CAFB-40CD-8800-B6BF7169724A,1,ACC,1
78A22920-B819-4601-9A9F-4D2E3B4850DE,2,ABC,1
78CE9C3A-2DAA-4316-8AA8-F7D6210B1988,2,ABC,1
78CEF32A-BD37-4BF5-8300-EEBBDBCEC1EA,2,ABC,1
78D5E3CC-5066-493A-8E19-D5B454F70C19,2,BCC,1
78EAE289-A56E-4D6A-8A67-32AD65A4A895,1,CCC,1
78F075C2-D2F5-4BC5-8B75-1B4EB1DE6305,1,ABC,1
78FF8B49-EDC2-4D6C-A454-12797839828F,2,ACC,1
793951EB-205A-4039-B42E-7DC862D01D45,5,CCC,1
79AD1105-6368-4219-B46B-9F29B0A724B0,1,ACC,1
79E93EE0-41B8-47E1-9DC2-CE68EF17733B,3,BCC,1
79FC0E84-6912-4557-867F-A9CC0A42DF94,2,ACC,1
7A7CFACE-5191-48CC-A53B-E17CB20E9AF1,1,BCC,1
7A92CEC5-AD85-4AD7-86C0-6FCA240082F7,4,BCC,1
7B1B62F4-C59E-412D-A8A0-6DEF78A9EC3E,1,ACC,1
7B93BE54-1900-46E2-8645-AE2D2B4D4B8B,5,CCC,1
7CDAA781-6FFF-435C-8A71-E760A58E1D0E,2,ABC,1
7CDE8088-3AE8-4947-BB18-4BDE3D496C1A,2,ACC,1
7D042505-3A44-42EC-A90E-4BF441FD9222,2,ACC,1
7D2D3B6C-B2C0-4055-B682-0D627FBCD829,2,ACC,1
7DBEA4E3-381F-4A28-8F8D-D51387B4A229,1,ACC,1
7E7049B5-2AE1-42C8-9522-4CBDC9EBEDED,2,ABC,1
7ECF094D-46DA-422B-9E08-D53552370BCE,2,ABC,1
7FA3E078-C0B1-4241-A33C-05D25B8098AD,2,ABC,1
7FF88B11-05DF-4013-90D5-EF655E5AA92B,1,ABC,1
800A8B78-1E15-4E90-B780-5FD11AF38787,1,ABC,1
8075C657-3245-49F2-A106-359E2FBD005B,2,ACC,1
80EDB620-4CD1-479E-8B39-B07F2A862F8C,2,ABC,1
8137C214-4E1C-4D80-8B3A-741DF1143BD5,4,BCC,1
8144BDFB-B47D-40F2-A28E-4BD9E13D6B14,4,CCC,1
8165EE9F-EAB7-4825-8ED0-E5C04F01998F,2,ACC,1
818D5160-17AD-4BE8-A111-FC7F1009ADFC,1,CCC,1
820342FB-483F-4F9D-806C-50734A0C1FF9,2,ACC,1
8214C4CF-A302-43A2-873F-4A97FD933ACA,2,ABC,1
823F8649-F461-4DCE-885B-5B863FD02138,2,ACC,1
82801A96-7193-4A65-99B7-22E0FEF60EF0,1,BCC,1
82EFC696-59A7-4648-B495-C852F1856CEA,1,ABC,1
830AC45A-DED9-4EBC-A4A3-4CDE10F25BF4,5,CCC,1
832DD048-4435-4CE4-BC59-12114FB75123,6,CCC,0
838C4B07-646E-4134-988F-2CB127DC67D3,1,ABC,1
83B0E571-B7CA-45A9-BFDC-D66CD309D4DE,4,BCC,1
83BB759F-FC7C-467D-B360-EE23A3A086E5,1,CCC,1
84CEE44C-79E3-4536-BF17-B4725452D984,1,BCC,1
84FB1EA3-DE79-41FB-909C-027186D96491,1,BCC,1
8542B993-8750-4080-A245-85E8BB1199C0,2,ACC,1
8589870A-D892-4353-BF60-0193B4DDEF89,6,CCC,0
85B8D8D2-4741-4DD8-B1B8-012D55F646EC,1,ABC,1
85D04F67-EA55-4BC6-8446-3FB641CA6654,2,ABC,1
85EB4BA4-1CBF-470A-9F6D-046D4F5B71F9,1,ABC,1
86DC5129-A8BE-4BCC-98CE-1378220DF49E,2,CCC,1
87A4C362-2E88-4614-B9C8-EFC6B4BC4183,2,ACC,1
88167845-FCAC-4B40-8815-F583B041538C,1,ABC,1
88AFCDEB-7B13-446D-AC43-751CBAD619F6,2,ACC,1
88C180D9-40B8-4A07-8C7D-43EF82A78E2C,2,CCC,1
8901065C-6689-4CBA-883E-C90B394D19CE,1,ACC,1
89297C8E-1247-45FC-888F-E9FC48D1B7C8,1,ACC,1
89CAC215-43E0-42FE-B869-79CDADF10055,1,ACC,1
89D02443-1444-40F7-830E-068197E840A5,6,CCC,0
8A2D38E3-D978-49C5-A3F2-AB8A83D40D14,4,BCC,1
8B21D122-9064-48F6-9971-04F8A728ED40,1,CCC,1
8B79B948-AC12-4D6B-BA99-3D0FA2FAE2DD,1,CCC,1
8C999FA6-CBE0-4A00-9DE2-3271C3FCAEDB,2,ACC,1
8CCA1A3F-BCF6-46C6-9127-6186E7A1382C,2,ACC,1
8CD0B430-5599-48AE-A981-2633F39C868C,2,ACC,1
8DC4B582-B637-4B26-A770-ABD45A11047A,2,ACC,1
8E1010DE-BF95-4547-83C5-E2DFEBEDCBBE,2,ACC,1
8E460A72-EC0A-4E42-B2EB-F69D3C981F75,1,CCC,1
8EBEA526-605B-4DFC-ADE1-0CC93D06AB46,1,ACC,1
8EF7B1ED-458B-4066-8198-8809F4C1010D,1,ABC,1
8F22F757-969A-4D81-9452-8C31EF280B0E,2,ABC,1
8F3721E8-B802-4866-8F5C-49189628B776,2,ABC,1
8F5E7AF9-1D7E-4E1E-9BA8-60BEEAAE5C01,1,ABC,1
8FC1EE95-EFF5-42E8-96B9-BB8E4F8C0037,2,BCC,1
8FCD55BA-8AFB-431F-9DCE-D0BA1636ABE3,5,BCC,1
90288E3E-975D-4C1A-A4EB-ED56C05445CD,1,ACC,1
