participant_id,condition,phase,study_week,attempted,dismissed,executed,delay_type,delay_secs
0006F470-71F5-4743-BDB5-6E281CDDF0CF,ACC,phase2,1,19,13,6,A,3
0035B40B-7D47-4E2B-BEBF-224F4452CBAA,ACC,phase1,1,1,0,1,A,3
0082F3E1-DF11-4F51-8998-6F58BAA77F25,BCC,phase2,1,3,1,2,B,6
00B2E996-861C-4EB9-A3F4-06CEB9893B1A,CCC,phase2,1,57,19,38,C,10
00B65324-C0A7-417A-8136-733D0D825110,ACC,phase2,1,299,44,255,A,3
00B65324-C0A7-417A-8136-733D0D825110,ACC,phase2,2,65,11,54,A,3
00B9CC53-D074-41AD-B36E-5B9470081736,CCC,phase1,1,16,15,1,C,10
00B9CC53-D074-41AD-B36E-5B9470081736,CCC,phase1,2,8,6,2,C,10
00B9CC53-D074-41AD-B36E-5B9470081736,CCC,phase1,3,11,9,2,C,10
00B9CC53-D074-41AD-B36E-5B9470081736,CCC,phase1,4,25,23,2,C,10
00B9CC53-D074-41AD-B36E-5B9470081736,CCC,phase1,5,14,14,0,C,10
00B9CC53-D074-41AD-B36E-5B9470081736,CCC,phase1,6,13,13,0,C,10
00C7DC22-AB67-4D7A-ADF0-B8AA665767BC,BCC,phase2,1,1,0,1,B,6
00EE0F8D-F4D2-44B8-8E72-51D7A405383A,ACC,phase1,1,132,6,126,A,3
00EE0F8D-F4D2-44B8-8E72-51D7A405383A,ACC,phase1,2,90,3,87,A,3
00EE0F8D-F4D2-44B8-8E72-51D7A405383A,ACC,phase1,3,83,12,71,C,10
00EE0F8D-F4D2-44B8-8E72-51D7A405383A,ACC,phase1,4,81,4,77,C,10
00EE0F8D-F4D2-44B8-8E72-51D7A405383A,ACC,phase1,5,64,6,58,C,10
00EE0F8D-F4D2-44B8-8E72-51D7A405383A,ACC,phase1,6,4,0,4,C,10
0100A9D5-5152-437D-8B44-9DBD02E4089A,ACC,phase1,1,56,9,47,A,3
0100A9D5-5152-437D-8B44-9DBD02E4089A,ACC,phase1,2,57,6,51,A,3
0100A9D5-5152-437D-8B44-9DBD02E4089A,ACC,phase1,3,37,4,33,C,10
0100A9D5-5152-437D-8B44-9DBD02E4089A,ACC,phase1,4,34,8,26,C,10
0100A9D5-5152-437D-8B44-9DBD02E4089A,ACC,phase1,5,23,6,17,C,10
0100A9D5-5152-437D-8B44-9DBD02E4089A,ACC,phase1,6,11,1,10,C,10
011B6B0B-DFB4-4469-809D-643277DE9A67,ABC,phase2,1,78,33,45,A,3
011B6B0B-DFB4-4469-809D-643277DE9A67,ABC,phase2,2,163,84,79,A,3
01275D7E-29A2-418D-AFD7-9A4F971E054A,ACC,phase2,1,74,21,53,A,3
012C07FF-59AA-4B24-A863-DE76DBB32220,ABC,phase2,1,99,59,40,A,3
012C07FF-59AA-4B24-A863-DE76DBB32220,ABC,phase2,2,135,41,94,A,3
012C07FF-59AA-4B24-A863-DE76DBB32220,ABC,phase2,3,136,43,93,B,6
012C07FF-59AA-4B24-A863-DE76DBB32220,ABC,phase2,4,50,13,37,B,6
0156E4F8-B21A-421A-9CBA-020296EAB812,ACC,phase1,1,172,38,134,A,3
0156E4F8-B21A-421A-9CBA-020296EAB812,ACC,phase1,2,134,24,110,A,3
0156E4F8-B21A-421A-9CBA-020296EAB812,ACC,phase1,3,110,20,90,C,10
0156E4F8-B21A-421A-9CBA-020296EAB812,ACC,phase1,4,161,28,133,C,10
0156E4F8-B21A-421A-9CBA-020296EAB812,ACC,phase1,5,193,51,142,C,10
0156E4F8-B21A-421A-9CBA-020296EAB812,ACC,phase1,6,107,20,87,C,10
01B707BA-2FAD-4AB2-8BA0-CE44C83963CA,CCC,phase1,1,1,1,0,C,10
01B8AAE1-4BF9-4B62-9836-6E3F8E07C385,ABC,phase1,1,91,9,82,A,3
01B8AAE1-4BF9-4B62-9836-6E3F8E07C385,ABC,phase1,2,84,2,82,A,3
01B8AAE1-4BF9-4B62-9836-6E3F8E07C385,ABC,phase1,3,82,8,74,B,6
01B8AAE1-4BF9-4B62-9836-6E3F8E07C385,ABC,phase1,4,36,0,36,B,6
01BAA7E1-28DA-41D6-9A98-315FC8AAE4FA,ABC,phase2,1,307,68,239,A,3
01CA7A36-7B8A-4A0B-A6A0-EC8112738E45,ABC,phase1,1,1,1,0,A,3
01D91AA7-EB95-4F8D-8067-5BC173EDCD77,ACC,phase2,1,236,43,193,A,3
01D91AA7-EB95-4F8D-8067-5BC173EDCD77,ACC,phase2,2,202,29,173,A,3
01D91AA7-EB95-4F8D-8067-5BC173EDCD77,ACC,phase2,3,116,28,88,C,10
01D91AA7-EB95-4F8D-8067-5BC173EDCD77,ACC,phase2,4,122,40,82,C,10
01D91AA7-EB95-4F8D-8067-5BC173EDCD77,ACC,phase2,5,152,22,130,C,10
01D91AA7-EB95-4F8D-8067-5BC173EDCD77,ACC,phase2,6,185,45,140,C,10
01F9651C-0107-4FF7-93DA-FF00C616D5FF,ACC,phase2,1,1,1,0,A,3
0211D548-9B16-495C-AA6E-CF5FF98B3692,ABC,phase1,1,3,2,1,A,3
0238F5D6-441C-4331-BE20-F9214D7CD108,BCC,phase1,1,64,12,52,B,6
0238F5D6-441C-4331-BE20-F9214D7CD108,BCC,phase1,2,48,18,30,B,6
0238F5D6-441C-4331-BE20-F9214D7CD108,BCC,phase1,3,42,8,34,C,10
0238F5D6-441C-4331-BE20-F9214D7CD108,BCC,phase1,4,35,8,27,C,10
023DF4AC-FC89-425C-B5BD-4077536AF4EF,ABC,phase2,1,53,7,46,A,3
023DF4AC-FC89-425C-B5BD-4077536AF4EF,ABC,phase2,2,216,8,208,A,3
023DF4AC-FC89-425C-B5BD-4077536AF4EF,ABC,phase2,3,28,3,25,B,6
023DF4AC-FC89-425C-B5BD-4077536AF4EF,ABC,phase2,4,63,5,58,B,6
023DF4AC-FC89-425C-B5BD-4077536AF4EF,ABC,phase2,5,100,14,86,C,10
02506D86-A941-4DA4-8FD0-178B1EB4B0D6,BCC,phase2,1,81,53,28,B,6
02506D86-A941-4DA4-8FD0-178B1EB4B0D6,BCC,phase2,2,73,30,43,B,6
02506D86-A941-4DA4-8FD0-178B1EB4B0D6,BCC,phase2,3,82,35,47,C,10
02506D86-A941-4DA4-8FD0-178B1EB4B0D6,BCC,phase2,4,16,5,11,C,10
02B5712B-6C6C-474B-AB29-8BE15CAA4185,BCC,phase2,1,17,12,5,B,6
02B5712B-6C6C-474B-AB29-8BE15CAA4185,BCC,phase2,2,24,6,18,B,6
02B5712B-6C6C-474B-AB29-8BE15CAA4185,BCC,phase2,3,35,15,20,C,10
02B5712B-6C6C-474B-AB29-8BE15CAA4185,BCC,phase2,4,12,6,6,C,10
02B5712B-6C6C-474B-AB29-8BE15CAA4185,BCC,phase2,5,9,3,6,C,10
036CE412-FFB3-40FC-BE2A-B15CB8A4E5BF,BCC,phase2,1,3,0,3,B,6
036CE412-FFB3-40FC-BE2A-B15CB8A4E5BF,BCC,phase2,2,0,0,0,B,6
036CE412-FFB3-40FC-BE2A-B15CB8A4E5BF,BCC,phase2,3,2,0,2,C,10
036CE412-FFB3-40FC-BE2A-B15CB8A4E5BF,BCC,phase2,4,0,0,0,C,10
036CE412-FFB3-40FC-BE2A-B15CB8A4E5BF,BCC,phase2,5,3,1,2,C,10
036D2F38-2CD6-491A-97AF-5C314BF1EE9C,ABC,phase1,1,259,109,150,A,3
036D2F38-2CD6-491A-97AF-5C314BF1EE9C,ABC,phase1,2,209,54,155,A,3
036D2F38-2CD6-491A-97AF-5C314BF1EE9C,ABC,phase1,3,200,52,148,B,6
036D2F38-2CD6-491A-97AF-5C314BF1EE9C,ABC,phase1,4,181,51,130,B,6
036D2F38-2CD6-491A-97AF-5C314BF1EE9C,ABC,phase1,5,163,62,101,C,10
036D2F38-2CD6-491A-97AF-5C314BF1EE9C,ABC,phase1,6,105,40,65,C,10
03933B9C-393C-4F9A-8E33-E867064D90C0,BCC,phase1,1,462,144,318,B,6
03933B9C-393C-4F9A-8E33-E867064D90C0,BCC,phase1,2,240,53,187,B,6
03A0AA45-6926-44D5-BA2E-A67060C5B181,BCC,phase2,1,71,13,58,B,6
03A0AA45-6926-44D5-BA2E-A67060C5B181,BCC,phase2,2,26,3,23,B,6
03A0AA45-6926-44D5-BA2E-A67060C5B181,BCC,phase2,3,37,7,30,C,10
03A0AA45-6926-44D5-BA2E-A67060C5B181,BCC,phase2,4,41,4,37,C,10
03A0AA45-6926-44D5-BA2E-A67060C5B181,BCC,phase2,5,39,12,27,C,10
03A0AA45-6926-44D5-BA2E-A67060C5B181,BCC,phase2,6,8,1,7,C,10
046636CA-EAA0-42A1-81C3-D75FBE7609FD,CCC,phase2,1,1,1,0,C,10
04EFF03C-1450-414E-9BBC-FB502ACE06E9,CCC,phase2,1,228,146,82,C,10
04EFF03C-1450-414E-9BBC-FB502ACE06E9,CCC,phase2,2,170,76,94,C,10
04EFF03C-1450-414E-9BBC-FB502ACE06E9,CCC,phase2,3,150,64,86,C,10
04EFF03C-1450-414E-9BBC-FB502ACE06E9,CCC,phase2,4,192,68,124,C,10
04EFF03C-1450-414E-9BBC-FB502ACE06E9,CCC,phase2,5,102,28,74,C,10
052B7C79-3A8D-47E7-9EE7-168F5B17A40E,ACC,phase2,1,109,51,58,A,3
05583123-14C3-41DC-9316-08EE14A417D2,CCC,phase1,1,89,33,56,C,10
05583123-14C3-41DC-9316-08EE14A417D2,CCC,phase1,2,45,14,31,C,10
05583123-14C3-41DC-9316-08EE14A417D2,CCC,phase1,3,72,18,54,C,10
05583123-14C3-41DC-9316-08EE14A417D2,CCC,phase1,4,94,19,75,C,10
05583123-14C3-41DC-9316-08EE14A417D2,CCC,phase1,5,33,10,23,C,10
05583123-14C3-41DC-9316-08EE14A417D2,CCC,phase1,6,21,4,17,C,10
05A32404-68DA-44BE-889D-BE7328E22E7F,ABC,phase2,1,5,0,5,A,3
05A4EE97-3CC5-47AC-B311-23BA78B2AE51,ACC,phase2,1,159,54,105,A,3
05A4EE97-3CC5-47AC-B311-23BA78B2AE51,ACC,phase2,2,189,61,128,A,3
05A4EE97-3CC5-47AC-B311-23BA78B2AE51,ACC,phase2,3,149,55,94,C,10
05A4EE97-3CC5-47AC-B311-23BA78B2AE51,ACC,phase2,4,96,36,60,C,10
0608D78E-CFE6-4930-BC6F-A20045403487,ACC,phase1,1,1,0,1,A,3
0627DA7C-E81E-4C7D-B373-859BFFA64A1C,ABC,phase1,1,40,6,34,A,3
06708BAE-EA94-4B94-9361-F785AB8796F3,CCC,phase2,1,68,9,59,C,10
06708BAE-EA94-4B94-9361-F785AB8796F3,CCC,phase2,2,19,2,17,C,10
06AFEC6B-AF62-408B-81FA-252E06D09101,CCC,phase1,1,22,14,8,C,10
06AFEC6B-AF62-408B-81FA-252E06D09101,CCC,phase1,2,13,6,7,C,10
06AFEC6B-AF62-408B-81FA-252E06D09101,CCC,phase1,3,6,2,4,C,10
06AFEC6B-AF62-408B-81FA-252E06D09101,CCC,phase1,4,25,13,12,C,10
06AFEC6B-AF62-408B-81FA-252E06D09101,CCC,phase1,5,5,1,4,C,10
06B3245D-3A98-4532-A940-4A9B6FB63110,ACC,phase2,1,1,1,0,A,3
06D5BE75-1367-4AB8-B3E7-FD59D48C5758,ABC,phase1,1,90,17,73,A,3
06D5BE75-1367-4AB8-B3E7-FD59D48C5758,ABC,phase1,2,37,3,34,A,3
06D5BE75-1367-4AB8-B3E7-FD59D48C5758,ABC,phase1,3,47,7,40,B,6
06D5BE75-1367-4AB8-B3E7-FD59D48C5758,ABC,phase1,4,62,6,56,B,6
06D5BE75-1367-4AB8-B3E7-FD59D48C5758,ABC,phase1,5,68,11,57,C,10
071D6521-6D57-4182-8514-DDED20763219,ACC,phase1,1,1,0,1,A,3
074963FC-A995-4B9F-8897-24FDE24D7ABC,BCC,phase1,1,16,1,15,B,6
074963FC-A995-4B9F-8897-24FDE24D7ABC,BCC,phase1,2,13,0,13,B,6
074963FC-A995-4B9F-8897-24FDE24D7ABC,BCC,phase1,3,7,0,7,C,10
074963FC-A995-4B9F-8897-24FDE24D7ABC,BCC,phase1,4,9,0,9,C,10
074963FC-A995-4B9F-8897-24FDE24D7ABC,BCC,phase1,5,7,0,7,C,10
0769750B-1428-433B-A1AB-0EBBA3138E58,ACC,phase2,1,351,37,314,A,3
0769750B-1428-433B-A1AB-0EBBA3138E58,ACC,phase2,2,329,38,291,A,3
0769750B-1428-433B-A1AB-0EBBA3138E58,ACC,phase2,3,57,16,41,C,10
076B0455-CEF7-412D-9C81-DA080DE6FCF4,ABC,phase1,1,1,1,0,A,3
07B0E1DC-3EAB-4FA0-9DD9-B9B72E8FBEED,BCC,phase1,1,72,37,35,B,6
07B0E1DC-3EAB-4FA0-9DD9-B9B72E8FBEED,BCC,phase1,2,70,16,54,B,6
07B0E1DC-3EAB-4FA0-9DD9-B9B72E8FBEED,BCC,phase1,3,22,5,17,C,10
07CADC33-9043-4ED2-9466-27E019884902,CCC,phase1,1,2,1,1,C,10
0800589C-408C-4D1B-BEEC-B7F03B4BC5CE,ABC,phase1,1,241,103,138,A,3
0800589C-408C-4D1B-BEEC-B7F03B4BC5CE,ABC,phase1,2,182,62,120,A,3
0800589C-408C-4D1B-BEEC-B7F03B4BC5CE,ABC,phase1,3,169,65,104,B,6
0800589C-408C-4D1B-BEEC-B7F03B4BC5CE,ABC,phase1,4,167,70,97,B,6
0800589C-408C-4D1B-BEEC-B7F03B4BC5CE,ABC,phase1,5,211,85,126,C,10
0800589C-408C-4D1B-BEEC-B7F03B4BC5CE,ABC,phase1,6,179,68,111,C,10
080ED80E-2818-4BD5-BF97-A37485DA693B,CCC,phase2,1,63,12,51,C,10
080ED80E-2818-4BD5-BF97-A37485DA693B,CCC,phase2,2,51,7,44,C,10
080ED80E-2818-4BD5-BF97-A37485DA693B,CCC,phase2,3,38,4,34,C,10
080ED80E-2818-4BD5-BF97-A37485DA693B,CCC,phase2,4,13,3,10,C,10
081030D0-98E2-4EDF-A753-4B59D2F9A0C4,BCC,phase1,1,1,1,0,B,6
08104AE3-16F5-4BA2-9850-5DB6A355F034,CCC,phase1,1,147,70,77,C,10
08104AE3-16F5-4BA2-9850-5DB6A355F034,CCC,phase1,2,93,31,62,C,10
08104AE3-16F5-4BA2-9850-5DB6A355F034,CCC,phase1,3,97,21,76,C,10
08104AE3-16F5-4BA2-9850-5DB6A355F034,CCC,phase1,4,44,14,30,C,10
08246CBA-3330-4816-A999-8EE781BEAAA5,ACC,phase1,1,1,1,0,A,3
08282A27-E37E-4781-AA5D-D29F965EC882,ABC,phase2,1,39,11,28,A,3
082F3BFA-9052-4730-9879-93447510F2B9,CCC,phase2,1,140,60,80,C,10
08425063-F269-49B5-8690-A797AD8E37F6,BCC,phase2,1,141,48,93,B,6
08425063-F269-49B5-8690-A797AD8E37F6,BCC,phase2,2,86,41,45,B,6
08425063-F269-49B5-8690-A797AD8E37F6,BCC,phase2,3,89,30,59,C,10
08425063-F269-49B5-8690-A797AD8E37F6,BCC,phase2,4,37,9,28,C,10
08425063-F269-49B5-8690-A797AD8E37F6,BCC,phase2,5,36,7,29,C,10
08425063-F269-49B5-8690-A797AD8E37F6,BCC,phase2,6,42,10,32,C,10
087B5662-E897-4836-AD04-83B3E366FCB4,CCC,phase2,1,12,0,12,C,10
087B5662-E897-4836-AD04-83B3E366FCB4,CCC,phase2,2,42,4,38,C,10
087B5662-E897-4836-AD04-83B3E366FCB4,CCC,phase2,3,37,2,35,C,10
087B5662-E897-4836-AD04-83B3E366FCB4,CCC,phase2,4,32,1,31,C,10
087B5662-E897-4836-AD04-83B3E366FCB4,CCC,phase2,5,40,3,37,C,10
087B5662-E897-4836-AD04-83B3E366FCB4,CCC,phase2,6,5,0,5,C,10
08E83A4F-DBEA-48A2-A9E3-151707F2D8FD,ABC,phase1,1,20,11,9,A,3
0906B557-9D43-4A96-8DCA-4E675A61BABA,ACC,phase2,1,7,5,2,A,3
090D1044-EBD9-4273-80E8-BDEB2995BF95,ABC,phase1,1,2,2,0,A,3
091EAB99-84AB-4748-86E2-544962CF1B77,ACC,phase2,1,6,2,4,A,3
094212C3-40F5-409A-9908-A228FE9FF2A1,ABC,phase1,1,43,9,34,A,3
094212C3-40F5-409A-9908-A228FE9FF2A1,ABC,phase1,2,52,12,40,A,3
094212C3-40F5-409A-9908-A228FE9FF2A1,ABC,phase1,3,58,13,45,B,6
094212C3-40F5-409A-9908-A228FE9FF2A1,ABC,phase1,4,42,4,38,B,6
094212C3-40F5-409A-9908-A228FE9FF2A1,ABC,phase1,5,42,13,29,C,10
094212C3-40F5-409A-9908-A228FE9FF2A1,ABC,phase1,6,40,13,27,C,10
094E6B06-D5F3-4D18-8EED-5DC04940590F,ACC,phase1,1,61,25,36,A,3
094E6B06-D5F3-4D18-8EED-5DC04940590F,ACC,phase1,2,81,12,69,A,3
094E6B06-D5F3-4D18-8EED-5DC04940590F,ACC,phase1,3,56,14,42,C,10
094E6B06-D5F3-4D18-8EED-5DC04940590F,ACC,phase1,4,73,20,53,C,10
094E6B06-D5F3-4D18-8EED-5DC04940590F,ACC,phase1,5,62,9,53,C,10
094E6B06-D5F3-4D18-8EED-5DC04940590F,ACC,phase1,6,78,16,62,C,10
0950A27A-93B2-4E52-A21A-4F0307A96950,ACC,phase1,1,30,8,22,A,3
0950A27A-93B2-4E52-A21A-4F0307A96950,ACC,phase1,2,28,3,25,A,3
0950A27A-93B2-4E52-A21A-4F0307A96950,ACC,phase1,3,20,1,19,C,10
0950A27A-93B2-4E52-A21A-4F0307A96950,ACC,phase1,4,15,4,11,C,10
0950A27A-93B2-4E52-A21A-4F0307A96950,ACC,phase1,5,12,2,10,C,10
0950A27A-93B2-4E52-A21A-4F0307A96950,ACC,phase1,6,9,1,8,C,10
097A7465-3B53-4E36-9F08-62CE8B957FB1,CCC,phase2,1,362,175,187,C,10
097A7465-3B53-4E36-9F08-62CE8B957FB1,CCC,phase2,2,330,111,219,C,10
097A7465-3B53-4E36-9F08-62CE8B957FB1,CCC,phase2,3,314,108,206,C,10
097A7465-3B53-4E36-9F08-62CE8B957FB1,CCC,phase2,4,301,82,219,C,10
097A7465-3B53-4E36-9F08-62CE8B957FB1,CCC,phase2,5,343,94,249,C,10
097A7465-3B53-4E36-9F08-62CE8B957FB1,CCC,phase2,6,380,149,231,C,10
09B76E84-8A83-48D1-AADF-92B4C23024F0,CCC,phase1,1,1,1,0,C,10
09D02DA0-8CA6-4E02-8186-344F612A8961,CCC,phase2,1,106,30,76,C,10
09D02DA0-8CA6-4E02-8186-344F612A8961,CCC,phase2,2,95,12,83,C,10
09D02DA0-8CA6-4E02-8186-344F612A8961,CCC,phase2,3,106,15,91,C,10
09D02DA0-8CA6-4E02-8186-344F612A8961,CCC,phase2,4,11,0,11,C,10
09ED779E-8B5E-4AC2-A722-3E882025EEB5,BCC,phase2,1,25,4,21,B,6
09ED779E-8B5E-4AC2-A722-3E882025EEB5,BCC,phase2,2,18,1,17,B,6
09ED779E-8B5E-4AC2-A722-3E882025EEB5,BCC,phase2,3,17,0,17,C,10
09ED779E-8B5E-4AC2-A722-3E882025EEB5,BCC,phase2,4,14,1,13,C,10
09ED779E-8B5E-4AC2-A722-3E882025EEB5,BCC,phase2,5,14,1,13,C,10
09ED779E-8B5E-4AC2-A722-3E882025EEB5,BCC,phase2,6,1,0,1,C,10
09FD4CD0-609E-4502-9970-9DF87E095694,ACC,phase1,1,248,52,196,A,3
09FD4CD0-609E-4502-9970-9DF87E095694,ACC,phase1,2,276,40,236,A,3
09FD4CD0-609E-4502-9970-9DF87E095694,ACC,phase1,3,48,15,33,C,10
0A39AE5E-7A31-4A89-BCDE-B9C2879244D4,CCC,phase1,1,508,225,283,C,10
0A39AE5E-7A31-4A89-BCDE-B9C2879244D4,CCC,phase1,2,488,78,410,C,10
0A39AE5E-7A31-4A89-BCDE-B9C2879244D4,CCC,phase1,3,368,54,314,C,10
0A39AE5E-7A31-4A89-BCDE-B9C2879244D4,CCC,phase1,4,418,51,367,C,10
0A39AE5E-7A31-4A89-BCDE-B9C2879244D4,CCC,phase1,5,345,37,308,C,10
0A55E3AA-F124-4786-83C3-DB9EE909FF9D,BCC,phase2,1,36,11,25,B,6
0A55E3AA-F124-4786-83C3-DB9EE909FF9D,BCC,phase2,2,54,10,44,B,6
0A55E3AA-F124-4786-83C3-DB9EE909FF9D,BCC,phase2,3,46,11,35,C,10
0A55E3AA-F124-4786-83C3-DB9EE909FF9D,BCC,phase2,4,26,5,21,C,10
0A55E3AA-F124-4786-83C3-DB9EE909FF9D,BCC,phase2,5,24,3,21,C,10
0A55E3AA-F124-4786-83C3-DB9EE909FF9D,BCC,phase2,6,56,10,46,C,10
0A702AC1-E8EE-4EA1-A8A2-5284E6F93B27,ACC,phase1,1,91,69,22,A,3
0A702AC1-E8EE-4EA1-A8A2-5284E6F93B27,ACC,phase1,2,94,58,36,A,3
0A702AC1-E8EE-4EA1-A8A2-5284E6F93B27,ACC,phase1,3,80,52,28,C,10
0A702AC1-E8EE-4EA1-A8A2-5284E6F93B27,ACC,phase1,4,93,69,24,C,10
0A702AC1-E8EE-4EA1-A8A2-5284E6F93B27,ACC,phase1,5,66,35,31,C,10
0A702AC1-E8EE-4EA1-A8A2-5284E6F93B27,ACC,phase1,6,46,25,21,C,10
0A718189-464E-43B8-8D10-A4B57F4CA80A,BCC,phase2,1,63,3,60,B,6
0A718189-464E-43B8-8D10-A4B57F4CA80A,BCC,phase2,2,68,9,59,B,6
0A718189-464E-43B8-8D10-A4B57F4CA80A,BCC,phase2,3,32,2,30,C,10
0ABC0BE0-23A3-4C64-91EB-DF601EF2F91A,CCC,phase1,1,1,1,0,C,10
0ABC8EE0-266F-4702-A79F-315D0D50A449,ABC,phase2,1,349,114,235,A,3
0AD6A425-E20E-48C9-A221-51B580F4D5C2,ACC,phase2,1,306,55,251,A,3
0AD6A425-E20E-48C9-A221-51B580F4D5C2,ACC,phase2,2,303,53,250,A,3
0AD6A425-E20E-48C9-A221-51B580F4D5C2,ACC,phase2,3,301,85,216,C,10
0AD6A425-E20E-48C9-A221-51B580F4D5C2,ACC,phase2,4,258,69,189,C,10
0AD6A425-E20E-48C9-A221-51B580F4D5C2,ACC,phase2,5,218,49,169,C,10
0AD6A425-E20E-48C9-A221-51B580F4D5C2,ACC,phase2,6,252,44,208,C,10
0B12773E-D73D-4155-B70A-ADEBEA949938,BCC,phase1,1,80,51,29,B,6
0B12773E-D73D-4155-B70A-ADEBEA949938,BCC,phase1,2,60,27,33,B,6
0B12773E-D73D-4155-B70A-ADEBEA949938,BCC,phase1,3,47,18,29,C,10
0B12773E-D73D-4155-B70A-ADEBEA949938,BCC,phase1,4,63,18,45,C,10
0B12773E-D73D-4155-B70A-ADEBEA949938,BCC,phase1,5,31,6,25,C,10
0B12773E-D73D-4155-B70A-ADEBEA949938,BCC,phase1,6,30,10,20,C,10
0B17C973-CE31-49C3-A25C-59148F930FC2,ACC,phase2,1,159,34,125,A,3
0B17C973-CE31-49C3-A25C-59148F930FC2,ACC,phase2,2,152,34,118,A,3
0B17C973-CE31-49C3-A25C-59148F930FC2,ACC,phase2,3,100,19,81,C,10
0B17C973-CE31-49C3-A25C-59148F930FC2,ACC,phase2,4,14,4,10,C,10
0B3D678F-9BA5-4678-8BAD-FED0BED9F250,CCC,phase1,1,34,19,15,C,10
0B3D678F-9BA5-4678-8BAD-FED0BED9F250,CCC,phase1,2,10,4,6,C,10
0B3DE12C-12BC-41B0-A9E8-0167BC3F650A,ABC,phase1,1,191,40,151,A,3
0B3DE12C-12BC-41B0-A9E8-0167BC3F650A,ABC,phase1,2,184,54,130,A,3
0B3DE12C-12BC-41B0-A9E8-0167BC3F650A,ABC,phase1,3,18,2,16,B,6
0B6BBBBD-3A1C-4876-818C-B40FD1E7652A,BCC,phase1,1,413,78,335,B,6
0B6BBBBD-3A1C-4876-818C-B40FD1E7652A,BCC,phase1,2,413,57,356,B,6
0B6BBBBD-3A1C-4876-818C-B40FD1E7652A,BCC,phase1,3,421,93,328,C,10
0B6BBBBD-3A1C-4876-818C-B40FD1E7652A,BCC,phase1,4,12,5,7,C,10
0B9366B5-9DDA-4E0C-852E-036521274190,ACC,phase2,1,21,5,16,A,3
0B9366B5-9DDA-4E0C-852E-036521274190,ACC,phase2,2,15,0,15,A,3
0C182804-100E-42A4-A555-EE42831C723E,ACC,phase2,1,1,1,0,A,3
0C853927-71A2-494B-99BF-74288B00A620,ABC,phase1,1,58,11,47,A,3
0C853927-71A2-494B-99BF-74288B00A620,ABC,phase1,2,6,1,5,A,3
0C8CC910-8484-46EC-A5E5-7C329A72646B,CCC,phase1,1,183,71,112,C,10
0C8CC910-8484-46EC-A5E5-7C329A72646B,CCC,phase1,2,127,58,69,C,10
0C90C9AE-15D2-4E38-AF39-94B3B423633A,ABC,phase1,1,46,39,7,A,3
0CAAC63B-C1C1-4D98-AB0C-7B931B57A4F4,ACC,phase2,1,217,37,180,A,3
0CAAC63B-C1C1-4D98-AB0C-7B931B57A4F4,ACC,phase2,2,98,14,84,A,3
0CAAC63B-C1C1-4D98-AB0C-7B931B57A4F4,ACC,phase2,3,53,14,39,C,10
0CB0A9E3-D862-4CC8-8C07-5758147797AA,CCC,phase2,1,1,1,0,C,10
0CC72100-535E-43A0-A184-C5303D0B5BC0,CCC,phase1,1,63,28,35,C,10
0CD2C236-944D-4808-8F89-4D4A7FB5B5D7,CCC,phase2,1,35,10,25,C,10
0CD2C236-944D-4808-8F89-4D4A7FB5B5D7,CCC,phase2,2,27,5,22,C,10
0CD2C236-944D-4808-8F89-4D4A7FB5B5D7,CCC,phase2,3,31,4,27,C,10
0CD2C236-944D-4808-8F89-4D4A7FB5B5D7,CCC,phase2,4,20,4,16,C,10
0CD2C236-944D-4808-8F89-4D4A7FB5B5D7,CCC,phase2,5,21,4,17,C,10
0CD5ACB5-CD8D-4887-96C4-35F00F7EAB78,CCC,phase2,1,85,22,63,C,10
0CD5ACB5-CD8D-4887-96C4-35F00F7EAB78,CCC,phase2,2,60,12,48,C,10
0CD5ACB5-CD8D-4887-96C4-35F00F7EAB78,CCC,phase2,3,51,9,42,C,10
0CD5ACB5-CD8D-4887-96C4-35F00F7EAB78,CCC,phase2,4,68,14,54,C,10
0CD5ACB5-CD8D-4887-96C4-35F00F7EAB78,CCC,phase2,5,28,6,22,C,10
0CD5ACB5-CD8D-4887-96C4-35F00F7EAB78,CCC,phase2,6,58,11,47,C,10
0D3B7ED4-92A8-4ACB-8B2B-6E944EF5E9AA,BCC,phase1,1,210,121,89,B,6
0D3B7ED4-92A8-4ACB-8B2B-6E944EF5E9AA,BCC,phase1,2,127,33,94,B,6
0D3B7ED4-92A8-4ACB-8B2B-6E944EF5E9AA,BCC,phase1,3,162,45,117,C,10
0D3B7ED4-92A8-4ACB-8B2B-6E944EF5E9AA,BCC,phase1,4,142,33,109,C,10
0D3E3081-A3BB-4782-A762-C8B8E14562A1,CCC,phase2,1,163,90,73,C,10
0D3E3081-A3BB-4782-A762-C8B8E14562A1,CCC,phase2,2,167,77,90,C,10
0D3E3081-A3BB-4782-A762-C8B8E14562A1,CCC,phase2,3,193,97,96,C,10
0D3E3081-A3BB-4782-A762-C8B8E14562A1,CCC,phase2,4,207,95,112,C,10
0D3E3081-A3BB-4782-A762-C8B8E14562A1,CCC,phase2,5,140,79,61,C,10
0D6C24EC-E9C0-433D-832E-6DD7488BC03C,ABC,phase1,1,127,41,86,A,3
0D93E1E6-DF32-4F38-85B3-0E4C7B44F74B,CCC,phase1,1,65,17,48,C,10
0E343B0A-90DE-4F9C-9353-E5A270B396D9,CCC,phase1,1,235,131,104,C,10
