participant_id,last_week,condition,phase,dropout
37929737-637B-46AC-8C99-B9745BAF1B32,4,CCC,phase2,1
379B6E72-E707-4BB1-A2ED-D9A2FA89B0E5,6,CCC,phase1,0
379C8858-7419-4E30-9A67-3EE523989C8F,1,ACC,phase2,1
37AE9FF0-D634-408D-B18A-A41B8F088982,6,ABC,phase1,0
37F22EA8-490E-4EB8-BA0B-C5FA90A1692E,1,CCC,phase2,1
37F7A615-BC44-4F32-8354-58CE5E99BA87,6,ABC,phase1,0
38483A33-B46D-4945-A56E-092A48E0E6AE,1,BCC,phase2,1
38BC2EC6-3D2D-4FA9-92B8-5D578A24657E,1,BCC,phase1,1
38F3E3EE-6BB4-4CD8-B9EC-15F630B1F2F9,6,BCC,phase2,0
38F9D9A9-6B6A-49C3-8B00-35C1E79E7EE3,1,ABC,phase2,1
39173485-BF47-413D-A8C4-CCB1762E45D0,6,ACC,phase1,0
394091C6-B09C-4E83-B29F-945A9267A140,3,CCC,phase2,1
394E3A05-7C69-4B7C-9929-27D1D9C998B5,1,ABC,phase2,1
3967DF1E-D8C2-474E-924F-9F7CA7837EC5,4,CCC,phase2,1
39A836A5-59A5-41FF-9CF9-7D3C49031C24,6,ACC,phase1,0
39DB0619-8DC9-4DFB-84E7-EF31902AD71C,6,CCC,phase2,0
39EF3BB5-704F-4682-A888-81257DD00A24,6,ACC,phase2,0
3A01311E-F6D9-4CFC-851E-0CBBA42565C1,1,ABC,phase1,1
3A3C5D0E-FB8F-4BCA-88AB-0E13A91214FB,4,ABC,phase2,1
3A6A1F9F-11E3-4028-B88F-068F3468CEF7,5,ACC,phase2,1
3A7212C6-0EC6-4D2B-AEA7-C5591BE33E2E,4,ACC,phase2,1
3ABC6F75-5AD0-49A6-AB7C-A5EBBFC302F6,6,CCC,phase2,0
3B0EE149-9FBB-4732-BF31-83F2229C7B4D,1,ABC,phase2,1
3B14EB90-C712-40F3-A037-2C7F8BC98AB2,3,CCC,phase2,1
3B1E9452-4DC3-4B74-B71C-0620A081358B,3,ABC,phase2,1
3B1EDEF7-F7AB-41B5-801B-783822C66F66,6,CCC,phase2,0
3BF210A8-89C3-4185-ACC7-05F0C73D0BEE,1,CCC,phase2,1
3BF8986A-02DB-49FF-B300-910DA5F776DC,3,ABC,phase1,1
3C2C37F2-95B1-431C-BA27-3A3A0E2065C3,5,BCC,phase2,1
3C33A141-CFCB-451C-A48D-9AA0FAAA314B,1,ACC,phase1,1
3C3F26DC-B48E-4CEF-ADF0-274313F04531,5,BCC,phase2,1
3C430345-E130-4283-8F98-EDCE06136F31,6,ACC,phase2,0
3C77A8E5-5802-470D-9E5F-2BBA39D90CAE,6,ACC,phase2,0
3CC57F38-949D-4AC4-9D2C-39B7003A9977,6,ABC,phase1,0
3CD5FB45-6F1C-4841-9FF9-56965FF92E28,2,ACC,phase2,1
3D430DA9-EDB3-4685-9EE9-D0255AF313AC,1,CCC,phase2,1
3D4BC01B-C831-4DB2-BD20-D789933FE913,5,ABC,phase2,1
3D4C267E-D1A1-4A6C-9F79-C8F084121DC0,6,ACC,phase2,0
3D6493A2-96B9-4621-9877-1A9CC2B0756B,1,BCC,phase2,1
3D907ACC-A109-4B99-8C2B-8D3983B0662E,1,ABC,phase1,1
3DAA52F0-97EF-41D2-B7EE-1A2121C4613A,1,ABC,phase1,1
3DD21EE5-10BA-4B45-83F0-705D675A9649,6,ABC,phase1,0
3DF645A6-7068-4832-A94F-6124BD1DC601,3,ACC,phase2,1
3E0BA12D-AE74-4C02-8006-61905B016BE4,6,ABC,phase1,0
3E2E9F00-CF6B-465D-916D-4548D3539F4C,2,ABC,phase1,1
3E597416-2977-4A1E-87EC-EB9A6AAE011D,1,ABC,phase2,1
3E99EC63-2B96-43E3-BAED-207E82F3177B,5,CCC,phase2,1
3EAEA871-4085-402D-B390-424C24F27AC7,6,CCC,phase1,0
3ED10AFC-1362-4762-A1C2-97F4B8E67A29,1,BCC,phase1,1
3F0CE913-074A-4032-B783-44BC7B4DE982,1,ABC,phase1,1
3F102BD8-7659-4D98-A4C0-FEF9A1762CEF,6,CCC,phase1,0
3F39CCED-4BC0-4535-8F17-377E0D171A60,5,BCC,phase1,1
3F42B384-634B-4C12-A8CE-054A2E091673,6,ABC,phase1,0
400EE5DB-775A-41B4-9257-CB7AE5C3BB10,6,ABC,phase2,0
4043F9F1-4E99-4BF7-9DC6-D72F9FFF0DA8,1,ABC,phase2,1
40FEDF0B-95B7-49CF-AA8E-31DC852286D6,6,BCC,phase1,0
4154C3FE-9674-4DC2-B130-069C689CEAF1,1,ACC,phase2,1
41619804-3BBD-47DC-A178-D5966254226B,6,ACC,phase2,0
417DFD1D-6439-47E5-ABA3-58C1158AB1D2,6,ABC,phase2,0
4196240B-BDCE-4660-B1C9-4953A1D94077,6,ABC,phase1,0
41B94A23-4F5F-4F9A-ADF9-EA4F831C95BC,1,ABC,phase1,1
41BCCE50-FDDE-4939-ADD9-7A7C4B6F88FC,6,ACC,phase1,0
41ECA945-E1C9-4E57-AB9E-34A834B4252C,6,BCC,phase1,0
41F21771-280C-4DF1-8A8D-14E80CF1B0F4,3,ABC,phase1,1
42025A9D-82DF-4EB4-9933-52187B0FE24B,1,ABC,phase2,1
423E967B-F8B5-45A6-9072-685986E21F14,1,ACC,phase2,1
424DC0B5-42FD-43DA-B145-EB83BBFC5BE0,1,BCC,phase1,1
4285F583-DEDD-41B8-ABE4-AD427320BBF4,6,ACC,phase2,0
428B4EF9-AE76-4DB6-BD7A-33ED8EB474CB,6,BCC,phase1,0
429AE05B-5ACC-49EA-9AD8-D7D4D4A196B9,6,CCC,phase1,0
42A23D9D-9CE4-4649-97EF-5ABE90AD6956,1,ACC,phase1,1
42A89D52-E0D0-48FB-B446-65676B6B64F4,3,CCC,phase2,1
42AB9581-912B-45E8-A18D-27F76574A83C,4,ACC,phase2,1
42B9DC64-B955-4B88-B208-5755DF440956,1,CCC,phase2,1
42C6578D-F478-4E42-B43C-73AB1A80F0BD,1,CCC,phase2,1
43712857-3DF6-40B8-AF50-AC2C23A4ABB1,6,CCC,phase2,0
43776A37-E960-4996-A48E-7B22972EA94D,2,CCC,phase2,1
4380B006-A7AF-4B3A-B757-0F3A9210E16B,1,BCC,phase1,1
4390E7CF-FBB3-4CC5-9FC5-E028DCA79A29,6,ABC,phase1,0
443AB256-708B-44E0-84D8-DA13EF2062B8,2,ACC,phase1,1
4451866E-9A7B-46E6-86A8-B279C38B2F35,6,ABC,phase2,0
44593F93-DAEC-48D0-BBE1-A43BC9C85256,1,CCC,phase1,1
445CFF64-A8ED-4CF4-8BC9-A363530F5A4F,1,ACC,phase1,1
451188B1-95DE-4A13-8C6A-CDB534A507C6,1,CCC,phase2,1
4532681E-F4A3-480A-B05C-6FB42BD1CC2A,6,BCC,phase1,0
4532CC72-BB83-4B04-A120-7957D63554F6,6,ABC,phase1,0
457C3061-7109-436A-8780-7ED1CF869478,6,ACC,phase1,0
45E0989A-B7E5-4145-A3B6-2413D723EA23,3,ABC,phase2,1
460C382B-B3F3-4BDF-B362-1D70DF31120B,6,ACC,phase1,0
461E2831-FD7C-46C9-9640-FECA61BE18E7,2,BCC,phase1,1
463B0A95-82EF-428D-AE68-0EF0158267C3,5,CCC,phase2,1
46B1F9AD-032E-4CFD-87B3-F3DBB0977906,6,ABC,phase2,0
46CB04EF-5867-44FF-B468-F854A44A0933,3,ACC,phase2,1
46D57898-6A4E-4E5F-AFA2-9FE9DCC01A34,1,ACC,phase2,1
46E0F79F-9A33-4018-8668-530E6A061DB2,6,ACC,phase2,0
47123396-7052-47A9-B1CB-43A19AB38DE5,6,ABC,phase1,0
47212A09-219D-43C3-BB77-F541CE3DEC36,1,CCC,phase1,1
4749D586-FE6E-44C4-9815-BFA7586D8039,1,BCC,phase2,1
47555B7A-0793-451C-B244-F1C448E24654,4,ABC,phase1,1
479E1423-85C0-4810-AF5C-63D9FD3D81DD,5,ACC,phase1,1
4820701F-2238-49DF-8DBE-776AB0B0F6BA,6,CCC,phase1,0
486AB690-2540-4EA2-9600-B402A825AE58,5,CCC,phase1,1
4871601D-6106-4AC4-845F-7C7C59FF5755,4,BCC,phase2,1
48722AB9-2165-4183-87CB-5B43A3FBE3F3,6,ACC,phase1,0
487F4AA9-54A5-47BF-8461-19E22BF6D13E,5,BCC,phase2,1
48882814-C488-44AD-BA1C-1F89A7D9897F,4,BCC,phase1,1
489E3BE4-08AC-4440-8C5B-80D6CBBB096C,1,ACC,phase1,1
48E45540-3B4F-4B1D-A19C-3DA9D9DFFDB2,1,ACC,phase1,1
48F7E7C0-5E6F-428B-8C5C-08E33F5D6E5F,2,ABC,phase2,1
48FCC022-8A29-4836-8151-1224BECCC3CE,6,BCC,phase1,0
494FFF12-288E-4E18-B21E-60DB822E6307,6,CCC,phase1,0
49503CCA-AD64-498F-B8D0-7A56686BABA9,1,BCC,phase2,1
49628922-CE91-4A8E-BD98-F62DDB82DED6,6,CCC,phase2,0
4967A975-A371-4784-A03E-7B645651BA5F,5,BCC,phase2,1
498C167E-B664-4886-B064-301C06D9D868,5,ABC,phase1,1
49A0267B-0E2D-4C50-A4AC-1A8E8FE92F75,6,BCC,phase1,0
49FE3F37-5B5D-4AAE-A83F-F52EC4F0A931,6,CCC,phase2,0
4A15F5E9-AA75-486A-9A9C-2DDB5AB74DB8,2,ACC,phase2,1
4A3358CA-0723-478D-9D3C-2EBE88B585C1,6,ABC,phase1,0
4A7138A4-0CBC-482D-84EE-EA1DE0E8EB49,3,CCC,phase2,1
4A7E5A84-7D12-465B-9D7F-28DE46E3C774,6,CCC,phase1,0
4AA6565E-FD04-486D-B162-55861C8B210A,6,BCC,phase1,0
4AA76086-2560-4A75-A99C-E4C09DA755F0,1,CCC,phase2,1
4AB393DF-32F1-4DD5-997F-982CB29A79C7,6,BCC,phase1,0
4AE06609-BAD9-46EF-8EAB-8407595F92A7,6,CCC,phase1,0
4AE9FF44-BEB2-46F6-9965-407BAAB2C185,6,BCC,phase2,0
4AEE1DBF-B7B5-4DAC-B2E5-0CA4582336E0,1,ABC,phase2,1
4AF92444-8F1E-4AEE-BCEB-4E9987FF943B,6,BCC,phase1,0
4B24B775-A514-4739-82C8-82A359FBB571,1,CCC,phase2,1
4B27962A-B646-489D-A55D-D82F1FE9871C,1,BCC,phase1,1
4B449B37-4356-43D4-BFB5-7FC345E802D4,5,BCC,phase1,1
4B53AB14-BD59-408F-86D4-25E14A7AEC16,1,ABC,phase2,1
4B79BF12-9867-4C32-A84A-1A394095747D,5,ABC,phase2,1
4BC298A4-52CB-4185-A013-C4521337DE8A,6,BCC,phase1,0
4BF216AB-5645-4596-9D3C-908485AADE66,1,CCC,phase2,1
4C1F2B98-9B87-4833-9BE6-E15A777C2D19,1,CCC,phase2,1
4C5CF0C9-D76F-4239-AEA0-D106CC8B76D1,1,ACC,phase1,1
4C5F0F2C-7F2E-459F-8AE6-765CB23AC56B,1,ACC,phase1,1
4C773C65-69E5-40C4-89E7-7808F5932DB5,1,CCC,phase2,1
4C8310DC-85BB-4197-9B54-DEA03B3666A0,1,BCC,phase2,1
4CC1EA40-0F7A-4480-898F-0FF60381F72D,3,ABC,phase1,1
4D45C150-2CE5-4BB2-B01E-2A8DA914524F,6,CCC,phase1,0
4D9548D4-3CD6-4FCC-BF57-B432187ED820,2,CCC,phase1,1
4D9C1CD2-BF47-4709-8120-E67ADCB4B967,6,BCC,phase2,0
4DB3B454-8B7B-4483-8D0B-AE75E5506A58,6,ACC,phase1,0
4DC2D023-7074-4E41-A44E-69A8262422B3,6,ACC,phase2,0
4DEA042D-414C-41F5-AEAD-10B86E82796E,6,CCC,phase2,0
4DF51E2D-E036-4532-A77C-E3934CD9D795,4,ABC,phase2,1
4E721F9F-CDCD-4BF9-84F5-EEC32BB0805C,6,ABC,phase1,0
4E79458C-671B-4114-80D5-77B4E166277E,6,ABC,phase1,0
4E7FAB61-9EB4-44CD-B818-5272C84A5E9C,6,BCC,phase1,0
4E9D0C5D-D63D-4827-A9D2-53AEAC3FBB78,1,ABC,phase1,1
4F4BF5D0-D76A-4DFB-9A2C-652AB79FD387,1,CCC,phase2,1
4F8E0459-DB40-4C80-9F65-F64AFB880254,6,CCC,phase1,0
4F9F86D0-7950-4C1C-8160-B3A3DEC7F5A9,6,ACC,phase1,0
4FA49AAE-B4F0-4751-B9BC-87E44CEC2A7A,1,BCC,phase1,1
4FB6FD89-B713-4E0A-9F4F-18299509EA90,6,ABC,phase1,0
4FD896A5-5026-4D31-B3E3-AB1082FC9679,1,BCC,phase1,1
4FFDBC9C-A985-4053-BEE3-2908EBC49813,6,BCC,phase1,0
500D6EAC-1DCE-417D-A7DB-1A306AFB15A9,1,ACC,phase2,1
50244992-1B03-4B09-9B0B-16688B68410F,6,BCC,phase1,0
508B39F1-91E5-4573-87CF-0294D8CF92B5,1,ACC,phase1,1
50BBB0C2-8116-4B10-88A0-BBE6820AA480,5,CCC,phase1,1
50DACFF6-4BCB-44C0-91F4-B6822FAFABEE,5,CCC,phase1,1
50F3C61D-B31E-4559-A861-E91C841C8A8D,2,ABC,phase1,1
50FDB262-25F6-4528-8558-F3C92B3B3247,1,CCC,phase1,1
511920EF-4446-4D84-B8C2-BC1E7A84A30E,6,BCC,phase1,0
517C2EFA-7B92-4C2C-8D45-E9C1257BDF5D,1,ACC,phase1,1
5197EC26-BC20-4797-BD7E-AAE2777A0C0F,3,BCC,phase2,1
51C7542C-7526-47CC-AB78-903DC2B9E7F1,6,BCC,phase2,0
51E446A7-EE1D-43BC-9760-7462370F876F,3,ACC,phase2,1
52DE5D00-453C-4524-9A89-A912F6BC94EA,1,ABC,phase1,1
533D2CA0-3DA2-4F52-B794-C6F0AA3D82D7,1,ACC,phase2,1
5349C29B-8F00-4D57-B366-D1CF1BB0B413,4,ACC,phase2,1
5398F34D-CF96-4FBE-AD74-1EB95444CD7C,6,CCC,phase2,0
53E22143-6C8F-4DCE-BC20-5C2FEFC0F3A4,5,BCC,phase2,1
53F7AE77-5274-4665-9079-D1072E9920C3,6,CCC,phase1,0
540CBFA6-E43B-48CF-843F-DFBB80134B0F,1,CCC,phase1,1
545DEA2D-67D0-4CBE-94D3-018B41EE0445,6,ACC,phase2,0
5479E3FF-9504-48CE-B111-259FE6F5F6E8,6,ACC,phase1,0
54AFD393-0A59-4FE9-AF95-9285DCAE18D8,1,CCC,phase2,1
54E435A3-F413-47C6-9437-C3C65005D927,1,BCC,phase2,1
54E7956F-49FF-43A0-97F8-72087AB264CF,1,BCC,phase1,1
54E937AC-5CFC-4BEA-891F-1B1D8310C6C5,1,BCC,phase2,1
55022239-6FAD-4A98-A6ED-3BD98CCE2014,6,ACC,phase2,0
55132E55-CEFC-421E-AE7E-5E1AEE077A56,4,ACC,phase2,1
5513B025-0579-4CD6-AB7B-A2370BFCA16E,1,CCC,phase1,1
556B8AFD-3AE4-4AC0-AF77-7B329100C11F,4,BCC,phase2,1
5571EFDC-3AFA-48F7-9227-9030C95C0DAA,6,ABC,phase2,0
55738DED-4CF6-4A83-AEC3-478A59DBC296,5,ACC,phase2,1
5587F525-6A68-45B9-AE5E-9D3DE7F74DD8,2,ABC,phase1,1
55BDE019-DD7E-4CF3-8F79-EC77C416896A,2,BCC,phase2,1
55BF12B7-E258-441F-8D9E-D598061CA7D1,1,ACC,phase2,1
55D30DA8-EBB9-4D0F-8FDC-82C9C1DF1994,1,ACC,phase2,1
55D4F4F3-4216-42A5-8597-3C811CF65705,6,ABC,phase1,0
5621E9B0-37DE-47C4-8C2C-10717E387D0A,4,ABC,phase2,1
563835E3-7D5C-49E1-9E20-45FF7F624AFE,2,ACC,phase1,1
564763A3-F4A9-4C93-AF75-FEC3398F259E,6,BCC,phase2,0
564ADD3A-E205-4430-9BFB-482C1D86A1EC,1,CCC,phase2,1
5654EA37-2736-4B01-92F1-5BF3FE71A1B5,1,ABC,phase2,1
566CEE39-4364-42D4-A13E-861D5E280F88,1,CCC,phase2,1
567F087E-ED9F-4BF1-A3CC-699A385EDC18,2,ACC,phase2,1
568FF874-C9D2-4B32-AEF6-3EB1C8CBF1DA,3,BCC,phase2,1
56A0AD3A-3657-4787-91FE-FEAE72B9235A,6,ABC,phase1,0
56EF50F4-8B64-4145-BF87-DAE0577CF017,2,BCC,phase1,1
570011EF-3719-466A-9A39-92FD9D0042B5,2,ABC,phase1,1
5709B73E-27C1-49A2-ABCB-8E4D5C8FBE6C,6,ACC,phase2,0
571B201C-B8FE-4149-B0B6-57AB49AA85A6,2,BCC,phase1,1
571D7BD7-AF2C-4F83-B3C5-5C82EF05B3B9,4,ACC,phase2,1
57397D4B-9899-439E-84D9-82CC555884D6,1,ACC,phase1,1
5778D83B-1323-4EF1-A906-568AE5709564,1,CCC,phase2,1
57AA454E-47A6-4C03-AC4E-2E1D02DDEE41,6,BCC,phase2,0
57C35466-2BC2-4628-BD7B-0D49BFC11DB5,6,ACC,phase1,0
57E95F7C-9AA7-4B1F-8DC6-5E91F2C78EFA,1,ACC,phase1,1
581E6A5A-B421-43BA-90B3-8822CBE4EE1A,1,ACC,phase1,1
582DB3C6-F1A5-4E4B-9987-48FA02004698,3,BCC,phase1,1
58325748-AAB1-43DC-B24B-14E7D86C8138,1,ABC,phase2,1
5880550C-8782-470D-BE97-441DC6652A15,3,ACC,phase2,1
5897794A-55B3-46DB-9FBF-AE8C2F18C4C8,6,CCC,phase1,0
58A90E34-E6A6-4224-813F-A616C1774610,3,BCC,phase2,1
58B52FEB-7D15-4243-AE97-E0398F3C56AE,5,CCC,phase2,1
58BB1FD0-76AA-4616-9F6F-2C50ADA68A06,1,BCC,phase2,1
59171B26-3D5E-4DBB-B0D6-C0D9B5F0A65A,4,ACC,phase1,1
591EDE1E-0A59-4ABF-801A-531FAD9E718E,2,ABC,phase2,1
59289628-CEB8-48B2-ABC5-600CA3FDBF55,1,ABC,phase2,1
5977DBA2-7BEB-4B77-B1E9-83949BED790B,1,ACC,phase1,1
598C2AA1-E42D-4C34-B127-B0CE1D6119F1,1,ABC,phase1,1
598EAF1F-0BE8-44E1-89D0-63AD3CEB6C94,5,ABC,phase1,1
59907D92-4038-4790-89D3-EB898DA10951,5,BCC,phase2,1
59A39DF1-EF9D-4B53-9BFF-4E184FFD3A7D,6,BCC,phase2,0
59AB6C7B-5606-4A76-8752-DBBBE1D68385,1,ACC,phase2,1
59CC9659-18FA-45E9-B599-9760860D3FF6,1,CCC,phase1,1
59FF8D5D-549D-4A62-9B17-AF6853C7BB30,5,ACC,phase2,1
5A32E814-7DAD-4909-B66F-FD2B77044439,3,ACC,phase2,1
5A344483-E296-44BF-8086-506D6E2E4A91,6,CCC,phase1,0
5A56AB9F-1901-4855-BEAE-57DC704D3AAB,6,ACC,phase1,0
5A745E22-696B-4975-915C-F2C215660839,6,ACC,phase2,0
5A79552F-BECF-4BE2-9005-C9DCC07223B3,6,ACC,phase1,0
5A9FCDD7-CB9D-45CE-8CD8-9123528FD392,6,ABC,phase2,0
5AE2C25E-3EC6-42CD-ACCD-821F05459184,2,BCC,phase2,1
5AF8A639-53D9-466C-BA34-BE4A40BC7C2C,4,ABC,phase1,1
5B0E43AF-E9D7-47AA-96C3-510B3B76048B,1,ACC,phase2,1
5B15B0D4-BEA1-4AE1-95D8-6A0FD8CE1CE9,4,ACC,phase1,1
5B1E649C-3204-4750-82D6-8F6A772DD917,1,ACC,phase2,1
5B6B4A06-BC56-4679-A5E6-1EC18E0CCDF0,2,CCC,phase1,1
5B6BBFA2-1F39-4BB4-8E9E-1D92E5036F1D,4,ABC,phase2,1
5B8601EC-86C5-4607-A6D7-9E4A8CD45FF6,6,CCC,phase1,0
5B9D45B3-9520-4CB8-8046-CEDAB72EA17A,5,ABC,phase1,1
5BCFEA08-E3C9-47B3-9553-D2EA5096EB26,6,ABC,phase1,0
5C6D067B-F39A-4B4C-B208-0958A8D3AFA7,6,CCC,phase1,0
5C731025-8D0A-4BD6-9203-EA6EEF4E129A,1,BCC,phase2,1
5C9B5620-1726-471D-AE21-F22F2129C102,1,BCC,phase1,1
5CF044AA-33E7-4629-80B8-2D10D01CDE3C,1,BCC,phase1,1
5D167F60-0A32-4B5E-A8F2-1535771E331A,4,CCC,phase2,1
5DC0A51D-E86E-4ADB-88DF-F021EBF9AA11,5,BCC,phase2,1
5E03229C-C05A-434A-9A67-EDEA2BAAB3EB,3,ABC,phase2,1
5E14F14C-390D-4B4B-8D24-A790547E53BC,1,BCC,phase1,1
5E3913B9-1A7B-4653-9534-5B92A62AA5DA,6,ABC,phase2,0
5E6B3504-AECB-4A57-ACD9-2D51DDC77677,6,ABC,phase2,0
5E9A5E13-0822-4893-8F66-05739478F365,6,CCC,phase2,0
5EC664EF-F222-41B0-9893-7CA58F145C5C,6,ABC,phase1,0
5F3B8079-A9BE-4B23-8A82-4E15AF911391,1,ABC,phase2,1
5F4F12AB-1A69-40F0-BB61-13E10697914D,3,CCC,phase1,1
5F607A45-D68D-41D5-BE6A-068F1819088E,4,ACC,phase1,1
5F6C47E0-6201-4969-818B-C0132E5EF5D5,1,ACC,phase1,1
5FADAEEC-5F9F-481E-92E0-34BCA0BF661E,6,ACC,phase1,0
5FCF7FAC-F8A0-4E8F-9BEC-80F6ED5D4118,3,ABC,phase2,1
5FCFC922-ED80-4C23-A132-95D630930F4C,3,ACC,phase1,1
602D3B28-E6E8-43E6-AFC5-788CFCCB948C,6,ABC,phase2,0
6049671F-9561-421C-961B-2DA9B91AE244,1,CCC,phase1,1
60B882B5-3B21-494A-9907-EBD2054BC412,1,ACC,phase2,1
60C2315D-95AC-4E52-8756-F8AE2E2ABC1D,6,ACC,phase2,0
60F5D061-DC5F-486C-ADEA-C3EB24C43E26,6,CCC,phase1,0
60F8419F-6C0B-4014-9577-BCFCF181DE20,5,BCC,phase1,1
615D6A86-783F-4DB7-89FA-4BB905BFBFE7,6,ABC,phase1,0
6198491D-3291-4D4D-ADDD-F506D2E9FCB4,4,BCC,phase2,1
61AD7032-D640-47A6-A6A5-DBCF00E6678B,6,CCC,phase1,0
61D980A8-031B-4AF7-BD80-FE6058B7D0CD,6,BCC,phase1,0
61EE1369-9D07-4B5B-AF54-0A53033E3DAA,5,ACC,phase1,1
621CBC56-0882-4974-B584-C4F8CB414250,6,ACC,phase2,0
622D343D-709F-4493-AE92-9246480FEF0A,6,CCC,phase1,0
62430F24-BDB4-42BD-9F62-448FE8EEDA91,4,ABC,phase1,1
6284BF3E-DB54-4FA4-BC05-97E0D789B95E,6,ACC,phase1,0
62BECACE-F5CB-4A59-8E66-07197443886A,1,CCC,phase2,1
62C6EE87-A941-477B-B1C7-A3A7ABADDA84,1,ABC,phase1,1
62DA8F2C-C364-4896-A773-8D664608F2F3,1,ACC,phase2,1
642747CC-4C26-464E-8044-7889FDC52DCB,6,ABC,phase1,0
64303C46-C157-4D6D-A4F5-AC0E2162D8CC,3,CCC,phase1,1
646640CE-DE82-478F-BE55-D412C9D22B17,1,BCC,phase1,1
6494B617-C607-471C-B663-3AFC1A1AA58B,6,ACC,phase1,0
64CD3BC1-C869-4E1C-8BE6-F176A968CB53,1,ACC,phase2,1
651285E0-E0FC-4479-9012-8884F25785AE,1,CCC,phase2,1
651F30EB-8329-453F-9106-711142ECF235,6,BCC,phase2,0
652AEADB-31E0-4441-BD96-5F526D08D7AB,1,ABC,phase1,1
6538D0FF-648E-4A0D-869C-7ACE7D254001,1,ACC,phase2,1
6540F42B-4A91-4F17-A6CB-9AC4A6566133,1,CCC,phase2,1
6551BCEF-4BE8-4113-84CB-437CE8743B87,1,BCC,phase1,1
6574F553-C49A-416E-8290-58A8FC8D14FF,1,ABC,phase2,1
6576ECD0-8B9F-416B-9680-818B2BCA2DD2,6,CCC,phase1,0
65B298C7-5F40-4ECC-A15F-0318B004A8D8,6,ABC,phase1,0
65C4563D-E4CD-4BE4-97A6-84C9AA661C73,2,CCC,phase2,1
65CC02DE-A5E8-47E1-9527-1CA195B3CD8D,1,ACC,phase1,1
65D876E8-CA57-400E-A949-D5DD393382BE,5,ACC,phase2,1
65F1B516-A8C2-4EC4-ABBD-0072C99A10F0,2,CCC,phase1,1
6640A49D-34AA-4220-9D9D-D45C4F593D8E,1,BCC,phase1,1
669DBE5B-ED5E-42C5-BCA4-28AC2E25F79C,6,ACC,phase1,0
66A3FD7B-9EC2-42F4-A172-D4FB6F949DD6,2,ABC,phase2,1
66C8AEDE-E272-4039-BCFF-9C2F574EE707,1,ABC,phase2,1
675D42F2-B4A2-46B0-867D-3CAE7F988200,1,ABC,phase1,1
678B31B5-C4BE-4512-B13A-D4A3FAD26DCB,1,CCC,phase1,1
67ACA55B-F322-4EDD-A90C-F93B0BE4A0BC,6,ABC,phase2,0
67CE6D25-DA1F-42B6-A6D2-4F37A409A291,6,ACC,phase2,0
67D62E66-525C-4FDF-9387-9647F9BAB4FC,2,BCC,phase2,1
67E212E1-F409-4541-A3E5-2525E7D2ED5A,6,BCC,phase1,0
67F01FE9-3C7F-4F17-8B9E-5BCBC86FFFC1,1,ACC,phase2,1
6833F551-6397-4444-AD2D-1BEF7FD834E2,1,ACC,phase2,1
68460387-B164-4380-8281-9A1C3464D11B,6,CCC,phase2,0
68510A0A-24A3-45D6-B907-1BCC786D95A9,6,ACC,phase2,0
687C19CA-E6F2-4FE3-B6C0-F718DFDD1230,3,CCC,phase2,1
6886F82B-E5D1-4722-85CD-F9214D758550,6,BCC,phase2,0
689F9CDF-9FEC-4585-88C2-CEF816A5BF63,6,BCC,phase1,0
68C2F85A-961E-43B8-99E1-AC440FD31509,3,CCC,phase2,1
692DA620-CD7F-448D-8FC9-DB202A9C97F7,6,BCC,phase1,0
69313E57-CA08-4ADC-AC10-128D603563F4,1,ABC,phase1,1
6934D17A-D678-475D-A0E0-46B8B6AA9B4E,1,CCC,phase1,1
69EC2056-9F96-46D2-B86B-62B0C2508061,5,BCC,phase2,1
69F6BD5D-4AAB-4F83-87CA-CA3E147A0DB4,1,ACC,phase1,1
6A5994EC-3532-4B6F-BD15-92D5CBAEC692,4,ABC,phase1,1
6A782BCA-3571-4602-B208-A34445685CA0,2,BCC,phase2,1
6A8C99A8-11E1-42B6-A03A-6F6A9BE8B077,6,CCC,phase1,0
6ACE889F-EA51-4D55-9A8A-3028959E42D8,4,BCC,phase2,1
6B404B2A-721A-4A51-A118-0781C256EA56,5,ACC,phase1,1
6B79B84D-5CA4-4A15-8846-8C9B7053C7C4,3,BCC,phase1,1
6B7D4D29-4498-40DE-9AEA-DBBF2CF8623D,1,CCC,phase2,1
6B7F330D-2C67-45E0-AD86-096A22B183D8,6,BCC,phase2,0
6B9DD450-40E8-4AA6-8867-A2DB352F34D2,4,BCC,phase2,1
6BCDF2CE-55E1-4E8F-B061-748A03FC4E1A,2,ABC,phase2,1
6BDE7025-E453-4652-A08F-1AB9FB2B56AA,1,ABC,phase2,1
6C24AF4F-9088-4F82-8FB0-5E33B9744272,1,ACC,phase2,1
6C5F31C2-1410-4497-85D9-7B4771FAB8A5,6,ACC,phase2,0
6C9598A4-8FFE-4C06-9889-4EF5DD3A7350,2,BCC,phase1,1
6CA77AC6-7CFD-4D78-9768-CAB63C4B6D6D,2,ACC,phase1,1
6CAABCE4-2CD6-421B-88AC-3B9B2C3E817B,4,ABC,phase1,1
6CB85A2A-822A-4015-A50C-7F64F23A0ECC,1,BCC,phase2,1
6D107B48-E4BA-4DB4-91CC-CC1EADABE822,1,BCC,phase1,1
6D3223D1-7A19-429D-A319-1A3785C0D662,1,CCC,phase2,1
6D8EBFEF-3596-40EC-99FE-82D475CDC0FA,6,CCC,phase1,0
6D9D1282-A406-4010-9D46-C694528536E7,6,ACC,phase1,0
6DADF196-F57A-4AFA-B109-4BE48BE3A407,6,ACC,phase2,0
