isReIntervention,interventionDuration,app,interventionType,timezone,purpose,resolution,timestamp
False,1.5,telegram,breathingExercise,Europe/London,,dismissedAppOpening,1753785949.683373
False,1.5,snapchat,breathingExercise,Europe/London,,dismissedAppOpening,1753785953.7863278
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753786891.575306
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753787165.614862
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753787647.815649
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753788387.330367
False,1.5,snapchat,breathingExercise,Europe/London,Message,openedApp,1753788746.4870582
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753788755.705251
False,1.5,snapchat,breathingExercise,Europe/London,,dismissedAppOpening,1753789156.088274
False,1.5,telegram,breathingExercise,Europe/London,,dismissedAppOpening,1753789159.353384
False,1.5,telegram,breathingExercise,Europe/London,,dismissedAppOpening,1753789324.8598862
False,1.5,telegram,breathingExercise,Europe/London,,dismissedAppOpening,1753789329.111155
False,1.5,brave,breathingExercise,Europe/London,Message,openedApp,1753789344.893241
False,1.5,telegram,breathingExercise,Europe/London,,dismissedAppOpening,1753789960.878924
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753793249.391055
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753794038.028786
False,1.5,snapchat,breathingExercise,Europe/London,Message,openedApp,1753794082.698616
False,1.5,snapchat,breathingExercise,Europe/London,Message,openedApp,1753794289.7249131
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753794629.121299
False,1.5,snapchat,breathingExercise,Europe/London,,dismissedAppOpening,1753794646.5040941
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753796472.892723
False,1.5,snapchat,breathingExercise,Europe/London,Message,openedApp,1753796485.7898731
False,1.5,brave,breathingExercise,Europe/London,Entertainment,openedApp,1753796903.650372
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753798014.072582
False,1.5,brave,breathingExercise,Europe/London,,dismissedAppOpening,1753798184.902761
False,1.5,brave,breathingExercise,Europe/London,Message,openedApp,1753798204.838684
False,1.5,telegram,breathingExercise,Europe/London,,dismissedAppOpening,1753798944.9560041
False,1.5,snapchat,breathingExercise,Europe/London,,dismissedAppOpening,1753798949.48175
False,1.5,brave,breathingExercise,Europe/London,Message,openedApp,1753798956.5155668
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753800416.143107
False,1.5,snapchat,breathingExercise,Europe/London,Entertainment,openedApp,1753800424.4432201
False,1.5,brave,breathingExercise,Europe/London,Message,openedApp,1753800927.981893
False,1.5,brave,breathingExercise,Europe/London,,dismissedAppOpening,1753801159.031722
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753801955.047436
False,1.5,snapchat,breathingExercise,Europe/London,Message,openedApp,1753801963.615452
False,1.5,telegram,breathingExercise,Europe/London,,dismissedAppOpening,1753802225.5213141
False,1.5,telegram,breathingExercise,Europe/London,,dismissedAppOpening,1753802419.506187
False,1.5,snapchat,breathingExercise,Europe/London,Message,openedApp,1753803233.9086971
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753803458.287493
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753804371.174758
False,1.5,telegram,breathingExercise,Europe/London,,dismissedAppOpening,1753804880.00144
False,1.5,snapchat,breathingExercise,Europe/London,Stay In the Loop,openedApp,1753805632.775326
False,1.5,telegram,breathingExercise,Europe/London,,dismissedAppOpening,1753806365.422173
False,1.5,snapchat,breathingExercise,Europe/London,,dismissedAppOpening,1753806694.85903
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753806705.603351
False,1.5,brave,breathingExercise,Europe/London,Message,openedApp,1753806755.0046492
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753807810.819247
False,1.5,snapchat,breathingExercise,Europe/London,,dismissedAppOpening,1753807837.883051
False,1.5,brave,breathingExercise,Europe/London,Message,openedApp,1753808269.599911
False,1.5,telegram,breathingExercise,Europe/London,,dismissedAppOpening,1753808816.5036879
False,1.5,snapchat,breathingExercise,Europe/London,Escape / Avoid,openedApp,1753808827.708942
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753809489.9073071
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753811024.835015
False,1.5,snapchat,breathingExercise,Europe/London,Message,openedApp,1753811778.714779
False,1.5,telegram,breathingExercise,Europe/London,,dismissedAppOpening,1753811794.914356
False,1.5,snapchat,breathingExercise,Europe/London,,dismissedAppOpening,1753812909.7456021
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753813088.984827
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753813599.5715718
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753815009.8920631
False,1.5,brave,breathingExercise,Europe/London,Message,openedApp,1753815042.091166
False,1.5,snapchat,breathingExercise,Europe/London,Message,openedApp,1753815728.562576
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753815755.867714
False,1.5,telegram,breathingExercise,Europe/London,,dismissedAppOpening,1753817471.915627
False,1.5,telegram,breathingExercise,Europe/London,,dismissedAppOpening,1753822350.8295
False,1.5,snapchat,breathingExercise,Europe/London,,dismissedAppOpening,1753822352.204791
False,1.5,brave,breathingExercise,Europe/London,,dismissedAppOpening,1753822354.2297459
False,1.5,brave,breathingExercise,Europe/London,Message,openedApp,1753822412.049402
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753822722.026902
False,1.5,snapchat,breathingExercise,Europe/London,Entertainment,openedApp,1753822883.0363622
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753822980.459995
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753823196.311585
False,1.5,snapchat,breathingExercise,Europe/London,,dismissedAppOpening,1753823213.135364
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753823565.8338609
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753823814.136004
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753825080.804452
False,1.5,snapchat,breathingExercise,Europe/London,,dismissedAppOpening,1753825229.0854712
False,1.5,snapchat,breathingExercise,Europe/London,,dismissedAppOpening,1753825241.22135
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753828719.78302
False,1.5,telegram,breathingExercise,Europe/London,,dismissedAppOpening,1753828989.047807
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753862470.367034
False,1.5,snapchat,breathingExercise,Europe/London,Message,openedApp,1753862491.154759
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753863674.13488
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753864067.5269341
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753864512.818352
False,1.5,snapchat,breathingExercise,Europe/London,Message,openedApp,1753867134.3094258
False,1.5,brave,breathingExercise,Europe/London,Message,openedApp,1753867151.027878
False,1.5,brave,breathingExercise,Europe/London,Message,openedApp,1753868115.454947
False,1.5,brave,breathingExercise,Europe/London,Message,openedApp,1753873562.7211552
False,1.5,brave,breathingExercise,Europe/London,Entertainment,openedApp,1753874866.060629
False,1.5,snapchat,breathingExercise,Europe/London,Message,openedApp,1753877591.307967
False,1.5,snapchat,breathingExercise,Europe/London,Message,openedApp,1753877960.489392
False,1.5,snapchat,breathingExercise,Europe/London,Escape / Avoid,openedApp,1753880417.329493
False,1.5,brave,breathingExercise,Europe/London,Message,openedApp,1753881688.777525
False,1.5,snapchat,breathingExercise,Europe/London,Message,openedApp,1753886855.002357
False,1.5,snapchat,breathingExercise,Europe/London,Message,openedApp,1753887060.170879
False,1.5,snapchat,breathingExercise,Europe/London,Message,openedApp,1753887256.90623
False,1.5,snapchat,breathingExercise,Europe/London,Message,openedApp,1753887596.1403608
False,1.5,snapchat,breathingExercise,Europe/London,Message,openedApp,1753889547.34934
False,1.5,snapchat,breathingExercise,Europe/London,Message,openedApp,1753894191.5138102
False,1.5,brave,breathingExercise,Europe/London,Message,openedApp,1753895515.453555
False,1.5,brave,breathingExercise,Europe/London,Entertainment,openedApp,1753896499.9073548
False,1.5,snapchat,breathingExercise,Europe/London,Entertainment,openedApp,1753897080.602325
False,1.5,brave,breathingExercise,Europe/London,Entertainment,openedApp,1753899661.654379
False,1.5,snapchat,breathingExercise,Europe/London,Message,openedApp,1753900694.722406
False,1.5,brave,breathingExercise,Europe/London,Entertainment,openedApp,1753901192.366931
False,1.5,snapchat,breathingExercise,Europe/London,Message,openedApp,1753911441.744638
False,1.5,telegram,breathingExercise,Europe/London,,dismissedAppOpening,1753918358.285255
False,1.5,brave,breathingExercise,Europe/London,Entertainment,openedApp,1753919310.560787
False,1.5,telegram,breathingExercise,Europe/London,,dismissedAppOpening,1753919955.273055
False,1.5,telegram,breathingExercise,Europe/London,,dismissedAppOpening,1753921717.616486
False,1.5,telegram,breathingExercise,Europe/London,,dismissedAppOpening,1753921724.9277859
False,1.5,brave,breathingExercise,Europe/London,,dismissedAppOpening,1753921738.693681
False,1.5,brave,breathingExercise,Europe/London,Message,openedApp,1753921756.701539
False,1.5,telegram,breathingExercise,Europe/London,,dismissedAppOpening,1753926059.8966122
False,1.5,telegram,breathingExercise,Europe/London,,dismissedAppOpening,1753928162.712038
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753928801.84654
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753929107.837556
False,1.5,telegram,breathingExercise,Europe/London,,dismissedAppOpening,1753930891.486505
False,1.5,telegram,breathingExercise,Europe/London,,dismissedAppOpening,1753931936.417704
False,1.5,brave,breathingExercise,Europe/London,Can’t sleep,openedApp,1753931946.8303761
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753953146.045269
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753953462.859396
False,1.5,brave,breathingExercise,Europe/London,Entertainment,openedApp,1753953625.0456681
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753954378.3591452
False,1.5,telegram,breathingExercise,Europe/London,,dismissedAppOpening,1753956009.032793
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753956030.964324
False,1.5,brave,breathingExercise,Europe/London,Entertainment,openedApp,1753956145.381528
False,1.5,telegram,breathingExercise,Europe/London,,dismissedAppOpening,1753956377.398313
False,1.5,brave,breathingExercise,Europe/London,Entertainment,openedApp,1753956592.651025
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753958001.03807
False,1.5,telegram,breathingExercise,Europe/London,,dismissedAppOpening,1753958470.327135
False,1.5,telegram,breathingExercise,Europe/London,,dismissedAppOpening,1753959244.94417
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753968592.695259
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753973950.442645
False,1.5,brave,breathingExercise,Europe/London,Entertainment,openedApp,1753973978.509239
False,1.5,brave,breathingExercise,Europe/London,Entertainment,openedApp,1753974576.83398
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753975664.680089
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753976221.153401
False,1.5,telegram,breathingExercise,Europe/London,,dismissedAppOpening,1753985278.058543
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753985719.675343
False,1.5,telegram,breathingExercise,Europe/London,,dismissedAppOpening,1753986391.164771
False,1.5,telegram,breathingExercise,Europe/London,,dismissedAppOpening,1753987526.768559
False,1.5,brave,breathingExercise,Europe/London,Message,openedApp,1753987586.033152
False,1.5,brave,breathingExercise,Europe/London,,dismissedAppOpening,1753987790.883514
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753988079.36293
False,1.5,brave,breathingExercise,Europe/London,Message,openedApp,1753988169.333385
False,1.5,telegram,breathingExercise,Europe/London,,dismissedAppOpening,1753989391.508878
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753990644.561754
False,1.5,telegram,breathingExercise,Europe/London,,dismissedAppOpening,1753990934.3037791
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753990967.13011
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753991227.296256
False,1.5,telegram,breathingExercise,Europe/London,,dismissedAppOpening,1753991544.680608
False,1.5,telegram,breathingExercise,Europe/London,,dismissedAppOpening,1753991690.8092341
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753993002.509753
False,1.5,brave,breathingExercise,Europe/London,Message,openedApp,1753993013.293544
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753994603.763974
False,1.5,telegram,breathingExercise,Europe/London,,dismissedAppOpening,1753995452.220154
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753997948.077476
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753998302.191973
False,1.5,telegram,breathingExercise,Europe/London,Message,openedApp,1753998927.843079
False,1.5,telegram,breathingExercise,Europe/London,,dismissedAppOpening,1753999119.2396622
False,1.5,brave,breathingExercise,Europe/London,Message,openedApp,1754001741.361314
False,1.5,brave,breathingExercise,Europe/London,Message,openedApp,1754002984.5769181
False,1.5,brave,breathingExercise,Europe/London,Message,openedApp,1754044111.280195
False,1.5,brave,breathingExercise,Europe/London,Entertainment,openedApp,1754049097.81737
False,1.5,brave,breathingExercise,Europe/London,Entertainment,openedApp,1754049324.3151588
False,1.5,brave,breathingExercise,Europe/London,Message,openedApp,1754049745.667221
False,1.5,brave,breathingExercise,Europe/London,,dismissedAppOpening,1754050738.39728
False,1.5,brave,breathingExercise,Europe/London,Message,openedApp,1754065016.035767
False,1.5,brave,breathingExercise,Europe/London,,dismissedAppOpening,1754065525.0402741
False,1.5,brave,breathingExercise,Europe/London,Entertainment,openedApp,1754065545.0658278
False,1.5,brave,breathingExercise,Europe/London,Message,openedApp,1754081091.113295
False,1.5,brave,breathingExercise,Europe/London,Entertainment,openedApp,1754082204.2941551
False,1.5,brave,breathingExercise,Europe/London,,dismissedAppOpening,1754088832.384347
