interventionType,timestamp,timezone,purpose,isReIntervention,interventionDuration,timeIntervalUntilReIntervention,app,resolution
breathingExercise,1752834044.688223,Europe/Amsterdam,Entertainment,False,6.0,300.0,youtube,openedApp
breathingExercise,1752835078.537808,Europe/Amsterdam,Entertainment,False,6.0,300.0,youtube,openedApp
breathingExercise,1752835399.493464,Europe/Amsterdam,Entertainment,True,6.0,300.0,youtube,openedApp
breathingExercise,1752835716.082598,Europe/Amsterdam,Entertainment,True,6.0,300.0,youtube,openedApp
breathingExercise,1752836433.956904,Europe/Amsterdam,Entertainment,False,6.0,300.0,youtube,openedApp
breathingExercise,1752836575.667173,Europe/Amsterdam,Entertainment,False,6.0,300.0,youtube,openedApp
breathingExercise,1752846455.1448631,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1752847542.046051,Europe/Amsterdam,Entertainment,False,6.0,300.0,youtube,openedApp
breathingExercise,1752847863.127687,Europe/Amsterdam,Entertainment,True,6.0,300.0,youtube,openedApp
breathingExercise,1752848178.632575,Europe/Amsterdam,Entertainment,True,6.0,300.0,youtube,openedApp
breathingExercise,1752849139.485797,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1752850007.270522,Europe/Amsterdam,Entertainment,False,6.0,300.0,youtube,openedApp
breathingExercise,1752850328.036788,Europe/Amsterdam,Entertainment,True,6.0,300.0,youtube,openedApp
breathingExercise,1752850644.679482,Europe/Amsterdam,Entertainment,True,6.0,300.0,youtube,openedApp
breathingExercise,1752851968.531966,Europe/Amsterdam,,False,6.0,,youtube,dismissedAppOpening
breathingExercise,1752852001.978786,Europe/Amsterdam,Entertainment,False,6.0,300.0,youtube,openedApp
breathingExercise,1752852327.388175,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1752852361.712453,Europe/Amsterdam,Entertainment,False,6.0,300.0,youtube,openedApp
breathingExercise,1752852667.079221,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1752852719.474359,Europe/Amsterdam,Entertainment,False,6.0,300.0,youtube,openedApp
breathingExercise,1752853044.556765,Europe/Amsterdam,Entertainment,True,6.0,300.0,youtube,openedApp
breathingExercise,1752853344.160183,Europe/Amsterdam,Entertainment,False,6.0,300.0,youtube,openedApp
breathingExercise,1752853653.1922789,Europe/Amsterdam,Entertainment,False,6.0,300.0,youtube,openedApp
breathingExercise,1752854177.714416,Europe/Amsterdam,Entertainment,False,6.0,300.0,youtube,openedApp
breathingExercise,1752854385.258409,Europe/Amsterdam,,False,6.0,,youtube,dismissedAppOpening
breathingExercise,1752854439.272634,Europe/Amsterdam,Entertainment,False,6.0,300.0,youtube,openedApp
breathingExercise,1752854650.545443,Europe/Amsterdam,Entertainment,False,6.0,300.0,youtube,openedApp
breathingExercise,1752854970.422791,Europe/Amsterdam,Entertainment,True,6.0,300.0,youtube,openedApp
breathingExercise,1752855327.4681358,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1752858238.114019,Europe/Amsterdam,Entertainment,False,6.0,300.0,youtube,openedApp
breathingExercise,1752858521.707263,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1752858625.1865,Europe/Amsterdam,Ontsnappen / Vermijden,False,6.0,,snapchat,openedApp
breathingExercise,1752858853.971549,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1752859254.218584,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1752859356.5344071,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1752859663.142803,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1752862746.650029,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1752865072.5193381,Europe/Amsterdam,Entertainment,False,6.0,300.0,youtube,openedApp
breathingExercise,1752865408.705649,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1752865630.419043,Europe/Amsterdam,Entertainment,False,6.0,300.0,youtube,openedApp
breathingExercise,1752865821.58004,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1752865860.501639,Europe/Amsterdam,Entertainment,False,6.0,300.0,youtube,openedApp
breathingExercise,1752866072.4906049,Europe/Amsterdam,Ontsnappen / Vermijden,False,6.0,300.0,youtube,openedApp
breathingExercise,1752866931.892552,Europe/Amsterdam,Entertainment,False,6.0,300.0,youtube,openedApp
breathingExercise,1752876473.0251188,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1752876550.3503819,Europe/Amsterdam,Entertainment,False,6.0,300.0,youtube,openedApp
breathingExercise,1752876872.558477,Europe/Amsterdam,Entertainment,True,6.0,300.0,youtube,openedApp
breathingExercise,1752877231.3084211,Europe/Amsterdam,,False,6.0,,youtube,dismissedAppOpening
breathingExercise,1752877256.682307,Europe/Amsterdam,Entertainment,False,6.0,300.0,youtube,openedApp
breathingExercise,1752877613.58109,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1752877648.563139,Europe/Amsterdam,,False,6.0,,youtube,dismissedAppOpening
breathingExercise,1752877899.46432,Europe/Amsterdam,,False,6.0,,youtube,dismissedAppOpening
breathingExercise,1752878404.339748,Europe/Amsterdam,Entertainment,False,6.0,300.0,youtube,openedApp
breathingExercise,1752878724.833595,Europe/Amsterdam,Entertainment,True,6.0,300.0,youtube,openedApp
breathingExercise,1752879042.012621,Europe/Amsterdam,Entertainment,True,6.0,300.0,youtube,openedApp
breathingExercise,1752879359.07113,Europe/Amsterdam,Entertainment,True,6.0,300.0,youtube,openedApp
breathingExercise,1752909836.6797218,Europe/Amsterdam,Entertainment,False,6.0,300.0,youtube,openedApp
breathingExercise,1752910157.547121,Europe/Amsterdam,Entertainment,True,6.0,300.0,youtube,openedApp
breathingExercise,1752910476.952426,Europe/Amsterdam,Entertainment,True,6.0,300.0,youtube,openedApp
breathingExercise,1752910794.147434,Europe/Amsterdam,Entertainment,True,6.0,300.0,youtube,openedApp
breathingExercise,1752911111.534406,Europe/Amsterdam,Entertainment,True,6.0,120.0,youtube,openedApp
breathingExercise,1752911248.448174,Europe/Amsterdam,Entertainment,True,6.0,300.0,youtube,openedApp
breathingExercise,1752911566.210582,Europe/Amsterdam,Entertainment,True,6.0,300.0,youtube,openedApp
breathingExercise,1752911884.2721648,Europe/Amsterdam,Entertainment,True,6.0,300.0,youtube,openedApp
breathingExercise,1752912384.971713,Europe/Amsterdam,Entertainment,True,6.0,300.0,youtube,openedApp
breathingExercise,1752912703.69345,Europe/Amsterdam,Entertainment,True,6.0,300.0,youtube,openedApp
breathingExercise,1752913019.036646,Europe/Amsterdam,Entertainment,True,6.0,300.0,youtube,openedApp
breathingExercise,1752913333.592567,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1752921024.965858,Europe/Amsterdam,Entertainment,False,6.0,300.0,youtube,openedApp
breathingExercise,1752921272.018266,Europe/Amsterdam,,False,6.0,,youtube,dismissedAppOpening
breathingExercise,1752936784.0972528,Europe/Amsterdam,Entertainment,False,6.0,300.0,youtube,openedApp
breathingExercise,1752937105.864543,Europe/Amsterdam,Entertainment,True,6.0,300.0,youtube,openedApp
breathingExercise,1752937420.5771608,Europe/Amsterdam,Entertainment,True,6.0,300.0,youtube,openedApp
breathingExercise,1752939158.898632,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1752939220.110859,Europe/Amsterdam,Entertainment,False,6.0,300.0,youtube,openedApp
breathingExercise,1752939542.1282039,Europe/Amsterdam,Entertainment,True,6.0,300.0,youtube,openedApp
breathingExercise,1752939858.674642,Europe/Amsterdam,Entertainment,True,6.0,300.0,youtube,openedApp
breathingExercise,1752940174.434325,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1752940222.2041888,Europe/Amsterdam,Entertainment,False,6.0,300.0,youtube,openedApp
breathingExercise,1752940543.433068,Europe/Amsterdam,Entertainment,True,6.0,300.0,youtube,openedApp
breathingExercise,1752940904.375368,Europe/Amsterdam,Entertainment,True,6.0,300.0,youtube,openedApp
breathingExercise,1752941219.988524,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1752941243.723069,Europe/Amsterdam,Entertainment,False,6.0,300.0,youtube,openedApp
breathingExercise,1752941564.357476,Europe/Amsterdam,Entertainment,True,6.0,300.0,youtube,openedApp
breathingExercise,1752946659.408033,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1752946682.744288,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1752947069.03026,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1752947447.7896972,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1752947765.977694,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1752950959.321937,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1752951022.814318,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1752954085.061692,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1752955515.255657,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1752955685.654202,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1752957849.937994,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1752959076.403009,Europe/Amsterdam,Entertainment,False,6.0,300.0,youtube,openedApp
breathingExercise,1752959403.6375098,Europe/Amsterdam,Entertainment,True,6.0,300.0,youtube,openedApp
breathingExercise,1752961049.549533,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1752962800.613402,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1752965890.509768,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1752966632.2123818,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1752966697.94269,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1752967288.817699,Europe/Amsterdam,Ontspan je,False,6.0,,snapchat,openedApp
breathingExercise,1752968035.7465591,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1752968089.5811548,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1752968869.9245,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1752969056.17945,Europe/Amsterdam,Entertainment,False,6.0,300.0,youtube,openedApp
breathingExercise,1752969377.515843,Europe/Amsterdam,Entertainment,True,6.0,300.0,youtube,openedApp
breathingExercise,1752969428.3392901,Europe/Amsterdam,Entertainment,False,6.0,300.0,youtube,openedApp
breathingExercise,1752970217.535073,Europe/Amsterdam,,False,6.0,,youtube,dismissedAppOpening
breathingExercise,1752970261.050842,Europe/Amsterdam,Entertainment,False,6.0,300.0,youtube,openedApp
breathingExercise,1753000794.524092,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753002767.909961,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753003461.713791,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753005182.390057,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753007323.649949,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753022696.085891,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1753023257.062972,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753023550.016849,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1753023636.965616,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753024038.3758368,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1753032624.534783,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1753032639.179206,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753045600.144247,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1753045620.885184,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753048333.230936,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1753048356.484074,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753082704.469795,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753085011.7170072,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753090262.587338,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753103687.4419,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753127154.621675,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753130710.73484,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753137332.99749,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1753166139.2780209,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753190426.138949,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753196432.253196,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753200326.187852,Europe/Amsterdam,,False,6.0,,instagram,dismissedAppOpening
breathingExercise,1753206172.3365932,Europe/Amsterdam,Entertainment,False,6.0,300.0,instagram,openedApp
,1753206385.2101269,Europe/Amsterdam,,False,,,instagram,closedApp
breathingExercise,1753246218.902796,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753254167.653718,Europe/Amsterdam,Entertainment,False,6.0,300.0,instagram,openedApp
,1753254184.844408,Europe/Amsterdam,,False,,,instagram,closedApp
,1753254721.6581311,Europe/Amsterdam,,False,,,instagram,closedApp
breathingExercise,1753259368.905631,Europe/Amsterdam,Entertainment,False,6.0,300.0,instagram,openedApp
,1753259966.772297,Europe/Amsterdam,,False,,,instagram,closedApp
breathingExercise,1753260557.868712,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753264073.821976,Europe/Amsterdam,Entertainment,False,6.0,300.0,instagram,openedApp
,1753265711.485275,Europe/Amsterdam,,False,,,instagram,closedApp
breathingExercise,1753265876.022838,Europe/Amsterdam,Entertainment,False,6.0,300.0,instagram,openedApp
,1753266585.884886,Europe/Amsterdam,,False,,,instagram,closedApp
,1753268004.149015,Europe/Amsterdam,,False,,,instagram,closedApp
breathingExercise,1753268114.35596,Europe/Amsterdam,Entertainment,False,6.0,300.0,instagram,openedApp
,1753270538.3714929,Europe/Amsterdam,,False,,,instagram,closedApp
breathingExercise,1753270661.246417,Europe/Amsterdam,Entertainment,False,6.0,300.0,instagram,openedApp
,1753270978.611515,Europe/Amsterdam,,False,,,instagram,closedApp
breathingExercise,1753274411.382999,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753274482.7520828,Europe/Amsterdam,Entertainment,False,6.0,300.0,instagram,openedApp
,1753276155.269217,Europe/Amsterdam,,False,,,instagram,closedApp
,1753276217.683786,Europe/Amsterdam,,False,,,instagram,closedApp
breathingExercise,1753276697.139401,Europe/Amsterdam,Entertainment,False,6.0,300.0,instagram,openedApp
,1753277518.075005,Europe/Amsterdam,,False,,,instagram,closedApp
breathingExercise,1753284905.0200891,Europe/Amsterdam,Entertainment,False,6.0,300.0,instagram,openedApp
,1753284928.9848151,Europe/Amsterdam,,False,,,instagram,closedApp
,1753285869.0091019,Europe/Amsterdam,,False,,,instagram,closedApp
breathingExercise,1753285915.217046,Europe/Amsterdam,Entertainment,False,6.0,300.0,instagram,openedApp
,1753286004.674734,Europe/Amsterdam,,False,,,instagram,closedApp
breathingExercise,1753286075.726345,Europe/Amsterdam,Entertainment,False,6.0,300.0,instagram,openedApp
,1753286331.105994,Europe/Amsterdam,,False,,,instagram,closedApp
breathingExercise,1753286397.8686671,Europe/Amsterdam,Entertainment,False,6.0,300.0,instagram,openedApp
,1753287810.876981,Europe/Amsterdam,,False,,,instagram,closedApp
breathingExercise,1753291515.705502,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1753291756.2284021,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753299719.488408,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753337059.033867,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753337797.7733998,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753338191.403403,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1753371155.396549,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753372434.828876,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1753386026.6291409,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753389577.309994,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1753389624.140054,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753393231.1365628,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753448405.804761,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1753454413.6347098,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1753458493.0133982,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753462265.93239,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753472299.1032128,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753517984.1318212,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753521426.2854872,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1753526927.613435,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753535069.4698591,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1753541757.108464,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753549882.1880379,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753579690.082448,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753604746.609354,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753613358.251254,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753622333.976799,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753663096.134053,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1753663393.867343,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753707764.992237,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753707891.099296,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1753709831.632462,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753712359.3963242,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1753718331.333509,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753718759.50402,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753719384.3784199,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1753726445.44925,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1753737952.751847,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753739613.7298322,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753785144.010416,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753801701.001224,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753819654.990943,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753822430.027866,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753825134.16362,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753831998.384125,Europe/Amsterdam,Entertainment,False,6.0,300.0,instagram,openedApp
,1753832094.298245,Europe/Amsterdam,,False,,,instagram,closedApp
breathingExercise,1753832994.292886,Europe/Amsterdam,Entertainment,False,6.0,300.0,instagram,openedApp
,1753833618.267791,Europe/Amsterdam,,False,,,instagram,closedApp
breathingExercise,1753858041.587153,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753866077.972575,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1753885947.509475,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753886144.454722,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1753889126.679398,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753891487.821552,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753902114.492091,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1753902140.000129,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753908029.1745749,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753972032.539613,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753989626.185462,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1753989737.0885348,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1754027183.933125,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1754028590.293374,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1754028708.3785582,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1754041101.369359,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1754045199.554014,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1754048427.59707,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1754058667.8841162,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1754059542.823223,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1754084749.244153,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1754109131.638422,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1754118984.304482,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1754119717.834118,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1754132798.8789392,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1754138325.0198379,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1754138754.2490602,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1754141250.281277,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1754149155.163758,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1754150404.479145,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1754153114.304179,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1754158687.217558,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1754159098.1233768,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1754163514.798497,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1754164266.012282,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1754165766.466372,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1754167836.789703,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1754170517.631146,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1754171160.460888,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1754171716.120755,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1754207254.065586,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1754216011.141201,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1754216215.8773022,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1754219365.749985,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1754222042.473598,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1754225186.29599,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1754225280.999454,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1754232875.679452,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1754232896.889013,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1754234189.265895,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1754257202.809826,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1754258836.138146,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1754264377.618758,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1754274020.809743,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1754295173.354841,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1754296961.301427,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1754296982.014209,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1754298061.2499971,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1754300278.23217,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1754303268.701107,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1754303843.8404121,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1754326780.7240682,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1754338610.24,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1754339692.644359,Europe/Amsterdam,Entertainment,False,6.0,,snapchat,openedApp
breathingExercise,1754339986.618911,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
breathingExercise,1754342225.926507,Europe/Amsterdam,,False,6.0,,snapchat,dismissedAppOpening
