interventionType,timestamp,timezone,purpose,isReIntervention,interventionDuration,timeIntervalUntilReIntervention,app,resolution
breathingExercise,1750918904.653125,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1750919840.006507,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1750921265.5672,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1750928937.716562,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1750928950.2218199,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1750928988.708003,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1750929392.405383,Europe/Amsterdam,Ontspan je,False,1.5,,snapchat,openedApp
breathingExercise,1750934583.330945,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1750935419.772219,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1750947264.201805,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1750949661.273006,Europe/Amsterdam,,False,1.5,,youtube,dismissedAppOpening
breathingExercise,1750950436.051056,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1750950751.208036,Europe/Amsterdam,Ontspan je,True,1.5,300.0,tikTok,openedApp
breathingExercise,1750951065.081496,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1750951236.9712029,Europe/Amsterdam,,False,1.5,,tikTok,dismissedAppOpening
breathingExercise,1750952330.977981,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1750952393.260421,Europe/Amsterdam,Ontsnappen / Vermijden,False,1.5,300.0,tikTok,openedApp
breathingExercise,1750955959.5085158,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1750956109.474059,Europe/Amsterdam,Ontspan je,False,1.5,,snapchat,openedApp
breathingExercise,1750967067.947144,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1750969866.464576,Europe/Amsterdam,Ontsnappen / Vermijden,False,1.5,300.0,youtube,openedApp
breathingExercise,1750970225.169568,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751000842.012031,Europe/Amsterdam,Ontsnappen / Vermijden,False,1.5,,snapchat,openedApp
breathingExercise,1751000869.48541,Europe/Amsterdam,Verveeld,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751002703.345142,Europe/Amsterdam,Verveeld,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751003090.90879,Europe/Amsterdam,Watercloset,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751003416.168256,Europe/Amsterdam,Verveeld,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751003752.36194,Europe/Amsterdam,Ontsnappen / Vermijden,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751004273.415956,Europe/Amsterdam,Ontsnappen / Vermijden,False,1.5,300.0,youtube,openedApp
breathingExercise,1751011950.159739,Europe/Amsterdam,Ontsnappen / Vermijden,False,1.5,,snapchat,openedApp
breathingExercise,1751017077.156231,Europe/Amsterdam,Ontsnappen / Vermijden,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751017210.610079,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751017406.49943,Europe/Amsterdam,Ontsnappen / Vermijden,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751025244.5586128,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751025369.549593,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751027277.186029,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751029386.787228,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751033517.466485,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751034988.848886,Europe/Amsterdam,Ontsnappen / Vermijden,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751035495.3496609,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751053456.288331,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751055533.3540921,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751055625.9720302,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751056400.5974689,Europe/Amsterdam,Kan niet slapen,False,1.5,,snapchat,openedApp
breathingExercise,1751056435.796653,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751056456.007031,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751056779.679857,Europe/Amsterdam,,True,1.5,,youtube,dismissedAppOpening
breathingExercise,1751056907.213338,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751057144.39604,Europe/Amsterdam,Kan niet slapen,False,1.5,300.0,youtube,openedApp
breathingExercise,1751057461.729185,Europe/Amsterdam,Ontspan je,True,1.5,300.0,youtube,openedApp
breathingExercise,1751057773.305694,Europe/Amsterdam,Kan niet slapen,True,1.5,300.0,youtube,openedApp
breathingExercise,1751058079.085425,Europe/Amsterdam,Kan niet slapen,True,1.5,300.0,youtube,openedApp
breathingExercise,1751058383.505317,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751058403.98241,Europe/Amsterdam,Kan niet slapen,False,1.5,300.0,youtube,openedApp
breathingExercise,1751058719.540983,Europe/Amsterdam,Kan niet slapen,True,1.5,300.0,youtube,openedApp
breathingExercise,1751059030.744866,Europe/Amsterdam,Kan niet slapen,True,1.5,300.0,youtube,openedApp
breathingExercise,1751059534.556584,Europe/Amsterdam,Kan niet slapen,False,1.5,300.0,youtube,openedApp
breathingExercise,1751059750.965756,Europe/Amsterdam,Kan niet slapen,False,1.5,300.0,youtube,openedApp
breathingExercise,1751060066.8241591,Europe/Amsterdam,Kan niet slapen,True,1.5,300.0,youtube,openedApp
breathingExercise,1751060375.66066,Europe/Amsterdam,Kan niet slapen,True,1.5,300.0,youtube,openedApp
breathingExercise,1751060684.6395922,Europe/Amsterdam,,True,1.5,,youtube,dismissedAppOpening
breathingExercise,1751060697.9530392,Europe/Amsterdam,Kan niet slapen,False,1.5,300.0,youtube,openedApp
breathingExercise,1751061010.403708,Europe/Amsterdam,Kan niet slapen,True,1.5,300.0,youtube,openedApp
breathingExercise,1751061333.2307482,Europe/Amsterdam,Kan niet slapen,True,1.5,300.0,youtube,openedApp
breathingExercise,1751061638.988988,Europe/Amsterdam,,True,1.5,,youtube,dismissedAppOpening
breathingExercise,1751061647.596879,Europe/Amsterdam,Kan niet slapen,False,1.5,300.0,youtube,openedApp
breathingExercise,1751061970.3117409,Europe/Amsterdam,Kan niet slapen,False,1.5,,snapchat,openedApp
breathingExercise,1751094022.86993,Europe/Amsterdam,,False,1.5,,youtube,dismissedAppOpening
breathingExercise,1751094112.2348418,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751094422.775337,Europe/Amsterdam,,True,1.5,,youtube,dismissedAppOpening
breathingExercise,1751094443.528133,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751094724.136092,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751095039.271645,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751095349.167758,Europe/Amsterdam,Kan niet slapen,False,1.5,,snapchat,openedApp
breathingExercise,1751095409.259799,Europe/Amsterdam,Kan niet slapen,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751095724.4645262,Europe/Amsterdam,Ontsnappen / Vermijden,True,1.5,180.0,tikTok,openedApp
breathingExercise,1751111520.3183951,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751112065.496942,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751113364.083441,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751113376.808907,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751113686.907422,Europe/Amsterdam,,True,1.5,,youtube,dismissedAppOpening
breathingExercise,1751113699.838795,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751113989.239805,Europe/Amsterdam,Kan niet slapen,False,1.5,,snapchat,openedApp
breathingExercise,1751114095.167726,Europe/Amsterdam,,False,1.5,,youtube,dismissedAppOpening
breathingExercise,1751114165.339939,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751114723.618201,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751116557.793565,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751116651.072705,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751116961.7363849,Europe/Amsterdam,,True,1.5,,youtube,dismissedAppOpening
breathingExercise,1751116972.941314,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751117281.7477279,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751117531.707221,Europe/Amsterdam,Entertainment,False,1.5,120.0,youtube,openedApp
breathingExercise,1751117667.007448,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751117897.490557,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751118213.515949,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751118522.152739,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751118970.3267999,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751132115.4389129,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751135102.054618,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751135143.1012192,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751141182.301472,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751181825.315248,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751181946.105688,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751185000.685121,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751185941.696712,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751186153.913863,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751186165.507534,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751186477.888061,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751186788.592835,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751187097.9678268,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751187405.7323608,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751187822.1511822,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751188129.848516,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751188209.809506,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751188524.3089728,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751188836.8430939,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751189141.6464171,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751194141.258255,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751196066.581049,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751197099.171284,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751197148.037015,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751197460.511674,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751197772.131983,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751197923.829279,Europe/Amsterdam,Watercloset,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751198237.935138,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751198802.4884229,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751199119.939462,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751199429.530054,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751199745.969918,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751200062.475688,Europe/Amsterdam,Ontsnappen / Vermijden,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751200377.025055,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751200687.800092,Europe/Amsterdam,Entertainment,True,1.5,120.0,tikTok,openedApp
breathingExercise,1751200819.113116,Europe/Amsterdam,Ontsnappen / Vermijden,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751201133.5502748,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751201442.759307,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751202437.675879,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751202749.349843,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751202784.3127298,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751203098.774888,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751204631.0881882,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751205533.317138,Europe/Amsterdam,,False,1.5,,tikTok,dismissedAppOpening
breathingExercise,1751209877.0395021,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751210568.36841,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751210952.2251868,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751210980.466533,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751211252.0495481,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751211550.401411,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751211863.3232188,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751212172.167286,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751213318.5522032,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751213384.427408,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751213589.083952,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751213757.4866362,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751213776.751651,Europe/Amsterdam,Entertainment,False,1.5,240.0,tikTok,openedApp
breathingExercise,1751224480.607503,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751224727.938109,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751225045.0008721,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751225286.778397,Europe/Amsterdam,,False,1.5,,tikTok,dismissedAppOpening
breathingExercise,1751225377.890486,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751225703.6265721,Europe/Amsterdam,Kan niet slapen,True,1.5,300.0,youtube,openedApp
breathingExercise,1751226010.660476,Europe/Amsterdam,Kan niet slapen,True,1.5,300.0,youtube,openedApp
breathingExercise,1751226098.804027,Europe/Amsterdam,Ontsnappen / Vermijden,False,1.5,,snapchat,openedApp
breathingExercise,1751226719.053481,Europe/Amsterdam,Kan niet slapen,False,1.5,300.0,youtube,openedApp
breathingExercise,1751227031.887383,Europe/Amsterdam,Ontsnappen / Vermijden,True,1.5,300.0,youtube,openedApp
breathingExercise,1751227476.386526,Europe/Amsterdam,Kan niet slapen,True,1.5,300.0,youtube,openedApp
breathingExercise,1751227785.4316878,Europe/Amsterdam,Kan niet slapen,True,1.5,300.0,youtube,openedApp
breathingExercise,1751228102.039541,Europe/Amsterdam,Kan niet slapen,True,1.5,300.0,youtube,openedApp
breathingExercise,1751228586.846066,Europe/Amsterdam,Kan niet slapen,False,1.5,300.0,youtube,openedApp
breathingExercise,1751228902.5921102,Europe/Amsterdam,Kan niet slapen,True,1.5,300.0,youtube,openedApp
breathingExercise,1751262541.629157,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751262833.484556,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751263146.677309,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751263365.502365,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751263420.493464,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751263730.425898,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751264041.4340692,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751264350.96245,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751264660.828392,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751264968.8722749,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751265015.661893,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751268293.677753,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751268752.0217671,Europe/Amsterdam,Ontsnappen / Vermijden,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751269068.529665,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751269378.518467,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751269691.590672,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751269999.416963,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751270309.237984,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751270620.0591412,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751270929.837731,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751270984.635577,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751271300.847653,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751271611.280869,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751271923.2775679,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751275099.064982,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751275411.157363,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751275785.611335,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751276091.3901591,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751276401.080984,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751276707.736178,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751284803.107429,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751299988.080875,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751300990.594739,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751301309.3473349,Europe/Amsterdam,,True,1.5,,youtube,dismissedAppOpening
breathingExercise,1751301321.0055761,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751301579.529449,Europe/Amsterdam,Ontsnappen / Vermijden,False,1.5,300.0,youtube,openedApp
breathingExercise,1751301912.473041,Europe/Amsterdam,,True,1.5,,youtube,dismissedAppOpening
breathingExercise,1751301925.7304769,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751302239.547313,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751302493.828978,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751302807.2687259,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751303365.415358,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751303397.283088,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751303704.5114021,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751303726.90748,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751303789.65206,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751304067.9599771,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751304381.5839949,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751304691.917194,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751304931.553578,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751307172.405271,Europe/Amsterdam,Ontsnappen / Vermijden,False,1.5,,snapchat,openedApp
breathingExercise,1751307399.863215,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751310552.340328,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751312394.844286,Europe/Amsterdam,Ontsnappen / Vermijden,False,1.5,,snapchat,openedApp
breathingExercise,1751319615.2984881,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751348002.8831038,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751354650.643537,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751355812.186623,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751355856.661293,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751356169.312335,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751356479.026505,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751357369.52144,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751357392.164544,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751357412.192799,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751378507.188459,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751379378.444497,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751381906.2642488,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751384117.8053498,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751384315.117765,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751390699.164058,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751391010.563468,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751391841.0051708,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751393019.132743,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751393034.7157269,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751393077.335092,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751395645.725789,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751395906.209975,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751395986.2031322,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751407326.9125152,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751407641.619159,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751430090.635946,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751438240.990715,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751438554.085737,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751438867.174,Europe/Amsterdam,Ontsnappen / Vermijden,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751439176.576904,Europe/Amsterdam,Entertainment,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751451386.754459,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751457601.499699,Europe/Amsterdam,Ontsnappen / Vermijden,False,1.5,,snapchat,openedApp
breathingExercise,1751458444.098596,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751458505.088544,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751458767.636445,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751459078.450883,Europe/Amsterdam,Entertainment,True,1.5,240.0,tikTok,openedApp
breathingExercise,1751459393.480329,Europe/Amsterdam,Ontsnappen / Vermijden,True,1.5,300.0,tikTok,openedApp
breathingExercise,1751459483.424005,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751459579.104169,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751462631.108455,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751473399.2689,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751473437.120357,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
breathingExercise,1751475486.330678,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1751477259.218203,Europe/Amsterdam,Entertainment,False,1.5,300.0,tikTok,openedApp
