timestamp,isReIntervention,interventionDuration,interventionType,timezone,resolution,app,timeIntervalUntilReIntervention,purpose
1753345763.022157,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,360.0,
1753355696.205449,False,1.5,breathingExercise,Europe/Berlin,openedApp,instagram,480.0,Message
1753357672.687716,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Stay In the Loop
1753362255.349853,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1753362582.11779,True,1.5,breathingExercise,Europe/Berlin,openedApp,instagram,300.0,Stay In the Loop
1753365243.463552,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1753365563.401178,True,1.5,breathingExercise,Europe/Berlin,openedApp,instagram,1260.0,Stay In the Loop
1753365874.839594,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,720.0,
1753366549.633593,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,900.0,
1753374384.940911,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,480.0,
1753380176.514118,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,540.0,
1753380214.1507921,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Post something
1753380254.058126,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Stay In the Loop
1753380391.523902,False,1.5,askForTimeLimit,Europe/Berlin,dismissedAppOpening,instagram,,
1753380426.721509,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,480.0,
1753380448.319315,False,1.5,askForTimeLimit,Europe/Berlin,dismissedAppOpening,instagram,,
1753380457.024146,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1753389668.167266,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,480.0,
1753389695.8840508,False,1.5,breathingExercise,Europe/Berlin,dismissedAppOpening,tikTok,,
1753389699.712899,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,360.0,
1753391974.882158,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1753392083.088136,False,1.5,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1753392159.558117,False,1.5,breathingExercise,Europe/Berlin,openedApp,instagram,780.0,Search Info
1753426727.028034,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Stay In the Loop
1753427169.751274,False,1.5,breathingExercise,Europe/Berlin,openedApp,tikTok,,Stay In the Loop
1753432182.1071792,False,6.0,breathingExercise,Europe/Berlin,openedApp,instagram,900.0,Search Info
1753432843.813009,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,780.0,
1753438023.468715,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,480.0,
1753438333.674851,False,6.0,breathingExercise,Europe/Berlin,openedApp,instagram,1140.0,Search Info
1753442159.698591,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,960.0,
1753442562.607075,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,1140.0,
1753442595.678258,False,6.0,breathingExercise,Europe/Berlin,openedApp,tikTok,,Message
1753443099.884598,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,660.0,
1753443286.753768,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,420.0,
1753443489.13674,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,600.0,
1753443827.238625,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,840.0,
1753443959.008898,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,540.0,
1753444023.5725942,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,480.0,
1753444281.9214458,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,720.0,
1753444358.0453901,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,540.0,
1753445571.5993772,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1753446294.505803,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1753446391.7370172,False,6.0,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1753446759.883631,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1753450796.077654,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,540.0,
1753451153.672628,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,720.0,
1753451263.7187471,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,360.0,
1753453670.6843839,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1753454146.566002,False,6.0,breathingExercise,Europe/Berlin,dismissedAppOpening,tikTok,,
1753454204.091267,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,360.0,
1753454829.735764,False,6.0,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1753456036.731456,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,660.0,
1753458773.585637,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1753459062.2058501,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,480.0,
1753464930.404706,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,660.0,
1753464954.2747478,False,6.0,breathingExercise,Europe/Berlin,openedApp,tikTok,,Stay In the Loop
1753519809.148278,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,840.0,
1753520029.810909,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,540.0,
1753520917.8705502,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,540.0,
1753524609.985763,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,720.0,
1753535411.707274,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,660.0,
1753535538.381814,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,1140.0,
1753557816.861367,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,360.0,
1753560385.852602,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,1140.0,
1753566400.9283628,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,480.0,
1753598551.583661,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,660.0,
1753599242.230535,False,6.0,breathingExercise,Europe/Berlin,openedApp,instagram,1440.0,Stay In the Loop
1753599870.401073,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,600.0,
1753600903.200242,False,6.0,breathingExercise,Europe/Berlin,openedApp,facebook,,Message
1753601231.5152478,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1753601262.167136,False,6.0,breathingExercise,Europe/Berlin,openedApp,instagram,660.0,Stay In the Loop
1753602877.804105,False,6.0,breathingExercise,Europe/Berlin,openedApp,facebook,,Search Info
1753603932.877966,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,420.0,
1753607136.315949,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,660.0,
1753607449.534893,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,780.0,
1753608470.471529,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,180.0,
1753611845.197284,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,360.0,
1753616613.856886,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,600.0,
1753617771.2816281,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,660.0,
1753631210.143214,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,540.0,
1753648405.962316,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,540.0,
1753684593.269566,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,360.0,
1753701210.902454,False,6.0,breathingExercise,Europe/Berlin,openedApp,instagram,420.0,Stay In the Loop
1753705573.963097,False,6.0,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1753707015.336308,False,6.0,askForTimeLimit,Europe/Berlin,dismissedAppOpening,instagram,,
1753707789.804343,False,6.0,breathingExercise,Europe/Berlin,openedApp,tikTok,,Stay In the Loop
1753720506.1837711,False,6.0,breathingExercise,Europe/Berlin,openedApp,tikTok,,Stay In the Loop
1753720575.1832008,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,540.0,
1753724817.853131,False,6.0,breathingExercise,Europe/Berlin,openedApp,tikTok,,Stay In the Loop
1753726620.566824,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1753728812.549961,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,480.0,
1753729292.096208,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,660.0,
1753729326.216879,False,6.0,breathingExercise,Europe/Berlin,openedApp,tikTok,,Stay In the Loop
1753730642.731091,False,6.0,breathingExercise,Europe/Berlin,openedApp,facebook,,Search Info
1753731240.481761,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,1260.0,
1753732428.132807,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,120.0,
1753738237.723486,False,6.0,breathingExercise,Europe/Berlin,openedApp,tikTok,,Stay In the Loop
1753774297.511183,False,6.0,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1753787593.8343968,False,6.0,breathingExercise,Europe/Berlin,openedApp,instagram,480.0,Search Info
1753808242.428627,False,6.0,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1753808300.2417688,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,420.0,
1753812794.7024322,False,6.0,breathingExercise,Europe/Berlin,openedApp,tikTok,,Stay In the Loop
1753816897.132512,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,660.0,
1753816949.9621391,False,6.0,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1753820009.038743,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,480.0,
1753820990.429678,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,660.0,
1753821795.668675,False,6.0,askForTimeLimit,Europe/Berlin,dismissedAppOpening,instagram,,
1753827261.459115,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,360.0,
1753827988.61486,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1753828047.3063111,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,480.0,
1753832045.610128,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1753875855.680177,False,6.0,breathingExercise,Europe/Berlin,dismissedAppOpening,tikTok,,
1753876272.796489,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,480.0,
1753876776.960798,False,6.0,breathingExercise,Europe/Berlin,openedApp,instagram,720.0,Search Info
1753877088.117624,False,6.0,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1753886654.107852,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,540.0,
1753893568.997881,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,780.0,
1753898082.186222,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,420.0,
1753898166.165066,False,6.0,askForTimeLimit,Europe/Berlin,dismissedAppOpening,instagram,,
1753898354.815071,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,420.0,
1753900115.363854,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,1020.0,
1753906030.999721,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,480.0,
1753908014.100636,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,360.0,
1753910498.3333611,False,6.0,breathingExercise,Europe/Berlin,openedApp,facebook,,Stay In the Loop
1753911881.181573,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,480.0,
1753911899.6477761,False,6.0,breathingExercise,Europe/Berlin,dismissedAppOpening,instagram,,
1753911927.169373,False,6.0,breathingExercise,Europe/Berlin,openedApp,instagram,720.0,Stay In the Loop
1753916048.6672559,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1753959087.955254,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,780.0,
1753959171.364543,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,480.0,
1753967285.056079,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,540.0,
1753971520.543669,False,6.0,breathingExercise,Europe/Berlin,openedApp,instagram,360.0,Search Info
1753975549.145907,False,6.0,askForTimeLimit,Europe/Berlin,dismissedAppOpening,instagram,,
1753976012.702999,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,720.0,
1753982563.106646,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,480.0,
1754005314.071136,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,240.0,
1754005611.37533,False,6.0,breathingExercise,Europe/Berlin,openedApp,tikTok,,Search Info
1754038551.953207,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,420.0,
1754038929.8377218,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,540.0,
1754039208.0467072,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,180.0,
1754039491.6499019,False,6.0,breathingExercise,Europe/Berlin,openedApp,tikTok,,Stay In the Loop
1754060262.952146,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,420.0,
1754061667.95278,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1754061829.223752,True,6.0,breathingExercise,Europe/Berlin,openedApp,instagram,600.0,Stay In the Loop
1754062915.430906,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,480.0,
1754066377.079193,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,360.0,
1754066672.7194371,False,6.0,breathingExercise,Europe/Berlin,dismissedAppOpening,tikTok,,
1754066872.689398,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,420.0,
1754084274.6436172,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,420.0,
1754084388.1908588,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,360.0,
1754122721.769215,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,360.0,
1754129842.5049481,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,420.0,
1754130003.890379,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1754135742.894062,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,180.0,
1754136941.93048,False,6.0,breathingExercise,Europe/Berlin,openedApp,instagram,60.0,Search Info
1754147224.5456228,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,540.0,
1754148954.327084,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,240.0,
1754152845.315356,False,6.0,breathingExercise,Europe/Berlin,openedApp,instagram,420.0,Search Info
1754163082.634431,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1754163421.127919,False,6.0,breathingExercise,Europe/Berlin,openedApp,instagram,60.0,Search Info
1754166501.638977,False,6.0,breathingExercise,Europe/Berlin,openedApp,instagram,720.0,Search Info
1754166953.1660671,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,420.0,
1754201944.2358599,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,360.0,
1754216867.2239919,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,540.0,
1754216994.640454,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1754229315.8685122,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,540.0,
1754230951.663303,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,480.0,
1754231297.847733,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1754231552.379663,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1754231683.014927,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,420.0,
1754231824.5048928,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,420.0,
1754232352.1786199,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,420.0,
1754232437.405768,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1754232715.8590631,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,360.0,
1754233492.126416,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1754233540.337481,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,360.0,
1754233783.879741,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,480.0,
1754234033.686079,False,6.0,askForTimeLimit,Europe/Berlin,dismissedAppOpening,instagram,,
1754234051.440167,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,420.0,
1754234103.867466,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,180.0,
1754234164.878316,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1754234193.443712,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1754234689.175854,False,6.0,breathingExercise,Europe/Berlin,openedApp,instagram,360.0,Search Info
1754235044.101346,True,6.0,breathingExercise,Europe/Berlin,dismissedAppOpening,instagram,,
1754235090.314858,False,6.0,breathingExercise,Europe/Berlin,openedApp,instagram,1080.0,Search Info
1754235177.765686,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,240.0,
1754235521.237121,False,6.0,breathingExercise,Europe/Berlin,openedApp,instagram,1440.0,Post something
1754236027.556322,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,780.0,
1754236140.355516,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,600.0,
1754236197.375787,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1754236297.562099,False,6.0,breathingExercise,Europe/Berlin,openedApp,instagram,900.0,Post something
1754238294.989861,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1754241883.717204,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1754242510.961323,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,360.0,
1754261322.20491,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,600.0,
1754287370.394515,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,300.0,
1754289290.2398891,False,6.0,breathingExercise,Europe/Berlin,openedApp,instagram,1380.0,Post something
1754289673.4242811,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,960.0,
1754289769.5643082,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,420.0,
1754292365.038748,False,6.0,breathingExercise,Europe/Berlin,openedApp,instagram,720.0,Post something
1754305868.877184,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,900.0,
1754319011.923884,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,840.0,
1754320237.936911,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,1020.0,
1754323261.735378,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,900.0,
1754323347.77463,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,480.0,
1754323430.600851,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,60.0,
1754324822.4373841,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,660.0,
1754327680.3022609,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,420.0,
1754329771.273299,False,6.0,askForTimeLimit,Europe/Berlin,dismissedAppOpening,instagram,,
1754332311.011685,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,660.0,
1754340311.3362699,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,360.0,
1754340358.0927382,False,6.0,askForTimeLimit,Europe/Berlin,openedApp,instagram,360.0,
