timestamp,app,interventionType,resolution,timezone,isReIntervention,interventionDuration,purpose
1751487301.52003,tikTok,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751487687.966518,facebook,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751487863.00485,facebook,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751488017.5492291,facebook,breathingExercise,dismissedAppOpening,Europe/Dublin,False,1.5,
1751488023.682736,tikTok,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751488214.0958838,tikTok,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751521376.885943,tikTok,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751525450.151011,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751525593.5100908,tikTok,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751537719.306447,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751540384.0766292,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751540545.447639,tikTok,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751540936.325747,facebook,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751541000.0124269,facebook,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751543035.47879,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751544693.9590669,tikTok,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751545049.913968,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751546576.341371,facebook,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751547039.6969619,facebook,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751548123.244499,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751549135.444971,facebook,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751549534.214371,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751552399.3513389,facebook,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751552966.6386452,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751554583.329084,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751555581.3729692,tikTok,breathingExercise,dismissedAppOpening,Europe/Dublin,False,1.5,
1751555586.966723,tikTok,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751556309.567631,tikTok,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751556633.789114,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751558316.7583508,facebook,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751559782.403336,instagram,breathingExercise,dismissedAppOpening,Europe/Dublin,False,1.5,
1751562708.7327518,tikTok,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751562729.1107411,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751562931.065681,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751563127.9393191,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751565040.593832,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751568209.449578,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751568620.870596,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751568861.4689279,instagram,breathingExercise,dismissedAppOpening,Europe/Dublin,False,1.5,
1751568920.194618,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751569486.373528,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751569870.592112,facebook,breathingExercise,dismissedAppOpening,Europe/Dublin,False,1.5,
1751569889.449552,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751570495.638667,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751572014.493371,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751572359.272202,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751572984.471566,facebook,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751574028.208688,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751574328.929953,tikTok,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751574415.974667,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751574444.537219,facebook,breathingExercise,dismissedAppOpening,Europe/Dublin,False,1.5,
1751574580.52078,facebook,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751575659.85105,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751576619.9326382,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751577814.735546,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751578438.6245332,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751585338.7752151,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751585389.2388148,facebook,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751585486.745195,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751585515.068955,facebook,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751585524.30599,tikTok,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751586037.268911,facebook,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751586308.249994,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751586364.15243,facebook,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751587358.443242,tikTok,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751588715.412983,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751588805.4441972,facebook,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751588934.8720632,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Toilet
1751588934.905209,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751606131.897836,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751606254.879219,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751606470.044312,facebook,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751610359.7682838,tikTok,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751610372.003639,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751610684.899766,tikTok,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751612382.37783,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751612784.631099,facebook,breathingExercise,dismissedAppOpening,Europe/Dublin,False,1.5,
1751612786.8421469,tikTok,breathingExercise,dismissedAppOpening,Europe/Dublin,False,1.5,
1751612792.9019542,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751613876.303842,instagram,breathingExercise,dismissedAppOpening,Europe/Dublin,False,1.5,
1751615827.114779,instagram,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
1751616383.38639,facebook,breathingExercise,openedApp,Europe/Dublin,False,1.5,Relax
