timestamp,isReIntervention,interventionDuration,timezone,interventionType,app,resolution
1752410694.592799,False,1.5,Asia/Karachi,breathingExercise,instagram,dismissedAppOpening
1752410701.487306,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752410804.560007,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752412966.203676,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752413391.885742,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752413827.3094192,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752414513.447988,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752418529.559057,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752418645.415921,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752419794.466532,False,1.5,Asia/Karachi,breathingExercise,instagram,dismissedAppOpening
1752420142.071939,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752420538.88729,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752420603.208246,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752420650.550572,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752420873.807191,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752421226.5142732,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752421458.07966,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752423009.443501,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752427413.45015,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752428235.241286,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752429938.54075,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752430136.414802,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752430539.52231,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752430568.489097,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752432065.627162,False,1.5,Asia/Karachi,breathingExercise,instagram,dismissedAppOpening
1752432122.204742,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752434544.221087,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752434592.4606729,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752438681.80648,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752439097.021209,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752439316.860575,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752439391.54327,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752439847.318674,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752439945.1454139,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752440882.940871,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752441206.670332,False,1.5,Asia/Karachi,breathingExercise,instagram,dismissedAppOpening
1752441247.0087361,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752449406.5303102,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752473877.067515,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752477972.743752,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752477987.0312939,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752478544.149498,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752478814.013657,False,1.5,Asia/Karachi,breathingExercise,instagram,dismissedAppOpening
1752480305.734703,False,1.5,Asia/Karachi,breathingExercise,instagram,dismissedAppOpening
1752480839.682903,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752481481.520595,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752481580.9523911,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752482211.7177901,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752482410.480506,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752494005.976594,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752495353.929524,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752498616.174473,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752498813.869429,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752498939.60585,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752502262.928412,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752508851.484252,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752517437.346586,False,1.5,Asia/Karachi,breathingExercise,instagram,dismissedAppOpening
1752517512.8483791,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752517632.206404,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752517821.598849,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752517915.424053,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752518011.236415,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752518362.167485,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752521501.1541781,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752522368.377487,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752522732.029965,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752523133.2393951,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752523484.0668368,False,1.5,Asia/Karachi,breathingExercise,instagram,dismissedAppOpening
1752525983.467801,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752527554.194634,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752529831.3380961,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752530679.5731091,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752556589.128676,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752556660.680286,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752557162.007261,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752558031.573409,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752558269.590485,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752564123.233933,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752564141.641007,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752564520.826401,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752564828.606831,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752565379.3738809,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752575829.6025581,False,1.5,Asia/Karachi,breathingExercise,instagram,dismissedAppOpening
1752580807.903508,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752586903.2880821,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752587350.402257,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752590865.799448,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752592867.7149138,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752592930.444612,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752593045.18534,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752593396.548174,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752593437.534159,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752594072.62282,False,1.5,Asia/Karachi,breathingExercise,instagram,dismissedAppOpening
1752594083.312187,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752594134.966402,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752594151.027199,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752594567.8255138,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752595195.002192,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752595220.863652,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752595864.903625,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752596057.7227368,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752596099.109171,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752596128.9893332,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752597535.424696,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752601238.082037,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752601257.4109092,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752603791.243279,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752606839.0098848,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752610127.470343,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752610149.247477,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752613797.8250341,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752614858.0038629,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752615196.24137,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752615414.850881,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752615794.1779819,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752615862.588235,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752616015.950953,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752616044.878145,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752616169.939938,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752616686.132587,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752640060.243688,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752644187.135416,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752645047.833858,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752648409.6764178,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752648699.818893,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752648807.327146,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752649582.483189,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752649752.56081,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752650745.724571,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752652698.2687101,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752657307.201112,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752657651.013097,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752657865.018529,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752657933.8551211,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752657954.779368,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752658050.945904,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752658405.1233811,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752658452.3607612,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752658880.8690739,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752658928.143184,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752659003.845288,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752659064.311957,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752659116.818608,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752669724.860033,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752671368.329525,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752671951.966234,False,1.5,Asia/Karachi,breathingExercise,instagram,dismissedAppOpening
1752672026.811991,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752672098.444652,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752672391.217407,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752673006.0554109,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752675281.965009,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752676555.838375,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752677590.609864,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752680495.6094851,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752682125.753375,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752683384.254195,False,1.5,Asia/Karachi,breathingExercise,instagram,dismissedAppOpening
1752683391.589167,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752683784.202049,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752687366.515583,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752687865.3810859,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752693143.873423,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752693179.155318,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752696556.9008079,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752696656.3989658,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752696676.389559,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752700605.045507,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752730136.196992,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752731126.2403378,False,1.5,Asia/Karachi,breathingExercise,instagram,dismissedAppOpening
1752734092.1179662,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752734285.974185,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752734925.247353,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752736330.801353,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752736625.703758,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752737414.030755,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752737476.294567,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752737528.452574,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752737588.149225,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752739352.77757,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752739407.387251,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752739533.248438,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752739557.443908,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752740276.1682,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752742588.396143,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752749936.36989,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752751421.581451,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752755061.72754,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752756718.550438,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752758186.761666,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752758897.556289,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752758990.638668,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752759274.073051,False,1.5,Asia/Karachi,breathingExercise,instagram,dismissedAppOpening
1752762508.5189471,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752762529.926739,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752762546.9686441,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752762568.743556,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752762730.848363,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752762781.0220551,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752765194.935701,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752765595.0984159,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752766746.660109,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752766983.375772,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752769105.288357,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752769143.7224212,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752770011.516556,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752773555.68431,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752774791.478901,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752775575.24459,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752776701.33009,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752777026.811759,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752778209.714036,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752781261.069773,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752782217.134048,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752782252.052841,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752782450.605799,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752782695.063458,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752785479.81407,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752785607.724265,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752785715.697866,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752785922.662736,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752786008.907803,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752786047.9098759,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752786334.500354,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752786456.028944,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752787781.6025538,False,1.5,Asia/Karachi,breathingExercise,instagram,dismissedAppOpening
1752823541.919579,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752823620.968895,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752824260.846451,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752824284.57304,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752826914.263,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752826982.614585,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752827905.505231,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752828590.7734442,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752832153.136229,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752832343.57731,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752832372.223878,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752833455.425478,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752833838.2577639,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752836722.042727,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752836756.0109382,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752837323.804075,False,1.5,Asia/Karachi,breathingExercise,instagram,dismissedAppOpening
1752837330.086678,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752837371.00954,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752841557.623893,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752841662.94397,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752844260.323658,False,1.5,Asia/Karachi,breathingExercise,instagram,dismissedAppOpening
1752844301.3155398,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752844464.062551,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752847287.5612411,False,1.5,Asia/Karachi,breathingExercise,instagram,dismissedAppOpening
1752847295.937861,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
1752848942.040607,False,1.5,Asia/Karachi,breathingExercise,instagram,openedApp
