interventionDuration,interventionType,isReIntervention,resolution,timestamp,app,timezone,timeIntervalUntilReIntervention
1.5,breathingExercise,False,openedApp,1750264625.988219,instagram,Europe/Lisbon,180.0
1.5,breathingExercise,False,dismissedAppOpening,1750265112.532186,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750265598.523384,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750266031.9345531,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750266046.301589,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750266558.940012,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750266841.2097058,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750267018.079691,instagram,Europe/Lisbon,60.0
,,False,closedApp,1750267041.155848,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750268006.712378,instagram,Europe/Lisbon,180.0
1.5,breathingExercise,False,dismissedAppOpening,1750268415.9824219,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750269104.230097,instagram,Europe/Lisbon,
,,False,closedApp,1750269097.339958,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750277781.765417,instagram,Europe/Lisbon,180.0
1.5,breathingExercise,False,openedApp,1750278025.023202,instagram,Europe/Lisbon,60.0
1.5,breathingExercise,False,dismissedAppOpening,1750278322.456664,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750279838.411178,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750280477.669958,instagram,Europe/Lisbon,120.0
1.5,breathingExercise,False,openedApp,1750281721.223476,instagram,Europe/Lisbon,120.0
,,False,closedApp,1750281750.0467582,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750281924.5603971,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750282133.171237,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750282535.654498,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750282589.174711,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750283031.5285358,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750283493.1633902,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750283573.430459,instagram,Europe/Lisbon,120.0
1.5,breathingExercise,False,dismissedAppOpening,1750283733.737644,instagram,Europe/Lisbon,
,,False,closedApp,1750283605.100126,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750283887.86287,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750284563.733002,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750311668.200865,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750311734.4089,instagram,Europe/Lisbon,
,,False,closedApp,1750312634.321054,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750313102.961495,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750313208.935614,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750313328.497611,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750313552.397087,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750315729.404914,instagram,Europe/Lisbon,60.0
1.5,breathingExercise,False,openedApp,1750315919.901053,instagram,Europe/Lisbon,60.0
,,False,closedApp,1750315959.548183,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750316305.033286,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750325168.4779649,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750325416.384016,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750326659.393673,instagram,Europe/Lisbon,60.0
,,False,closedApp,1750326691.478616,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750327427.095848,instagram,Europe/Lisbon,120.0
,,False,closedApp,1750327467.552143,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750327841.85653,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750327844.2765641,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750328197.3245559,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750328282.4783459,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750329475.93542,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750329530.0973701,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750329904.76115,instagram,Europe/Lisbon,
,,False,closedApp,1750330142.415479,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750330850.918021,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750330906.521646,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750331468.332761,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750332673.844152,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750333766.981564,instagram,Europe/Lisbon,120.0
,,False,closedApp,1750333854.4855208,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750334735.2895489,instagram,Europe/Lisbon,120.0
,,False,closedApp,1750334766.537231,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750336296.891992,instagram,Europe/Lisbon,
,,False,closedApp,1750338153.388293,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750340458.280334,instagram,Europe/Lisbon,180.0
1.5,breathingExercise,False,dismissedAppOpening,1750341834.379115,instagram,Europe/Lisbon,
,,False,closedApp,1750340508.0988731,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750343724.6308331,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750347733.9367762,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750347818.341491,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750349730.824617,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750349799.533822,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750350372.2233748,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750353454.494808,instagram,Europe/Lisbon,120.0
,,False,closedApp,1750353507.284357,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750354387.448041,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750355342.922964,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750358443.6688352,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750359625.025569,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750360436.8953109,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750362214.3769279,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750362341.3222861,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750365187.3951669,instagram,Europe/Lisbon,60.0
,,False,closedApp,1750365213.7740412,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750366242.075687,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750366365.982339,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750366438.149564,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750366851.212257,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750366921.097097,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750367106.757515,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750367145.852793,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750367275.0044398,instagram,Europe/Lisbon,120.0
,,False,closedApp,1750367369.3793511,instagram,Europe/Lisbon,
,,False,closedApp,1750367660.136924,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750369526.647886,instagram,Europe/Lisbon,60.0
,,False,closedApp,1750369566.0545979,instagram,Europe/Lisbon,
,,False,closedApp,1750369567.815963,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750370421.6574988,instagram,Europe/Lisbon,180.0
1.5,breathingExercise,False,dismissedAppOpening,1750370475.006888,instagram,Europe/Lisbon,
,,False,closedApp,1750370441.2041159,instagram,Europe/Lisbon,
,,False,closedApp,1750370445.6947289,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750396978.278253,instagram,Europe/Lisbon,60.0
,,False,closedApp,1750396992.232101,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750404446.233481,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750404465.297813,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750405480.321405,instagram,Europe/Lisbon,120.0
,,False,closedApp,1750405518.3034859,instagram,Europe/Lisbon,
,,False,closedApp,1750406324.184267,instagram,Europe/Lisbon,
,,False,closedApp,1750406425.667686,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750411276.323382,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750413223.773344,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750415895.1519551,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750415982.708302,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750416923.149465,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750417569.347709,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750417995.745131,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750419371.8910398,instagram,Europe/Lisbon,120.0
,,False,closedApp,1750419407.058227,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750420979.6200109,instagram,Europe/Lisbon,60.0
,,False,closedApp,1750421021.3139749,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750421306.155334,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750421455.526136,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750423875.555037,instagram,Europe/Lisbon,120.0
1.5,breathingExercise,False,dismissedAppOpening,1750427176.908983,instagram,Europe/Lisbon,
,,False,closedApp,1750423899.0223022,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750428276.100322,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750428367.61769,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750434570.931611,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750434741.0007591,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750435223.35528,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750436032.060647,instagram,Europe/Lisbon,120.0
1.5,breathingExercise,False,openedApp,1750439650.017622,instagram,Europe/Lisbon,120.0
,,False,closedApp,1750439952.0823421,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750440853.828665,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750441070.4590201,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750441380.297437,instagram,Europe/Lisbon,300.0
,,False,closedApp,1750441689.21385,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750450493.870337,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750450508.685063,instagram,Europe/Lisbon,180.0
1.5,breathingExercise,False,dismissedAppOpening,1750450715.5438309,instagram,Europe/Lisbon,
,,False,closedApp,1750450562.239511,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750453270.666541,instagram,Europe/Lisbon,120.0
,,False,closedApp,1750453384.570765,instagram,Europe/Lisbon,
,,False,closedApp,1750453506.79196,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750456031.633091,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750456898.321332,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750457189.2776399,instagram,Europe/Lisbon,120.0
,,False,closedApp,1750457297.0205588,instagram,Europe/Lisbon,
,,False,closedApp,1750457314.635522,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750486315.6037412,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750486402.082284,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750495861.3537889,instagram,Europe/Lisbon,60.0
,,False,closedApp,1750495891.511742,instagram,Europe/Lisbon,
,,False,closedApp,1750505201.8857942,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750505851.059519,instagram,Europe/Lisbon,120.0
1.5,breathingExercise,False,openedApp,1750508490.351291,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750505980.5856,instagram,Europe/Lisbon,
,,False,closedApp,1750508540.75301,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750509255.639754,instagram,Europe/Lisbon,120.0
,,False,closedApp,1750509383.472445,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750509739.875309,instagram,Europe/Lisbon,120.0
,,False,closedApp,1750509867.139941,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750513740.9543672,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750514162.017739,instagram,Europe/Lisbon,120.0
,,False,closedApp,1750514223.1912541,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750514482.10998,instagram,Europe/Lisbon,300.0
,,False,closedApp,1750514557.466778,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750515138.451539,instagram,Europe/Lisbon,180.0
1.5,breathingExercise,False,openedApp,1750515915.35762,instagram,Europe/Lisbon,180.0
1.5,breathingExercise,False,dismissedAppOpening,1750518342.872188,instagram,Europe/Lisbon,
,,False,closedApp,1750516316.5197248,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750519122.263523,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750519218.828006,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750519779.293127,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750521853.208811,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750521920.4758391,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750526674.3781,instagram,Europe/Lisbon,120.0
,,False,closedApp,1750526753.771743,instagram,Europe/Lisbon,
,,False,closedApp,1750526831.7329988,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750527031.898205,instagram,Europe/Lisbon,120.0
,,False,closedApp,1750527160.175358,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750527627.771,instagram,Europe/Lisbon,300.0
1.5,breathingExercise,False,dismissedAppOpening,1750529874.5569239,instagram,Europe/Lisbon,
,,False,closedApp,1750527655.865969,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750530851.03954,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750531938.662296,instagram,Europe/Lisbon,120.0
1.5,breathingExercise,False,dismissedAppOpening,1750532433.592966,instagram,Europe/Lisbon,
,,False,closedApp,1750532115.563266,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750532679.872666,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750532720.621594,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750533176.430604,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750534643.663404,instagram,Europe/Lisbon,120.0
,,False,closedApp,1750534676.321795,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750534972.1219049,instagram,Europe/Lisbon,120.0
,,False,closedApp,1750534993.328367,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750545747.9243,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750547264.357763,instagram,Europe/Lisbon,120.0
1.5,breathingExercise,False,dismissedAppOpening,1750548002.714,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750549196.27313,instagram,Europe/Lisbon,120.0
,,False,closedApp,1750549251.577795,instagram,Europe/Lisbon,
,,False,closedApp,1750571873.988968,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750573521.16192,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750576744.196525,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750576809.5849829,instagram,Europe/Lisbon,
,,False,closedApp,1750576828.160935,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750577297.428982,instagram,Europe/Lisbon,120.0
,,False,closedApp,1750577510.1936688,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750577774.6391258,instagram,Europe/Lisbon,120.0
1.5,breathingExercise,False,openedApp,1750578333.1675591,instagram,Europe/Lisbon,180.0
1.5,breathingExercise,False,openedApp,1750578625.850397,instagram,Europe/Lisbon,120.0
,,False,closedApp,1750578710.660287,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750580097.4408622,instagram,Europe/Lisbon,60.0
,,False,closedApp,1750580164.4757872,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750582124.314217,instagram,Europe/Lisbon,60.0
,,False,closedApp,1750582562.397713,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750585490.343535,instagram,Europe/Lisbon,60.0
1.5,breathingExercise,False,openedApp,1750586126.812254,instagram,Europe/Lisbon,120.0
,,False,closedApp,1750585511.7515311,instagram,Europe/Lisbon,
,,False,closedApp,1750586257.661685,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750586302.596231,instagram,Europe/Lisbon,180.0
1.5,breathingExercise,False,dismissedAppOpening,1750586509.804978,instagram,Europe/Lisbon,
,,False,closedApp,1750586435.6263409,instagram,Europe/Lisbon,
,,False,closedApp,1750586495.434245,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750586570.612863,instagram,Europe/Lisbon,120.0
,,False,closedApp,1750586618.8695312,instagram,Europe/Lisbon,
,,False,closedApp,1750586659.898336,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750587247.672052,instagram,Europe/Lisbon,120.0
1.5,breathingExercise,False,dismissedAppOpening,1750587700.479877,instagram,Europe/Lisbon,
,,False,closedApp,1750587276.01177,instagram,Europe/Lisbon,
,,False,closedApp,1750587808.516459,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750593270.404793,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750593723.4163132,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750593730.962502,instagram,Europe/Lisbon,120.0
,,False,closedApp,1750593783.031882,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750594912.172316,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750594975.199564,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750595268.6715221,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750595761.105556,instagram,Europe/Lisbon,120.0
1.5,breathingExercise,False,dismissedAppOpening,1750598086.614417,instagram,Europe/Lisbon,
,,False,closedApp,1750596238.003271,instagram,Europe/Lisbon,
,,False,closedApp,1750596656.2349858,instagram,Europe/Lisbon,
,,False,closedApp,1750596759.9970798,instagram,Europe/Lisbon,
,,False,closedApp,1750596965.360518,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750602316.0000439,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750602342.886545,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750604554.265832,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750604561.756666,instagram,Europe/Lisbon,60.0
1.5,breathingExercise,False,openedApp,1750605838.7120209,instagram,Europe/Lisbon,120.0
,,False,closedApp,1750605864.1279922,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750609234.3803182,instagram,Europe/Lisbon,120.0
,,False,closedApp,1750609261.4923081,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750609562.369482,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750610099.375229,instagram,Europe/Lisbon,60.0
,,False,closedApp,1750610175.106574,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750610276.931553,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750610287.963656,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750610332.877709,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750610437.096772,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750612763.7057018,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750612799.806697,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750613190.5401502,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750614377.248986,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750614918.922014,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750615080.1652188,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750615165.843947,instagram,Europe/Lisbon,60.0
,,False,closedApp,1750615315.311284,instagram,Europe/Lisbon,
,,False,closedApp,1750615391.316571,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750615399.532069,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750615556.1956859,instagram,Europe/Lisbon,
,,False,closedApp,1750615744.429257,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750615765.422841,instagram,Europe/Lisbon,300.0
,,False,closedApp,1750615779.689081,instagram,Europe/Lisbon,
,,False,closedApp,1750615952.023757,instagram,Europe/Lisbon,
,,False,closedApp,1750616069.988037,instagram,Europe/Lisbon,
,,False,closedApp,1750616183.432147,instagram,Europe/Lisbon,
,,False,closedApp,1750618860.88112,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750619418.418346,instagram,Europe/Lisbon,300.0
,,False,closedApp,1750619496.180215,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750619978.606523,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750622347.637583,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750622370.221215,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750623830.459216,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750623944.174337,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750625828.7315989,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750625847.439218,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750626603.547463,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750626872.4587831,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750627617.036618,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750627680.7483969,instagram,Europe/Lisbon,120.0
,,False,closedApp,1750627744.799789,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750627935.9909291,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750629003.932095,instagram,Europe/Lisbon,300.0
,,False,closedApp,1750629185.586168,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750629433.535015,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750630119.091803,instagram,Europe/Lisbon,
1.5,breathingExercise,False,dismissedAppOpening,1750631651.702221,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750631857.997703,instagram,Europe/Lisbon,120.0
1.5,breathingExercise,False,dismissedAppOpening,1750632242.919763,instagram,Europe/Lisbon,
,,False,closedApp,1750631964.4720778,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750632867.282635,instagram,Europe/Lisbon,60.0
,,False,closedApp,1750632901.900391,instagram,Europe/Lisbon,
1.5,breathingExercise,False,openedApp,1750636788.504994,instagram,Europe/Lisbon,300.0
,,False,closedApp,1750636803.950035,instagram,Europe/Lisbon,
,,False,closedApp,1750636823.4999552,instagram,Europe/Lisbon,
,,False,closedApp,1750636844.202022,instagram,Europe/Lisbon,
,,False,closedApp,1750636846.59509,instagram,Europe/Lisbon,
,,False,closedApp,1750679735.339045,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750683333.297919,instagram,Europe/Lisbon,120.0
,,False,closedApp,1750683381.131353,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750684356.769712,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750695878.582742,instagram,Europe/Lisbon,240.0
,,False,closedApp,1750695915.966913,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750696112.753078,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750696423.1031551,instagram,Europe/Lisbon,300.0
,,False,closedApp,1750696504.374563,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750698051.6415792,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750698114.911985,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750698149.098693,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750698766.418587,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750699723.83071,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750699727.912084,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750701586.232609,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750701674.634873,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750708931.085794,instagram,Europe/Lisbon,300.0
,,False,closedApp,1750708958.531344,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750709053.370537,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750710920.436933,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750711110.309433,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750711125.7054071,instagram,Europe/Lisbon,300.0
,,False,closedApp,1750711165.48471,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750714116.762632,instagram,Europe/Lisbon,240.0
,,False,closedApp,1750714271.46519,instagram,Europe/Lisbon,
,,False,closedApp,1750714363.8378282,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750714410.260001,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750714492.851812,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750714580.553555,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750715139.69579,instagram,Europe/Lisbon,180.0
,,False,closedApp,1750715313.291363,instagram,Europe/Lisbon,
,,False,closedApp,1750715314.922432,instagram,Europe/Lisbon,
,,False,closedApp,1750715316.296698,instagram,Europe/Lisbon,
6.0,breathingExercise,False,dismissedAppOpening,1750715328.190722,instagram,Europe/Lisbon,
6.0,breathingExercise,False,openedApp,1750717032.258122,instagram,Europe/Lisbon,300.0
,,False,closedApp,1750717065.9091039,instagram,Europe/Lisbon,
,,False,closedApp,1750717114.33327,instagram,Europe/Lisbon,
,,False,closedApp,1750717145.667738,instagram,Europe/Lisbon,
