timezone,timestamp,resolution,interventionDuration,isReIntervention,app,interventionType,timeIntervalUntilReIntervention
Europe/Zurich,1753799038.1501222,openedApp,1.5,False,youtube,breathingExercise,420.0
Europe/Zurich,1753800019.931013,openedApp,1.5,False,youtube,breathingExercise,720.0
Europe/Zurich,1753806404.117377,openedApp,1.5,False,youtube,breathingExercise,720.0
Europe/Zurich,1753807853.3050818,openedApp,1.5,False,youtube,breathingExercise,600.0
Europe/Zurich,1753811562.7231622,openedApp,1.5,False,youtube,breathingExercise,660.0
Europe/Zurich,1753812249.302957,openedApp,1.5,True,youtube,breathingExercise,1020.0
Europe/Zurich,1753815045.122659,openedApp,1.5,False,youtube,breathingExercise,540.0
Europe/Zurich,1753815670.064536,dismissedAppOpening,1.5,False,youtube,breathingExercise,
Europe/Zurich,1753817706.830225,openedApp,1.5,False,youtube,breathingExercise,1560.0
Europe/Zurich,1753819283.63593,openedApp,1.5,True,youtube,breathingExercise,540.0
Europe/Zurich,1753820139.71383,openedApp,1.5,False,youtube,breathingExercise,600.0
Europe/Zurich,1753826731.8596802,openedApp,1.5,False,youtube,breathingExercise,540.0
Europe/Zurich,1753827292.4408488,openedApp,1.5,True,youtube,breathingExercise,600.0
Europe/Zurich,1753827897.038793,openedApp,1.5,True,youtube,breathingExercise,240.0
Europe/Zurich,1753829127.665323,openedApp,1.5,False,youtube,breathingExercise,600.0
Europe/Zurich,1753829742.680791,openedApp,1.5,False,youtube,breathingExercise,480.0
Europe/Zurich,1753830240.0505838,openedApp,1.5,True,youtube,breathingExercise,360.0
Europe/Zurich,1753830597.305537,openedApp,1.5,True,youtube,breathingExercise,540.0
Europe/Zurich,1753831754.8902411,openedApp,1.5,False,youtube,breathingExercise,420.0
Europe/Zurich,1753832186.582001,openedApp,1.5,True,youtube,breathingExercise,480.0
Europe/Zurich,1753832677.502682,openedApp,1.5,True,youtube,breathingExercise,300.0
Europe/Zurich,1753856157.236075,openedApp,1.5,False,youtube,breathingExercise,120.0
Europe/Zurich,1753856894.2206059,openedApp,1.5,True,youtube,breathingExercise,780.0
Europe/Zurich,1753857330.276742,dismissedAppOpening,1.5,False,youtube,breathingExercise,
Europe/Zurich,1753857463.2952518,openedApp,1.5,False,youtube,breathingExercise,240.0
Europe/Zurich,1753857897.80632,openedApp,1.5,False,youtube,breathingExercise,480.0
Europe/Zurich,1753859148.182945,dismissedAppOpening,1.5,False,youtube,breathingExercise,
Europe/Zurich,1753900134.410311,openedApp,1.5,False,youtube,breathingExercise,540.0
Europe/Zurich,1753902421.513272,openedApp,1.5,False,youtube,breathingExercise,360.0
Europe/Zurich,1753903045.864121,openedApp,1.5,False,youtube,breathingExercise,600.0
Europe/Zurich,1753904052.784025,openedApp,1.5,False,youtube,breathingExercise,540.0
Europe/Zurich,1753904263.3890948,openedApp,1.5,False,youtube,breathingExercise,600.0
Europe/Zurich,1753974066.3164191,openedApp,1.5,False,youtube,breathingExercise,420.0
Europe/Zurich,1753974506.2557302,openedApp,1.5,True,youtube,breathingExercise,540.0
Europe/Zurich,1753975049.669567,openedApp,1.5,True,youtube,breathingExercise,240.0
Europe/Zurich,1753975297.596843,openedApp,1.5,True,youtube,breathingExercise,540.0
Europe/Zurich,1753975857.4253302,openedApp,1.5,True,youtube,breathingExercise,540.0
Europe/Zurich,1753976504.644105,openedApp,1.5,False,youtube,breathingExercise,960.0
Europe/Zurich,1753977477.264343,openedApp,1.5,True,youtube,breathingExercise,540.0
Europe/Zurich,1753978026.6200309,openedApp,1.5,True,youtube,breathingExercise,420.0
Europe/Zurich,1753978449.229978,dismissedAppOpening,1.5,True,youtube,breathingExercise,
Europe/Zurich,1753978457.88082,openedApp,1.5,False,youtube,breathingExercise,420.0
Europe/Zurich,1753978876.609925,openedApp,1.5,True,youtube,breathingExercise,1140.0
Europe/Zurich,1753980019.137761,openedApp,1.5,True,youtube,breathingExercise,960.0
Europe/Zurich,1753980999.9893641,openedApp,1.5,True,youtube,breathingExercise,
Europe/Zurich,1753981815.6547132,openedApp,1.5,False,youtube,breathingExercise,1140.0
Europe/Zurich,1753983072.98207,openedApp,1.5,False,youtube,breathingExercise,600.0
Europe/Zurich,1753984798.283513,dismissedAppOpening,1.5,False,youtube,breathingExercise,
Europe/Zurich,1753988425.2015982,openedApp,1.5,False,youtube,breathingExercise,720.0
Europe/Zurich,1753989157.174872,openedApp,1.5,True,youtube,breathingExercise,1260.0
Europe/Zurich,1753992649.393604,openedApp,1.5,False,youtube,breathingExercise,660.0
Europe/Zurich,1753993002.916678,openedApp,1.5,False,youtube,breathingExercise,1800.0
Europe/Zurich,1753993292.6401858,dismissedAppOpening,1.5,False,youtube,breathingExercise,
Europe/Zurich,1753995816.428468,openedApp,1.5,False,youtube,breathingExercise,600.0
Europe/Zurich,1753996429.317068,openedApp,1.5,True,youtube,breathingExercise,720.0
Europe/Zurich,1753998443.737451,openedApp,1.5,False,youtube,breathingExercise,600.0
Europe/Zurich,1753999058.891117,openedApp,1.5,True,youtube,breathingExercise,480.0
Europe/Zurich,1753999547.415102,openedApp,1.5,True,youtube,breathingExercise,780.0
Europe/Zurich,1754000330.982212,openedApp,1.5,True,youtube,breathingExercise,540.0
Europe/Zurich,1754000874.327954,openedApp,1.5,True,youtube,breathingExercise,1500.0
Europe/Zurich,1754041020.354885,openedApp,1.5,False,youtube,breathingExercise,480.0
Europe/Zurich,1754041518.088304,openedApp,1.5,True,youtube,breathingExercise,720.0
Europe/Zurich,1754042431.178825,openedApp,1.5,False,youtube,breathingExercise,900.0
Europe/Zurich,1754042431.513798,dismissedAppOpening,1.5,False,youtube,breathingExercise,
Europe/Zurich,1754043344.118352,openedApp,1.5,True,youtube,breathingExercise,600.0
Europe/Zurich,1754043951.842823,openedApp,1.5,True,youtube,breathingExercise,1080.0
Europe/Zurich,1754045030.7587519,openedApp,1.5,True,youtube,breathingExercise,1320.0
Europe/Zurich,1754045757.362169,openedApp,1.5,False,youtube,breathingExercise,720.0
Europe/Zurich,1754046499.208363,openedApp,1.5,True,youtube,breathingExercise,660.0
Europe/Zurich,1754047168.272198,openedApp,1.5,True,youtube,breathingExercise,1500.0
Europe/Zurich,1754047704.6577759,openedApp,1.5,False,youtube,breathingExercise,600.0
Europe/Zurich,1754048201.703899,openedApp,1.5,False,youtube,breathingExercise,720.0
Europe/Zurich,1754049191.3586311,openedApp,1.5,False,youtube,breathingExercise,660.0
Europe/Zurich,1754049191.400023,openedApp,1.5,False,youtube,breathingExercise,660.0
Europe/Zurich,1754049191.5395432,dismissedAppOpening,1.5,False,youtube,breathingExercise,
Europe/Zurich,1754049278.856957,openedApp,1.5,False,youtube,breathingExercise,540.0
Europe/Zurich,1754050177.746074,dismissedAppOpening,1.5,False,youtube,breathingExercise,
Europe/Zurich,1754051753.763801,dismissedAppOpening,1.5,False,youtube,breathingExercise,
Europe/Zurich,1754051806.23381,openedApp,1.5,False,youtube,breathingExercise,600.0
Europe/Zurich,1754052035.053551,dismissedAppOpening,1.5,False,youtube,breathingExercise,
Europe/Zurich,1754052124.65733,openedApp,1.5,False,youtube,breathingExercise,600.0
Europe/Zurich,1754052776.087782,openedApp,1.5,True,youtube,breathingExercise,660.0
Europe/Zurich,1754056376.613041,openedApp,1.5,False,youtube,breathingExercise,780.0
Europe/Zurich,1754057169.580089,openedApp,1.5,True,youtube,breathingExercise,660.0
Europe/Zurich,1754057569.737798,openedApp,1.5,False,youtube,breathingExercise,600.0
Europe/Zurich,1754057730.452287,openedApp,1.5,False,youtube,breathingExercise,480.0
Europe/Zurich,1754057730.500476,dismissedAppOpening,1.5,False,youtube,breathingExercise,
Europe/Zurich,1754058292.253761,openedApp,1.5,False,youtube,breathingExercise,1620.0
Europe/Zurich,1754061476.760601,dismissedAppOpening,1.5,False,youtube,breathingExercise,
Europe/Zurich,1754061501.93782,openedApp,1.5,False,youtube,breathingExercise,780.0
Europe/Zurich,1754063496.897341,openedApp,1.5,False,youtube,breathingExercise,1260.0
Europe/Zurich,1754069747.799917,openedApp,1.5,False,youtube,breathingExercise,1080.0
Europe/Zurich,1754070033.546803,openedApp,1.5,False,youtube,breathingExercise,1140.0
Europe/Zurich,1754071390.703264,openedApp,1.5,False,youtube,breathingExercise,600.0
Europe/Zurich,1754075768.920574,openedApp,1.5,False,youtube,breathingExercise,1500.0
Europe/Zurich,1754075978.857158,openedApp,1.5,False,youtube,breathingExercise,1500.0
Europe/Zurich,1754076438.792341,dismissedAppOpening,1.5,False,youtube,breathingExercise,
Europe/Zurich,1754076444.990103,openedApp,1.5,False,youtube,breathingExercise,1560.0
Europe/Zurich,1754076491.692702,openedApp,1.5,False,youtube,breathingExercise,1020.0
Europe/Zurich,1754078771.6329,openedApp,1.5,False,youtube,breathingExercise,540.0
Europe/Zurich,1754079277.008916,dismissedAppOpening,1.5,False,youtube,breathingExercise,
Europe/Zurich,1754079501.472647,openedApp,1.5,False,youtube,breathingExercise,960.0
Europe/Zurich,1754079590.372138,openedApp,1.5,False,youtube,breathingExercise,1320.0
Europe/Zurich,1754079796.723724,openedApp,1.5,False,youtube,breathingExercise,1620.0
Europe/Zurich,1754081009.0611792,dismissedAppOpening,1.5,False,youtube,breathingExercise,
Europe/Zurich,1754081016.785388,openedApp,1.5,False,youtube,breathingExercise,1620.0
Europe/Zurich,1754081609.178525,openedApp,1.5,False,youtube,breathingExercise,1140.0
Europe/Zurich,1754082279.823244,dismissedAppOpening,1.5,False,youtube,breathingExercise,
Europe/Zurich,1754082313.211685,openedApp,1.5,False,youtube,breathingExercise,1560.0
Europe/Zurich,1754083109.799532,dismissedAppOpening,1.5,False,youtube,breathingExercise,
Europe/Zurich,1754083158.65838,openedApp,1.5,False,youtube,breathingExercise,960.0
Europe/Zurich,1754084515.316695,openedApp,1.5,False,youtube,breathingExercise,600.0
Europe/Zurich,1754084762.249222,openedApp,1.5,False,youtube,breathingExercise,660.0
Europe/Zurich,1754085253.974372,openedApp,1.5,False,youtube,breathingExercise,660.0
Europe/Zurich,1754085451.456324,openedApp,1.5,False,youtube,breathingExercise,540.0
Europe/Zurich,1754086003.675624,openedApp,1.5,True,youtube,breathingExercise,1620.0
Europe/Zurich,1754086536.210421,openedApp,1.5,False,youtube,breathingExercise,720.0
Europe/Zurich,1754087270.0003219,dismissedAppOpening,1.5,True,youtube,breathingExercise,
Europe/Zurich,1754087282.277775,openedApp,1.5,False,youtube,breathingExercise,720.0
Europe/Zurich,1754087398.955227,openedApp,1.5,False,youtube,breathingExercise,780.0
Europe/Zurich,1754087608.991708,dismissedAppOpening,1.5,False,youtube,breathingExercise,
Europe/Zurich,1754087727.62999,openedApp,1.5,False,youtube,breathingExercise,420.0
Europe/Zurich,1754088163.25195,openedApp,1.5,True,youtube,breathingExercise,660.0
Europe/Zurich,1754088758.252315,openedApp,1.5,False,youtube,breathingExercise,1260.0
Europe/Zurich,1754088826.3661032,openedApp,1.5,False,youtube,breathingExercise,420.0
Europe/Zurich,1754103878.843659,openedApp,1.5,False,youtube,breathingExercise,600.0
Europe/Zurich,1754104405.023139,openedApp,1.5,False,youtube,breathingExercise,480.0
Europe/Zurich,1754104898.386191,openedApp,1.5,True,youtube,breathingExercise,480.0
Europe/Zurich,1754105393.560164,openedApp,1.5,True,youtube,breathingExercise,1680.0
Europe/Zurich,1754105533.245065,openedApp,1.5,False,youtube,breathingExercise,600.0
Europe/Zurich,1754106136.6604,openedApp,1.5,False,youtube,breathingExercise,300.0
Europe/Zurich,1754106474.565754,dismissedAppOpening,1.5,True,youtube,breathingExercise,
Europe/Zurich,1754128870.9310021,openedApp,1.5,False,youtube,breathingExercise,1740.0
Europe/Zurich,1754129486.278085,openedApp,1.5,False,youtube,breathingExercise,1560.0
Europe/Zurich,1754131103.936163,openedApp,1.5,False,youtube,breathingExercise,1080.0
Europe/Zurich,1754132176.4754329,openedApp,1.5,False,youtube,breathingExercise,840.0
Europe/Zurich,1754132897.729481,openedApp,1.5,False,youtube,breathingExercise,600.0
Europe/Zurich,1754133510.288552,openedApp,1.5,True,youtube,breathingExercise,780.0
Europe/Zurich,1754134569.974403,openedApp,1.5,True,youtube,breathingExercise,1680.0
Europe/Zurich,1754135738.299967,openedApp,1.5,False,youtube,breathingExercise,840.0
Europe/Zurich,1754137740.998818,openedApp,1.5,False,youtube,breathingExercise,540.0
Europe/Zurich,1754139079.70396,openedApp,1.5,False,youtube,breathingExercise,660.0
Europe/Zurich,1754140052.1170778,dismissedAppOpening,1.5,False,youtube,breathingExercise,
Europe/Zurich,1754140060.056493,openedApp,1.5,False,youtube,breathingExercise,1800.0
Europe/Zurich,1754140225.5251288,openedApp,1.5,False,youtube,breathingExercise,480.0
Europe/Zurich,1754140718.495822,openedApp,1.5,True,youtube,breathingExercise,420.0
Europe/Zurich,1754141155.6898031,openedApp,1.5,True,youtube,breathingExercise,840.0
Europe/Zurich,1754141419.527676,openedApp,1.5,False,youtube,breathingExercise,900.0
Europe/Zurich,1754141592.928819,openedApp,1.5,False,youtube,breathingExercise,840.0
Europe/Zurich,1754141786.832418,dismissedAppOpening,1.5,False,youtube,breathingExercise,
Europe/Zurich,1754142573.211662,openedApp,1.5,False,youtube,breathingExercise,720.0
Europe/Zurich,1754142881.264944,openedApp,1.5,False,youtube,breathingExercise,480.0
Europe/Zurich,1754143126.6168041,openedApp,1.5,False,youtube,breathingExercise,600.0
Europe/Zurich,1754144614.473382,openedApp,1.5,False,youtube,breathingExercise,540.0
Europe/Zurich,1754144883.533242,openedApp,1.5,False,youtube,breathingExercise,540.0
Europe/Zurich,1754146668.946021,openedApp,1.5,False,youtube,breathingExercise,1980.0
Europe/Zurich,1754146862.568748,openedApp,1.5,False,youtube,breathingExercise,660.0
Europe/Zurich,1754147513.1390948,openedApp,1.5,False,youtube,breathingExercise,1080.0
Europe/Zurich,1754148324.536879,openedApp,1.5,False,youtube,breathingExercise,1620.0
Europe/Zurich,1754148451.463451,openedApp,1.5,False,youtube,breathingExercise,600.0
Europe/Zurich,1754148649.070065,dismissedAppOpening,1.5,False,youtube,breathingExercise,
Europe/Zurich,1754148659.665365,openedApp,1.5,False,youtube,breathingExercise,600.0
Europe/Zurich,1754149314.914515,openedApp,1.5,False,youtube,breathingExercise,660.0
Europe/Zurich,1754150136.028551,dismissedAppOpening,1.5,False,youtube,breathingExercise,
Europe/Zurich,1754150145.8380852,openedApp,1.5,False,youtube,breathingExercise,900.0
Europe/Zurich,1754150345.3903852,openedApp,1.5,False,youtube,breathingExercise,1800.0
Europe/Zurich,1754150522.8171592,dismissedAppOpening,1.5,False,youtube,breathingExercise,
Europe/Zurich,1754150563.426176,openedApp,1.5,False,youtube,breathingExercise,660.0
Europe/Zurich,1754150999.314776,openedApp,1.5,False,youtube,breathingExercise,720.0
Europe/Zurich,1754151205.579309,dismissedAppOpening,1.5,False,youtube,breathingExercise,
Europe/Zurich,1754151272.454276,openedApp,1.5,False,youtube,breathingExercise,240.0
Europe/Zurich,1754151523.412138,openedApp,1.5,True,youtube,breathingExercise,1200.0
Europe/Zurich,1754151959.054918,openedApp,1.5,False,youtube,breathingExercise,600.0
Europe/Zurich,1754152353.909532,openedApp,1.5,False,youtube,breathingExercise,1080.0
Europe/Zurich,1754156121.691437,openedApp,1.5,False,youtube,breathingExercise,1860.0
Europe/Zurich,1754156690.8220139,openedApp,1.5,False,youtube,breathingExercise,960.0
Europe/Zurich,1754156918.3018441,openedApp,1.5,False,youtube,breathingExercise,660.0
Europe/Zurich,1754157007.659288,openedApp,1.5,False,youtube,breathingExercise,660.0
Europe/Zurich,1754157751.239365,openedApp,1.5,True,youtube,breathingExercise,480.0
Europe/Zurich,1754158233.668511,openedApp,1.5,True,youtube,breathingExercise,360.0
Europe/Zurich,1754161066.78037,openedApp,1.5,False,youtube,breathingExercise,1080.0
Europe/Zurich,1754162160.0583239,openedApp,1.5,True,youtube,breathingExercise,480.0
Europe/Zurich,1754162642.418394,openedApp,1.5,True,youtube,breathingExercise,1500.0
Europe/Zurich,1754164208.3418431,openedApp,1.5,False,youtube,breathingExercise,1440.0
Europe/Zurich,1754165169.336623,dismissedAppOpening,1.5,False,youtube,breathingExercise,
Europe/Zurich,1754165260.025075,dismissedAppOpening,1.5,False,youtube,breathingExercise,
Europe/Zurich,1754165291.326167,openedApp,1.5,False,youtube,breathingExercise,1200.0
Europe/Zurich,1754165650.458768,openedApp,1.5,False,youtube,breathingExercise,660.0
Europe/Zurich,1754166000.945463,dismissedAppOpening,1.5,False,youtube,breathingExercise,
Europe/Zurich,1754166512.894716,openedApp,1.5,False,youtube,breathingExercise,600.0
Europe/Zurich,1754167978.3550029,dismissedAppOpening,1.5,False,youtube,breathingExercise,
Europe/Zurich,1754168175.035037,openedApp,1.5,False,youtube,breathingExercise,1140.0
Europe/Zurich,1754168635.162801,openedApp,1.5,False,youtube,breathingExercise,660.0
Europe/Zurich,1754168825.469624,openedApp,1.5,False,youtube,breathingExercise,1740.0
Europe/Zurich,1754173072.110796,openedApp,1.5,False,youtube,breathingExercise,720.0
Europe/Zurich,1754173816.9562612,openedApp,1.5,True,youtube,breathingExercise,540.0
Europe/Zurich,1754174491.598809,openedApp,1.5,False,youtube,breathingExercise,540.0
Europe/Zurich,1754174868.2952728,dismissedAppOpening,1.5,False,youtube,breathingExercise,
Europe/Zurich,1754174925.049223,openedApp,1.5,False,youtube,breathingExercise,360.0
Europe/Zurich,1754175314.9856858,openedApp,1.5,True,youtube,breathingExercise,360.0
Europe/Zurich,1754216910.563878,openedApp,1.5,False,youtube,breathingExercise,360.0
Europe/Zurich,1754217282.516374,openedApp,1.5,True,youtube,breathingExercise,420.0
Europe/Zurich,1754217716.3093228,openedApp,1.5,True,youtube,breathingExercise,420.0
Europe/Zurich,1754218204.4062948,openedApp,1.5,False,youtube,breathingExercise,360.0
Europe/Zurich,1754218731.6828852,openedApp,1.5,True,youtube,breathingExercise,720.0
Europe/Zurich,1754219273.8268309,openedApp,1.5,False,youtube,breathingExercise,540.0
Europe/Zurich,1754219687.915703,openedApp,1.5,False,youtube,breathingExercise,420.0
Europe/Zurich,1754220119.146369,openedApp,1.5,True,youtube,breathingExercise,1020.0
Europe/Zurich,1754221728.656219,openedApp,1.5,True,youtube,breathingExercise,900.0
Europe/Zurich,1754222354.116928,openedApp,1.5,False,youtube,breathingExercise,660.0
Europe/Zurich,1754223529.32725,openedApp,1.5,False,youtube,breathingExercise,540.0
Europe/Zurich,1754223640.0889559,openedApp,1.5,False,youtube,breathingExercise,660.0
Europe/Zurich,1754223691.86273,dismissedAppOpening,1.5,False,youtube,breathingExercise,
Europe/Zurich,1754223757.2644181,dismissedAppOpening,1.5,False,youtube,breathingExercise,
Europe/Zurich,1754225220.920463,openedApp,1.5,False,youtube,breathingExercise,1260.0
Europe/Zurich,1754225701.4026499,dismissedAppOpening,1.5,False,youtube,breathingExercise,
Europe/Zurich,1754229088.201745,openedApp,1.5,False,youtube,breathingExercise,300.0
Europe/Zurich,1754230751.249342,openedApp,1.5,False,youtube,breathingExercise,300.0
Europe/Zurich,1754231573.365632,openedApp,1.5,False,youtube,breathingExercise,300.0
Europe/Zurich,1754231893.082634,dismissedAppOpening,1.5,False,youtube,breathingExercise,
Europe/Zurich,1754232348.48211,openedApp,1.5,False,youtube,breathingExercise,360.0
Europe/Zurich,1754232450.978015,dismissedAppOpening,1.5,False,youtube,breathingExercise,
Europe/Zurich,1754232476.99352,openedApp,1.5,False,youtube,breathingExercise,1680.0
