interventionType,timestamp,resolution,interventionDuration,isReIntervention,timezone,app,purpose
breathingExercise,1752781102.823487,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752782404.56277,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752782491.5563421,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752784248.9555311,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752785168.018919,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752785965.4819431,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752786500.954722,dismissedAppOpening,1.5,False,Asia/Tehran,instagram,
breathingExercise,1752787228.704688,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752787747.581423,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752787875.189643,openedApp,1.5,False,Asia/Tehran,twitter,Check likes
breathingExercise,1752788514.392031,dismissedAppOpening,1.5,False,Asia/Tehran,twitter,
breathingExercise,1752788539.174825,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752792989.811326,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752793178.136232,openedApp,1.5,False,Asia/Tehran,twitter,Check likes
breathingExercise,1752793504.864269,openedApp,1.5,False,Asia/Tehran,twitter,Check likes
breathingExercise,1752794200.04596,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752795362.7680922,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752808115.760957,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752808480.13869,openedApp,1.5,False,Asia/Tehran,twitter,Check likes
breathingExercise,1752813362.4702659,dismissedAppOpening,1.5,False,Asia/Tehran,twitter,
breathingExercise,1752813393.2176309,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752815682.102522,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752817483.75103,openedApp,1.5,False,Asia/Tehran,twitter,Escape / Avoid
breathingExercise,1752817628.0834599,dismissedAppOpening,1.5,False,Asia/Tehran,twitter,
breathingExercise,1752817727.1136642,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752818000.4185839,openedApp,1.5,False,Asia/Tehran,instagram,Entertainment
breathingExercise,1752818546.146299,openedApp,1.5,False,Asia/Tehran,twitter,Check likes
breathingExercise,1752818891.457065,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752821490.341532,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752822632.8384728,openedApp,1.5,False,Asia/Tehran,instagram,Post something
breathingExercise,1752822679.97583,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752822708.818804,openedApp,1.5,False,Asia/Tehran,instagram,Message
breathingExercise,1752822746.218293,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752822769.6629128,openedApp,1.5,False,Asia/Tehran,instagram,Post something
breathingExercise,1752822871.2071528,openedApp,1.5,False,Asia/Tehran,instagram,Post something
breathingExercise,1752822891.745195,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752823898.600204,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752825373.176433,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752825929.589034,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752828218.795032,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752828434.63152,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752829453.42243,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752829615.139359,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752830162.1973128,openedApp,1.5,False,Asia/Tehran,twitter,Check likes
breathingExercise,1752831863.532387,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752832224.2767081,openedApp,1.5,False,Asia/Tehran,twitter,Post something
breathingExercise,1752832419.627558,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752832799.203495,openedApp,1.5,False,Asia/Tehran,instagram,Post something
breathingExercise,1752832942.60903,openedApp,1.5,False,Asia/Tehran,instagram,Post something
breathingExercise,1752835443.272996,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752836921.056391,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752837384.826038,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752837598.490652,openedApp,1.5,False,Asia/Tehran,twitter,Post something
breathingExercise,1752837782.875423,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752838273.901933,openedApp,1.5,False,Asia/Tehran,twitter,Check likes
breathingExercise,1752838323.894143,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752838940.115574,openedApp,1.5,False,Asia/Tehran,twitter,Check likes
breathingExercise,1752839064.570529,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752839892.843693,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752841189.30801,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752841610.113322,openedApp,1.5,False,Asia/Tehran,twitter,Check likes
breathingExercise,1752844641.6137729,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752844902.080793,dismissedAppOpening,1.5,False,Asia/Tehran,twitter,
breathingExercise,1752844928.0218391,openedApp,1.5,False,Asia/Tehran,twitter,Check likes
breathingExercise,1752846957.118455,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752847111.71656,openedApp,1.5,False,Asia/Tehran,twitter,Check likes
breathingExercise,1752847157.3332891,openedApp,1.5,False,Asia/Tehran,twitter,Check likes
breathingExercise,1752848720.884848,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752849674.211118,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752852297.1753159,openedApp,1.5,False,Asia/Tehran,instagram,Bored
breathingExercise,1752853796.24374,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752853898.118716,openedApp,1.5,False,Asia/Tehran,twitter,Check likes
breathingExercise,1752859100.096105,dismissedAppOpening,1.5,False,Asia/Tehran,instagram,
breathingExercise,1752859114.676,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752859147.314939,dismissedAppOpening,1.5,False,Asia/Tehran,instagram,
breathingExercise,1752859429.024735,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752860143.430547,openedApp,1.5,False,Asia/Tehran,twitter,Check likes
breathingExercise,1752860968.886678,openedApp,1.5,False,Asia/Tehran,twitter,Check likes
breathingExercise,1752861603.016628,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752862089.065085,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752864425.825599,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752866262.710237,dismissedAppOpening,1.5,False,Asia/Tehran,instagram,
breathingExercise,1752866314.2185469,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752866574.749542,openedApp,1.5,False,Asia/Tehran,twitter,Check likes
breathingExercise,1752868499.603339,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752869846.4662352,openedApp,1.5,False,Asia/Tehran,twitter,Check likes
breathingExercise,1752870087.27571,openedApp,1.5,False,Asia/Tehran,twitter,Check likes
breathingExercise,1752870726.738172,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752870869.690003,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752870996.472083,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752871111.297429,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752871240.208612,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752871318.036409,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752871383.9221358,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752871437.4785519,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752888896.98252,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752889028.097295,openedApp,1.5,False,Asia/Tehran,twitter,Check likes
breathingExercise,1752889127.524057,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752889199.676714,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752890018.136601,openedApp,1.5,False,Asia/Tehran,twitter,Post something
breathingExercise,1752890212.149615,openedApp,1.5,False,Asia/Tehran,twitter,Check likes
breathingExercise,1752890729.854142,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752892295.2579799,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752892371.451123,openedApp,1.5,False,Asia/Tehran,twitter,Check likes
breathingExercise,1752892723.5718699,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752893050.7232208,openedApp,1.5,False,Asia/Tehran,instagram,Search Info
breathingExercise,1752909558.931798,dismissedAppOpening,1.5,False,Asia/Tehran,twitter,
breathingExercise,1752909599.477274,openedApp,1.5,False,Asia/Tehran,twitter,Check likes
breathingExercise,1752910082.099325,dismissedAppOpening,1.5,False,Asia/Tehran,instagram,
breathingExercise,1752911672.274745,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752912501.448221,openedApp,1.5,False,Asia/Tehran,instagram,Search Info
breathingExercise,1752915406.3903642,openedApp,1.5,False,Asia/Tehran,twitter,Check likes
breathingExercise,1752918913.1589031,openedApp,1.5,False,Asia/Tehran,twitter,Check likes
breathingExercise,1752920672.5687919,openedApp,1.5,False,Asia/Tehran,twitter,Escape / Avoid
breathingExercise,1752920740.2914429,openedApp,1.5,False,Asia/Tehran,twitter,Check likes
breathingExercise,1752924000.0650458,openedApp,1.5,False,Asia/Tehran,instagram,Search Info
breathingExercise,1752924785.8072739,openedApp,1.5,False,Asia/Tehran,twitter,Check likes
breathingExercise,1752926196.142661,dismissedAppOpening,1.5,False,Asia/Tehran,twitter,
breathingExercise,1752928460.812675,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752928484.875119,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752928859.25426,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752929179.300407,openedApp,1.5,False,Asia/Tehran,instagram,Check likes
breathingExercise,1752929743.582467,openedApp,1.5,False,Asia/Tehran,instagram,Stay In the Loop
