timestamp,interventionType,interventionDuration,isReIntervention,timezone,resolution,app,purpose
1741075487.016255,breathingExercise,6.0,False,Europe/Rome,openedApp,instagram,Message
1741079038.572751,breathingExercise,6.0,False,Europe/Rome,openedApp,instagram,Message
1741080047.8648682,breathingExercise,6.0,False,Europe/Rome,openedApp,instagram,Entertainment
1741084263.192017,breathingExercise,6.0,False,Europe/Rome,openedApp,instagram,Entertainment
1741092540.880487,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741096924.51211,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Entertainment
1741120546.235111,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Entertainment
1741122757.172324,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Escape / Avoid
1741125683.6624908,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741127605.890143,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Verveeld
1741158994.6043072,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741162781.104296,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741165969.2982259,breathingExercise,6.0,False,Europe/Amsterdam,dismissedAppOpening,instagram,
1741172465.936939,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741172933.981252,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741183992.6594071,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741190371.874563,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741193105.4200401,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Escape / Avoid
1741195619.3817859,breathingExercise,6.0,False,Europe/Amsterdam,dismissedAppOpening,instagram,
1741197138.883204,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741197743.468301,breathingExercise,6.0,False,Europe/Amsterdam,dismissedAppOpening,instagram,
1741210374.554768,breathingExercise,6.0,False,Europe/Amsterdam,dismissedAppOpening,instagram,
1741210402.464929,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741214021.4246402,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Entertainment
1741215211.97858,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741248223.2160401,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Entertainment
1741249000.922069,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Entertainment
1741252422.197078,breathingExercise,6.0,False,Europe/Amsterdam,dismissedAppOpening,instagram,
1741252443.042135,breathingExercise,6.0,False,Europe/Amsterdam,dismissedAppOpening,instagram,
1741252464.357912,breathingExercise,6.0,False,Europe/Amsterdam,dismissedAppOpening,instagram,
1741259093.9158401,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Entertainment
1741259437.046617,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1741264511.7253509,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741269503.451083,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1741273605.6114821,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741280845.3363938,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741281596.0094461,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741289156.042625,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741289655.564611,breathingExercise,6.0,False,Europe/Amsterdam,dismissedAppOpening,instagram,
1741289899.162921,breathingExercise,6.0,False,Europe/Amsterdam,dismissedAppOpening,instagram,
1741289984.410739,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1741293694.767458,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Entertainment
1741305245.267869,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Kan niet slapen
1741330394.005406,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741334316.710268,breathingExercise,6.0,False,Europe/Amsterdam,dismissedAppOpening,instagram,
1741345566.648212,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1741353515.786758,breathingExercise,6.0,False,Europe/Amsterdam,dismissedAppOpening,instagram,
1741353536.471277,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741354872.99179,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741383460.579356,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Entertainment
1741416153.532208,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Entertainment
1741418207.553203,breathingExercise,6.0,False,Europe/Amsterdam,dismissedAppOpening,instagram,
1741418230.5818172,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741425168.786936,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Entertainment
1741426374.347482,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741429648.7910872,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741443876.8817391,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741451514.7711558,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741452319.856632,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Entertainment
1741456232.865905,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1741459302.929914,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741470684.744189,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741472239.005218,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Entertainment
1741473039.70149,breathingExercise,6.0,False,Europe/Amsterdam,dismissedAppOpening,instagram,
1741478766.1519,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Escape / Avoid
1741498364.6777349,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Entertainment
1741509028.344806,breathingExercise,6.0,False,Europe/Amsterdam,dismissedAppOpening,instagram,
1741509116.032773,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Verveeld
1741521036.794132,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Escape / Avoid
1741521697.5903912,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741535620.957833,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Verveeld
1741542786.7375178,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Entertainment
1741544044.8904371,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741557549.439547,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Entertainment
1741558538.6071181,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Watercloset
1741588329.317414,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741591963.384183,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Verveeld
1741594105.996141,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Entertainment
1741597057.655771,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1741598278.99698,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1741599445.6843119,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1741605856.111906,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1741610318.00774,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Verveeld
1741612479.972197,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741615921.1684399,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1741622437.056593,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Post something
1741626640.897608,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Post something
1741640006.1521158,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Entertainment
1741644279.2881808,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741647105.730109,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Kan niet slapen
1741684830.371598,breathingExercise,6.0,False,Europe/Amsterdam,dismissedAppOpening,instagram,
1741684850.00159,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1741687897.077643,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741692217.327743,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741715923.399724,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1741722858.851153,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1741727953.086673,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1741732478.44339,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741765278.1338592,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1741766144.641803,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Entertainment
1741774928.780391,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741786924.44297,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741796948.446793,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741807267.231384,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1741811300.716656,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1741811629.4852362,breathingExercise,6.0,False,Europe/Amsterdam,dismissedAppOpening,instagram,
1741852829.64331,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741854634.6193361,breathingExercise,6.0,False,Europe/Amsterdam,dismissedAppOpening,instagram,
1741864096.137906,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741868791.050782,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741870446.655182,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741882267.187083,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741888606.292319,breathingExercise,6.0,False,Europe/Amsterdam,dismissedAppOpening,instagram,
1741889819.08251,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Entertainment
1741892796.247659,breathingExercise,6.0,False,Europe/Amsterdam,dismissedAppOpening,instagram,
1741895890.212133,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1741905143.848182,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741936556.645055,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741945141.2854261,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741969962.516333,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1741975999.725127,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1741982134.892807,breathingExercise,6.0,False,Europe/Amsterdam,dismissedAppOpening,instagram,
1741986537.668563,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1741992950.6018372,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1742026830.9663339,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1742038530.506834,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1742045011.425623,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Entertainment
1742050374.947783,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Entertainment
1742058299.910181,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1742063415.2951732,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1742064776.490786,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1742076524.8323221,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1742076850.399338,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1742096377.190689,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1742114658.985884,breathingExercise,6.0,False,Europe/Amsterdam,dismissedAppOpening,instagram,
1742114681.440315,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1742115710.496098,breathingExercise,6.0,False,Europe/Amsterdam,dismissedAppOpening,instagram,
1742117681.867372,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1742137779.269843,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1742143553.883465,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1742145414.8621712,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1742146703.36515,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1742152711.444737,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1742156395.176516,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1742157925.146525,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1742163595.538334,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1742164736.87131,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Entertainment
1742165525.22156,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1742167410.5685902,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1742169360.704702,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1742197969.1477342,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1742200019.870573,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1742202638.2440019,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1742209928.314176,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1742211558.31376,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1742212026.1020532,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1742212886.247076,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1742215730.967453,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1742217185.830347,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1742219034.748446,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1742230852.607822,breathingExercise,6.0,False,Europe/Amsterdam,dismissedAppOpening,instagram,
1742230863.21176,breathingExercise,6.0,False,Europe/Amsterdam,dismissedAppOpening,instagram,
1742236226.813129,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1742246543.6806688,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1742248274.4042912,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1742280998.694057,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1742286000.7009811,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1742291336.373362,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1742294635.271065,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1742295522.1144571,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1742297209.7023711,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1742299835.201285,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1742301600.649897,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1742303758.9564319,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1742311985.2200742,breathingExercise,6.0,False,Europe/Amsterdam,dismissedAppOpening,instagram,
1742319138.176806,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1742330209.9469008,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Message
1742337103.3344269,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1742340049.943378,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1742368692.976479,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1742374694.673586,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1742376821.4089231,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1742380357.9638948,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1742385937.7358809,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1742390309.327745,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
1742391254.8948321,breathingExercise,6.0,False,Europe/Amsterdam,openedApp,instagram,Stay In the Loop
