timestamp,interventionDuration,interventionType,isReIntervention,resolution,timezone,app
1753946577.194989,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753949669.450838,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753955674.520942,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753958158.409359,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753958311.018558,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753958314.338135,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753958339.840239,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753958603.706757,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753958619.977161,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753964664.36535,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753964738.795934,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753964743.992679,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753966304.1960258,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753966868.0726,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753967115.67412,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753967359.829855,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753967470.841919,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753967616.4202008,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753967751.035835,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753968068.883177,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753968434.102215,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753968499.148742,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753968841.611929,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753978094.135761,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753978134.729352,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753979582.2539868,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753989931.7261891,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1753991445.295289,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,tikTok
1753991526.31944,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,tikTok
1753991530.5865889,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,tikTok
1753991681.240804,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,tikTok
1753991851.440786,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,tikTok
1753991926.357398,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,tikTok
1753993421.2043,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1753993891.856935,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754027171.785423,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754029264.735352,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754029380.175496,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754029646.15414,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1754029651.015242,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1754029794.252929,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,tikTok
1754030068.30199,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754030450.511747,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754030821.515921,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754034359.276248,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754037586.1309881,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1754038274.299036,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754042175.009176,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754043959.7494211,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754043983.080225,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1754044021.897953,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1754044052.571854,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1754044063.216027,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1754044615.854282,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754047563.624436,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1754047712.699739,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754050168.539454,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1754050172.989032,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754050255.734511,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754050330.414764,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754052552.118604,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754054342.64192,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1754055635.42056,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754055857.3474212,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754057427.388861,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754057480.0334558,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1754057482.460774,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1754057679.834292,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754057753.605195,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754062348.09019,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754064984.26895,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754065916.443901,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754065971.964497,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754066610.042642,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,tikTok
1754067234.137535,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,tikTok
1754067527.970089,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754067697.270166,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1754069818.864567,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754072141.494001,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1754074767.0283918,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754075090.096185,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754077389.6032782,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1754077831.350066,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754078824.1663198,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754079279.437347,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754079539.86017,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754079898.275379,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754080510.1370912,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754080823.226553,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754082589.9800391,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754082840.839504,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754082913.442452,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754082977.861141,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754083677.1805382,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754083775.4152389,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754118923.540278,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754119501.573041,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754123208.862462,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754123495.106779,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1754123501.125633,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,tikTok
1754125142.500757,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,tikTok
1754125147.9931579,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754126860.675312,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754127842.8526192,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754128368.155854,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754129373.881371,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1754129593.758589,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754129698.487948,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754130757.4160938,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1754132223.786679,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754132871.308309,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1754135119.5962958,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754135224.8737369,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1754135230.252033,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,tikTok
1754136603.297163,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754136855.9805179,1.5,breathingExercise,False,dismissedAppOpening,Europe/Ljubljana,instagram
1754138286.467448,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
1754141365.419464,1.5,breathingExercise,False,openedApp,Europe/Ljubljana,instagram
