timezone,timestamp,interventionType,app,resolution,interventionDuration,isReIntervention,timeIntervalUntilReIntervention,purpose
America/Argentina/Buenos_Aires,1752775040.56055,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1752784621.81399,breathingExercise,instagram,openedApp,6.0,False,120.0,Stay In the Loop
America/Argentina/Buenos_Aires,1752784763.3370872,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1752785088.512415,breathingExercise,instagram,openedApp,6.0,True,60.0,Stay In the Loop
America/Argentina/Buenos_Aires,1752857436.6952338,breathingExercise,instagram,dismissedAppOpening,6.0,False,,
America/Argentina/Buenos_Aires,1752857451.870535,breathingExercise,instagram,openedApp,6.0,False,180.0,Stay In the Loop
America/Argentina/Buenos_Aires,1752892296.869524,breathingExercise,instagram,openedApp,6.0,False,180.0,Stay In the Loop
America/Argentina/Buenos_Aires,1752892498.1499472,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1752925495.6360822,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1752926107.099659,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1752963357.187105,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1752963633.3315868,breathingExercise,instagram,dismissedAppOpening,6.0,False,,
America/Argentina/Buenos_Aires,1752967046.232044,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753015734.853516,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753016056.59374,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753016281.7689261,breathingExercise,instagram,openedApp,6.0,False,120.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753023623.978255,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753026026.783257,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753026346.690867,breathingExercise,instagram,openedApp,6.0,True,240.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753026601.999426,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753026920.039113,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753027769.322159,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753032586.750033,breathingExercise,instagram,dismissedAppOpening,6.0,False,,
America/Argentina/Buenos_Aires,1753032997.423269,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753034546.771812,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753034747.710259,breathingExercise,instagram,dismissedAppOpening,6.0,False,,
America/Argentina/Buenos_Aires,1753034748.290101,breathingExercise,instagram,dismissedAppOpening,6.0,False,,
America/Argentina/Buenos_Aires,1753034803.138962,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753039409.100527,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753039740.3874068,breathingExercise,instagram,openedApp,6.0,True,300.0,Toilet
America/Argentina/Buenos_Aires,1753048553.566242,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753048930.9499412,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753051611.2745419,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753051930.0858688,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753056259.188652,breathingExercise,instagram,dismissedAppOpening,6.0,False,,
America/Argentina/Buenos_Aires,1753059299.699893,breathingExercise,instagram,dismissedAppOpening,6.0,False,,
America/Argentina/Buenos_Aires,1753067356.079962,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753096382.03694,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753097073.52386,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753103258.824415,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753103738.335082,breathingExercise,instagram,openedApp,6.0,False,180.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753106014.278091,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753106458.6669211,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753107100.462347,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753108452.825941,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753108742.533247,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753187912.2550821,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753192735.7925658,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753199832.037549,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753200168.482984,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753200362.545628,breathingExercise,instagram,dismissedAppOpening,6.0,False,,
America/Argentina/Buenos_Aires,1753200379.390547,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753207251.88205,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753209785.704757,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753209985.045127,breathingExercise,instagram,dismissedAppOpening,6.0,False,,
America/Argentina/Buenos_Aires,1753216376.515983,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753220966.3515239,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753227191.5816832,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753227514.716672,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753237728.073489,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753238059.394638,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753238384.44526,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753240077.1766958,breathingExercise,instagram,openedApp,6.0,False,180.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753240168.031365,breathingExercise,instagram,dismissedAppOpening,6.0,False,,
America/Argentina/Buenos_Aires,1753286545.456458,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753290539.367279,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753291440.878708,breathingExercise,instagram,dismissedAppOpening,6.0,False,,
America/Argentina/Buenos_Aires,1753293503.369904,breathingExercise,instagram,openedApp,6.0,False,240.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753293559.3297,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753297343.1128979,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753354865.975569,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753359772.041421,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753360360.022598,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753360683.028405,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753361001.800216,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753371178.68149,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753371255.7376351,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753371565.898295,breathingExercise,instagram,dismissedAppOpening,6.0,False,,
America/Argentina/Buenos_Aires,1753371585.205145,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753372370.185832,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753372874.830433,breathingExercise,instagram,dismissedAppOpening,6.0,False,,
America/Argentina/Buenos_Aires,1753376967.082711,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753377409.51689,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753383006.7401562,breathingExercise,instagram,openedApp,6.0,False,180.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753383253.161905,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753384839.4451761,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753385147.4850411,breathingExercise,instagram,dismissedAppOpening,6.0,False,,
America/Argentina/Buenos_Aires,1753385166.344112,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753388732.0828,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753389143.335639,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753391398.020298,breathingExercise,instagram,openedApp,6.0,False,240.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753391445.5563421,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753411169.4085321,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753434691.1199799,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753434794.247312,breathingExercise,instagram,dismissedAppOpening,6.0,False,,
America/Argentina/Buenos_Aires,1753436286.215468,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753437089.757642,breathingExercise,instagram,dismissedAppOpening,6.0,False,,
America/Argentina/Buenos_Aires,1753437337.348837,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753437703.6776462,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753437779.94762,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753439156.51365,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753439368.1855779,breathingExercise,instagram,dismissedAppOpening,6.0,False,,
America/Argentina/Buenos_Aires,1753449159.777075,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753451138.923758,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753452447.420615,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753452618.008689,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753455759.213979,breathingExercise,instagram,dismissedAppOpening,6.0,False,,
America/Argentina/Buenos_Aires,1753459898.731118,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753460454.8978438,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753460611.698204,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753468646.4999928,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753468967.212628,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753478548.4868798,breathingExercise,instagram,dismissedAppOpening,6.0,False,,
America/Argentina/Buenos_Aires,1753478566.977154,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753480237.451518,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753480563.2547941,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753480586.414036,breathingExercise,instagram,dismissedAppOpening,6.0,False,,
America/Argentina/Buenos_Aires,1753486884.8959842,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753487205.282778,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753490881.288199,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753491089.8334742,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753491775.976746,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753495781.309764,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753496513.177582,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753501007.455936,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753504853.520103,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753505178.182759,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753538758.546756,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753539079.824646,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753540230.925884,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753540552.024938,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753541128.292973,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753541447.623732,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753547866.251657,breathingExercise,instagram,dismissedAppOpening,6.0,False,,
America/Argentina/Buenos_Aires,1753547870.6633139,breathingExercise,instagram,dismissedAppOpening,6.0,False,,
America/Argentina/Buenos_Aires,1753548003.779181,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753548291.4072618,breathingExercise,instagram,dismissedAppOpening,6.0,False,,
America/Argentina/Buenos_Aires,1753553176.2633781,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753553497.985124,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753553681.7926521,breathingExercise,instagram,dismissedAppOpening,6.0,False,,
America/Argentina/Buenos_Aires,1753554286.692288,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753561544.684606,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753566583.191001,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753567264.9302092,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753570262.553916,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753572968.600263,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753576181.9398398,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753580755.105229,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753581074.891406,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753592284.656693,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753611712.212008,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753629380.860661,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753629700.867728,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753630020.057852,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753630327.656396,breathingExercise,instagram,dismissedAppOpening,6.0,True,,
America/Argentina/Buenos_Aires,1753630366.837174,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753630687.9089,breathingExercise,instagram,dismissedAppOpening,6.0,True,,
America/Argentina/Buenos_Aires,1753630706.009182,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753631026.864387,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753631553.203712,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753631872.125668,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753632372.90908,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753643364.691397,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753643686.306686,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753643895.15984,breathingExercise,instagram,openedApp,6.0,False,300.0,Toilet
America/Argentina/Buenos_Aires,1753644266.950385,breathingExercise,instagram,dismissedAppOpening,6.0,False,,
America/Argentina/Buenos_Aires,1753646122.4587622,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753654068.03849,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753660725.091476,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753662052.767978,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753674095.470141,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753674428.5471811,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753674738.948375,breathingExercise,instagram,dismissedAppOpening,6.0,True,,
America/Argentina/Buenos_Aires,1753717531.626848,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753717851.876101,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753718165.979418,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753719775.451367,breathingExercise,instagram,dismissedAppOpening,6.0,False,,
America/Argentina/Buenos_Aires,1753719793.2150512,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753720110.670226,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753720429.6101398,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753742885.54007,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753743790.178032,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753745800.081022,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753747032.0604591,breathingExercise,instagram,dismissedAppOpening,6.0,False,,
America/Argentina/Buenos_Aires,1753752281.422915,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753752604.3314672,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753753225.836865,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753753363.223472,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753753579.200916,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753753888.33646,breathingExercise,instagram,dismissedAppOpening,6.0,False,,
America/Argentina/Buenos_Aires,1753760435.2426171,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753760757.752767,breathingExercise,instagram,openedApp,6.0,True,240.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753761008.392517,breathingExercise,instagram,dismissedAppOpening,6.0,False,,
America/Argentina/Buenos_Aires,1753788294.022135,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753788620.8522658,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753792246.473143,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753792564.81615,breathingExercise,instagram,dismissedAppOpening,6.0,False,,
America/Argentina/Buenos_Aires,1753793873.431417,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753811849.184835,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753812172.210188,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753818024.3907418,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753818446.435247,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753818724.2550979,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753819052.724718,breathingExercise,instagram,dismissedAppOpening,6.0,False,,
America/Argentina/Buenos_Aires,1753821066.627787,breathingExercise,instagram,dismissedAppOpening,6.0,False,,
America/Argentina/Buenos_Aires,1753825641.960542,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753825788.7518048,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753830011.8334842,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753830164.415872,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753830290.8666139,breathingExercise,instagram,dismissedAppOpening,6.0,False,,
America/Argentina/Buenos_Aires,1753830435.590589,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753833637.3394299,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753888483.348603,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753921969.505218,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753922290.229677,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753983589.636455,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753992222.022861,breathingExercise,instagram,dismissedAppOpening,6.0,False,,
America/Argentina/Buenos_Aires,1753995569.11819,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753995595.6061502,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753995628.433135,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753995895.581688,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753996276.41537,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753996764.383583,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1753997071.853294,breathingExercise,instagram,openedApp,6.0,True,180.0,Stay In the Loop
America/Argentina/Buenos_Aires,1754015455.618624,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1754015777.046701,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1754016094.621076,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1754016411.5286531,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1754016940.6531749,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1754048735.448638,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1754049056.507903,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1754049371.334569,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1754053016.0253282,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1754053469.195091,breathingExercise,instagram,dismissedAppOpening,6.0,False,,
America/Argentina/Buenos_Aires,1754054788.260796,breathingExercise,instagram,dismissedAppOpening,6.0,False,,
America/Argentina/Buenos_Aires,1754054808.57534,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1754055178.679204,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1754055498.600631,breathingExercise,instagram,openedApp,6.0,True,300.0,Stay In the Loop
America/Argentina/Buenos_Aires,1754055576.892966,breathingExercise,instagram,openedApp,6.0,False,300.0,Stay In the Loop
