app,timeIntervalUntilReIntervention,interventionDuration,timezone,timestamp,isReIntervention,resolution,interventionType,purpose,terminationReason
linkedin,,6.0,Europe/Warsaw,1750269263.542797,0.0,openedApp,breathingExercise,Stay In the Loop,
linkedin,,,Europe/Warsaw,1750269265.683734,0.0,closedApp,,,
linkedin,,,Europe/Warsaw,1750269267.528615,0.0,closedApp,,,
linkedin,,,Europe/Warsaw,1750269279.739938,0.0,closedApp,,,
linkedin,,,Europe/Warsaw,1750269282.4622788,0.0,closedApp,,,
linkedin,,,Europe/Warsaw,1750269286.675333,0.0,closedApp,,,
linkedin,,,Europe/Warsaw,1750269291.4947429,0.0,closedApp,,,
linkedin,,,Europe/Warsaw,1750269297.096029,0.0,closedApp,,,
instagram,,6.0,Europe/Warsaw,1750276168.000555,0.0,dismissedAppOpening,askForTimeLimit,,
instagram,,6.0,Europe/Warsaw,1750276943.8562489,0.0,dismissedAppOpening,askForTimeLimit,,
instagram,,6.0,Europe/Warsaw,1750277781.5669742,0.0,dismissedAppOpening,askForTimeLimit,,
instagram,60.0,6.0,Europe/Warsaw,1750308734.964112,0.0,openedApp,askForTimeLimit,,
instagram,,6.0,Europe/Warsaw,1750309068.488523,0.0,dismissedAppOpening,breathingExercise,,
instagram,120.0,6.0,Europe/Warsaw,1750331340.2458382,0.0,openedApp,askForTimeLimit,,
instagram,60.0,6.0,Europe/Warsaw,1750331362.3581429,0.0,openedApp,askForTimeLimit,,
instagram,60.0,6.0,Europe/Warsaw,1750331413.9834151,0.0,openedApp,askForTimeLimit,,
instagram,,6.0,Europe/Warsaw,1750331854.58912,0.0,dismissedAppOpening,askForTimeLimit,,
instagram,60.0,6.0,Europe/Warsaw,1750332349.07696,0.0,openedApp,askForTimeLimit,,
instagram,,6.0,Europe/Warsaw,1750335796.0231838,0.0,dismissedAppOpening,askForTimeLimit,,
instagram,,6.0,Europe/Warsaw,1750335806.214509,0.0,dismissedAppOpening,askForTimeLimit,,
instagram,,6.0,Europe/Warsaw,1750335830.049909,0.0,dismissedAppOpening,askForTimeLimit,,
instagram,60.0,6.0,Europe/Warsaw,1750335834.807337,0.0,openedApp,askForTimeLimit,,
instagram,60.0,6.0,Europe/Warsaw,1750336392.950797,0.0,openedApp,askForTimeLimit,,
instagram,60.0,6.0,Europe/Warsaw,1750337176.621686,0.0,openedApp,askForTimeLimit,,
instagram,60.0,6.0,Europe/Warsaw,1750344990.4834108,0.0,openedApp,askForTimeLimit,,
instagram,,6.0,Europe/Warsaw,1750350942.238085,0.0,dismissedAppOpening,askForTimeLimit,,
instagram,,6.0,Europe/Warsaw,1750351769.196729,0.0,dismissedAppOpening,askForTimeLimit,,
instagram,60.0,6.0,Europe/Warsaw,1750351773.1614141,0.0,openedApp,askForTimeLimit,,
linkedin,,6.0,Europe/Warsaw,1750357323.1854172,0.0,openedApp,breathingExercise,Stay In the Loop,
linkedin,,,Europe/Warsaw,1750357331.615004,0.0,closedApp,,,
linkedin,,,Europe/Warsaw,1750357334.60214,0.0,closedApp,,,
linkedin,,,Europe/Warsaw,1750357450.4396381,0.0,closedApp,,,
instagram,,6.0,Europe/Warsaw,1750360090.278609,0.0,dismissedAppOpening,askForTimeLimit,,
instagram,60.0,6.0,Europe/Warsaw,1750365644.759865,0.0,openedApp,askForTimeLimit,,
linkedin,,6.0,Europe/Warsaw,1750414333.565013,0.0,openedApp,breathingExercise,Stay In the Loop,
linkedin,,,Europe/Warsaw,1750414336.785979,0.0,closedApp,,,
linkedin,,,Europe/Warsaw,1750414344.327239,0.0,closedApp,,,
linkedin,,6.0,Europe/Warsaw,1750414456.865347,0.0,dismissedAppOpening,breathingExercise,,
linkedin,,6.0,Europe/Warsaw,1750426802.3010511,0.0,openedApp,breathingExercise,Stay In the Loop,
linkedin,,,Europe/Warsaw,1750426805.7987142,0.0,closedApp,,,
linkedin,,,Europe/Warsaw,1750426809.245126,0.0,closedApp,,,
linkedin,,,Europe/Warsaw,1750426932.651135,0.0,closedApp,,,
instagram,60.0,6.0,Europe/Warsaw,1750436168.538855,0.0,openedApp,askForTimeLimit,,
instagram,60.0,6.0,Europe/Warsaw,1750444356.6584358,0.0,openedApp,askForTimeLimit,,
instagram,,6.0,Europe/Warsaw,1750446585.447269,0.0,dismissedAppOpening,askForTimeLimit,,
instagram,,6.0,Europe/Warsaw,1750446663.0563788,0.0,dismissedAppOpening,askForTimeLimit,,
instagram,60.0,6.0,Europe/Warsaw,1750446666.874922,0.0,openedApp,askForTimeLimit,,
instagram,60.0,6.0,Europe/Warsaw,1750446748.426362,1.0,openedApp,breathingExercise,Stay In the Loop,
instagram,60.0,6.0,Europe/Warsaw,1750483066.546033,0.0,openedApp,askForTimeLimit,,
instagram,60.0,6.0,Europe/Warsaw,1750483372.2037969,0.0,openedApp,askForTimeLimit,,
linkedin,,6.0,Europe/Warsaw,1750485151.286436,0.0,openedApp,breathingExercise,Stay In the Loop,
linkedin,,,Europe/Warsaw,1750485154.350097,0.0,closedApp,,,
linkedin,,,Europe/Warsaw,1750485158.7600489,0.0,closedApp,,,
linkedin,,,Europe/Warsaw,1750485160.206287,0.0,closedApp,,,
linkedin,,,Europe/Warsaw,1750485208.921449,0.0,closedApp,,,
,,,,1750485884.115903,,,,,terminatedByUser
