app,interventionDuration,timestamp,isReIntervention,interventionType,timezone,resolution
instagram,6.0,1752429413.930486,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752431138.470365,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752436121.74143,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752439364.0455198,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1752439391.156886,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752446610.59509,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752448637.174021,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752449304.150388,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752449722.444913,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752453489.2408462,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1752454250.659476,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752454567.636585,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752454880.25146,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1752454898.510839,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752456128.303916,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752458513.556736,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752459624.912358,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752498266.572073,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752499887.173884,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752500257.990415,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752515529.2519212,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752522063.005569,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752523473.993798,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752527102.1572208,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752531335.310051,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752531775.750191,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752537360.301888,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752539026.4723248,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752539793.694211,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752542025.1544971,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752543476.1652389,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1752543503.920614,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752548564.409954,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752549513.77637,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752550290.499397,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1752550577.478688,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752585096.962892,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752620869.749306,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1752620892.524454,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752623880.389883,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752624205.981368,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752626455.3862572,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752631910.2434711,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752632675.3532119,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752633230.08764,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752634595.395515,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752636267.8370419,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752638165.3496141,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752672252.048201,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752672616.1386309,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752673221.995689,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1752673421.9394488,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1752677774.3770552,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752699604.990078,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752699838.218118,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752702465.53063,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1752703636.5114079,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752706629.544461,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752708694.106205,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752711419.993521,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752712341.730814,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752712719.562949,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752713242.5198,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752714113.062259,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752714611.6872,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752715276.436321,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752716577.352279,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1752717276.37214,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752718030.341573,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752761549.7143512,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752766015.433033,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1752777374.102604,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1752777432.4409618,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752782546.811163,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752783739.614289,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752784749.057368,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752786883.02063,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752788494.7645059,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752798881.8135939,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752800655.762711,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752802379.130495,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1752802404.744094,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752803440.2827768,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752805773.247381,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1752806734.8613958,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752808684.106843,False,breathingExercise,America/Denver,openedApp
instagram,,1752808927.667053,False,,America/Denver,openedApp
instagram,,1752808987.667053,False,,America/Denver,closedApp
instagram,,1752808987.667053,False,,America/Denver,dismissedAppOpening
instagram,6.0,1752809107.257522,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752843456.445797,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752845550.808587,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752848790.724705,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752852311.619124,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752856195.038447,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752859243.594586,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752862305.805361,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752867840.3871288,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752872766.422791,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752873932.4574351,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1752874241.267436,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1752874785.682228,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1752876725.487148,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752889243.500794,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752891010.5713701,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1752894573.378995,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752896219.611258,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752932341.4003239,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752939898.054605,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752945017.095273,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752946332.3736591,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752946727.054486,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752960066.997112,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752962551.5249748,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752962960.600694,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1752962977.8180919,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752966115.332788,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752966435.886837,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752966879.5760279,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752967730.808416,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752969952.120977,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1752969964.338846,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1752969985.0975518,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752972021.140633,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752978019.034405,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1752979237.3984451,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752979750.6183271,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752980059.117463,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1752981715.54739,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753036700.610976,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753038348.484414,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753040281.770433,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1753040305.363923,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753041408.753813,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753043469.361927,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753047440.913712,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753048109.1248689,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753050631.073976,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753052005.082855,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753055539.197948,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753057870.53087,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753060645.799839,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753062250.18348,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753073627.8796291,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1753073698.3512921,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753075262.956219,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753107931.862066,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753114138.269794,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753114551.4563189,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753115439.8670158,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1753115456.85492,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753116473.769994,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753117389.751274,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753118086.486166,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753124630.312834,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753129354.041131,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753134139.247431,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753136139.419478,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753139703.120157,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753140508.3232079,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753142035.214466,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753142750.729485,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753145133.290914,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753145668.021214,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753146079.366253,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1753146975.741113,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753147823.096325,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753148216.219544,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753149503.6263242,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1753193597.6714249,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753194847.841747,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753199188.202584,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753202946.803417,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753204820.131146,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753207492.964003,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753208463.751915,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753209026.86711,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753213253.084056,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753215229.277814,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753215585.268773,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1753216038.627224,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753220743.460414,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753221211.706034,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753221690.400989,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753224233.393413,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753225428.2524362,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1753225449.883661,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753234709.510881,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753235079.674069,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753235762.007653,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753242057.528387,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753278960.50598,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753284370.2386432,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753285256.1638942,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753301723.9892058,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753302749.099261,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753305776.994841,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753306369.647768,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753307073.556181,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753308381.152975,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753312076.4022589,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753322004.762126,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753325806.899456,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753327612.935885,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753329805.5088038,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753363136.1817079,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753370905.5743098,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753374335.877805,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753381188.13469,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753382081.361433,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1753382105.677246,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753382826.9426,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753384317.783348,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753385472.05969,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1753388624.1365318,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753389793.128684,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,,1753389875.78897,False,,America/Denver,openedApp
instagram,,1753389935.78897,False,,America/Denver,closedApp
instagram,,1753389935.788971,False,,America/Denver,dismissedAppOpening
instagram,6.0,1753392744.32936,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753397502.549715,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753400570.0516958,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753404611.5073829,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753404995.2804608,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753407192.617923,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753409798.484515,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753410384.531915,False,breathingExercise,America/Denver,dismissedAppOpening
instagram,6.0,1753450409.202433,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753451050.961983,False,breathingExercise,America/Denver,openedApp
instagram,6.0,1753452257.379908,False,breathingExercise,America/Denver,openedApp
