interventionType,interventionDuration,resolution,app,isReIntervention,timestamp,timezone,purpose
breathingExercise,6.0,dismissedAppOpening,instagram,False,1752901860.8068562,Europe/Amsterdam,
breathingExercise,6.0,openedApp,instagram,False,1752901897.738831,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1752902012.14637,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1752902390.656485,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1752908104.90732,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1752912051.390325,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1752912130.168962,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1752912402.0204802,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1752917172.357665,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1752922147.466706,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1752928575.1616201,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1752932631.123423,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1752933643.650101,Europe/Amsterdam,
breathingExercise,6.0,openedApp,tikTok,False,1752939176.858881,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1752940324.5841498,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1752941568.59944,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1752947195.358183,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1752948873.50148,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1752949214.076973,Europe/Amsterdam,
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1752949220.6242142,Europe/Amsterdam,
breathingExercise,6.0,openedApp,tikTok,False,1752949267.924267,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,instagram,False,1752949770.1519551,Europe/Amsterdam,
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1752958136.649672,Europe/Amsterdam,
breathingExercise,6.0,dismissedAppOpening,instagram,False,1752958382.4374251,Europe/Amsterdam,
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1752958700.686094,Europe/Amsterdam,
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1752958812.629417,Europe/Amsterdam,
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1752960239.8058228,Europe/Amsterdam,
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1752960287.2898068,Europe/Amsterdam,
breathingExercise,6.0,openedApp,instagram,False,1752963391.170665,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,instagram,False,1752963603.004647,Europe/Amsterdam,
breathingExercise,6.0,openedApp,tikTok,False,1752963623.645361,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1752963759.399286,Europe/Amsterdam,
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1752964930.10407,Europe/Amsterdam,
breathingExercise,6.0,dismissedAppOpening,instagram,False,1752964930.3390641,Europe/Amsterdam,
breathingExercise,6.0,openedApp,instagram,False,1752964950.405808,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1752965546.096974,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1752965723.884958,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753003058.789853,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1753003387.799854,Europe/Amsterdam,
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1753003746.553884,Europe/Amsterdam,
breathingExercise,6.0,openedApp,tikTok,False,1753004224.0380769,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753004261.0562239,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753004373.832366,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1753004405.259543,Europe/Amsterdam,
breathingExercise,6.0,openedApp,tikTok,False,1753004471.659511,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753018532.776617,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753028148.603066,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753035661.332477,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753039082.807269,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,instagram,False,1753039214.377891,Europe/Amsterdam,
breathingExercise,6.0,openedApp,tikTok,False,1753039423.051487,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1753040952.224787,Europe/Amsterdam,
breathingExercise,6.0,openedApp,tikTok,False,1753041441.1888928,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,instagram,False,1753043379.210181,Europe/Amsterdam,
breathingExercise,6.0,openedApp,instagram,False,1753043727.447774,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753044612.051227,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753045212.00171,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753045237.740577,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753045742.400347,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753045829.185735,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753047985.9739199,Europe/Amsterdam,Search Info
breathingExercise,6.0,openedApp,tikTok,False,1753209204.2465749,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753222578.0890079,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753258641.237276,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1753259170.409854,Europe/Amsterdam,
breathingExercise,6.0,openedApp,tikTok,False,1753259191.292341,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753267019.101608,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753267650.980309,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753277820.705309,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753278170.0149832,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753278722.499892,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753278848.658722,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1753279287.0177178,Europe/Amsterdam,
breathingExercise,6.0,openedApp,instagram,False,1753279304.983711,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753287160.831501,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753287425.2183871,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753287533.625278,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753287561.958632,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753289023.761691,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753293089.9412751,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753296727.358495,Europe/Amsterdam,Bored
breathingExercise,6.0,openedApp,tikTok,False,1753300161.671313,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1753344092.5351639,Europe/Amsterdam,
breathingExercise,6.0,openedApp,tikTok,False,1753347303.760576,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753349569.246385,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753354525.889138,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753354723.4295301,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1753361843.533057,Europe/Amsterdam,
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1753370056.479312,Europe/Amsterdam,
breathingExercise,6.0,openedApp,tikTok,False,1753371848.469695,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753374322.947278,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,instagram,False,1753378774.177917,Europe/Amsterdam,
breathingExercise,6.0,openedApp,tikTok,False,1753379138.061987,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1753379414.6630502,Europe/Amsterdam,
breathingExercise,6.0,openedApp,tikTok,False,1753381865.698347,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1753382303.8768249,Europe/Amsterdam,
breathingExercise,6.0,openedApp,instagram,False,1753383017.472454,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753383539.649732,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753387773.554559,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753433070.119718,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753435414.6601539,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753436858.211185,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753451967.9031239,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753453357.196897,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753457361.9786859,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753466959.6005049,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1753467064.160497,Europe/Amsterdam,
breathingExercise,6.0,openedApp,tikTok,False,1753467133.205563,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753473211.3694859,Europe/Amsterdam,Bored
breathingExercise,6.0,openedApp,tikTok,False,1753473266.581975,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753475248.902816,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753476328.182225,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,instagram,False,1753480214.529891,Europe/Amsterdam,
breathingExercise,6.0,openedApp,instagram,False,1753481574.995383,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753484331.174675,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,instagram,False,1753484983.554006,Europe/Amsterdam,
breathingExercise,6.0,openedApp,instagram,False,1753488803.2246618,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753488899.748643,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753492873.4061399,Europe/Amsterdam,Bored
breathingExercise,6.0,openedApp,instagram,False,1753493482.8449988,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1753494493.278432,Europe/Amsterdam,
breathingExercise,6.0,openedApp,instagram,False,1753496039.22971,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1753519870.017887,Europe/Amsterdam,
breathingExercise,6.0,openedApp,instagram,False,1753520058.436826,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,instagram,False,1753520138.1758351,Europe/Amsterdam,
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1753524498.797915,Europe/Amsterdam,
breathingExercise,6.0,openedApp,tikTok,False,1753524582.7713928,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753525029.25232,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1753525708.727823,Europe/Amsterdam,
breathingExercise,6.0,openedApp,tikTok,False,1753525784.8630738,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753525827.694079,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,instagram,False,1753530473.1043448,Europe/Amsterdam,
breathingExercise,6.0,dismissedAppOpening,instagram,False,1753530526.297637,Europe/Amsterdam,
breathingExercise,6.0,openedApp,tikTok,False,1753530642.2374191,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,instagram,False,1753530704.967,Europe/Amsterdam,
breathingExercise,6.0,openedApp,tikTok,False,1753530721.798182,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753533418.221435,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753533479.600841,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753533572.614945,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753533911.279042,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,instagram,False,1753534033.122923,Europe/Amsterdam,
breathingExercise,6.0,openedApp,instagram,False,1753534057.337951,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753534100.616054,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753534152.932609,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753534373.920776,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753534713.6953511,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753535205.514636,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1753536757.298919,Europe/Amsterdam,
breathingExercise,6.0,openedApp,instagram,False,1753536796.961259,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753548609.628417,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753550244.704008,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753561991.491774,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1753565495.255935,Europe/Amsterdam,
breathingExercise,6.0,openedApp,instagram,False,1753566250.1648622,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753597214.076154,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1753601052.932302,Europe/Amsterdam,
breathingExercise,6.0,dismissedAppOpening,instagram,False,1753615667.545051,Europe/Amsterdam,
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1753619163.823592,Europe/Amsterdam,
breathingExercise,6.0,openedApp,tikTok,False,1753623577.310614,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753632002.803139,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753634923.665625,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753637807.0280151,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753638108.4987268,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1753648627.568105,Europe/Amsterdam,
breathingExercise,6.0,openedApp,tikTok,False,1753648655.351315,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753650068.7556682,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1753678943.321348,Europe/Amsterdam,
breathingExercise,6.0,openedApp,tikTok,False,1753704029.0729852,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,instagram,False,1753705563.980856,Europe/Amsterdam,
breathingExercise,6.0,openedApp,tikTok,False,1753705609.3052058,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753705742.419866,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1753706097.013226,Europe/Amsterdam,
breathingExercise,6.0,openedApp,tikTok,False,1753706132.504569,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1753706186.76,Europe/Amsterdam,
breathingExercise,6.0,openedApp,tikTok,False,1753706213.617334,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753706264.95243,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1753706322.660886,Europe/Amsterdam,
breathingExercise,6.0,openedApp,tikTok,False,1753706406.925239,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753707288.676394,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753707666.268336,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753708978.404526,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753712744.49066,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753714439.357273,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753733620.804613,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753735667.200252,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753735718.014734,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753740507.659864,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1753763228.111837,Europe/Amsterdam,
breathingExercise,6.0,openedApp,instagram,False,1753771496.216281,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753773609.263476,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753776314.752135,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1753777267.819238,Europe/Amsterdam,
breathingExercise,6.0,openedApp,tikTok,False,1753779428.723866,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753781159.166051,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,instagram,False,1753782256.12042,Europe/Amsterdam,
breathingExercise,6.0,dismissedAppOpening,instagram,False,1753783197.7355518,Europe/Amsterdam,
breathingExercise,6.0,openedApp,instagram,False,1753783216.896671,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753783294.807733,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1753789183.0010262,Europe/Amsterdam,
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1753803066.775168,Europe/Amsterdam,
breathingExercise,6.0,openedApp,tikTok,False,1753812827.137299,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753815587.602819,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753815670.716183,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753819996.105761,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753856621.943042,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753856925.914396,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753857163.4082541,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753857276.767177,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,instagram,False,1753857513.444489,Europe/Amsterdam,
breathingExercise,6.0,openedApp,instagram,False,1753857550.2926822,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753857753.6209111,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753857994.80914,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1753863220.170679,Europe/Amsterdam,
breathingExercise,6.0,openedApp,tikTok,False,1753866962.383452,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753872403.012799,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753872877.743504,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753873388.2963638,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753877942.572671,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1753879261.891341,Europe/Amsterdam,
breathingExercise,6.0,openedApp,instagram,False,1753879277.791677,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,instagram,False,1753882200.5434399,Europe/Amsterdam,
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1753882211.741472,Europe/Amsterdam,
breathingExercise,6.0,openedApp,tikTok,False,1753895534.199325,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753901825.4350228,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753902146.159378,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753904789.0711498,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753954371.8519568,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1753954786.0712671,Europe/Amsterdam,
breathingExercise,6.0,openedApp,tikTok,False,1753963270.864528,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753966343.791205,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,instagram,False,1753966878.285445,Europe/Amsterdam,
breathingExercise,6.0,dismissedAppOpening,instagram,False,1753967254.685474,Europe/Amsterdam,
breathingExercise,6.0,dismissedAppOpening,instagram,False,1753967261.655546,Europe/Amsterdam,
breathingExercise,6.0,openedApp,instagram,False,1753969071.220995,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753970071.0576792,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753971448.2171202,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753972979.7231112,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753975504.230351,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1753975978.6512609,Europe/Amsterdam,
breathingExercise,6.0,openedApp,instagram,False,1753977051.879363,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753979451.1505852,Europe/Amsterdam,Search Info
breathingExercise,6.0,dismissedAppOpening,instagram,False,1753981327.348953,Europe/Amsterdam,
breathingExercise,6.0,openedApp,instagram,False,1753982877.045479,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753982918.926023,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,instagram,False,1753983029.8489451,Europe/Amsterdam,
breathingExercise,6.0,dismissedAppOpening,instagram,False,1753983287.7819672,Europe/Amsterdam,
breathingExercise,6.0,openedApp,instagram,False,1753983322.802459,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753983683.2482948,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1753984704.203273,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753986083.987412,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753986843.895263,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1753992797.249905,Europe/Amsterdam,
breathingExercise,6.0,openedApp,tikTok,False,1753992907.3122911,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753995320.3761349,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1753997758.318094,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1754023794.915806,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1754029133.936255,Europe/Amsterdam,
breathingExercise,6.0,openedApp,tikTok,False,1754048927.4913712,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1754051632.531921,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1754055462.984367,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1754055706.924374,Europe/Amsterdam,
breathingExercise,6.0,openedApp,instagram,False,1754055922.1575,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1754064276.038145,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1754067170.8501182,Europe/Amsterdam,
breathingExercise,6.0,openedApp,instagram,False,1754067187.663957,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,instagram,False,1754067682.845124,Europe/Amsterdam,
breathingExercise,6.0,dismissedAppOpening,instagram,False,1754067799.002118,Europe/Amsterdam,
breathingExercise,6.0,openedApp,instagram,False,1754067820.018155,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1754070372.36495,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1754075706.211101,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,instagram,False,1754082101.145845,Europe/Amsterdam,
breathingExercise,6.0,openedApp,tikTok,False,1754113402.342332,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1754131499.626422,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,instagram,False,1754131923.656805,Europe/Amsterdam,
breathingExercise,6.0,openedApp,tikTok,False,1754132134.765163,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1754133105.982991,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1754133674.9377952,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1754135307.756289,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1754135909.127851,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1754138703.481102,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1754141401.570538,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1754141979.475007,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1754145686.47278,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1754145937.2389588,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1754151350.93245,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1754152772.34846,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1754154479.562199,Europe/Amsterdam,
breathingExercise,6.0,dismissedAppOpening,tikTok,False,1754154530.32955,Europe/Amsterdam,
breathingExercise,6.0,openedApp,tikTok,False,1754155527.969225,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1754159726.8488789,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,instagram,False,1754164737.784415,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1754166623.055367,Europe/Amsterdam,Message
breathingExercise,6.0,openedApp,tikTok,False,1754168702.494195,Europe/Amsterdam,Message
breathingExercise,6.0,dismissedAppOpening,instagram,False,1754307169.661487,Europe/Madrid,
breathingExercise,6.0,openedApp,instagram,False,1754309195.008415,Europe/Madrid,Bericht
breathingExercise,6.0,openedApp,tikTok,False,1754309302.2610211,Europe/Madrid,Bericht
breathingExercise,6.0,openedApp,tikTok,False,1754309354.3871179,Europe/Madrid,Bericht
breathingExercise,6.0,openedApp,tikTok,False,1754309584.813034,Europe/Madrid,Bericht
