app,isReIntervention,purpose,timestamp,timezone,resolution,interventionType,interventionDuration,timeIntervalUntilReIntervention
instagram,False,Message,1753463301.9396992,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1753524719.766737,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,,1753524789.221636,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,,1753524794.291954,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,Message,1753591576.335556,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1753602487.886163,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1753605874.018587,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1753625704.084207,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1753625990.723422,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1753626696.716121,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,,1753627093.854855,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,Message,1753627106.439227,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,,1753627222.478032,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,Message,1753627244.953279,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1753632199.7756472,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1753667104.756688,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1753700208.761465,Asia/Kolkata,openedApp,breathingExercise,6.0,
instagram,False,,1753700233.1025538,Asia/Kolkata,dismissedAppOpening,breathingExercise,6.0,
instagram,False,,1753700374.856219,Asia/Kolkata,dismissedAppOpening,breathingExercise,6.0,
instagram,False,,1753716817.8085032,Asia/Kolkata,dismissedAppOpening,breathingExercise,6.0,
instagram,False,Message,1753716835.341111,Asia/Kolkata,openedApp,breathingExercise,6.0,
instagram,False,Message,1753763356.425539,Asia/Kolkata,openedApp,breathingExercise,6.0,
instagram,False,Message,1753778908.817,Asia/Kolkata,openedApp,breathingExercise,6.0,
instagram,False,Message,1753804462.939492,Asia/Kolkata,openedApp,breathingExercise,6.0,
instagram,False,Message,1753861014.9234672,Asia/Kolkata,openedApp,breathingExercise,6.0,
instagram,False,Message,1753861759.0523582,Asia/Kolkata,openedApp,breathingExercise,6.0,
instagram,False,Message,1753934595.516224,Asia/Kolkata,openedApp,breathingExercise,6.0,
instagram,False,Message,1753946839.492128,Asia/Kolkata,openedApp,breathingExercise,6.0,
instagram,False,Message,1753954637.162973,Asia/Kolkata,openedApp,breathingExercise,6.0,
instagram,False,Message,1753963906.6622171,Asia/Kolkata,openedApp,breathingExercise,6.0,
instagram,False,,1753975300.499877,Asia/Kolkata,dismissedAppOpening,breathingExercise,6.0,
instagram,False,Message,1753975339.075183,Asia/Kolkata,openedApp,breathingExercise,6.0,
instagram,False,Message,1753975543.232314,Asia/Kolkata,openedApp,breathingExercise,6.0,
instagram,False,Message,1753975574.8078141,Asia/Kolkata,openedApp,breathingExercise,6.0,
instagram,False,Message,1754012460.97785,Asia/Kolkata,openedApp,breathingExercise,6.0,
instagram,False,Message,1754028250.1343122,Asia/Kolkata,openedApp,breathingExercise,6.0,
instagram,False,Message,1754158435.364799,Asia/Kolkata,openedApp,breathingExercise,6.0,
instagram,False,Message,1754191538.566321,Asia/Kolkata,openedApp,breathingExercise,6.0,
instagram,False,Message,1754196563.0703058,Asia/Kolkata,openedApp,breathingExercise,6.0,
instagram,False,Message,1754217166.471078,Asia/Kolkata,openedApp,breathingExercise,6.0,
instagram,False,Message,1754217550.746634,Asia/Kolkata,openedApp,breathingExercise,6.0,
instagram,False,Message,1754220611.562714,Asia/Kolkata,openedApp,breathingExercise,6.0,
instagram,False,,1754220804.867492,Asia/Kolkata,dismissedAppOpening,breathingExercise,6.0,
