timestamp,interventionDuration,timezone,isReIntervention,resolution,app,interventionType
1752930802.1382818,1.5,America/New_York,False,dismissedAppOpening,linkedin,breathingExercise
1752932205.721891,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1752932543.8285751,1.5,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1752932624.9163132,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1752936256.61546,1.5,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1752947494.316926,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1752948303.456809,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1752948403.1912498,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1752953515.205059,1.5,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1752953553.463169,1.5,America/New_York,False,dismissedAppOpening,linkedin,breathingExercise
1752953602.907335,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1752957356.2899032,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1752958303.1776938,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1752959383.989678,1.5,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1752960249.7993112,1.5,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1752964677.740768,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1752965005.291224,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1752965020.161201,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1752966659.472224,1.5,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1752970498.343636,1.5,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1752978034.077477,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1752978808.334893,1.5,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1752979278.016854,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1752979806.2091432,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1752981644.6725569,1.5,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1752981761.655509,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1752982567.0742822,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753015759.295013,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753017570.011312,1.5,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1753017575.484716,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753017985.0889812,1.5,America/New_York,False,dismissedAppOpening,linkedin,breathingExercise
1753024457.432378,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753027571.014154,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753029145.63499,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753033648.566997,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753038451.2758121,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753039403.36619,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753039439.275801,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753044595.232476,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753052391.114975,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753052839.788141,1.5,America/New_York,False,dismissedAppOpening,linkedin,breathingExercise
1753053873.795197,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753056482.115789,1.5,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1753057926.58827,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753062626.851376,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753106552.6771631,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753108674.8994799,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753109570.224001,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753113485.988546,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753118059.540067,1.5,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1753119330.9922419,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753123111.401113,1.5,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1753123116.749573,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753125173.732813,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753125388.424364,1.5,America/New_York,False,openedApp,instagram,breathingExercise
1753125681.8352919,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753125720.583539,1.5,America/New_York,False,openedApp,instagram,breathingExercise
1753132589.7880259,1.5,America/New_York,False,openedApp,instagram,breathingExercise
1753132613.674732,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753132653.348592,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753135778.537184,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753136116.476423,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753144844.3030891,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753144985.625848,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753146999.546277,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753147164.855681,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753147969.9969602,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753148942.2210832,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753149228.800158,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753149459.949123,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753150638.733855,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753150675.039064,1.5,America/New_York,False,openedApp,instagram,breathingExercise
1753151470.4126549,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753151678.712391,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753152751.3726768,1.5,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1753188500.333225,1.5,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1753189091.61673,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753189887.627811,1.5,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1753195250.080821,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753195757.6856909,1.5,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1753201308.009746,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753202756.963449,1.5,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1753203559.222712,1.5,America/New_York,False,openedApp,instagram,breathingExercise
1753204043.421736,1.5,America/New_York,False,dismissedAppOpening,instagram,breathingExercise
1753204360.039497,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753204658.265314,1.5,America/New_York,False,openedApp,instagram,breathingExercise
1753204777.725937,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753206248.54211,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753206289.649562,1.5,America/New_York,False,openedApp,instagram,breathingExercise
1753206752.727028,1.5,America/New_York,False,dismissedAppOpening,instagram,breathingExercise
1753213264.901534,1.5,America/New_York,False,openedApp,instagram,breathingExercise
1753213301.102398,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753213317.705344,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753216190.736978,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753217302.7650871,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753217550.148068,1.5,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1753221249.613834,1.5,America/New_York,False,openedApp,instagram,breathingExercise
1753221469.699553,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753221816.3762112,1.5,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1753222665.373935,1.5,America/New_York,False,dismissedAppOpening,linkedin,breathingExercise
1753225215.9799109,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753225546.4106169,1.5,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1753225581.337487,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753226843.9745111,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753227033.0371242,1.5,America/New_York,False,dismissedAppOpening,linkedin,breathingExercise
1753227471.1824431,1.5,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1753227716.715544,1.5,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1753229472.289356,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753229726.7997499,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753234553.733636,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753235105.6468759,1.5,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1753235187.842476,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753235555.7350569,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753236188.044647,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753239799.4587998,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753240232.424545,1.5,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1753240238.848586,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753273673.4331388,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753273696.374352,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753274392.023732,1.5,America/New_York,False,dismissedAppOpening,linkedin,breathingExercise
1753274394.813674,1.5,America/New_York,False,dismissedAppOpening,linkedin,breathingExercise
1753274400.46188,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753274737.3068628,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753275163.1747699,1.5,America/New_York,False,openedApp,instagram,breathingExercise
1753276911.526393,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753279250.626916,1.5,America/New_York,False,openedApp,instagram,breathingExercise
1753280790.176136,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753281221.237848,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753281641.756558,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753282170.995994,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753282491.1735048,1.5,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1753282498.238013,1.5,America/New_York,False,openedApp,instagram,breathingExercise
1753283887.779659,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753286178.5055509,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753287132.99049,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753292263.92527,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753292278.259954,1.5,America/New_York,False,openedApp,instagram,breathingExercise
1753292304.19767,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753293010.516396,1.5,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1753293022.764933,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753293142.719479,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753293783.034822,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753293863.5831652,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753297393.3190799,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753314502.6999412,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753318441.489509,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753318829.572583,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753357223.408288,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753358001.95278,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753359849.7079148,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753359868.605394,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753361990.31443,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753363509.9645848,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753363522.392694,1.5,America/New_York,False,dismissedAppOpening,linkedin,breathingExercise
1753363590.8304272,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753363951.346912,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753368613.522793,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753368725.240623,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753368998.295932,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753388083.8297958,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753388490.974715,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753389684.96351,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753389775.002294,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753390152.901258,1.5,America/New_York,False,openedApp,instagram,breathingExercise
1753400986.543981,1.5,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1753408293.857414,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753412167.820243,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753412243.01491,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753412599.705509,1.5,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1753412606.063844,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753412686.751328,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753413022.175318,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753413089.601416,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753447664.45018,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753447860.661416,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753453185.7843208,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753453596.9273481,1.5,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1753453603.229903,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753462938.207858,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753465768.398294,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753467905.238889,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753482976.806921,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753484989.373159,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753486571.255336,1.5,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1753488540.500866,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753488564.0455031,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753498847.129401,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753499345.433449,1.5,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1753547142.922708,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753547340.494513,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753548046.175894,1.5,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1753563154.147973,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753563741.395396,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753563773.244608,1.5,America/New_York,False,dismissedAppOpening,instagram,breathingExercise
1753566909.900769,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753567460.385411,1.5,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1753584340.7049851,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753585791.5309691,1.5,America/New_York,False,openedApp,instagram,breathingExercise
1753614040.857796,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753614497.8512049,1.5,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1753650208.781496,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753651019.515112,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753651039.800796,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753651626.31845,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753652000.868758,1.5,America/New_York,False,dismissedAppOpening,linkedin,breathingExercise
1753656066.787624,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753658286.029964,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753661236.194921,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753661564.412218,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753661840.26925,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753662875.359272,1.5,America/New_York,False,openedApp,instagram,breathingExercise
1753664204.379648,1.5,America/New_York,False,dismissedAppOpening,instagram,breathingExercise
1753664220.46554,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753665501.466689,1.5,America/New_York,False,openedApp,instagram,breathingExercise
1753665789.7059212,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753665833.874464,1.5,America/New_York,False,openedApp,instagram,breathingExercise
1753666638.063165,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753670734.1989841,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753714079.847022,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753714129.0014749,1.5,America/New_York,False,openedApp,instagram,breathingExercise
1753716251.6976008,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753731211.489366,1.5,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1753731431.936674,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753731805.379118,1.5,America/New_York,False,dismissedAppOpening,linkedin,breathingExercise
1753735537.3191571,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753754134.845917,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753787592.915158,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753790301.48658,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753793156.31996,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753802590.98756,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753816107.888867,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753821604.533803,1.5,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1753821975.402673,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753826247.468894,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753826759.9523501,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753826840.6404529,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753827292.158292,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753828013.636622,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753828780.248244,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753833335.7956228,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753836354.43477,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753836993.53882,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753841273.948884,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753878874.147475,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753879388.411545,1.5,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1753880922.6346211,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753881270.915582,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753881282.6382298,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753890512.006993,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753890575.369591,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753894681.9604921,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753896057.601305,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753896196.70275,1.5,America/New_York,False,openedApp,instagram,breathingExercise
1753896454.673614,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753896592.912066,1.5,America/New_York,False,openedApp,instagram,breathingExercise
1753896716.8362021,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753896776.1462479,1.5,America/New_York,False,openedApp,linkedin,breathingExercise
1753897419.2837029,1.5,America/New_York,False,dismissedAppOpening,linkedin,breathingExercise
1753897558.952733,1.5,America/New_York,False,openedApp,facebook,breathingExercise
1753908593.232624,3.0,America/New_York,False,openedApp,linkedin,breathingExercise
1753908750.121441,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1753908795.5403938,3.0,America/New_York,False,openedApp,instagram,breathingExercise
1753910644.280128,3.0,America/New_York,False,openedApp,linkedin,breathingExercise
1753910963.822818,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1753911448.8293328,3.0,America/New_York,False,openedApp,instagram,breathingExercise
1753912535.4679332,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1753912715.221943,3.0,America/New_York,False,openedApp,instagram,breathingExercise
1753913049.73672,3.0,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1753916888.056264,3.0,America/New_York,False,openedApp,linkedin,breathingExercise
1753916995.380065,3.0,America/New_York,False,openedApp,instagram,breathingExercise
1753917307.536468,3.0,America/New_York,False,dismissedAppOpening,instagram,breathingExercise
1753917315.8533149,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1753917572.780927,3.0,America/New_York,False,openedApp,linkedin,breathingExercise
1753919022.293964,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1753919108.6492991,3.0,America/New_York,False,openedApp,linkedin,breathingExercise
1753919702.0715451,3.0,America/New_York,False,openedApp,linkedin,breathingExercise
1753921769.159738,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1753922669.43151,3.0,America/New_York,False,openedApp,instagram,breathingExercise
1753922692.9224591,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1753922718.046822,3.0,America/New_York,False,openedApp,linkedin,breathingExercise
1753924299.381396,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1753925655.837153,3.0,America/New_York,False,openedApp,linkedin,breathingExercise
1753927663.737701,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1753928045.363357,3.0,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1753928053.8759232,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1753957280.061102,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1753957895.0989928,3.0,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1753957965.744011,3.0,America/New_York,False,openedApp,instagram,breathingExercise
1753958063.804275,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1753958162.473607,3.0,America/New_York,False,openedApp,linkedin,breathingExercise
1753958861.03286,3.0,America/New_York,False,openedApp,linkedin,breathingExercise
1753959901.783566,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1753960357.016741,3.0,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1753960365.1215482,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1753961252.9924068,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1753963718.615059,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1753963856.7484531,3.0,America/New_York,False,openedApp,linkedin,breathingExercise
1753964173.1890302,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1753964864.166634,3.0,America/New_York,False,dismissedAppOpening,facebook,breathingExercise
1753965117.928225,3.0,America/New_York,False,openedApp,linkedin,breathingExercise
1753965720.154592,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1753966712.145216,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1753970240.01505,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1753972778.427114,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1753975817.183821,3.0,America/New_York,False,openedApp,linkedin,breathingExercise
1753977074.127213,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1753977219.166161,3.0,America/New_York,False,dismissedAppOpening,linkedin,breathingExercise
1753978844.856121,3.0,America/New_York,False,openedApp,facebook,breathingExercise
1753978948.164613,3.0,America/New_York,False,openedApp,instagram,breathingExercise
1753981653.946972,3.0,America/New_York,False,openedApp,instagram,breathingExercise
