interventionDuration,app,interventionType,resolution,isReIntervention,timestamp,timezone,purpose,timeIntervalUntilReIntervention
6.0,facebook,breathingExercise,openedApp,False,1753584562.65716,Asia/Kuala_Lumpur,Work,300.0
6.0,facebook,breathingExercise,dismissedAppOpening,False,1753586954.126544,Asia/Kuala_Lumpur,,
6.0,shopee,breathingExercise,dismissedAppOpening,False,1753587104.699356,Asia/Kuala_Lumpur,,
6.0,facebook,breathingExercise,openedApp,False,1753587122.7505631,Asia/Kuala_Lumpur,Work,300.0
6.0,facebook,breathingExercise,dismissedAppOpening,False,1753588355.0997381,Asia/Kuala_Lumpur,,
6.0,facebook,breathingExercise,dismissedAppOpening,False,1753588701.4637,Asia/Kuala_Lumpur,,
6.0,facebook,breathingExercise,dismissedAppOpening,False,1753588825.133339,Asia/Kuala_Lumpur,,
6.0,facebook,breathingExercise,dismissedAppOpening,False,1753589459.423036,Asia/Kuala_Lumpur,,
6.0,youtube,breathingExercise,openedApp,False,1753593465.5104408,Asia/Kuala_Lumpur,Relax,600.0
6.0,facebook,breathingExercise,openedApp,False,1753595032.8242059,Asia/Kuala_Lumpur,Work,300.0
6.0,facebook,breathingExercise,dismissedAppOpening,False,1753595372.249329,Asia/Kuala_Lumpur,,
6.0,youtube,breathingExercise,dismissedAppOpening,False,1753595375.768739,Asia/Kuala_Lumpur,,
6.0,shopee,breathingExercise,openedApp,False,1753600196.1955938,Asia/Kuala_Lumpur,Search Info,
6.0,facebook,breathingExercise,dismissedAppOpening,False,1753600426.696011,Asia/Kuala_Lumpur,,
6.0,shopee,breathingExercise,dismissedAppOpening,False,1753600523.292663,Asia/Kuala_Lumpur,,
6.0,shopee,breathingExercise,dismissedAppOpening,False,1753600588.398281,Asia/Kuala_Lumpur,,
6.0,shopee,breathingExercise,openedApp,False,1753608451.412277,Asia/Kuala_Lumpur,Search Info,
6.0,facebook,breathingExercise,openedApp,False,1753609601.223943,Asia/Kuala_Lumpur,Work,300.0
6.0,facebook,breathingExercise,openedApp,False,1753609922.857751,Asia/Kuala_Lumpur,Work,300.0
6.0,facebook,breathingExercise,dismissedAppOpening,False,1753612596.844291,Asia/Kuala_Lumpur,,
6.0,youtube,breathingExercise,dismissedAppOpening,False,1753612974.543536,Asia/Kuala_Lumpur,,
6.0,facebook,breathingExercise,openedApp,False,1753615640.313458,Asia/Kuala_Lumpur,Search Info,300.0
6.0,facebook,breathingExercise,openedApp,False,1753615962.546042,Asia/Kuala_Lumpur,Work,300.0
6.0,facebook,breathingExercise,dismissedAppOpening,False,1753616357.3137531,Asia/Kuala_Lumpur,,
6.0,facebook,breathingExercise,dismissedAppOpening,False,1753616569.577939,Asia/Kuala_Lumpur,,
6.0,facebook,breathingExercise,dismissedAppOpening,False,1753617184.914135,Asia/Kuala_Lumpur,,
6.0,facebook,breathingExercise,dismissedAppOpening,False,1753673244.290707,Asia/Kuala_Lumpur,,
6.0,facebook,breathingExercise,dismissedAppOpening,False,1753673289.8726192,Asia/Kuala_Lumpur,,
6.0,facebook,breathingExercise,openedApp,False,1753675128.6383262,Asia/Kuala_Lumpur,Work,300.0
6.0,facebook,breathingExercise,openedApp,False,1753675455.726739,Asia/Kuala_Lumpur,Work,300.0
6.0,facebook,breathingExercise,openedApp,False,1753675755.894555,Asia/Kuala_Lumpur,Work,300.0
6.0,facebook,breathingExercise,dismissedAppOpening,False,1753675896.5124311,Asia/Kuala_Lumpur,,
6.0,facebook,breathingExercise,dismissedAppOpening,False,1753676005.985605,Asia/Kuala_Lumpur,,
6.0,shopee,breathingExercise,dismissedAppOpening,False,1753676025.531451,Asia/Kuala_Lumpur,,
6.0,shopee,breathingExercise,dismissedAppOpening,False,1753677828.8961701,Asia/Kuala_Lumpur,,
6.0,youtube,breathingExercise,dismissedAppOpening,False,1753677953.9817228,Asia/Kuala_Lumpur,,
6.0,shopee,breathingExercise,dismissedAppOpening,False,1753679480.2431831,Asia/Kuala_Lumpur,,
6.0,youtube,breathingExercise,dismissedAppOpening,False,1753681915.30809,Asia/Kuala_Lumpur,,
6.0,youtube,breathingExercise,dismissedAppOpening,False,1753683707.834168,Asia/Kuala_Lumpur,,
6.0,youtube,breathingExercise,dismissedAppOpening,False,1753683806.405029,Asia/Kuala_Lumpur,,
6.0,shopee,breathingExercise,dismissedAppOpening,False,1753684014.3020191,Asia/Kuala_Lumpur,,
