resolution,isReIntervention,interventionDuration,interventionType,timezone,app,timestamp
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753863957.751138
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753863992.520267
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753864021.226831
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753864032.886132
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753864055.909103
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753864236.0886989
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753864894.871165
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753865698.594542
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753865737.152907
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753865908.446521
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753865913.677825
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753865991.244031
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753866050.576363
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753866063.167733
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753866313.904068
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753868900.814146
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753869003.319274
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753869055.480157
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753869098.476314
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753869480.712687
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753869625.062243
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753869759.3148232
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753870055.6892781
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753870568.886914
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753871680.86569
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753871847.665883
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753872489.2837892
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753873080.0378141
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753877054.2949939
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753882313.943347
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753882772.37914
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753882984.761842
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753887419.137199
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753888604.523487
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753888612.5871902
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753894167.947192
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753894210.7257729
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753898711.5449991
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753898717.1506371
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753898882.0500531
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753938019.725059
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753938045.417453
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753941182.5769792
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753943165.349947
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753943200.907096
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753943344.908064
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753943376.143516
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753943387.153582
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753943506.991368
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753944040.721395
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753944780.149373
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753946132.014451
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753946216.169225
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753950114.79394
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753952414.983434
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753952471.6449242
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753953789.863659
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753955160.1047049
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753955319.021545
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753955750.418532
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753955801.9618711
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753961942.4514241
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753961987.7317781
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753962331.854069
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753962410.090839
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753962428.797701
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753962472.543771
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753962690.951068
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753962751.5220141
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753962795.22926
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753963196.3374472
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753963569.438215
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753965162.056703
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753965423.5092301
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753965705.64343
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753966021.4661121
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753967312.169561
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753967456.131136
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753967519.784595
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753967564.204395
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753967924.017103
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753968118.88197
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753968377.269332
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753968468.214395
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753969178.169035
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753969997.891639
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753970019.196416
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753970093.859703
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753970586.390276
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753970704.209066
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753971369.401688
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753972113.515691
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753972134.957521
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753972183.888956
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753974159.651715
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753974644.886903
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753974807.742265
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753975076.553179
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753983096.619564
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1753983323.620574
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754024490.0744572
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754024527.761873
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754026978.7884312
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754027038.6617532
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754031333.717535
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754031406.710181
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754031729.57938
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754031968.25741
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754033429.451953
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754033458.564744
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754033473.3219
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754033553.7157779
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754036975.669901
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754037830.2833118
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754044264.690866
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754046547.850222
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754046848.715012
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754048505.801772
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754048587.1383939
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754050754.8735461
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754053965.360476
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754059917.002995
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754065299.514474
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754065541.3264809
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754067737.2424998
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754067874.811255
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754068350.780704
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754068761.977572
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754068837.096602
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754070280.9116101
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754070372.982658
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754111089.492519
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754111163.7497659
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754111194.803498
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754111626.396079
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754112047.706448
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754112441.084443
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754112525.549893
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754112649.901603
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754113528.808823
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754113648.6847591
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754114300.297339
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754116035.4294848
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754116790.697077
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754117426.306925
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754117821.8128772
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754118289.618435
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754119252.639158
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754124303.118027
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754129638.221192
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754129795.857671
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754131358.559943
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754133668.0154219
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754133970.757338
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754134318.920422
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754134533.555417
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754134633.834492
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754134781.8773298
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754135096.836327
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754135289.845944
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754135744.8495321
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754144877.931139
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754152241.4823089
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754152477.273454
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754152644.995802
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754152772.105287
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754153702.2636719
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754153760.944571
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754154004.716191
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754156495.7687922
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754156867.435616
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754156967.9350882
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754157315.440388
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754158170.899442
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754158274.790937
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754192643.131805
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754193307.088624
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754199976.149468
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754200079.908228
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754200127.404086
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754200232.88628
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754200246.889514
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754200554.910159
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754203613.150251
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754203774.768978
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754205749.0813
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754205797.3917289
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754206298.2842588
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754212338.606633
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754214188.4020228
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754214220.696669
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754221671.090129
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754221673.978351
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754222364.470461
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754222374.568501
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754232966.864613
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754235839.297463
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754235894.9424028
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754236883.324229
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754236991.259511
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754237097.9471102
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754237177.663368
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754237586.943493
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754237747.542958
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754237999.9976559
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754241467.864379
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754241644.060306
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754241747.0491471
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754278903.738322
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754281766.812924
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754282057.502149
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754282135.048471
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754282280.961553
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754282333.46948
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754282524.143795
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754283646.64475
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754283671.838354
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754283971.747565
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754285168.119406
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754285356.958785
dismissedAppOpening,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754285924.574539
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754291966.2422051
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754292000.4228458
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754292849.546685
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754293386.914326
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754293905.5082068
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754294026.4659781
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754294064.135534
openedApp,False,3.0,breathingExercise,Asia/Tbilisi,whastapp,1754294496.188314
