timezone,timestamp,isReIntervention,resolution,interventionDuration,app,interventionType,timeIntervalUntilReIntervention,purpose
America/Toronto,1751066240.2020211,False,openedApp,3.0,instagram,breathingExercise,420.0,Bored
America/Toronto,1751066667.345096,False,openedApp,3.0,instagram,breathingExercise,300.0,Bored
America/Toronto,1751066726.017469,False,openedApp,3.0,facebook,askForTimeLimit,420.0,
America/Toronto,1751067161.768067,True,openedApp,3.0,facebook,breathingExercise,240.0,Bored
America/Toronto,1751067409.8982491,False,openedApp,3.0,instagram,askForTimeLimit,300.0,
America/Toronto,1751069385.0613399,False,openedApp,3.0,instagram,askForTimeLimit,900.0,
America/Toronto,1751070176.473846,False,openedApp,3.0,amazon,askForTimeLimit,900.0,
America/Toronto,1751116804.27846,False,openedApp,3.0,amazon,askForTimeLimit,480.0,
America/Toronto,1751129825.2909842,False,openedApp,3.0,amazon,askForTimeLimit,900.0,
America/Toronto,1751131337.061226,False,openedApp,3.0,amazon,askForTimeLimit,900.0,
America/Toronto,1751143168.134383,False,openedApp,3.0,instagram,askForTimeLimit,600.0,
America/Toronto,1751143572.103657,False,dismissedAppOpening,3.0,instagram,askForTimeLimit,,
America/Toronto,1751143582.853003,False,openedApp,3.0,facebook,askForTimeLimit,540.0,
America/Toronto,1751143752.841856,False,openedApp,3.0,tikTok,breathingExercise,,Bored
America/Toronto,1751158536.7052588,False,openedApp,3.0,facebook,askForTimeLimit,600.0,
America/Toronto,1751162089.51545,False,openedApp,3.0,amazon,askForTimeLimit,900.0,
America/Toronto,1751208372.112994,False,openedApp,6.0,amazon,askForTimeLimit,900.0,
America/Toronto,1751212704.012233,False,dismissedAppOpening,6.0,amazon,askForTimeLimit,,
America/Toronto,1751212709.746207,False,openedApp,6.0,amazon,askForTimeLimit,900.0,
America/Toronto,1751213883.786839,True,openedApp,6.0,amazon,breathingExercise,720.0,Bored
America/Toronto,1751216120.636214,False,openedApp,6.0,amazon,askForTimeLimit,900.0,
America/Toronto,1751217080.662043,True,openedApp,6.0,amazon,breathingExercise,900.0,Bored
America/Toronto,1751219957.818928,False,openedApp,6.0,facebook,askForTimeLimit,300.0,
America/Toronto,1751225287.8986979,False,openedApp,6.0,amazon,askForTimeLimit,420.0,
America/Toronto,1751227699.561542,False,openedApp,6.0,amazon,askForTimeLimit,900.0,
America/Toronto,1751252502.838362,False,openedApp,6.0,amazon,askForTimeLimit,300.0,
America/New_York,1751313970.9447908,False,openedApp,6.0,instagram,askForTimeLimit,420.0,
America/New_York,1751317092.3512769,False,openedApp,6.0,amazon,askForTimeLimit,900.0,
America/New_York,1751317148.60471,False,openedApp,6.0,instagram,askForTimeLimit,480.0,
America/New_York,1751317605.191402,False,openedApp,6.0,facebook,askForTimeLimit,540.0,
America/New_York,1751317790.782233,False,openedApp,6.0,facebook,askForTimeLimit,300.0,
America/New_York,1751317864.951757,False,openedApp,6.0,facebook,askForTimeLimit,120.0,
America/New_York,1751322984.328989,False,openedApp,6.0,instagram,askForTimeLimit,900.0,
America/New_York,1751323632.925622,False,dismissedAppOpening,6.0,instagram,askForTimeLimit,,
America/New_York,1751323637.1605601,False,dismissedAppOpening,6.0,instagram,askForTimeLimit,,
America/New_York,1751323639.895797,False,dismissedAppOpening,6.0,pinterest,askForTimeLimit,,
America/New_York,1751323645.099862,False,openedApp,6.0,instagram,askForTimeLimit,900.0,
America/New_York,1751323749.6222382,False,openedApp,6.0,amazon,askForTimeLimit,480.0,
America/New_York,1751323803.8651981,False,openedApp,6.0,instagram,askForTimeLimit,540.0,
America/New_York,1751323849.0817409,False,openedApp,6.0,tikTok,breathingExercise,,Bored
America/New_York,1751393346.749939,False,openedApp,6.0,amazon,askForTimeLimit,480.0,
America/New_York,1751404828.998102,False,openedApp,6.0,instagram,askForTimeLimit,300.0,
America/New_York,1751405049.75392,False,dismissedAppOpening,6.0,instagram,askForTimeLimit,,
America/New_York,1751407701.954598,False,openedApp,6.0,amazon,askForTimeLimit,420.0,
America/New_York,1751411540.767597,False,openedApp,6.0,instagram,askForTimeLimit,480.0,
America/New_York,1751412490.740634,True,openedApp,6.0,instagram,breathingExercise,180.0,Bored
America/New_York,1751412502.983554,False,openedApp,6.0,amazon,askForTimeLimit,900.0,
America/New_York,1751412763.3218741,False,openedApp,6.0,facebook,askForTimeLimit,360.0,
America/New_York,1751462747.6683059,False,openedApp,6.0,amazon,askForTimeLimit,480.0,
America/New_York,1751465778.0762792,False,openedApp,6.0,amazon,askForTimeLimit,240.0,
America/New_York,1751471228.995706,False,openedApp,6.0,amazon,askForTimeLimit,420.0,
America/New_York,1751472633.686074,False,openedApp,6.0,amazon,askForTimeLimit,900.0,
America/New_York,1751629741.905538,False,openedApp,6.0,amazon,askForTimeLimit,300.0,
America/New_York,1751635429.537115,False,openedApp,6.0,instagram,askForTimeLimit,420.0,
America/New_York,1751635693.50578,False,openedApp,6.0,instagram,askForTimeLimit,900.0,
America/New_York,1751635886.443139,False,openedApp,6.0,instagram,askForTimeLimit,900.0,
America/New_York,1751635983.491067,False,openedApp,6.0,facebook,askForTimeLimit,480.0,
America/New_York,1751659984.679126,False,openedApp,6.0,instagram,askForTimeLimit,900.0,
America/New_York,1751660134.023192,False,openedApp,6.0,tikTok,breathingExercise,,Bored
America/New_York,1751660474.136911,False,openedApp,6.0,instagram,askForTimeLimit,480.0,
America/New_York,1751660640.73265,False,openedApp,6.0,facebook,askForTimeLimit,540.0,
America/New_York,1751669107.332669,False,openedApp,6.0,instagram,askForTimeLimit,540.0,
America/New_York,1751669580.172708,False,openedApp,6.0,facebook,askForTimeLimit,540.0,
America/New_York,1751675894.4068131,False,dismissedAppOpening,6.0,instagram,askForTimeLimit,,
America/New_York,1751681921.464401,False,openedApp,6.0,amazon,askForTimeLimit,900.0,
America/New_York,1751682393.392647,False,openedApp,6.0,amazon,askForTimeLimit,540.0,
America/New_York,1751749181.701623,False,openedApp,6.0,instagram,askForTimeLimit,600.0,
America/New_York,1751749537.197781,False,dismissedAppOpening,6.0,instagram,askForTimeLimit,,
America/New_York,1751759357.638091,False,openedApp,6.0,instagram,askForTimeLimit,540.0,
America/New_York,1751832015.821865,False,openedApp,6.0,facebook,askForTimeLimit,900.0,
America/New_York,1751832322.265934,False,openedApp,6.0,instagram,askForTimeLimit,540.0,
America/New_York,1751832891.708825,True,openedApp,6.0,instagram,breathingExercise,900.0,Message
America/New_York,1751833815.6749492,True,openedApp,6.0,instagram,breathingExercise,900.0,Bored
America/New_York,1751834165.998168,False,openedApp,6.0,instagram,askForTimeLimit,840.0,
America/New_York,1751834258.9162478,False,openedApp,6.0,tikTok,breathingExercise,,Bored
America/New_York,1751835175.8946428,False,openedApp,6.0,facebook,askForTimeLimit,360.0,
America/New_York,1751835808.0132809,False,dismissedAppOpening,6.0,facebook,askForTimeLimit,,
America/New_York,1751835826.946268,False,openedApp,6.0,facebook,askForTimeLimit,360.0,
America/New_York,1751835971.74592,False,openedApp,6.0,facebook,askForTimeLimit,900.0,
America/New_York,1751836058.3660522,False,openedApp,6.0,instagram,askForTimeLimit,420.0,
America/New_York,1751837160.58075,False,openedApp,6.0,amazon,askForTimeLimit,900.0,
America/New_York,1751841367.1856952,False,openedApp,6.0,instagram,askForTimeLimit,480.0,
America/New_York,1752007184.691235,False,openedApp,6.0,instagram,askForTimeLimit,480.0,
America/New_York,1752007334.892291,False,openedApp,6.0,facebook,askForTimeLimit,420.0,
America/New_York,1752007469.143248,False,openedApp,6.0,facebook,askForTimeLimit,480.0,
America/New_York,1752007502.650007,False,openedApp,6.0,tikTok,breathingExercise,,Bored
America/New_York,1752018043.538444,False,openedApp,6.0,instagram,askForTimeLimit,900.0,
America/New_York,1752018178.971122,False,openedApp,6.0,instagram,askForTimeLimit,360.0,
America/New_York,1752104654.029148,False,openedApp,6.0,instagram,askForTimeLimit,420.0,
America/New_York,1752105064.555993,False,openedApp,6.0,facebook,askForTimeLimit,420.0,
America/New_York,1752105200.4768791,False,openedApp,6.0,tikTok,breathingExercise,,Message
America/New_York,1752264016.13466,False,openedApp,6.0,instagram,askForTimeLimit,540.0,
America/New_York,1752264569.800708,False,openedApp,6.0,facebook,askForTimeLimit,540.0,
America/New_York,1752264798.492512,False,openedApp,6.0,facebook,askForTimeLimit,240.0,
America/New_York,1752265068.486318,True,openedApp,6.0,facebook,breathingExercise,360.0,Bored
America/New_York,1752265215.3401089,False,openedApp,6.0,instagram,askForTimeLimit,420.0,
America/New_York,1752265314.0212278,False,openedApp,6.0,tikTok,breathingExercise,,Bored
America/New_York,1752266226.533642,False,dismissedAppOpening,6.0,tikTok,breathingExercise,,
America/New_York,1752266349.7372088,False,openedApp,6.0,instagram,askForTimeLimit,900.0,
