app,timezone,timestamp,resolution,interventionDuration,isReIntervention,interventionType
snapchat,Europe/London,1753905964.6968641,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753905988.702424,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753906018.030005,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753906148.270788,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753906585.7229528,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753906585.744866,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753907266.729413,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753908195.899859,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753909004.511586,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753909889.673015,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753911423.892369,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753959079.9002109,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753959100.566842,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753962486.696677,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753962486.718553,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753964800.6837811,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753964940.441718,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753965051.07577,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753966238.243205,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753968211.6825418,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753968211.70542,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753968211.712991,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753969938.143365,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1753971034.839297,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753971807.630321,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753972033.528075,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753974855.407086,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753975650.963355,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753976367.149355,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753976435.073983,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753977593.209986,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753980505.886699,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753991576.372705,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753991592.0232449,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753993118.147835,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753993724.893213,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753993966.6743321,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1753994445.250351,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1753998264.4966679,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754046642.976553,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754047353.986518,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754047703.2833738,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754048560.1954079,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754049220.422402,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754049865.4400039,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1754049948.3198872,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754050220.767688,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754055747.114098,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754055805.18678,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754056126.896772,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754059889.2855139,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754059959.785465,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754060886.595607,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754061095.187824,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754061588.229597,dismissedAppOpening,1.5,False,breathingExercise
clashRoyale,Europe/London,1754062348.008703,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754065410.863158,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754075214.877754,dismissedAppOpening,1.5,False,breathingExercise
clashRoyale,Europe/London,1754075257.789044,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754076956.582951,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754077286.389837,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754077286.410732,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754077782.2501302,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754079370.3833919,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754081081.574436,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754081081.596408,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754081081.604021,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754083323.187451,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754084016.278502,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754084283.578002,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754084559.085022,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754085036.641344,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754085036.66357,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754085036.671702,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754135288.244528,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754135295.8517451,dismissedAppOpening,1.5,False,breathingExercise
clashRoyale,Europe/London,1754135296.7646651,dismissedAppOpening,1.5,False,breathingExercise
clashRoyale,Europe/London,1754139157.77332,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754139157.7954478,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754139658.7391272,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754141827.6010242,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754142691.857374,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754143241.297985,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754143311.773356,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754143650.8960261,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754143902.571748,dismissedAppOpening,1.5,False,breathingExercise
clashRoyale,Europe/London,1754144111.9150028,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754144702.741765,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754144869.3602052,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754145187.262958,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754145999.877339,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754146765.685172,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754147034.9600449,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754147094.476048,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754147166.822846,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754147428.879218,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754147738.080847,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754147778.53302,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754148207.7707682,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754148515.910056,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1754149817.553047,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754152533.521735,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754153552.112426,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754154777.5057092,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754155205.827894,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754159338.210643,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754159590.103147,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754161350.812572,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754162521.15025,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754163181.86218,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754163234.7047029,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754165536.77185,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754166362.8997211,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754166414.172296,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754166524.612031,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1754166936.986617,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754167038.686671,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754167486.896099,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754168425.929754,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754168727.510494,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754170048.505934,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754170183.168771,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754170433.0404801,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754173482.439279,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754173705.695437,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754173730.1636,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754173730.20182,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754174000.2565541,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754174283.937546,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754174527.757873,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754175009.1104422,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754175854.2148561,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754217704.063566,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754218194.3040109,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754220463.101152,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754220709.906231,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754225857.696807,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754227782.170423,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754228834.219712,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754228897.891676,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754229049.303749,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754229920.272584,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754230185.004693,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754230205.011586,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754232694.850788,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754232991.127232,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754234906.229954,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754236027.97978,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1754236035.922799,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754236998.613527,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754237558.4995,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754237598.173781,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754238101.950186,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754238634.994281,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754244347.51177,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754244347.5466762,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754244444.146621,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754245888.8820639,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754247118.218975,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754248075.073676,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754249973.4771261,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754250781.362428,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754252716.9427052,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754254100.076911,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754255288.884079,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754255558.014323,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754255810.6114259,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754256783.539393,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754256795.327178,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754302259.794934,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754302259.8660588,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754303191.858906,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754303274.6193318,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754303323.665615,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754304928.911526,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754305386.817944,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754305945.161243,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754307203.77196,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754308031.215548,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754309959.601612,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1754311528.957808,dismissedAppOpening,1.5,False,breathingExercise
snapchat,Europe/London,1754311721.244262,dismissedAppOpening,1.5,False,breathingExercise
clashRoyale,Europe/London,1754313909.837426,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754313909.862309,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754314614.428069,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754315086.6002378,dismissedAppOpening,1.5,False,breathingExercise
clashRoyale,Europe/London,1754315203.908464,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754317905.12989,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754317960.731241,openedApp,1.5,False,breathingExercise
snapchat,Europe/London,1754321214.823689,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754321258.548363,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754321888.0825682,openedApp,1.5,False,breathingExercise
clashRoyale,Europe/London,1754327225.6156092,dismissedAppOpening,3.0,False,breathingExercise
clashRoyale,Europe/London,1754327478.9803982,openedApp,3.0,False,breathingExercise
clashRoyale,Europe/London,1754327765.061572,openedApp,3.0,False,breathingExercise
snapchat,Europe/London,1754331214.8066258,openedApp,3.0,False,breathingExercise
snapchat,Europe/London,1754340888.6273189,openedApp,3.0,False,breathingExercise
snapchat,Europe/London,1754341071.000616,openedApp,3.0,False,breathingExercise
snapchat,Europe/London,1754342547.451658,openedApp,3.0,False,breathingExercise
snapchat,Europe/London,1754398573.885381,openedApp,3.0,False,breathingExercise
clashRoyale,Europe/London,1754398593.6631432,dismissedAppOpening,3.0,False,breathingExercise
clashRoyale,Europe/London,1754398605.107914,openedApp,3.0,False,breathingExercise
snapchat,Europe/London,1754399613.856858,openedApp,3.0,False,breathingExercise
snapchat,Europe/London,1754400369.1382651,openedApp,3.0,False,breathingExercise
snapchat,Europe/London,1754402182.096153,openedApp,3.0,False,breathingExercise
clashRoyale,Europe/London,1754402254.837822,openedApp,3.0,False,breathingExercise
snapchat,Europe/London,1754402678.9676971,openedApp,3.0,False,breathingExercise
snapchat,Europe/London,1754403146.619339,openedApp,3.0,False,breathingExercise
snapchat,Europe/London,1754403672.3344831,openedApp,3.0,False,breathingExercise
snapchat,Europe/London,1754404061.973975,openedApp,3.0,False,breathingExercise
snapchat,Europe/London,1754404131.027598,openedApp,3.0,False,breathingExercise
snapchat,Europe/London,1754405353.080826,openedApp,3.0,False,breathingExercise
clashRoyale,Europe/London,1754413293.429363,openedApp,3.0,False,breathingExercise
snapchat,Europe/London,1754414287.2577538,openedApp,3.0,False,breathingExercise
