timezone,timestamp,interventionDuration,interventionType,app,isReIntervention,resolution,purpose
America/New_York,1750719543.648031,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1750719684.627233,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750730415.510803,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1750730874.8411632,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750730952.8626928,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750731189.974654,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750768887.046277,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750768976.0849118,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750769868.108192,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1750774645.721202,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750774718.606832,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750775150.638328,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750775279.364953,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750776105.263029,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1750785009.937975,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1750785273.8964849,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750786792.341439,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750787048.3619962,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750787204.517416,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750787255.005268,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750787468.478771,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750808370.8243499,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750808637.773443,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1750808647.557199,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1750808857.943238,3.0,breathingExercise,facebook,False,dismissedAppOpening,
America/New_York,1750808913.6125212,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1750812653.063606,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1750812661.846756,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1750849760.119398,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750853812.5248098,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750854206.8387132,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750854511.943474,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750855039.9639611,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1750855149.859329,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750859920.713355,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1750861106.523223,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1750861129.794431,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750862088.1247702,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750863729.817904,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1750889530.248971,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750895821.007107,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750903269.3192868,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1750903290.626554,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1750903660.820671,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750907007.573588,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750907268.03318,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1750907275.6079779,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1750936987.6619658,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750938258.690512,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750938298.5561419,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1750941191.734771,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750942426.396463,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750942832.098175,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750952793.164789,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1750952831.890184,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750953354.800325,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1750953489.465322,3.0,breathingExercise,tikTok,False,dismissedAppOpening,
America/New_York,1750958197.024757,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750959200.236494,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1750959307.757421,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750959358.019477,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750960123.57381,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1750960647.5370998,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750971919.123255,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750972163.161499,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750972316.102026,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1750973054.480109,3.0,breathingExercise,tikTok,False,openedApp,
America/New_York,1750973302.867412,3.0,breathingExercise,tikTok,False,openedApp,
America/New_York,1750973546.775488,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1750973703.073286,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750973779.687753,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750973807.6112142,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750974117.742949,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750974724.3917851,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1750974884.519625,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750975308.408856,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1750982354.6020808,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750989845.274163,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750990644.435151,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750991607.176241,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750993653.312086,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1750994005.86475,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1750994381.336932,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751025811.126884,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751026104.883857,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751026150.811533,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751026389.558498,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751028683.4276881,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751028737.603745,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751029476.14435,3.0,breathingExercise,facebook,False,dismissedAppOpening,
America/New_York,1751031229.313916,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751045137.100347,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751045754.5335212,3.0,breathingExercise,tikTok,False,dismissedAppOpening,
America/New_York,1751046138.907995,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751046536.294448,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751062093.5243149,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751063390.816956,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751063986.27169,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751064249.734895,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751064316.5977268,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751065438.4060621,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751066120.5651531,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751067955.0717468,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751067959.51866,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751072787.887573,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751072803.276538,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751073424.276365,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751073486.837224,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751076838.166462,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751076844.266984,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751076950.5805712,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751077477.889888,3.0,breathingExercise,tikTok,False,openedApp,
America/New_York,1751080704.695148,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751082023.707796,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751082316.652464,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751082517.6922588,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751083918.199943,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751118095.692305,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751118468.477085,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751119602.1188788,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751120515.98543,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751120924.213966,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751121661.03619,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751121866.194038,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751121993.2393231,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751122881.064093,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751124136.138644,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751124360.638757,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751124369.398697,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751124613.003477,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751125672.712821,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751126068.6511312,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751127963.39819,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751130626.640821,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751131697.229193,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751132126.749576,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751135690.701921,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751136173.4609652,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751136275.025095,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751136333.9665852,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751136708.307375,3.0,breathingExercise,facebook,False,dismissedAppOpening,
America/New_York,1751137271.374593,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751137924.020523,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751139442.675349,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751139498.3231978,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751139782.291724,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751139816.4436579,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751140816.326105,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751140880.2347488,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751142038.90851,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751143157.200829,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751145226.667958,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751147938.168366,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751148550.363807,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751149291.128964,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751150030.9492168,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751151421.790416,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751152192.667179,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751159923.6287389,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751160584.26057,3.0,breathingExercise,facebook,False,dismissedAppOpening,
America/New_York,1751161011.330858,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751162611.592586,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751162993.587195,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751163010.1125798,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751200125.1419501,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751200227.178591,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751200567.9578462,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751200577.124512,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751200848.1772928,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751200989.496372,3.0,breathingExercise,facebook,False,dismissedAppOpening,
America/New_York,1751201907.1795502,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751202279.317215,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751202475.252965,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751204592.182025,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751206709.8207278,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751209996.161299,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751210228.822977,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751212270.101674,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751212369.3069549,3.0,breathingExercise,tikTok,False,openedApp,
America/New_York,1751212732.692278,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751212741.372122,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751213023.0652971,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751215938.069467,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751216760.8645868,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751219819.213739,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751220799.433845,3.0,breathingExercise,facebook,False,dismissedAppOpening,
America/New_York,1751221760.366487,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751222141.2974792,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751222471.161159,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751222633.8524451,3.0,breathingExercise,facebook,False,dismissedAppOpening,
America/New_York,1751233351.178319,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751233359.053222,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751233515.735143,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751233874.6049662,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751234164.338153,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751236124.643419,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751238429.762378,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751238642.017237,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751239081.3610559,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751240006.893652,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751240686.997849,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751245806.031841,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751246273.275259,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751246352.492049,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751246361.804659,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751249192.951901,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751249287.760792,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751249400.827856,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751249528.532738,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751249530.7279282,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751249538.6338701,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751250440.5037751,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751250579.287988,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751250599.9900231,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751279777.606364,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751280763.981163,3.0,breathingExercise,facebook,False,dismissedAppOpening,
America/New_York,1751280793.780435,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751281012.242995,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751281733.280628,3.0,breathingExercise,tikTok,False,openedApp,
America/New_York,1751281948.2124171,3.0,breathingExercise,tikTok,False,openedApp,
America/New_York,1751282065.2264972,3.0,breathingExercise,facebook,False,dismissedAppOpening,
America/New_York,1751282798.850266,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751282986.7764292,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751282994.987955,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751283479.3928242,3.0,breathingExercise,facebook,False,dismissedAppOpening,
America/New_York,1751283511.162319,3.0,breathingExercise,facebook,False,dismissedAppOpening,
America/New_York,1751283514.471128,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751286371.3331041,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751286381.400291,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751287476.734314,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751296217.206084,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751297472.924232,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751297740.832587,3.0,breathingExercise,facebook,False,dismissedAppOpening,
America/New_York,1751297930.900737,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751301228.202344,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751303072.929528,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751303309.785706,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751303407.0703,3.0,breathingExercise,facebook,False,dismissedAppOpening,
America/New_York,1751303991.249747,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751304006.3996902,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751304018.521277,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751304248.8216882,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751306760.089499,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751306801.720752,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751307929.270133,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751309572.903592,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751309575.6147928,3.0,breathingExercise,facebook,False,dismissedAppOpening,
America/New_York,1751309599.028741,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751310265.707613,3.0,breathingExercise,tikTok,False,openedApp,
America/New_York,1751310372.50886,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751310580.568322,3.0,breathingExercise,tikTok,False,openedApp,
America/New_York,1751310915.958818,3.0,breathingExercise,tikTok,False,openedApp,
America/New_York,1751311503.5194259,3.0,breathingExercise,tikTok,False,openedApp,
America/New_York,1751311672.201083,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751311879.1589398,3.0,breathingExercise,tikTok,False,openedApp,
America/New_York,1751312629.305574,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751313851.593332,3.0,breathingExercise,tikTok,False,openedApp,
America/New_York,1751314064.612926,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751318790.434466,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751319047.139367,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751321500.14043,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751325731.82334,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751326003.074363,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751327877.6984072,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751327888.677823,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751331966.3690882,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751332937.1210918,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751332954.4134789,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751333643.063652,3.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751333805.906837,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751334550.026074,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751370731.553745,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751373642.5952768,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751374003.9212751,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751374200.6698241,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751374342.467457,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751375384.0331721,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751390109.64939,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751390656.070504,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751390911.7729812,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751391661.060199,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751391958.772908,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751393299.554483,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751401971.660593,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751403909.354257,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751404099.693863,3.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751406758.998667,3.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751411456.79653,6.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751411668.9816651,6.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751413476.0120668,6.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751413607.066145,6.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751419078.740807,6.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751455463.7877579,6.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751456252.658351,6.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751458111.119602,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751460686.5254822,6.0,breathingExercise,facebook,False,dismissedAppOpening,
America/New_York,1751464474.445159,6.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751464711.584796,6.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751465648.876234,6.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751465983.691015,6.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751466475.9748778,6.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751467159.385155,6.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751470313.988584,6.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751473285.4216719,6.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751473909.205718,6.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751475260.168765,6.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751477174.003978,6.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751477225.051348,6.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751478867.740613,6.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751482300.764799,6.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751482646.814565,6.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751484336.36132,6.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751485429.0539908,6.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751487127.130499,6.0,breathingExercise,facebook,False,dismissedAppOpening,
America/New_York,1751487142.537889,6.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751487192.5173922,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751490182.33175,6.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751490343.419145,6.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751491352.133803,6.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751491563.8586478,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751491898.991965,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751492460.223525,6.0,breathingExercise,facebook,False,dismissedAppOpening,
America/New_York,1751492502.049491,6.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751492612.10562,6.0,breathingExercise,facebook,False,dismissedAppOpening,
America/New_York,1751498168.131913,6.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751504618.720018,6.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751504845.482419,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751505049.949583,6.0,breathingExercise,facebook,False,dismissedAppOpening,
America/New_York,1751505538.015369,6.0,breathingExercise,facebook,False,dismissedAppOpening,
America/New_York,1751505884.3225698,6.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751506471.6512551,6.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751506695.51963,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751507238.896885,6.0,breathingExercise,facebook,False,dismissedAppOpening,
America/New_York,1751507490.806106,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751507879.000986,6.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751513874.73075,6.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751543970.7163692,6.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751544641.418535,6.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751545918.68532,6.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751546414.599293,6.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751546909.32164,6.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751551005.5925112,6.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751551347.4153662,6.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751554512.5528588,6.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751555958.462222,6.0,breathingExercise,instagram,False,openedApp,
America/New_York,1751556158.771497,6.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751556161.183789,6.0,breathingExercise,instagram,False,dismissedAppOpening,
America/New_York,1751560983.676693,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751568587.7610512,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751569646.09116,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751573724.1434789,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751599692.8626199,6.0,breathingExercise,tikTok,False,openedApp,
America/New_York,1751600479.4147658,6.0,breathingExercise,tikTok,False,openedApp,
America/New_York,1751601173.928194,6.0,breathingExercise,tikTok,False,dismissedAppOpening,
America/New_York,1751632737.477541,6.0,breathingExercise,facebook,False,dismissedAppOpening,
America/New_York,1751633290.381696,6.0,breathingExercise,facebook,False,openedApp,
America/New_York,1751633544.7499661,6.0,breathingExercise,tikTok,False,openedApp,
