interventionType,timestamp,isReIntervention,timezone,interventionDuration,resolution,app,purpose
breathingExercise,1753732977.412112,False,America/Bogota,3.0,openedApp,instagram,Mensaje
breathingExercise,1753735819.767926,False,America/Bogota,3.0,dismissedAppOpening,instagram,
breathingExercise,1753739683.4448872,False,America/Bogota,3.0,openedApp,instagram,Mensaje
breathingExercise,1753740912.440592,False,America/Bogota,3.0,openedApp,instagram,Mensaje
breathingExercise,1753741599.0359569,False,America/Bogota,3.0,openedApp,facebook,Mensaje
breathingExercise,1753741775.643127,False,America/Bogota,3.0,openedApp,facebook,Mensaje
breathingExercise,1753741799.339645,False,America/Bogota,3.0,openedApp,instagram,Mensaje
breathingExercise,1753742129.0717468,False,America/Bogota,3.0,openedApp,tikTok,Mensaje
breathingExercise,1753742538.389687,False,America/Bogota,3.0,dismissedAppOpening,facebook,
breathingExercise,1753742549.358702,False,America/Bogota,3.0,openedApp,tikTok,Mensaje
breathingExercise,1753742794.06705,False,America/Bogota,3.0,dismissedAppOpening,facebook,
breathingExercise,1753743038.097218,False,America/Bogota,3.0,openedApp,facebook,Mensaje
breathingExercise,1753743216.84182,False,America/Bogota,3.0,openedApp,instagram,Mensaje
breathingExercise,1753745378.471428,False,America/Bogota,3.0,openedApp,instagram,Mensaje
breathingExercise,1753745589.011956,False,America/Bogota,3.0,dismissedAppOpening,instagram,
breathingExercise,1753747933.40659,False,America/Bogota,3.0,openedApp,instagram,Mensaje
breathingExercise,1753751228.869463,False,America/Bogota,3.0,dismissedAppOpening,instagram,
breathingExercise,1753751631.9316258,False,America/Bogota,3.0,dismissedAppOpening,instagram,
breathingExercise,1753752712.608496,False,America/Bogota,3.0,openedApp,instagram,Mensaje
breathingExercise,1753753070.1072822,False,America/Bogota,3.0,dismissedAppOpening,instagram,
breathingExercise,1753806207.4074821,False,America/Bogota,3.0,dismissedAppOpening,instagram,
breathingExercise,1753806220.037346,False,America/Bogota,3.0,openedApp,instagram,Mensaje
breathingExercise,1753812186.0842218,False,America/Bogota,3.0,dismissedAppOpening,instagram,
breathingExercise,1753814426.834453,False,America/Bogota,3.0,openedApp,instagram,Mensaje
breathingExercise,1753816105.0599198,False,America/Bogota,6.0,dismissedAppOpening,instagram,
breathingExercise,1753817672.631573,False,America/Bogota,6.0,dismissedAppOpening,instagram,
breathingExercise,1753818515.069028,False,America/Bogota,6.0,openedApp,facebook,Mensaje
breathingExercise,1753855026.270979,False,America/Bogota,6.0,openedApp,facebook,Mensaje
breathingExercise,1753875630.1669989,False,America/Bogota,6.0,dismissedAppOpening,instagram,
breathingExercise,1753881562.33637,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1753886177.487961,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1753887089.589648,False,America/Bogota,6.0,openedApp,facebook,Mensaje
breathingExercise,1753898614.636631,False,America/Bogota,6.0,dismissedAppOpening,facebook,
breathingExercise,1753899374.892685,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1753919166.5612822,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1753919478.283386,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1753920214.073556,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1753920494.733756,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1753920776.9651551,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1753921867.177215,False,America/Bogota,6.0,dismissedAppOpening,instagram,
breathingExercise,1753921990.796853,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1753923471.4542642,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1753923721.6119199,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1753924713.41394,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1753925555.4666371,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1753925894.5202432,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1753927049.1269279,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1753927946.343775,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1753928691.3827782,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1753929728.5224261,False,America/Bogota,6.0,dismissedAppOpening,instagram,
breathingExercise,1753929747.148236,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1753929980.105176,False,America/Bogota,6.0,dismissedAppOpening,instagram,
breathingExercise,1753930158.4423141,False,America/Bogota,6.0,dismissedAppOpening,instagram,
breathingExercise,1753930174.159405,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1753931058.811938,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1753931655.368423,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1753982586.6277552,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1753983560.821612,False,America/Bogota,6.0,dismissedAppOpening,instagram,
breathingExercise,1753983759.043055,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1753983927.183084,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1753985695.4422889,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1753986206.957072,False,America/Bogota,6.0,dismissedAppOpening,instagram,
breathingExercise,1753986211.362298,False,America/Bogota,6.0,dismissedAppOpening,facebook,
breathingExercise,1753987800.052825,False,America/Bogota,6.0,dismissedAppOpening,facebook,
breathingExercise,1753987853.872272,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1753988795.0710502,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1753989123.361193,False,America/Bogota,6.0,dismissedAppOpening,instagram,
breathingExercise,1753991676.782568,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1754000591.077312,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1754002073.847332,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1754003022.391272,False,America/Bogota,6.0,dismissedAppOpening,instagram,
breathingExercise,1754006164.334564,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1754011256.582288,False,America/Bogota,6.0,dismissedAppOpening,instagram,
breathingExercise,1754011286.2542028,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1754019319.120463,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1754020014.078248,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1754020454.547957,False,America/Bogota,6.0,openedApp,facebook,Mensaje
breathingExercise,1754020956.522721,False,America/Bogota,6.0,dismissedAppOpening,facebook,
breathingExercise,1754025177.327726,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1754028817.090286,False,America/Bogota,6.0,openedApp,tikTok,Mensaje
breathingExercise,1754046896.8405452,False,America/Bogota,6.0,dismissedAppOpening,instagram,
breathingExercise,1754048091.5294719,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1754051076.211683,False,America/Bogota,6.0,dismissedAppOpening,instagram,
breathingExercise,1754051079.636878,False,America/Bogota,6.0,dismissedAppOpening,instagram,
breathingExercise,1754052509.655527,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1754052756.733828,False,America/Bogota,6.0,dismissedAppOpening,instagram,
breathingExercise,1754052822.9757528,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1754053825.835968,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1754055811.942097,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1754057447.755413,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1754061581.666699,False,America/Bogota,6.0,dismissedAppOpening,facebook,
breathingExercise,1754061583.521134,False,America/Bogota,6.0,dismissedAppOpening,facebook,
breathingExercise,1754064526.7004418,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1754065565.489173,False,America/Bogota,6.0,openedApp,facebook,Mensaje
breathingExercise,1754071597.619796,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1754073130.330971,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1754074111.170213,False,America/Bogota,6.0,dismissedAppOpening,instagram,
breathingExercise,1754074127.9913812,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1754075899.287125,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1754078732.123993,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1754079883.2484112,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1754081255.958945,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1754082727.8392549,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1754095612.059192,False,America/Bogota,6.0,dismissedAppOpening,instagram,
breathingExercise,1754099343.082026,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1754102889.880536,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1754103771.7774138,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1754105336.830486,False,America/Bogota,6.0,dismissedAppOpening,instagram,
breathingExercise,1754105507.523333,False,America/Bogota,6.0,openedApp,tikTok,Mensaje
breathingExercise,1754106629.880193,False,America/Bogota,6.0,openedApp,instagram,Mensaje
breathingExercise,1754110933.6239219,False,America/Bogota,6.0,openedApp,instagram,Mensaje
