timezone,interventionType,resolution,timestamp,app,isReIntervention,interventionDuration
Africa/Cairo,breathingExercise,openedApp,1753226028.355204,instagram,False,1.5
Africa/Cairo,breathingExercise,dismissedAppOpening,1753226749.3389502,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753258258.946198,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753259390.387325,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753261673.346602,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753261843.8249478,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753262724.01681,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753262772.2467508,instagram,False,1.5
Africa/Cairo,breathingExercise,dismissedAppOpening,1753262797.874388,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753262808.244447,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753262938.169125,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753262982.039022,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753267618.400711,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753267731.553467,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753268430.60118,instagram,False,1.5
Africa/Cairo,breathingExercise,dismissedAppOpening,1753270745.498115,instagram,False,1.5
Africa/Cairo,breathingExercise,dismissedAppOpening,1753275952.039859,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753275959.466161,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753276185.449539,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753278085.200664,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753279259.804545,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753279319.383562,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753279524.438017,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753279591.7664871,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753280257.695638,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753280490.2321138,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753280710.714593,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753280899.335044,instagram,False,1.5
Africa/Cairo,breathingExercise,dismissedAppOpening,1753281314.640152,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753282008.494997,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753283576.129544,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753287121.470255,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753287225.5521932,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753297936.912126,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753298125.404334,instagram,False,1.5
Africa/Cairo,breathingExercise,dismissedAppOpening,1753302432.128732,instagram,False,1.5
Africa/Cairo,breathingExercise,dismissedAppOpening,1753302639.8462958,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753302774.363442,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753303075.2423859,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753303181.133566,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753306036.7827702,instagram,False,1.5
Africa/Cairo,breathingExercise,dismissedAppOpening,1753306566.1508121,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753306600.126258,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753307847.530637,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753308101.850599,instagram,False,1.5
Africa/Cairo,breathingExercise,dismissedAppOpening,1753311498.833833,instagram,False,1.5
Africa/Cairo,breathingExercise,dismissedAppOpening,1753311540.322414,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753311611.358376,instagram,False,1.5
Africa/Cairo,breathingExercise,dismissedAppOpening,1753311688.4152431,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753311695.585383,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753311784.5327768,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753314847.630645,instagram,False,1.5
Africa/Cairo,breathingExercise,dismissedAppOpening,1753316208.605375,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753342384.076277,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753343123.085863,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753343742.001532,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753351855.225138,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753352076.89729,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753352110.209156,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753354273.799645,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753354835.8310142,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753357084.9775739,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753357828.429004,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753359196.785928,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753365630.3948689,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753367305.488398,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753367361.881737,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753372324.502717,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753377828.7893538,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753384791.005322,instagram,False,1.5
Africa/Cairo,breathingExercise,dismissedAppOpening,1753388516.244594,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753397247.272789,instagram,False,1.5
Africa/Cairo,breathingExercise,dismissedAppOpening,1753399264.9684649,instagram,False,1.5
Africa/Cairo,breathingExercise,dismissedAppOpening,1753434068.8566031,instagram,False,1.5
Africa/Cairo,breathingExercise,openedApp,1753434073.1908588,instagram,False,1.5
