timezone,interventionDuration,app,interventionType,isReIntervention,timestamp,resolution,timeIntervalUntilReIntervention
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750538987.506659,openedApp,240.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750539906.652883,dismissedAppOpening,
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750539926.125438,openedApp,300.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750540322.2058,openedApp,300.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750544304.240991,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750545028.277348,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750545120.959464,dismissedAppOpening,
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750545125.8665872,dismissedAppOpening,
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750545455.4365702,openedApp,300.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750547883.088962,openedApp,240.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750548136.553592,openedApp,240.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750582492.3408,openedApp,240.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750582749.655896,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750585081.0678391,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750586502.553304,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750587276.8618321,openedApp,600.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750598244.039297,openedApp,420.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750598307.876583,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750598453.3147411,dismissedAppOpening,
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750598519.935347,openedApp,240.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750598730.582118,openedApp,240.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750598831.30478,openedApp,60.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750598904.293991,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750599312.20668,openedApp,240.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750599480.26613,openedApp,300.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750600013.159087,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750601992.879729,openedApp,300.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750602650.364623,openedApp,60.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750607250.726718,openedApp,300.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750607358.555119,openedApp,240.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750607547.846089,dismissedAppOpening,
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750608308.7221131,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750608681.037391,openedApp,60.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750608750.109514,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750610425.787797,openedApp,60.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750610497.125566,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750610867.395268,openedApp,300.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750611553.4841561,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750611691.319689,openedApp,420.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750612884.129359,openedApp,240.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750613717.197256,dismissedAppOpening,
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750614521.24689,openedApp,300.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750614555.219132,openedApp,240.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750614634.3361402,openedApp,60.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750617102.810612,openedApp,60.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750617773.7989302,openedApp,240.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750623090.477278,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750625462.209484,openedApp,300.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750625775.172992,openedApp,240.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750625965.993547,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750626334.6375608,dismissedAppOpening,
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750626344.481884,openedApp,300.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750626651.7549539,openedApp,60.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750628975.464004,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750629347.649541,openedApp,60.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750629423.762357,openedApp,120.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750631406.143924,openedApp,60.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750631871.389955,dismissedAppOpening,
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750632013.501882,dismissedAppOpening,
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750632141.4497828,openedApp,240.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750632388.6800551,dismissedAppOpening,
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750632399.44982,openedApp,180.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750632590.4459162,openedApp,300.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750632668.871029,openedApp,300.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750632980.523305,openedApp,240.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750633229.684636,openedApp,60.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750634020.983571,openedApp,60.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750634093.057116,openedApp,60.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750634158.840193,openedApp,300.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750642174.180985,openedApp,180.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750642368.623886,openedApp,60.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750676534.1384358,openedApp,60.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750676606.652547,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750679243.380141,openedApp,60.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750679324.38031,openedApp,240.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750679577.668261,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750679945.716908,openedApp,180.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750680133.718102,openedApp,240.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750688208.536988,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750688581.353925,openedApp,60.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750693570.791601,openedApp,240.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750693887.21661,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750695819.767799,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750698905.026402,openedApp,240.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750699158.92296,openedApp,60.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750699951.5235438,openedApp,240.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750700204.424748,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750700573.230958,openedApp,300.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750700882.974596,openedApp,180.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750701502.474821,dismissedAppOpening,
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750710290.2698169,openedApp,60.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750710361.766768,openedApp,60.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750710439.216073,openedApp,60.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750713707.0312061,openedApp,300.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750715475.374548,openedApp,60.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750715549.085089,openedApp,300.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750716058.210226,openedApp,240.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750716278.5053868,openedApp,60.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750718713.501182,openedApp,60.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750718788.098054,openedApp,300.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750730110.279508,openedApp,60.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750764659.071307,openedApp,60.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750764914.3473659,openedApp,60.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750764988.536042,openedApp,300.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750768156.272637,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750770118.614891,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750770493.094667,openedApp,60.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750773057.485259,openedApp,240.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750773311.018577,openedApp,300.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750774572.009645,openedApp,240.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750775506.066519,openedApp,60.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750775578.629733,openedApp,240.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750775827.513819,openedApp,240.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750776077.788669,openedApp,240.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750791564.98096,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750791938.116519,openedApp,240.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750792186.7236362,openedApp,240.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750792436.940291,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750794021.022882,openedApp,240.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750798852.1541061,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750799223.858917,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750800057.875179,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750802190.698313,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750803983.5346751,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750807337.4533439,openedApp,240.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750807590.897258,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750807958.854332,openedApp,240.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750808207.414784,openedApp,180.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750808393.305317,openedApp,60.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750808461.232942,openedApp,240.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750854939.967442,openedApp,60.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750855010.8157082,openedApp,240.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750855261.261691,openedApp,300.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750855429.3401089,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750855463.246844,dismissedAppOpening,
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750859527.621381,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750859905.998866,openedApp,180.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750860119.630542,openedApp,180.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750860308.319655,openedApp,420.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750860737.7746282,openedApp,180.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750860931.912317,openedApp,300.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750860982.7418919,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750861358.9752588,openedApp,240.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750861535.8743482,openedApp,240.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750861801.284765,openedApp,240.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750866138.68203,openedApp,600.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750869801.926509,openedApp,60.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750869874.885499,openedApp,180.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750870061.177084,openedApp,60.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750870129.86376,openedApp,60.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750870508.793244,openedApp,240.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,True,1750870759.129414,openedApp,60.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750900383.8687701,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750901491.010377,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750901521.538198,dismissedAppOpening,
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750902377.2010798,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750903351.576209,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750903382.728787,openedApp,360.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750903580.307123,openedApp,300.0
America/Argentina/Buenos_Aires,1.5,instagram,breathingExercise,False,1750903973.5871701,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1750907807.59473,openedApp,180.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1750907901.389849,dismissedAppOpening,
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1750911736.124969,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1750911992.527104,dismissedAppOpening,
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1750940729.616163,openedApp,300.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1750941920.469635,openedApp,300.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1750942230.067747,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1750943206.489077,dismissedAppOpening,
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1750965026.0164971,dismissedAppOpening,
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1750965038.2076778,openedApp,300.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1750967732.2559152,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1750974424.136592,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1750976342.8320122,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1750976397.144608,openedApp,420.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1750976461.36474,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1750976492.122242,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1750976524.314786,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1750978446.18115,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1750980990.963038,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1750985035.997723,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1750985444.217517,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751021970.569844,dismissedAppOpening,
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751021983.3089871,openedApp,120.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751027817.442329,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751028072.346041,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751030578.6736798,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751030954.517877,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751035073.902224,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751048423.784217,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751048745.073031,openedApp,300.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751048880.45287,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751049201.8201199,openedApp,300.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751049569.5630798,dismissedAppOpening,
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751068029.596806,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751068156.882989,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751071008.088769,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751071157.595622,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751071754.829438,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751074518.845305,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751074607.1358252,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751075364.151134,openedApp,300.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751075460.7695742,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751076712.852366,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751076786.036725,openedApp,180.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751078963.998925,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751079338.628696,dismissedAppOpening,
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751079346.3826709,dismissedAppOpening,
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751079359.8733392,openedApp,60.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751079435.3909578,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751079885.30681,dismissedAppOpening,
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751080273.306573,dismissedAppOpening,
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751116193.182094,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751116446.256985,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751117275.631353,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751117610.9649239,openedApp,60.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751118529.733787,openedApp,300.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751118843.1469932,openedApp,120.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751122462.472615,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751122717.223827,openedApp,300.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751127806.825197,openedApp,60.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751127880.9467359,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751128132.059062,openedApp,300.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751133597.612848,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751134123.523233,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751134502.670928,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751135038.051869,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751135293.407277,openedApp,180.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751136018.376225,dismissedAppOpening,
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751137009.0793052,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751137857.464291,openedApp,180.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751146107.669337,openedApp,300.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751149137.437983,openedApp,300.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751149170.343089,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751150011.8029141,openedApp,300.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751150322.6888309,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751150996.492321,openedApp,300.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751151184.5041509,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751151666.4355001,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751152977.088933,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751161795.178906,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751161866.014677,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751169958.044763,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751235736.675926,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751236022.720784,openedApp,180.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751236202.717927,dismissedAppOpening,
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751236215.236319,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751236494.3587751,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751237893.762888,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751238286.1450949,openedApp,180.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751238477.730596,openedApp,180.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751238666.8718839,openedApp,60.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751238735.925488,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751238998.288665,openedApp,300.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751239309.788772,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751239680.656491,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751239931.884892,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751240303.4609451,openedApp,120.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751286199.227315,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751286574.519273,openedApp,300.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751286778.397208,dismissedAppOpening,
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751287003.539812,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751287380.116132,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751292198.336217,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751294372.526365,openedApp,300.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751294685.487815,openedApp,360.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751295057.157963,openedApp,300.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751300954.663487,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751301209.8325958,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751301461.136925,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751307347.9972281,openedApp,60.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751307421.902153,openedApp,180.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751307669.519577,dismissedAppOpening,
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,False,1751331728.545751,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751331979.64353,openedApp,300.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751332290.993514,openedApp,240.0
America/Argentina/Buenos_Aires,3.0,instagram,breathingExercise,True,1751332545.783915,openedApp,300.0
