timezone,resolution,app,interventionType,timestamp,interventionDuration,isReIntervention,purpose,timeIntervalUntilReIntervention
America/New_York,openedApp,instagram,breathingExercise,1751893534.346168,3.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1751893731.205989,3.0,False,Message,
America/New_York,openedApp,tikTok,breathingExercise,1751902853.117142,3.0,False,Message,
America/New_York,openedApp,tikTok,breathingExercise,1751903598.776195,3.0,False,Message,
America/New_York,openedApp,tikTok,breathingExercise,1751906697.2615108,3.0,False,Stay In the Loop,
America/New_York,dismissedAppOpening,tikTok,breathingExercise,1751906979.989603,3.0,False,,
America/New_York,dismissedAppOpening,tikTok,breathingExercise,1751906982.617251,3.0,False,,
America/New_York,openedApp,instagram,breathingExercise,1751925269.1052651,3.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1751935521.8146791,3.0,False,Message,
America/New_York,dismissedAppOpening,tikTok,breathingExercise,1751941623.4291759,3.0,False,,
America/New_York,dismissedAppOpening,tikTok,breathingExercise,1751941625.109741,3.0,False,,
America/New_York,openedApp,instagram,breathingExercise,1751985048.394537,3.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1751986606.6161032,3.0,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1751986805.630687,3.0,False,,
America/New_York,openedApp,instagram,breathingExercise,1751987563.4776778,3.0,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1752011315.67148,3.0,False,,
America/New_York,openedApp,instagram,breathingExercise,1752011351.134393,3.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1752012543.288702,3.0,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1752023202.998177,3.0,False,,
America/New_York,openedApp,tikTok,breathingExercise,1752028970.546562,3.0,False,Search Info,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1752086778.745936,3.0,False,,
America/New_York,openedApp,tikTok,breathingExercise,1752088802.2556229,3.0,False,Search Info,
America/New_York,openedApp,instagram,breathingExercise,1752115194.1400452,3.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1752116889.2826161,3.0,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1752162347.531734,3.0,False,,
America/New_York,openedApp,instagram,breathingExercise,1752162908.3385391,3.0,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1752165112.300472,3.0,False,,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1752165115.784987,3.0,False,,
America/New_York,openedApp,instagram,breathingExercise,1752165128.708463,3.0,False,Bored,
America/New_York,openedApp,instagram,breathingExercise,1752169403.372731,3.0,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1752170331.4563642,3.0,False,,
America/New_York,openedApp,instagram,breathingExercise,1752171024.510895,3.0,False,Search Info,
America/New_York,openedApp,instagram,breathingExercise,1752171224.099773,3.0,False,Search Info,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1752171688.223376,3.0,False,,
America/New_York,openedApp,instagram,breathingExercise,1752171697.819505,3.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1752172244.0560498,3.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1752173316.467654,3.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1752173795.382426,3.0,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1752174167.0486479,3.0,False,,
America/New_York,openedApp,instagram,breathingExercise,1752174175.271708,3.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1752176962.366304,3.0,False,Search Info,
America/New_York,openedApp,instagram,breathingExercise,1752177646.2491488,3.0,False,Search Info,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1752179348.9557939,3.0,False,,
America/New_York,openedApp,instagram,breathingExercise,1752179357.592061,3.0,False,Search Info,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1752179687.6191459,3.0,False,,
America/New_York,openedApp,instagram,breathingExercise,1752179890.669193,3.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1752184772.8302,3.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1752187415.4749908,3.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1752197050.585147,3.0,False,Search Info,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1752199676.836115,3.0,False,,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1752238787.6653972,3.0,False,,
America/New_York,openedApp,instagram,breathingExercise,1752248371.87363,3.0,False,Search Info,
America/New_York,openedApp,instagram,breathingExercise,1752254116.103421,3.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1752259784.958417,3.0,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1752260895.1081362,3.0,False,,
America/New_York,openedApp,instagram,breathingExercise,1752261299.550778,3.0,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1752279102.672875,3.0,False,,
America/New_York,openedApp,instagram,breathingExercise,1752283613.465738,3.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1752286315.7117028,3.0,False,Stay In the Loop,
America/New_York,openedApp,instagram,breathingExercise,1752327652.720909,3.0,False,Message,
America/New_York,openedApp,tikTok,breathingExercise,1752360772.527477,3.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1752361356.277392,3.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1752379487.829112,3.0,False,Message,
America/New_York,openedApp,tikTok,breathingExercise,1752423328.2189112,3.0,False,Message,
America/New_York,dismissedAppOpening,tikTok,breathingExercise,1752429272.288774,3.0,False,,
America/New_York,openedApp,tikTok,breathingExercise,1752429283.035183,3.0,False,Message,
America/New_York,dismissedAppOpening,tikTok,breathingExercise,1752429492.40984,3.0,False,,
America/New_York,dismissedAppOpening,tikTok,breathingExercise,1752502012.5349011,3.0,False,,
America/New_York,openedApp,tikTok,breathingExercise,1752542129.2585669,3.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1752542570.120844,3.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1752546135.6093779,3.0,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1752546627.945189,3.0,False,,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1752546627.961752,3.0,False,,
America/New_York,openedApp,instagram,breathingExercise,1752546999.352535,3.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1752549817.291037,3.0,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1752551012.477246,3.0,False,,
America/New_York,openedApp,instagram,breathingExercise,1752586967.395917,3.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1752587351.376802,3.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1752587744.621727,3.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1752591050.416702,3.0,False,Search Info,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1752591344.8466911,3.0,False,,
America/New_York,openedApp,instagram,breathingExercise,1752604066.539334,3.0,False,Relax,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1752609714.2481909,3.0,False,,
America/New_York,openedApp,instagram,breathingExercise,1752681100.786649,6.0,False,Message,
America/New_York,openedApp,tikTok,breathingExercise,1752693386.011519,6.0,False,Toilet,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1752713776.556849,6.0,False,,
America/New_York,openedApp,instagram,breathingExercise,1752713793.5725741,6.0,False,Escape / Avoid,
America/New_York,openedApp,instagram,breathingExercise,1752765904.410136,6.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1752776489.88864,6.0,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1752776950.4572802,6.0,False,,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1752806372.151571,6.0,False,,
America/New_York,openedApp,instagram,breathingExercise,1752806387.221391,6.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1752807595.785233,6.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1752811330.7443662,6.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1752849808.719904,6.0,False,Message,
America/New_York,openedApp,tikTok,breathingExercise,1752857767.329958,6.0,False,Toilet,
America/New_York,openedApp,instagram,breathingExercise,1752870493.7246032,6.0,False,Search Info,
America/New_York,dismissedAppOpening,tikTok,breathingExercise,1752870851.793364,6.0,False,,
America/New_York,dismissedAppOpening,tikTok,breathingExercise,1752870854.5587502,6.0,False,,
America/New_York,openedApp,instagram,breathingExercise,1752874678.261735,6.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1752892265.92014,6.0,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1752909593.2734962,6.0,False,,
America/New_York,openedApp,instagram,breathingExercise,1752909703.773759,6.0,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1752945425.0589252,6.0,False,,
America/New_York,openedApp,instagram,breathingExercise,1752949507.858255,6.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1752960153.46083,6.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1752960787.770549,6.0,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1752961207.739571,6.0,False,,
America/New_York,openedApp,instagram,breathingExercise,1752961270.510689,6.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1752961610.390513,6.0,False,Bored,
America/New_York,openedApp,instagram,breathingExercise,1752962221.604618,6.0,False,Message,
Europe/Copenhagen,openedApp,instagram,breathingExercise,1752986882.304841,6.0,False,Search Info,
Europe/Copenhagen,dismissedAppOpening,instagram,breathingExercise,1752988127.372558,6.0,False,,
Europe/Copenhagen,dismissedAppOpening,instagram,breathingExercise,1752988129.555891,6.0,False,,
Europe/Copenhagen,dismissedAppOpening,instagram,breathingExercise,1752988183.877592,6.0,False,,
Europe/Copenhagen,dismissedAppOpening,instagram,breathingExercise,1752991041.2857141,6.0,False,,
Europe/Copenhagen,dismissedAppOpening,instagram,breathingExercise,1752991043.723875,6.0,False,,
Europe/Copenhagen,openedApp,instagram,breathingExercise,1752991058.480583,6.0,False,Message,
Europe/Copenhagen,openedApp,instagram,breathingExercise,1752991791.823892,6.0,False,Bored,
Europe/Copenhagen,dismissedAppOpening,instagram,breathingExercise,1752992143.721638,6.0,False,,
Europe/Copenhagen,dismissedAppOpening,instagram,breathingExercise,1752992145.684212,6.0,False,,
Europe/Stockholm,dismissedAppOpening,instagram,breathingExercise,1753000651.573553,6.0,False,,
Europe/Stockholm,openedApp,instagram,breathingExercise,1753005279.669838,6.0,False,Message,
Europe/Stockholm,openedApp,instagram,breathingExercise,1753005628.5033789,6.0,False,Message,
Europe/Stockholm,dismissedAppOpening,instagram,breathingExercise,1753006026.6913419,6.0,False,,
Europe/Stockholm,openedApp,instagram,breathingExercise,1753006134.289804,6.0,False,Message,
Europe/Stockholm,openedApp,instagram,breathingExercise,1753008903.687533,6.0,False,Message,
Europe/Stockholm,dismissedAppOpening,instagram,breathingExercise,1753009132.2370028,6.0,False,,
Europe/Stockholm,dismissedAppOpening,instagram,breathingExercise,1753010784.1246119,6.0,False,,
Europe/Stockholm,openedApp,instagram,breathingExercise,1753019904.323207,6.0,False,Message,
Europe/Stockholm,dismissedAppOpening,tikTok,breathingExercise,1753021386.936187,6.0,False,,
Europe/Stockholm,openedApp,tikTok,breathingExercise,1753021403.048589,6.0,False,Message,
Europe/Stockholm,dismissedAppOpening,tikTok,breathingExercise,1753021703.891189,6.0,False,,
Europe/Stockholm,openedApp,instagram,breathingExercise,1753022605.864538,6.0,False,Message,
Europe/Stockholm,openedApp,instagram,breathingExercise,1753024204.790625,6.0,False,Message,
Europe/Stockholm,dismissedAppOpening,instagram,breathingExercise,1753024468.436359,6.0,False,,
Europe/Stockholm,openedApp,tikTok,breathingExercise,1753024622.74861,6.0,False,Relax,
Europe/Stockholm,dismissedAppOpening,tikTok,breathingExercise,1753026686.6057072,6.0,False,,
Europe/Stockholm,openedApp,tikTok,breathingExercise,1753026703.1419349,6.0,False,Message,
Europe/Stockholm,dismissedAppOpening,tikTok,breathingExercise,1753032204.006156,6.0,False,,
Europe/Stockholm,openedApp,tikTok,breathingExercise,1753032242.368381,6.0,False,Entertainment,
Europe/Stockholm,openedApp,instagram,breathingExercise,1753053803.968,6.0,False,Message,
Europe/Stockholm,dismissedAppOpening,instagram,breathingExercise,1753054314.0948172,6.0,False,,
Europe/Stockholm,dismissedAppOpening,tikTok,breathingExercise,1753054498.8237991,6.0,False,,
Europe/Stockholm,openedApp,tikTok,breathingExercise,1753054521.135694,6.0,False,Message,
Europe/Stockholm,dismissedAppOpening,tikTok,breathingExercise,1753060207.074956,6.0,False,,
Europe/Stockholm,openedApp,tikTok,breathingExercise,1753060221.199692,6.0,False,Message,
Europe/Stockholm,openedApp,tikTok,breathingExercise,1753060612.624179,6.0,False,Message,
Europe/Stockholm,openedApp,instagram,breathingExercise,1753062278.858448,6.0,False,Search Info,
Europe/Stockholm,openedApp,tikTok,breathingExercise,1753062394.256248,6.0,False,Stay In the Loop,
Europe/Stockholm,dismissedAppOpening,tikTok,breathingExercise,1753062872.36209,6.0,False,,
Europe/Stockholm,openedApp,tikTok,breathingExercise,1753063088.50171,6.0,False,Can’t sleep,
Europe/Stockholm,dismissedAppOpening,tikTok,breathingExercise,1753064221.018612,6.0,False,,
Europe/Stockholm,openedApp,tikTok,breathingExercise,1753064311.593782,6.0,False,Stalk crush,
Europe/Stockholm,openedApp,tikTok,breathingExercise,1753064772.354303,6.0,False,Can’t sleep,
Europe/Stockholm,dismissedAppOpening,instagram,breathingExercise,1753066740.235869,6.0,False,,
Europe/Stockholm,dismissedAppOpening,instagram,breathingExercise,1753087613.561187,6.0,False,,
Europe/Stockholm,dismissedAppOpening,instagram,breathingExercise,1753087624.385054,6.0,False,,
Europe/Stockholm,openedApp,instagram,breathingExercise,1753094158.165201,6.0,False,Message,
Europe/Stockholm,openedApp,instagram,breathingExercise,1753095814.58975,6.0,False,Message,
Europe/Stockholm,openedApp,tikTok,breathingExercise,1753103322.380248,6.0,False,Search Info,
Europe/Stockholm,openedApp,tikTok,breathingExercise,1753104448.031224,6.0,False,Message,
Europe/Stockholm,openedApp,tikTok,breathingExercise,1753105183.104882,6.0,False,Message,
Europe/Stockholm,openedApp,instagram,breathingExercise,1753120703.640213,6.0,False,Search Info,
Europe/Stockholm,openedApp,instagram,breathingExercise,1753125522.156983,6.0,False,Message,
Europe/Stockholm,dismissedAppOpening,tikTok,breathingExercise,1753126702.8627582,6.0,False,,
Europe/Stockholm,dismissedAppOpening,tikTok,breathingExercise,1753126704.666405,6.0,False,,
Europe/Stockholm,openedApp,instagram,breathingExercise,1753131088.3289661,6.0,False,Message,
Europe/Stockholm,openedApp,instagram,breathingExercise,1753180998.462263,6.0,False,Toilet,
Europe/Stockholm,dismissedAppOpening,instagram,breathingExercise,1753193528.8414788,6.0,False,,
Europe/Stockholm,openedApp,tikTok,breathingExercise,1753193573.916285,6.0,False,Message,
Europe/Stockholm,dismissedAppOpening,instagram,breathingExercise,1753193769.029488,6.0,False,,
Europe/Stockholm,dismissedAppOpening,tikTok,breathingExercise,1753201347.235569,6.0,False,,
Europe/Stockholm,openedApp,tikTok,breathingExercise,1753201373.531275,6.0,False,Bored,
Europe/Stockholm,openedApp,tikTok,breathingExercise,1753201769.6119452,6.0,False,Message,
Europe/Stockholm,openedApp,tikTok,breathingExercise,1753202109.7827358,6.0,False,Bored,
Europe/Stockholm,openedApp,tikTok,breathingExercise,1753202468.545024,6.0,False,Message,
Europe/Stockholm,openedApp,instagram,breathingExercise,1753213257.833389,6.0,False,Search Info,
Europe/Stockholm,openedApp,instagram,breathingExercise,1753218013.547224,6.0,False,Search Info,
Europe/Stockholm,openedApp,instagram,breathingExercise,1753219675.706361,6.0,False,Toilet,
Europe/Stockholm,dismissedAppOpening,instagram,breathingExercise,1753230574.151782,6.0,False,,
Europe/Stockholm,openedApp,instagram,breathingExercise,1753230633.9714808,6.0,False,Message,
Europe/Stockholm,openedApp,instagram,breathingExercise,1753261086.2048059,6.0,False,Message,
Europe/Stockholm,dismissedAppOpening,instagram,breathingExercise,1753279850.417783,6.0,False,,
Europe/Stockholm,dismissedAppOpening,instagram,breathingExercise,1753279852.352143,6.0,False,,
Europe/Stockholm,openedApp,instagram,breathingExercise,1753287442.0412722,6.0,False,Message,
Europe/Stockholm,openedApp,instagram,breathingExercise,1753288786.6550632,6.0,False,Message,
Europe/Stockholm,openedApp,tikTok,breathingExercise,1753289912.2521238,6.0,False,Message,
Europe/Stockholm,openedApp,instagram,breathingExercise,1753290564.928077,6.0,False,Message,
Europe/Stockholm,openedApp,tikTok,breathingExercise,1753290615.682693,6.0,False,Message,
Europe/Stockholm,openedApp,tikTok,breathingExercise,1753325064.112946,6.0,False,Message,
Europe/Stockholm,openedApp,tikTok,breathingExercise,1753367621.0837731,6.0,False,Message,
Europe/Stockholm,openedApp,tikTok,breathingExercise,1753368362.746479,6.0,False,Message,
Europe/Stockholm,openedApp,tikTok,breathingExercise,1753369571.9880462,6.0,False,Message,
Europe/Stockholm,openedApp,instagram,breathingExercise,1753370046.9372292,6.0,False,Message,
Europe/Stockholm,dismissedAppOpening,tikTok,breathingExercise,1753372954.104223,6.0,False,,
Europe/Stockholm,openedApp,tikTok,breathingExercise,1753372988.6864629,6.0,False,Message,
Europe/Stockholm,openedApp,tikTok,breathingExercise,1753373834.715689,6.0,False,Message,
Europe/Stockholm,openedApp,tikTok,breathingExercise,1753377243.2269201,6.0,False,Message,
Europe/Stockholm,dismissedAppOpening,instagram,breathingExercise,1753407834.983687,6.0,False,,
Europe/Stockholm,openedApp,instagram,breathingExercise,1753407866.644,6.0,False,Message,
Europe/Stockholm,dismissedAppOpening,instagram,breathingExercise,1753408191.1095529,6.0,False,,
Europe/Stockholm,openedApp,instagram,breathingExercise,1753408677.036141,6.0,False,Message,
Europe/Stockholm,openedApp,instagram,breathingExercise,1753409233.8860102,6.0,False,Message,
Europe/Stockholm,openedApp,instagram,breathingExercise,1753418615.174395,6.0,False,Search Info,
Europe/Stockholm,openedApp,instagram,breathingExercise,1753419751.1674771,6.0,False,Message,
Europe/Stockholm,dismissedAppOpening,instagram,breathingExercise,1753419957.897964,6.0,False,,
Europe/Copenhagen,openedApp,instagram,breathingExercise,1753439922.845403,6.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1753475975.763534,6.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1753476308.097811,6.0,False,Search Info,
America/New_York,openedApp,instagram,breathingExercise,1753476546.1395612,6.0,False,Stay In the Loop,
America/New_York,openedApp,tikTok,breathingExercise,1753479812.336536,6.0,False,Search Info,
America/New_York,openedApp,instagram,breathingExercise,1753488046.926062,6.0,False,Message,
America/New_York,openedApp,tikTok,breathingExercise,1753529898.836817,6.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1753558655.465481,6.0,False,Search Info,
America/New_York,openedApp,tikTok,breathingExercise,1753569474.4057589,6.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1753579875.404842,6.0,False,Stay In the Loop,
America/New_York,openedApp,instagram,breathingExercise,1753622147.301175,6.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1753628118.592124,6.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1753628396.061259,6.0,False,Message,
America/New_York,openedApp,instagram,breathingExercise,1753628741.723301,6.0,False,Stay In the Loop,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1753629268.9819,6.0,False,,
America/New_York,openedApp,instagram,breathingExercise,1753632246.940875,6.0,False,Search Info,
America/New_York,openedApp,instagram,breathingExercise,1753659656.715465,6.0,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1753667742.3135118,6.0,False,,
America/New_York,openedApp,instagram,breathingExercise,1753695292.125,6.0,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1753706738.061099,6.0,False,,
America/New_York,openedApp,instagram,breathingExercise,1753707435.7023869,6.0,False,Message,
America/New_York,openedApp,tikTok,breathingExercise,1753709341.33636,6.0,False,Toilet,
America/New_York,openedApp,instagram,breathingExercise,1753729911.0963979,6.0,False,Message,
America/New_York,dismissedAppOpening,instagram,breathingExercise,1753732497.05281,6.0,False,,
