timezone,interventionDuration,interventionType,app,isReIntervention,resolution,timestamp,purpose,timeIntervalUntilReIntervention
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1750542635.210719,Escape / Avoid,1320.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1750543983.232249,Entertainment,600.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1750544115.2738109,Entertainment,600.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1750544741.931902,Escape / Avoid,720.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1750597247.252779,Stay In the Loop,240.0
America/New_York,1.5,breathingExercise,tumblr,False,openedApp,1750597512.974927,Stay In the Loop,
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1750600508.838718,Bored,300.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1750614468.1337519,Toilet,600.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1750620670.371716,Entertainment,600.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1750705434.204139,Escape / Avoid,900.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1750706088.660266,Escape / Avoid,720.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1750706422.474135,Escape / Avoid,960.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1750707409.555416,Entertainment,1200.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1750708630.983419,Entertainment,2400.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1750714788.405181,Entertainment,2400.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1750716648.104683,Entertainment,2460.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1750716800.828382,Entertainment,2400.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1750719218.063684,Entertainment,1920.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1750728620.798876,Bored,900.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1750729589.2453861,Entertainment,780.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1750801532.231989,Bored,480.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1750801653.2346,Bored,600.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1750803723.575437,Entertainment,600.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1750819313.91923,Entertainment,900.0
America/New_York,1.5,breathingExercise,youtube,False,openedApp,1750821991.237119,Entertainment,
America/New_York,,,youtube,False,closedApp,1750822381.395961,,
America/New_York,1.5,breathingExercise,youtube,False,openedApp,1750855821.3389292,Entertainment,
America/New_York,,,youtube,False,closedApp,1750857995.561679,,
America/New_York,,,youtube,False,closedApp,1750863906.9585838,,
America/New_York,1.5,breathingExercise,youtube,False,openedApp,1750863967.35356,Entertainment,
America/New_York,,,youtube,False,closedApp,1750864238.1266088,,
America/New_York,1.5,breathingExercise,youtube,False,openedApp,1750948382.418882,Entertainment,
America/New_York,,,youtube,False,closedApp,1750948572.31341,,
America/New_York,,,youtube,False,closedApp,1750949092.8151479,,
America/New_York,,,youtube,False,closedApp,1750949449.309747,,
America/New_York,1.5,breathingExercise,youtube,False,openedApp,1750949481.762238,Entertainment,
America/New_York,,,youtube,False,closedApp,1750950204.8584452,,
America/New_York,,,youtube,False,closedApp,1750950531.9737759,,
America/New_York,,,youtube,False,closedApp,1750951961.5636868,,
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1750962298.061922,Bored,540.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1750962857.877079,Entertainment,780.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1750963656.423279,Entertainment,1080.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1750978470.825237,Bored,1200.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1750979692.8601542,Bored,1200.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1750979802.336382,Bored,1200.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1750980244.7816792,Bored,1200.0
America/New_York,1.5,breathingExercise,instagram,False,dismissedAppOpening,1750989943.2671351,,
America/New_York,1.5,breathingExercise,instagram,False,dismissedAppOpening,1750989994.1634068,,
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1750990110.666774,Stay In the Loop,1020.0
America/New_York,1.5,breathingExercise,instagram,False,dismissedAppOpening,1750990127.289696,,
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1750990137.546616,Entertainment,1380.0
America/New_York,1.5,breathingExercise,youtube,False,openedApp,1750992686.270825,Entertainment,
America/New_York,,,youtube,False,closedApp,1750996218.519094,,
America/New_York,,,youtube,False,closedApp,1750996806.107732,,
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751027761.25337,Entertainment,1020.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751051351.461252,Entertainment,900.0
America/New_York,1.5,breathingExercise,instagram,False,dismissedAppOpening,1751052750.1910748,,
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751053676.731944,Entertainment,900.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751057513.171239,Entertainment,960.0
America/New_York,1.5,breathingExercise,instagram,False,dismissedAppOpening,1751061147.240768,,
America/New_York,1.5,breathingExercise,instagram,False,dismissedAppOpening,1751061170.170799,,
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751061182.899622,Toilet,420.0
America/New_York,1.5,breathingExercise,tumblr,False,openedApp,1751062732.9084392,Entertainment,
America/New_York,,,newYorkTimes,False,closedApp,1751064922.786988,,
America/New_York,,,newYorkTimes,False,closedApp,1751065387.382952,,
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751115150.1120548,Entertainment,900.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751116153.5708861,Entertainment,900.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751117076.182764,Entertainment,900.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751117997.185192,Entertainment,900.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751118931.081692,Entertainment,900.0
America/New_York,,,youtube,False,closedApp,1751123428.444911,,
America/New_York,,,youtube,False,closedApp,1751125340.915187,,
America/New_York,,,youtube,False,closedApp,1751128741.646937,,
America/New_York,,,youtube,False,closedApp,1751128991.157301,,
America/New_York,,,youtube,False,closedApp,1751129301.62773,,
America/New_York,,,youtube,False,closedApp,1751130514.707572,,
America/New_York,,,youtube,False,closedApp,1751130880.6034741,,
America/New_York,,,youtube,False,closedApp,1751131184.622637,,
America/New_York,,,youtube,False,closedApp,1751134851.600772,,
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751140803.4095669,Entertainment,1200.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751143437.355729,Entertainment,1200.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751156182.248491,Entertainment,600.0
America/New_York,1.5,breathingExercise,instagram,False,dismissedAppOpening,1751160995.4806008,,
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751202569.854223,Entertainment,600.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751203782.679733,Entertainment,840.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751205423.7445688,Entertainment,1200.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751222213.164433,Entertainment,1380.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751223384.2949939,Entertainment,660.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751226619.355243,Entertainment,780.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751226771.840527,Entertainment,1080.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751227880.5136209,Entertainment,300.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751228200.5671558,Entertainment,360.0
America/New_York,1.5,breathingExercise,instagram,False,dismissedAppOpening,1751234569.234689,,
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751240826.229416,Entertainment,480.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751241774.0852919,Entertainment,720.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751244234.727295,Entertainment,1200.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751244616.10856,Entertainment,840.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751245476.0426679,Entertainment,1200.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751246723.098748,Entertainment,780.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751247522.875774,Entertainment,840.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751248383.839273,Entertainment,900.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751279771.1395001,Entertainment,240.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751303656.04395,Entertainment,420.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751307134.445204,Entertainment,1500.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751307283.705419,Entertainment,1500.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751308804.198079,Entertainment,1500.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751311289.105627,Post something,2640.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751311327.8239388,Post something,1620.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751311864.591757,Post something,1920.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751313233.515738,Post something,1140.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751314986.6143708,Post something,1860.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751316867.753649,Entertainment,2160.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751319046.6671429,Post something,1200.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751320271.675432,Entertainment,600.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751320890.754788,Entertainment,1200.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751322107.3375468,Entertainment,1200.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751323326.966152,Entertainment,1200.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751324550.0072079,Entertainment,1200.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751325769.1460361,Entertainment,600.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751326422.989816,Entertainment,360.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751328463.422532,Bored,300.0
America/New_York,,,youtube,False,closedApp,1751333001.353321,,
America/New_York,,,youtube,False,closedApp,1751333336.354711,,
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751371578.0083342,Entertainment,300.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751371901.404779,Entertainment,900.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751372828.908354,Entertainment,1200.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751374049.452729,Entertainment,1200.0
America/New_York,,,newYorkTimes,False,closedApp,1751387482.990618,,
America/New_York,,,newYorkTimes,False,closedApp,1751387612.1418,,
America/New_York,,,newYorkTimes,False,closedApp,1751387941.275889,,
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751394920.535064,Entertainment,300.0
America/New_York,1.5,breathingExercise,tumblr,False,openedApp,1751395290.38874,Entertainment,
America/New_York,1.5,breathingExercise,tumblr,False,openedApp,1751395377.0114532,Entertainment,
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751407060.921577,Post something,360.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751419658.481595,Escape / Avoid,300.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751424743.960511,Bored,600.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751425365.23647,Entertainment,960.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751426344.24963,Entertainment,420.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751462686.887368,Stay In the Loop,600.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751463308.777093,Entertainment,1200.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751464533.710696,Entertainment,900.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751465457.60658,Entertainment,600.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751466078.5132961,Entertainment,300.0
America/New_York,1.5,breathingExercise,tumblr,False,openedApp,1751466416.675692,Entertainment,
America/New_York,,,youtube,False,closedApp,1751470719.4334788,,
America/New_York,,,youtube,False,closedApp,1751472847.654361,,
America/New_York,,,youtube,False,closedApp,1751472877.515136,,
America/New_York,,,newYorkTimes,False,closedApp,1751467443.754871,,
America/New_York,,,newYorkTimes,False,closedApp,1751467634.669224,,
America/New_York,,,newYorkTimes,False,closedApp,1751467840.676033,,
America/New_York,,,newYorkTimes,False,closedApp,1751467925.768101,,
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751479372.644521,Entertainment,480.0
America/New_York,1.5,breathingExercise,instagram,False,dismissedAppOpening,1751479720.030281,,
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751500007.4551249,Entertainment,600.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751500626.459789,Bored,900.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751500973.551866,Bored,900.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751501893.296694,Post something,900.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751508216.127149,Entertainment,480.0
America/New_York,1.5,breathingExercise,instagram,False,openedApp,1751541054.2092981,Entertainment,540.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751574539.780719,Stay In the Loop,480.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751576305.370871,Entertainment,1200.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751577030.5426512,Entertainment,1200.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751578252.5572119,Entertainment,1200.0
America/New_York,3.0,breathingExercise,tumblr,False,openedApp,1751579574.925541,Entertainment,
America/New_York,3.0,breathingExercise,tumblr,False,dismissedAppOpening,1751579678.736192,,
America/New_York,,,youtube,False,closedApp,1751581476.980541,,
America/New_York,,,youtube,False,closedApp,1751582218.2882671,,
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751583352.246208,Entertainment,660.0
America/New_York,3.0,breathingExercise,instagram,False,dismissedAppOpening,1751595033.655366,,
America/New_York,3.0,breathingExercise,instagram,False,dismissedAppOpening,1751595036.4955149,,
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751640372.5393329,Stay In the Loop,600.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751640992.586916,Entertainment,1200.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751642222.052267,Entertainment,1200.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751643450.298913,Entertainment,1200.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751644679.0359092,Entertainment,1200.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751645901.5038629,Entertainment,1140.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751647068.756634,Entertainment,480.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751647569.360959,Entertainment,600.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751648193.168688,Entertainment,480.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751648701.394839,Entertainment,960.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751649682.818369,Entertainment,1260.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751650963.3219981,Entertainment,1080.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751652064.4218879,Escape / Avoid,1980.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751654034.992443,Entertainment,1200.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751655259.946937,Escape / Avoid,1500.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751656780.7830648,Escape / Avoid,840.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751657668.116125,Escape / Avoid,1320.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751659025.0155358,Escape / Avoid,1260.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751660319.672945,Escape / Avoid,720.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751661060.618526,Escape / Avoid,720.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751661816.807056,Escape / Avoid,960.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751662808.488234,Entertainment,600.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751663431.102375,Escape / Avoid,900.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751664356.434772,Escape / Avoid,660.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751665042.832676,Escape / Avoid,780.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751665925.178283,Escape / Avoid,1500.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751666350.113041,Escape / Avoid,1140.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751666623.603754,Escape / Avoid,1440.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751667315.3240209,Escape / Avoid,1860.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751669205.687562,Escape / Avoid,1140.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751670364.843034,Escape / Avoid,1560.0
America/New_York,3.0,breathingExercise,tumblr,False,openedApp,1751673611.372834,Entertainment,
America/New_York,3.0,breathingExercise,tumblr,False,openedApp,1751673643.073114,Entertainment,
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751677293.837676,Entertainment,720.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751678033.988545,Entertainment,900.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751678957.457076,Entertainment,1080.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751680056.749671,Entertainment,960.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751681166.953552,Entertainment,1020.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751725804.656554,Entertainment,540.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751726381.773448,Entertainment,660.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751727066.904512,Entertainment,780.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751727869.953786,Entertainment,660.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751728551.66101,Entertainment,780.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751729348.5874228,Entertainment,780.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751730145.238503,Entertainment,780.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751730948.622274,Entertainment,900.0
America/New_York,3.0,breathingExercise,tumblr,False,openedApp,1751732459.650537,Entertainment,
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751746919.3493109,Entertainment,600.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751747541.3067079,Entertainment,960.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751748368.288924,Entertainment,600.0
America/New_York,3.0,breathingExercise,instagram,False,dismissedAppOpening,1751748429.803786,,
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751748491.424737,Entertainment,720.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751749228.348464,Entertainment,720.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751749351.045494,Entertainment,720.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751750089.691733,Entertainment,960.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751751114.440306,Entertainment,360.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751751491.852827,Entertainment,420.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751757601.58181,Entertainment,720.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751763194.4500098,Entertainment,900.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751763252.595537,Entertainment,900.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751763336.839674,Entertainment,840.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751764197.700904,Entertainment,300.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751766852.477017,Entertainment,600.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751767344.3146539,Entertainment,1020.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751768385.23042,Entertainment,1200.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751769601.277244,Entertainment,300.0
America/New_York,3.0,breathingExercise,tumblr,False,dismissedAppOpening,1751770158.413338,,
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751806354.0296679,Entertainment,480.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751806859.8361669,Entertainment,1260.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751840179.0406551,Entertainment,360.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751840237.580851,Entertainment,420.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751840674.430105,Entertainment,480.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751841172.3966498,Entertainment,600.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751841791.756538,Entertainment,1140.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751842951.916141,Entertainment,1260.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751844230.8632522,Entertainment,900.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751845146.909734,Entertainment,480.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751845641.428637,Entertainment,420.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751856212.955439,Entertainment,900.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751857148.9836888,Entertainment,840.0
America/New_York,3.0,breathingExercise,instagram,False,dismissedAppOpening,1751859208.882756,,
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751900317.048959,Entertainment,780.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751901366.5530992,Entertainment,1080.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751902463.023355,Post something,300.0
America/New_York,3.0,breathingExercise,instagram,True,dismissedAppOpening,1751902774.5931811,,
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751907959.440037,Entertainment,480.0
America/New_York,3.0,breathingExercise,tumblr,False,openedApp,1751910957.5867472,Entertainment,
America/New_York,3.0,breathingExercise,tumblr,False,dismissedAppOpening,1751911635.868432,,
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751911650.423547,Entertainment,360.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751913590.394685,Entertainment,1320.0
America/New_York,3.0,breathingExercise,tumblr,False,dismissedAppOpening,1751926444.424144,,
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751926588.0401502,Entertainment,600.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751927205.941327,Entertainment,1380.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751927926.0468922,Entertainment,1380.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751942113.852059,Entertainment,540.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751942720.336755,Entertainment,900.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751973642.7644238,Entertainment,480.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751974155.734909,Entertainment,780.0
America/New_York,,,cnn,False,closedApp,1751974982.484692,,
America/New_York,,,cnn,False,closedApp,1751975422.44046,,
America/New_York,,,cnn,False,closedApp,1751975700.644465,,
America/New_York,,,cnn,False,closedApp,1751975803.887258,,
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751976320.7208772,Entertainment,600.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751976368.254899,Entertainment,660.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751976944.324136,Entertainment,660.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751995330.680131,Entertainment,480.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751996686.138042,Entertainment,1080.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1751997786.834487,Entertainment,1260.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1751999533.407745,Entertainment,1260.0
America/New_York,3.0,breathingExercise,instagram,False,dismissedAppOpening,1751999699.94274,,
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1752000023.2213511,Entertainment,1200.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1752000668.460026,Entertainment,1020.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1752000772.221116,Entertainment,1020.0
America/New_York,3.0,breathingExercise,instagram,False,dismissedAppOpening,1752000834.064506,,
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1752000924.488729,Entertainment,1080.0
America/New_York,3.0,breathingExercise,instagram,False,dismissedAppOpening,1752001015.5697799,,
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1752001072.306159,Entertainment,900.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1752001993.8573399,Entertainment,1200.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1752002902.213128,Entertainment,960.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1752003330.030357,Entertainment,960.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1752003631.416977,Entertainment,1020.0
America/New_York,3.0,breathingExercise,instagram,False,dismissedAppOpening,1752004334.276267,,
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1752004388.0874372,Entertainment,1020.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1752005427.165526,Entertainment,1200.0
America/New_York,3.0,breathingExercise,instagram,False,dismissedAppOpening,1752005564.013647,,
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1752005604.102179,Entertainment,780.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1752007569.324712,Entertainment,600.0
America/New_York,3.0,breathingExercise,tumblr,False,openedApp,1752009774.961564,Entertainment,
America/New_York,3.0,breathingExercise,tumblr,False,dismissedAppOpening,1752011012.618371,,
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1752015119.757759,Entertainment,900.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1752027618.736539,Entertainment,480.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1752028117.7626538,Entertainment,900.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1752028146.434836,Entertainment,840.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1752029000.389262,Entertainment,1020.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1752030038.876332,Entertainment,840.0
America/New_York,3.0,breathingExercise,instagram,False,dismissedAppOpening,1752030958.185044,,
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1752031101.845768,Entertainment,780.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1752031941.23919,Entertainment,840.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1752032799.770333,Entertainment,360.0
America/New_York,3.0,breathingExercise,instagram,False,openedApp,1752069232.7446818,Entertainment,600.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1752069852.739203,Entertainment,660.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1752070534.865561,Entertainment,660.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1752071215.474656,Entertainment,900.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1752072132.4437242,Entertainment,720.0
America/New_York,3.0,breathingExercise,instagram,True,openedApp,1752072874.966553,Entertainment,660.0
