timezone,isReIntervention,timestamp,resolution,app,interventionType,interventionDuration
Europe/Berlin,False,1750406838.4780378,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750409863.560724,dismissedAppOpening,instagram,breathingExercise,3.0
Europe/Berlin,False,1750409901.789768,dismissedAppOpening,instagram,breathingExercise,3.0
Europe/Berlin,False,1750409928.903398,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750428575.6583729,dismissedAppOpening,instagram,breathingExercise,3.0
Europe/Berlin,False,1750430021.721133,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750436658.974524,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750447479.6844192,dismissedAppOpening,instagram,breathingExercise,3.0
Europe/Berlin,False,1750448006.9551358,dismissedAppOpening,instagram,breathingExercise,3.0
Europe/Berlin,False,1750448025.361841,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750448717.110588,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750452395.76952,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750483757.298263,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750488059.528189,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750520524.348377,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750521310.234579,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750522021.346441,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750529178.259177,dismissedAppOpening,instagram,breathingExercise,3.0
Europe/Berlin,False,1750529192.8936281,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750530061.197542,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750540738.017377,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750541516.107112,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750542065.91958,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750573610.00283,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750574205.090179,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750574741.62814,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750601620.3552752,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750602417.802299,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750602445.1265101,dismissedAppOpening,instagram,breathingExercise,3.0
Europe/Berlin,False,1750602707.135385,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750603880.660057,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750605009.187087,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750607393.9464011,dismissedAppOpening,instagram,breathingExercise,3.0
Europe/Berlin,False,1750607569.938869,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750609975.244329,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750610548.279417,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750611034.8837209,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750612672.2030392,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750613447.336656,dismissedAppOpening,instagram,breathingExercise,3.0
Europe/Berlin,False,1750613448.888956,dismissedAppOpening,instagram,breathingExercise,3.0
Europe/Berlin,False,1750616550.486675,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750618222.295285,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750618295.155328,dismissedAppOpening,instagram,breathingExercise,3.0
Europe/Berlin,False,1750618326.284744,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750622354.060785,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750622484.760472,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750625996.359743,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750653222.016809,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750653572.678113,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750653769.028819,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750662183.369426,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750671603.946904,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750675418.843841,dismissedAppOpening,instagram,breathingExercise,3.0
Europe/Berlin,False,1750676002.38069,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750679191.453469,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750679308.4719648,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750684351.892751,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750685092.188257,dismissedAppOpening,instagram,breathingExercise,3.0
Europe/Berlin,False,1750685155.520735,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750685251.749895,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750697231.190659,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750698226.756557,dismissedAppOpening,instagram,breathingExercise,3.0
Europe/Berlin,False,1750698550.255439,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750699841.071737,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750700320.3381162,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750700709.300319,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750701361.9323401,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750701611.373841,dismissedAppOpening,instagram,breathingExercise,3.0
Europe/Berlin,False,1750701650.80461,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750705922.550695,dismissedAppOpening,instagram,breathingExercise,3.0
Europe/Berlin,False,1750705933.850282,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750706861.346101,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750707395.044425,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750708904.795964,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750709501.827183,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750713010.235961,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750714254.211183,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750715519.8992682,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750715646.334877,dismissedAppOpening,instagram,breathingExercise,3.0
Europe/Berlin,False,1750716235.129888,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750716684.807642,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750717147.76298,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750717312.132337,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750743238.623204,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750748334.1122708,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750748911.47823,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750750314.043799,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750751611.800406,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750752824.023529,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750752985.6405358,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750754191.472924,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750754561.530648,dismissedAppOpening,instagram,breathingExercise,3.0
Europe/Berlin,False,1750754884.917966,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750755528.1943731,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750756540.8703609,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750757950.0960488,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750760716.764835,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750765103.3506122,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750767290.755869,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750768949.637114,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750771020.372452,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750771427.280435,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750771548.36384,dismissedAppOpening,instagram,breathingExercise,3.0
Europe/Berlin,False,1750773359.621824,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750775479.954585,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750776751.708569,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750777825.64711,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750779469.379723,dismissedAppOpening,instagram,breathingExercise,3.0
Europe/Berlin,False,1750779487.478167,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750780109.6281772,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750781416.4342852,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750781528.6154652,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750788368.9022,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750788431.876731,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750793957.9947948,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750794095.589133,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750794245.110392,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750794719.6839051,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750794938.738457,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750795047.1518931,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750795251.3155231,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750795631.711343,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750795659.3210158,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750796216.290122,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750796606.102025,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750797773.9116468,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750799486.244924,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750800584.64159,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750805465.101341,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750805486.36884,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750830441.036799,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750836456.785386,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750837182.068204,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750839746.7946892,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750842431.596191,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750843970.310344,dismissedAppOpening,instagram,breathingExercise,3.0
Europe/Berlin,False,1750844740.566714,dismissedAppOpening,instagram,breathingExercise,3.0
Europe/Berlin,False,1750844911.069489,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750845630.579987,dismissedAppOpening,instagram,breathingExercise,3.0
Europe/Berlin,False,1750845655.352196,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1750845876.448314,dismissedAppOpening,instagram,breathingExercise,3.0
Europe/Berlin,False,1750847492.7990599,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1751147344.501433,dismissedAppOpening,instagram,breathingExercise,3.0
Europe/Berlin,False,1751147837.036835,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1751148594.696049,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1751149428.3711,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1751149446.3761911,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1751149485.702591,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1751149522.915313,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1751174166.408014,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1751177086.9663448,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1751177199.1017308,dismissedAppOpening,instagram,breathingExercise,3.0
Europe/Berlin,False,1751178569.952205,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1751195576.660013,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1751196009.577991,openedApp,instagram,breathingExercise,3.0
Europe/Berlin,False,1751200440.718453,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751206317.819536,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751207175.710954,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751213142.570888,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751217216.99209,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751224207.728709,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751225013.333729,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751226056.801619,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Berlin,False,1751226090.940912,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751228423.499347,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Berlin,False,1751229248.1093512,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751229352.4012609,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751231633.29313,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751233444.512074,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Berlin,False,1751233963.218423,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751235335.7952561,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751260722.5264878,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751263502.187679,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751263742.116142,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751268174.804033,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751268462.868113,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751270673.337712,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751276230.514642,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751281132.0369859,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Berlin,False,1751281262.82073,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751282267.340363,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751282337.373235,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751282508.9816809,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751285125.708177,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751289354.3053641,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751289793.9069061,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Berlin,False,1751289818.1160312,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751290652.757341,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751295734.295247,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Berlin,False,1751298457.1784759,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751300534.6307669,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751301155.952567,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Berlin,False,1751301842.615371,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751302999.909309,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751303400.52626,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Berlin,False,1751303845.813354,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751304964.205318,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751310743.627639,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Berlin,False,1751316875.877496,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751319605.588773,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Berlin,False,1751319795.9974608,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751320436.965825,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751347174.2323809,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751347289.242302,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Berlin,False,1751347292.119107,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Berlin,False,1751351221.856148,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Berlin,False,1751351228.734222,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Berlin,False,1751357123.725751,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751357250.506517,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751358629.379219,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751361184.149926,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751361938.854682,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751363772.9298902,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Berlin,False,1751366092.5735369,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751366386.0758119,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751366775.881757,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751366831.078352,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751367154.537353,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751367197.56495,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751367723.713585,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751368159.549797,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751368600.666651,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Berlin,False,1751369580.159205,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Berlin,False,1751382570.5545769,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751382626.296575,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751382679.0361218,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Berlin,False,1751382856.760066,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751383099.714536,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751389697.019435,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751392065.5183039,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751392851.965969,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751392867.6843982,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Berlin,False,1751392884.0184832,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751393471.381881,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Berlin,False,1751394769.855187,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Berlin,False,1751394799.251117,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751396006.438569,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Berlin,False,1751396315.618538,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751396637.162547,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751396888.915839,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751397204.699041,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751397346.9259381,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751397536.73491,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751398459.728009,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751402316.403338,openedApp,instagram,breathingExercise,6.0
Europe/Berlin,False,1751402398.9812999,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Berlin,False,1751446188.2787151,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751488527.970571,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751490903.284254,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751491601.0553808,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751491645.8857589,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751491648.72121,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751491700.2623482,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751493368.6607919,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751530496.1556702,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751531651.026758,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751532205.822476,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751562301.152889,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751562310.3630161,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751562902.5485082,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751578775.7957969,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751578995.4857888,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751579521.1182609,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751580423.238803,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751580688.8829908,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751581704.052733,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751581758.193603,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751581922.641932,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751582804.449981,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751583566.230085,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751611810.0090132,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751612151.962122,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751612361.0615711,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751612376.8644562,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751616545.9867182,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751617951.5902581,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751618117.336194,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751618247.495285,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751621382.991663,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751621407.359622,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751625604.173281,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751631704.295742,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751631732.183768,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751633493.3099241,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751642277.720152,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751650967.7346048,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751651525.302939,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751652295.465035,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751652311.719524,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751660015.500741,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751663652.9059892,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751669824.839281,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751695290.234381,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751697530.651483,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751702462.9501848,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751727037.287986,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751727086.106515,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751727786.869879,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751727804.4963632,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751734480.8838491,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751750928.906321,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751750990.870076,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751751099.307533,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751751549.0078769,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751754792.1633291,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751754924.346072,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751791208.630261,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751791920.3632379,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751796487.856374,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751813460.9250522,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751820572.725734,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751820919.22164,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751820934.500339,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751831874.605763,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751831967.4830952,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751832025.269607,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751832546.7887502,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751835502.1086879,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751835720.614223,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751836091.459012,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751836202.4339762,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751836884.3882952,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751843138.254218,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751843270.176601,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751873347.6635098,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751913643.866043,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751916285.132669,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751916438.859273,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751916740.937058,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751916768.4934092,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751919418.073508,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751921880.1809878,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751923665.369636,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751923719.405037,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751926330.3701181,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751926789.115665,dismissedAppOpening,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751926913.99621,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751927648.160204,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751927987.034626,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751955683.829513,openedApp,instagram,breathingExercise,6.0
Europe/Lisbon,False,1751956911.060296,openedApp,instagram,breathingExercise,6.0
